plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.023384413,9.753515,3
Col-0:row4,Col-0,4,0.019775167,9.956677,4
Col-0:row5,Col-0,5,0.018633293,9.917449,4
Col-0:row6,Col-0,6,0.018643733,9.914141,4
Col-0:row7,Col-0,7,0.020206014,9.961763,4
Col-0:row8,Col-0,8,0.019624097,9.946332,4
Col-0:row9,Col-0,9,0.020596065,9.973431,4
Col-0:row10,Col-0,10,0.022930132,9.742343,3
Col-0:row11,Col-0,11,0.020055477,9.954136,4
Col-0:row12,Col-0,12,0.019976914,9.961433,4
Col-0:row13,Col-0,13,0.019134065,9.9361,4
Col-0:row14,Col-0,14,0.019556083,9.944507,4
Col-0:row15,Col-0,15,0.019899588,9.956715,4
Col-0:row16,Col-0,16,0.020093588,9.952665,4
Col-0:row17,Col-0,17,0.019630667,9.945301,4
Col-0:row18,Col-0,18,0.01965371,9.945698,4
Col-0:row19,Col-0,19,0.019334989,9.9329,4
Col-0:row20,Col-0,20,0.020110944,9.958189,4
Col-0:row21,Col-0,21,0.01919656,9.934705,4
Col-0:row22,Col-0,22,0.020584352,9.974142,4
Col-0:row23,Col-0,23,0.020076962,9.95209,4
Col-0:row24,Col-0,24,0.018623019,9.91666,4
Col-0:row25,Col-0,25,0.019880228,9.942467,4
Col-0:row26,Col-0,26,0.020348549,9.9608,4
Col-0:row27,Col-0,27,0.020282697,9.957222,4
Col-0:row28,Col-0,28,0.019144058,9.9329405,4
Col-0:row29,Col-0,29,0.022285769,9.72999,3
Col-0:row30,Col-0,30,0.022045724,9.334039,2
Col-0:row31,Col-0,31,0.022835588,9.349209,2
Col-0:row32,Col-0,32,0.021866351,9.331558,2
Col-0:row33,Col-0,33,0.022208298,9.339005,2
Col-0:row34,Col-0,34,0.021773165,9.326094,2
Col-0:row35,Col-0,35,0.024183646,8.993696,1
hy5:row3,hy5,3,0.04432078,10.225638,4
hy5:row4,hy5,4,0.05189346,10.323632,4
hy5:row5,hy5,5,0.041499354,10.205081,4
