split,curve,genotype,rmse,n_observed
train,0,35S::PIF4,1.519996252915712,4
train,1,35S::PIF4,2.3385831896937233,4
train,2,Col-0,0.952536867909887,4
train,3,Col-0,1.5686739657567135,4
train,4,phyb,1.2990623613763197,4
train,5,phyb,1.1398697432616172,4
train,6,pif3,2.589065109838321,4
train,7,pif3,0.6903777650341473,4
train,8,pif3pif7,1.3896884634501356,4
train,9,pif3pif7,1.6407614061413267,4
train,10,pif4,1.3731247512628293,4
train,11,pif4,2.4409408027324013,4
train,12,pif7-1,1.5953834233857869,4
train,13,pif7-1,1.2439133256334698,4
train,14,pif7-2,0.3422473187921282,4
train,15,pif7-2,2.406315627324871,4
train,16,pifq,1.609013564890855,4
train,17,pifq,0.5645780296709624,4
val,0,35S::PIF4,4.339046285699166,4
val,1,35S::PIF4,3.638233236733235,4
val,2,Col-0,2.661550605594463,4
val,3,Col-0,2.167212717792181,4
val,4,phyb,1.7558895762055708,4
val,5,phyb,3.0127205798566146,4
val,6,pif3,3.6571140227481047,4
val,7,pif3,1.83943343730853,4
val,8,pif3pif7,3.3013162864758825,4
val,9,pif3pif7,3.155108180623276,4
val,10,pif4,2.811119574798354,4
val,11,pif4,2.048714727257812,4
val,12,pif7-1,3.364673548636844,4
val,13,pif7-1,5.076864661524124,4
val,14,pif7-2,5.386932249123579,4
val,15,pif7-2,2.7817369501332068,4
val,16,pifq,1.9180505309676736,4
val,17,pifq,3.1695354999203533,4
test,0,35S::PIF4,5.488847345051142,4
test,1,35S::PIF4,2.635537233508541,4
test,2,Col-0,2.9017988130127983,4
test,3,Col-0,2.6124341717585566,4
test,4,phyb,2.039742528650998,4
test,5,phyb,1.229685002676357,4
test,6,pif3,4.565832963732039,4
test,7,pif3,2.5532244745124575,4
test,8,pif3pif7,1.1043028511835808,4
test,9,pif3pif7,1.7314062659925833,4
test,10,pif4,2.777207119438768,4
test,11,pif4,1.7365831944667138,4
test,12,pif7-1,1.8152676757203525,4
test,13,pif7-1,2.000958887422958,4
test,14,pif7-2,4.597285748504919,4
test,15,pif7-2,4.397019551950294,4
test,16,pifq,5.499464855098166,4
test,17,pifq,1.0845826081744732,4
