plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.026398776,8.960843,1
Col-0:row4,Col-0,4,0.022773271,9.14647,3
Col-0:row5,Col-0,5,0.021307457,9.11574,3
Col-0:row6,Col-0,6,0.019436866,9.112023,4
Col-0:row7,Col-0,7,0.022453073,9.143451,3
Col-0:row8,Col-0,8,0.02038729,9.1133585,4
Col-0:row9,Col-0,9,0.026352689,8.959868,1
Col-0:row10,Col-0,10,0.02261387,8.929132,3
Col-0:row11,Col-0,11,0.02258219,8.929501,3
Col-0:row12,Col-0,12,0.0208461,9.131472,4
Col-0:row13,Col-0,13,0.022151152,9.153937,3
Col-0:row14,Col-0,14,0.021958103,9.132833,3
Col-0:row15,Col-0,15,0.02303435,9.174014,3
Col-0:row16,Col-0,16,0.022525704,8.88961,2
Col-0:row17,Col-0,17,0.021476949,8.917696,3
Col-0:row18,Col-0,18,0.021802546,9.096742,2
Col-0:row19,Col-0,19,0.020065645,9.12098,4
Col-0:row20,Col-0,20,0.024815219,8.957464,2
Col-0:row21,Col-0,21,0.021436393,9.086477,2
Col-0:row22,Col-0,22,0.02340022,9.181663,3
Col-0:row23,Col-0,23,0.022504343,9.14416,3
Col-0:row24,Col-0,24,0.019453432,9.107198,4
Col-0:row25,Col-0,25,0.023133501,9.158733,3
Col-0:row26,Col-0,26,0.02292475,8.931786,3
Col-0:row27,Col-0,27,0.020938862,9.139673,4
Col-0:row28,Col-0,28,0.021756418,9.132493,3
Col-0:row29,Col-0,29,0.0232017,8.887045,1
Col-0:row30,Col-0,30,0.021430437,8.879734,2
Col-0:row31,Col-0,31,0.023161665,8.886751,1
Col-0:row32,Col-0,32,0.021305852,8.878154,2
Col-0:row33,Col-0,33,0.024053939,8.909683,1
Col-0:row34,Col-0,34,0.021174712,8.877904,2
Col-0:row35,Col-0,35,0.023386508,8.902345,1
hy5:row3,hy5,3,0.048105303,9.444518,4
hy5:row4,hy5,4,0.05202258,9.538339,3
hy5:row5,hy5,5,0.03732296,9.080151,2
