epoch,selection_eligible,train_objective,val_rmse,val_rmse_smooth,seconds
10,False,0.7219241857528687,316.60579251469017,316.60579251469017,0.05513481795787811
20,False,0.6932950019836426,294.75923875844836,294.75923875844836,0.10953857004642487
30,False,0.6609938740730286,271.5507093934071,271.5507093934071,0.16396396234631538
40,False,0.6276051998138428,249.57602243984343,249.57602243984343,0.21831662580370903
50,False,0.5946292281150818,230.91705564448,230.91705564448,0.27303624898195267
60,False,0.5643975734710693,218.39638838168264,218.39638838168264,0.3287925757467747
70,False,0.5387269854545593,211.15205382841765,211.15205382841765,0.3855079412460327
80,False,0.5177022218704224,204.71281330799997,204.71281330799997,0.44314901903271675
90,False,0.4999661445617676,194.60398762664795,194.60398762664795,0.49968885630369186
100,False,0.4818041920661926,176.21021432521283,176.21021432521283,0.5584054663777351
110,False,0.4589768648147583,144.18554235200466,144.18554235200466,0.6206639111042023
120,False,0.4291097819805145,104.3465437942797,104.3465437942797,0.6780212372541428
130,False,0.391000896692276,74.18684711970359,74.18684711970359,0.7335214018821716
140,False,0.35775548219680786,88.38930169413597,88.38930169413597,0.7893294580280781
150,False,0.35069361329078674,95.1210057161504,95.1210057161504,0.8466791622340679
160,False,0.3381689488887787,57.75507430547476,57.75507430547476,0.9031840488314629
170,False,0.3356134295463562,43.38138232805103,43.38138232805103,0.9604564718902111
180,False,0.33328190445899963,50.33863570381344,50.33863570381344,1.0154474042356014
190,False,0.3316698670387268,40.91610847351581,40.91610847351581,1.0706182233989239
200,False,0.33067435026168823,39.111426933774055,39.111426933774055,1.1252147555351257
210,False,0.32983922958374023,39.34661690313622,39.34661690313622,1.1794052235782146
220,False,0.3291827142238617,39.252015715243665,39.252015715243665,1.234593465924263
230,False,0.32864633202552795,39.3349986418046,39.3349986418046,1.289391417056322
240,False,0.3281911611557007,39.61424743000791,39.61424743000791,1.347552727907896
250,False,0.32779157161712646,39.93370400371134,39.93370400371134,1.4051791094243526
260,False,0.3274328410625458,40.20398333777949,40.20398333777949,1.4605744257569313
270,False,0.327114462852478,40.431969724470825,40.431969724470825,1.515424557030201
