plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.022657821,7.9768276,3
Col-0:row4,Col-0,4,0.022002675,7.991952,4
Col-0:row5,Col-0,5,0.02173964,7.979767,4
Col-0:row6,Col-0,6,0.02171012,7.980141,4
Col-0:row7,Col-0,7,0.022075396,7.9957047,4
Col-0:row8,Col-0,8,0.021974675,7.989222,4
Col-0:row9,Col-0,9,0.02215394,7.9969606,4
Col-0:row10,Col-0,10,0.022554314,7.972177,3
Col-0:row11,Col-0,11,0.022043848,7.9944096,4
Col-0:row12,Col-0,12,0.022060972,7.99463,4
Col-0:row13,Col-0,13,0.021849211,7.9863014,4
Col-0:row14,Col-0,14,0.021968527,7.9916997,4
Col-0:row15,Col-0,15,0.022013007,7.9949155,4
Col-0:row16,Col-0,16,0.022044146,7.992731,4
Col-0:row17,Col-0,17,0.021905258,7.9896674,4
Col-0:row18,Col-0,18,0.021914363,7.987118,4
Col-0:row19,Col-0,19,0.021831151,7.983992,4
Col-0:row20,Col-0,20,0.022070352,7.9967804,4
Col-0:row21,Col-0,21,0.021855678,7.9851027,4
Col-0:row22,Col-0,22,0.022116732,7.998006,4
Col-0:row23,Col-0,23,0.02204319,7.992295,4
Col-0:row24,Col-0,24,0.021762393,7.982806,4
Col-0:row25,Col-0,25,0.021986922,7.9926343,4
Col-0:row26,Col-0,26,0.022091666,7.99534,4
Col-0:row27,Col-0,27,0.022062534,7.996376,4
Col-0:row28,Col-0,28,0.02186102,7.987204,4
Col-0:row29,Col-0,29,0.022438541,7.9673476,3
Col-0:row30,Col-0,30,0.022422696,7.9191136,2
Col-0:row31,Col-0,31,0.022568947,7.9248753,2
Col-0:row32,Col-0,32,0.022392435,7.917769,2
Col-0:row33,Col-0,33,0.022459704,7.920321,2
Col-0:row34,Col-0,34,0.022361683,7.9170628,2
Col-0:row35,Col-0,35,0.02270103,7.910733,1
hy5:row3,hy5,3,0.05777031,8.795304,4
hy5:row4,hy5,4,0.05934921,8.816941,4
hy5:row5,hy5,5,0.057056617,8.793165,4
hy5:row6,hy5,6,0.05714323,8.797501,4
hy5:row7,hy5,7,0.06046651,8.820291,4
hy5:row8,hy5,8,0.059031922,8.810989,4
hy5:row9,hy5,9,0.057189845,8.795166,4
hy5:row10,hy5,10,0.058626197,8.81059,4
hy5:row11,hy5,11,0.058908273,8.8139105,4
hy5:row12,hy5,12,0.0579153,8.804681,4
hy5:row13,hy5,13,0.05778348,8.799296,4
hy5:row14,hy5,14,0.057549205,8.797447,4
hy5:row15,hy5,15,0.057902843,8.804234,4
hy5:row16,hy5,16,0.05715069,8.793042,4
hy5:row17,hy5,17,0.057253532,8.797494,4
hy5:row18,hy5,18,0.057317715,8.796023,4
hy5:row19,hy5,19,0.0587878,8.811565,4
hy5:row20,hy5,20,0.057663947,8.799376,4
hy5:row21,hy5,21,0.05797949,8.80786,4
hy5:row22,hy5,22,0.058435235,8.806221,4
hy5:row23,hy5,23,0.05806182,8.80281,4
hy5:row24,hy5,24,0.05922243,8.816717,4
hy5:row25,hy5,25,0.058012992,8.8039,4
hy5:row26,hy5,26,0.05859201,8.811375,4
hy5:row27,hy5,27,0.05929958,8.81808,4
hy5:row28,hy5,28,0.058529597,8.807738,4
hy5:row29,hy5,29,0.05553559,8.736005,2
hy5:row30,hy5,30,0.056623187,8.745111,2
hy5:row31,hy5,31,0.055879064,8.706224,1
hy5:row32,hy5,32,0.05534708,8.731967,2
hy5:row33,hy5,33,0.055710193,8.7028675,1
hy5:row34,hy5,34,0.055490248,8.698456,1
hy5:row35,hy5,35,0.05558169,8.700295,1
MLB:row3,MLB,3,0.018439636,7.8365326,4
MLB:row4,MLB,4,0.018389491,7.8349338,4
MLB:row5,MLB,5,0.018381381,7.8322845,4
MLB:row6,MLB,6,0.018440127,7.8353195,4
MLB:row7,MLB,7,0.018455736,7.836257,4
MLB:row8,MLB,8,0.018313622,7.8285007,4
MLB:row9,MLB,9,0.018358152,7.8303866,4
MLB:row10,MLB,10,0.018275239,7.827077,4
MLB:row11,MLB,11,0.018236546,7.8239536,4
MLB:row12,MLB,12,0.018532474,7.84054,4
MLB:row13,MLB,13,0.018323876,7.828814,4
MLB:row14,MLB,14,0.018291896,7.82729,4
MLB:row15,MLB,15,0.018326255,7.8288054,4
MLB:row16,MLB,16,0.018382968,7.8329606,4
MLB:row17,MLB,17,0.018313572,7.8289437,4
MLB:row18,MLB,18,0.01837204,7.831797,4
MLB:row19,MLB,19,0.018343864,7.830494,4
MLB:row20,MLB,20,0.018283451,7.826343,4
MLB:row21,MLB,21,0.018345349,7.8318067,4
