plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.023883395,9.175023,3
Col-0:row4,Col-0,4,0.022567077,9.282099,4
Col-0:row5,Col-0,5,0.021497624,9.2296505,4
Col-0:row6,Col-0,6,0.02146032,9.227582,4
Col-0:row7,Col-0,7,0.022858901,9.29453,4
Col-0:row8,Col-0,8,0.022373997,9.271365,4
Col-0:row9,Col-0,9,0.02322506,9.3096485,4
Col-0:row10,Col-0,10,0.023544582,9.159075,3
Col-0:row11,Col-0,11,0.022686714,9.286231,4
Col-0:row12,Col-0,12,0.022727918,9.2900095,4
Col-0:row13,Col-0,13,0.021973114,9.254227,4
Col-0:row14,Col-0,14,0.022293232,9.269876,4
Col-0:row15,Col-0,15,0.022619013,9.285401,4
Col-0:row16,Col-0,16,0.022704301,9.28524,4
Col-0:row17,Col-0,17,0.022354478,9.27061,4
Col-0:row18,Col-0,18,0.022393068,9.2703495,4
Col-0:row19,Col-0,19,0.022070229,9.254609,4
Col-0:row20,Col-0,20,0.02275197,9.29092,4
Col-0:row21,Col-0,21,0.022003798,9.253958,4
Col-0:row22,Col-0,22,0.023214867,9.310169,4
Col-0:row23,Col-0,23,0.02269103,9.284405,4
Col-0:row24,Col-0,24,0.021463264,9.230198,4
Col-0:row25,Col-0,25,0.02245393,9.274464,4
Col-0:row26,Col-0,26,0.022934707,9.296173,4
Col-0:row27,Col-0,27,0.02284243,9.29293,4
Col-0:row28,Col-0,28,0.021937387,9.2526655,4
Col-0:row29,Col-0,29,0.023093442,9.139361,3
Col-0:row30,Col-0,30,0.022656182,8.857136,2
Col-0:row31,Col-0,31,0.023214255,8.881559,2
Col-0:row32,Col-0,32,0.022540381,8.852147,2
Col-0:row33,Col-0,33,0.022792676,8.863434,2
Col-0:row34,Col-0,34,0.022432104,8.846771,2
Col-0:row35,Col-0,35,0.02325755,8.649996,1
hy5:row3,hy5,3,0.048610784,10.074401,4
hy5:row4,hy5,4,0.05476383,10.212187,4
hy5:row5,hy5,5,0.046597898,10.034389,4
hy5:row6,hy5,6,0.046137195,10.031467,4
hy5:row7,hy5,7,0.058204036,10.274228,4
hy5:row8,hy5,8,0.053116057,10.173657,4
hy5:row9,hy5,9,0.046720464,10.038949,4
hy5:row10,hy5,10,0.051609524,10.147529,4
hy5:row11,hy5,11,0.05288893,10.173297,4
hy5:row12,hy5,12,0.04930096,10.097792,4
hy5:row13,hy5,13,0.048286326,10.069091,4
hy5:row14,hy5,14,0.047563344,10.058957,4
hy5:row15,hy5,15,0.048816957,10.0896,4
hy5:row16,hy5,16,0.04619675,10.025723,4
hy5:row17,hy5,17,0.046680793,10.039955,4
hy5:row18,hy5,18,0.047211975,10.047242,4
hy5:row19,hy5,19,0.05225225,10.160731,4
hy5:row20,hy5,20,0.048096616,10.070023,4
hy5:row21,hy5,21,0.04971413,10.109846,4
hy5:row22,hy5,22,0.050868604,10.131547,4
hy5:row23,hy5,23,0.049630366,10.102402,4
hy5:row24,hy5,24,0.054461345,10.20633,4
