plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.021519044,9.446955,3
Col-0:row4,Col-0,4,0.018884558,9.850412,4
Col-0:row5,Col-0,5,0.017825516,9.829628,4
Col-0:row6,Col-0,6,0.017771253,9.839319,4
Col-0:row7,Col-0,7,0.01923149,9.852395,4
Col-0:row8,Col-0,8,0.018762741,9.834237,4
Col-0:row9,Col-0,9,0.019638836,9.856361,4
Col-0:row10,Col-0,10,0.021121489,9.450537,3
Col-0:row11,Col-0,11,0.01908126,9.844864,4
Col-0:row12,Col-0,12,0.019072082,9.845284,4
Col-0:row13,Col-0,13,0.018259123,9.846195,4
Col-0:row14,Col-0,14,0.01864543,9.834319,4
Col-0:row15,Col-0,15,0.018921506,9.856591,4
Col-0:row16,Col-0,16,0.01914135,9.841638,4
Col-0:row17,Col-0,17,0.018647006,9.866626,4
Col-0:row18,Col-0,18,0.018734535,9.8602495,4
Col-0:row19,Col-0,19,0.018411705,9.856726,4
Col-0:row20,Col-0,20,0.01912118,9.845574,4
Col-0:row21,Col-0,21,0.018334052,9.842289,4
Col-0:row22,Col-0,22,0.019549398,9.876256,4
Col-0:row23,Col-0,23,0.019136198,9.839604,4
Col-0:row24,Col-0,24,0.01778689,9.821533,4
Col-0:row25,Col-0,25,0.018872367,9.840546,4
Col-0:row26,Col-0,26,0.019361716,9.849748,4
Col-0:row27,Col-0,27,0.019234268,9.855834,4
Col-0:row28,Col-0,28,0.018255016,9.83717,4
Col-0:row29,Col-0,29,0.020580174,9.448828,3
Col-0:row30,Col-0,30,0.020149078,9.667593,2
Col-0:row31,Col-0,31,0.02082427,9.672347,2
Col-0:row32,Col-0,32,0.020004729,9.666463,2
Col-0:row33,Col-0,33,0.020304663,9.668524,2
Col-0:row34,Col-0,34,0.019892406,9.666003,2
Col-0:row35,Col-0,35,0.02112191,9.1154585,1
hy5:row3,hy5,3,0.04730016,9.772682,4
hy5:row4,hy5,4,0.05452369,9.872316,4
hy5:row5,hy5,5,0.044272076,9.784551,4
hy5:row6,hy5,6,0.043607403,9.750133,4
hy5:row7,hy5,7,0.059720486,9.862458,4
hy5:row8,hy5,8,0.052986167,9.822752,4
hy5:row9,hy5,9,0.044483427,9.770103,4
hy5:row10,hy5,10,0.050715417,9.813955,4
hy5:row11,hy5,11,0.05234553,9.838023,4
hy5:row12,hy5,12,0.047695126,9.801376,4
hy5:row13,hy5,13,0.047090914,9.749628,4
hy5:row14,hy5,14,0.045622654,9.759655,4
hy5:row15,hy5,15,0.047095083,9.777402,4
hy5:row16,hy5,16,0.044071026,9.740781,4
hy5:row17,hy5,17,0.044480495,9.757798,4
hy5:row18,hy5,18,0.045296263,9.77246,4
hy5:row19,hy5,19,0.051511705,9.823488,4
hy5:row20,hy5,20,0.046329565,9.770426,4
hy5:row21,hy5,21,0.0479576,9.820369,4
hy5:row22,hy5,22,0.04970094,9.804922,4
hy5:row23,hy5,23,0.048302624,9.791568,4
hy5:row24,hy5,24,0.05405753,9.877649,4
hy5:row25,hy5,25,0.04804909,9.790124,4
hy5:row26,hy5,26,0.05045587,9.812216,4
hy5:row27,hy5,27,0.05328125,9.817161,4
hy5:row28,hy5,28,0.050847568,9.843755,4
hy5:row29,hy5,29,0.0359138,8.610291,2
hy5:row30,hy5,30,0.040463816,8.64122,2
hy5:row31,hy5,31,0.03675932,8.337235,1
hy5:row32,hy5,32,0.03584339,8.630534,2
hy5:row33,hy5,33,0.036582984,8.350593,1
hy5:row34,hy5,34,0.036354598,8.368015,1
hy5:row35,hy5,35,0.036449376,8.360767,1
MLB:row3,MLB,3,0.017266598,9.771117,4
MLB:row4,MLB,4,0.016848618,9.752173,4
MLB:row5,MLB,5,0.017083801,9.770402,4
MLB:row6,MLB,6,0.01727305,9.758905,4
MLB:row7,MLB,7,0.017308997,9.754889,4
MLB:row8,MLB,8,0.016690962,9.759902,4
MLB:row9,MLB,9,0.016892316,9.759941,4
MLB:row10,MLB,10,0.01647263,9.760541,4
MLB:row11,MLB,11,0.01637447,9.76419,4
MLB:row12,MLB,12,0.017855586,9.767201,4
MLB:row13,MLB,13,0.016744781,9.762169,4
MLB:row14,MLB,14,0.016592877,9.761581,4
MLB:row15,MLB,15,0.01675213,9.760314,4
MLB:row16,MLB,16,0.016947865,9.758508,4
MLB:row17,MLB,17,0.01670751,9.765412,4
MLB:row18,MLB,18,0.01696179,9.763703,4
MLB:row19,MLB,19,0.016681477,9.750272,4
MLB:row20,MLB,20,0.016496588,9.750506,4
MLB:row21,MLB,21,0.016658707,9.7482195,4
MLB:row22,MLB,22,0.016892187,9.762547,4
MLB:row23,MLB,23,0.017632544,9.80783,4
MLB:row24,MLB,24,0.018130971,9.811527,4
MLB:row25,MLB,25,0.01757736,9.770306,4
MLB:row26,MLB,26,0.017326135,9.793525,4
MLB:row27,MLB,27,0.016483132,9.758075,4
MLB:row28,MLB,28,0.016625939,9.967001,3
MLB:row29,MLB,29,0.017473051,9.974294,3
MLB:row30,MLB,30,0.016642502,9.963813,3
MLB:row31,MLB,31,0.01709759,9.971595,3
MLB:row32,MLB,32,0.01688946,9.972752,3
MLB:row33,MLB,33,0.016347388,9.967432,3
MLB:row34,MLB,34,0.016658911,9.967529,3
MLB:row35,MLB,35,0.018349016,9.581641,2
MLB:row36,MLB,36,0.018361585,9.581781,2
MLB:row37,MLB,37,0.019096361,9.586291,2
MLB:row38,MLB,38,0.01897492,9.585393,2
MLB:row39,MLB,39,0.018982397,9.585539,2
MLB:row40,MLB,40,0.020177381,9.039039,1
phyAB:row3,phyAB,3,0.0691643,10.500501,4
phyAB:row4,phyAB,4,0.07089565,10.526003,4
phyAB:row5,phyAB,5,0.07515731,10.523255,4
phyAB:row6,phyAB,6,0.072958946,10.505972,4
phyAB:row7,phyAB,7,0.06830045,10.48869,4
phyAB:row8,phyAB,8,0.073145546,10.518432,4
phyAB:row9,phyAB,9,0.08092682,10.52603,4
