plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.023520056,9.828408,1
Col-0:row4,Col-0,4,0.021396313,9.872744,2
Col-0:row5,Col-0,5,0.022262758,10.027144,2
Col-0:row6,Col-0,6,0.01817529,10.037208,4
Col-0:row7,Col-0,7,0.021110727,9.8673935,2
Col-0:row8,Col-0,8,0.018469285,9.904023,3
Col-0:row9,Col-0,9,0.023498738,9.8280525,1
Col-0:row10,Col-0,10,0.019450981,9.699589,2
Col-0:row11,Col-0,11,0.0224107,9.810899,2
Col-0:row12,Col-0,12,0.018851137,9.927202,3
Col-0:row13,Col-0,13,0.023132034,10.059368,2
Col-0:row14,Col-0,14,0.022010477,9.897124,1
Col-0:row15,Col-0,15,0.021934982,10.052342,3
Col-0:row16,Col-0,16,0.020469008,9.718653,1
Col-0:row17,Col-0,17,0.023501452,9.828098,1
Col-0:row18,Col-0,18,0.019927388,9.943853,2
Col-0:row19,Col-0,19,0.0208042,9.882071,2
Col-0:row20,Col-0,20,0.022301456,9.809845,2
Col-0:row21,Col-0,21,0.021953404,9.89491,1
Col-0:row22,Col-0,22,0.023163589,9.940695,1
Col-0:row23,Col-0,23,0.023511529,9.828266,1
Col-0:row24,Col-0,24,0.019060643,9.833418,3
Col-0:row25,Col-0,25,0.021977551,10.028304,3
Col-0:row26,Col-0,26,0.023514435,9.828314,1
Col-0:row27,Col-0,27,0.020561581,9.8569765,2
Col-0:row28,Col-0,28,0.02210492,9.900777,1
Col-0:row29,Col-0,29,0.02008643,9.711456,1
Col-0:row30,Col-0,30,0.019893171,9.707791,1
Col-0:row31,Col-0,31,0.020052865,9.710821,1
Col-0:row32,Col-0,32,0.018681109,9.689217,2
Col-0:row33,Col-0,33,0.021441964,9.656949,1
Col-0:row34,Col-0,34,0.01965436,9.703237,1
Col-0:row35,Col-0,35,0.02088592,9.650871,1
hy5:row3,hy5,3,0.039604563,10.249141,2
hy5:row4,hy5,4,0.033341233,10.102734,2
hy5:row5,hy5,5,0.031818327,9.84268,1
hy5:row6,hy5,6,0.037052,10.271886,1
hy5:row7,hy5,7,0.04680442,10.492555,2
hy5:row8,hy5,8,0.038354825,10.301993,1
hy5:row9,hy5,9,0.030407827,9.923548,1
hy5:row10,hy5,10,0.040542603,10.420169,2
hy5:row11,hy5,11,0.03482897,9.956872,2
hy5:row12,hy5,12,0.03496036,10.018179,2
hy5:row13,hy5,13,0.03434239,10.205938,1
hy5:row14,hy5,14,0.041442778,10.374565,3
hy5:row15,hy5,15,0.035326414,10.108116,3
hy5:row16,hy5,16,0.032963753,9.852799,1
hy5:row17,hy5,17,0.04247698,10.444015,3
hy5:row18,hy5,18,0.033547815,9.857849,1
hy5:row19,hy5,19,0.04921647,10.623177,4
hy5:row20,hy5,20,0.032211907,10.087569,2
hy5:row21,hy5,21,0.029320411,9.907956,1
hy5:row22,hy5,22,0.04141525,10.4194975,2
hy5:row23,hy5,23,0.034901828,9.960469,2
hy5:row24,hy5,24,0.045397002,10.563954,2
hy5:row25,hy5,25,0.04495037,10.477882,3
hy5:row26,hy5,26,0.031248134,9.990651,1
hy5:row27,hy5,27,0.048967086,10.546785,3
hy5:row28,hy5,28,0.03410346,10.0102415,2
hy5:row29,hy5,29,0.031999152,9.8442955,1
hy5:row30,hy5,30,0.03548489,9.87407,1
hy5:row31,hy5,31,0.031230306,9.990411,1
hy5:row32,hy5,32,0.03213511,9.845508,1
hy5:row33,hy5,33,0.031118479,9.988903,1
hy5:row34,hy5,34,0.03097335,9.986936,1
hy5:row35,hy5,35,0.031033624,9.987753,1
MLB:row3,MLB,3,0.020822736,9.654434,1
MLB:row4,MLB,4,0.020734092,9.6534605,1
MLB:row5,MLB,5,0.020285185,9.85832,2
MLB:row6,MLB,6,0.019541,9.846065,3
MLB:row7,MLB,7,0.018916978,9.913811,2
MLB:row8,MLB,8,0.019648034,9.709839,1
MLB:row9,MLB,9,0.018663615,9.695934,2
MLB:row10,MLB,10,0.021282205,9.802008,2
MLB:row11,MLB,11,0.018114889,9.686517,2
MLB:row12,MLB,12,0.019742735,9.711653,1
MLB:row13,MLB,13,0.020395247,10.004887,3
MLB:row14,MLB,14,0.020367796,10.004566,3
MLB:row15,MLB,15,0.019774143,9.857271,2
MLB:row16,MLB,16,0.019841556,9.713539,1
MLB:row17,MLB,17,0.023085907,9.827645,1
MLB:row18,MLB,18,0.022079289,10.034627,2
MLB:row19,MLB,19,0.020555658,9.651496,1
MLB:row20,MLB,20,0.020320503,9.858985,2
MLB:row21,MLB,21,0.022019597,10.0308485,2
MLB:row22,MLB,22,0.0181464,10.032078,4
MLB:row23,MLB,23,0.01852799,9.830154,3
MLB:row24,MLB,24,0.023056567,9.827149,1
MLB:row25,MLB,25,0.022070898,10.034772,2
MLB:row26,MLB,26,0.021476105,10.058568,3
MLB:row27,MLB,27,0.019806799,9.712876,1
MLB:row28,MLB,28,0.018542174,9.695345,2
MLB:row29,MLB,29,0.019934058,9.715301,1
MLB:row30,MLB,30,0.018703202,9.90635,2
MLB:row31,MLB,31,0.021319464,9.659878,1
MLB:row32,MLB,32,0.018859204,9.915915,2
MLB:row33,MLB,33,0.01870024,9.912162,2
MLB:row34,MLB,34,0.019885793,9.856521,2
MLB:row35,MLB,35,0.01971081,9.711041,1
MLB:row36,MLB,36,0.01966177,9.710102,1
MLB:row37,MLB,37,0.01998756,9.716317,1
MLB:row38,MLB,38,0.020068636,9.717855,1
MLB:row39,MLB,39,0.020972222,9.6560755,1
MLB:row40,MLB,40,0.02101073,9.656498,1
EMS57:row3,EMS57,3,0.05272836,10.260254,2
EMS57:row4,EMS57,4,0.043880172,10.14595,1
EMS57:row5,EMS57,5,0.05563916,10.275609,2
EMS57:row6,EMS57,6,0.05352682,10.264855,2
EMS57:row7,EMS57,7,0.053034272,10.703762,3
EMS57:row8,EMS57,8,0.051020242,10.193286,2
EMS57:row9,EMS57,9,0.0648869,10.563241,2
EMS57:row10,EMS57,10,0.05228837,10.110472,1
EMS57:row11,EMS57,11,0.04999988,10.097624,1
EMS57:row12,EMS57,12,0.055810012,10.611869,2
EMS57:row13,EMS57,13,0.06125979,10.632999,3
EMS57:row14,EMS57,14,0.047365427,10.081895,1
EMS57:row15,EMS57,15,0.046594974,10.172504,1
EMS57:row16,EMS57,16,0.062137168,10.612773,1
EMS57:row17,EMS57,17,0.04523272,10.159384,1
EMS57:row18,EMS57,18,0.04787133,10.084997,1
phyAB:row3,phyAB,3,0.048993032,10.292957,1
phyAB:row4,phyAB,4,0.054221805,10.169538,1
phyAB:row5,phyAB,5,0.07442765,10.826823,3
phyAB:row6,phyAB,6,0.059157692,10.429507,3
phyAB:row7,phyAB,7,0.04909244,10.293832,1
phyAB:row8,phyAB,8,0.055927455,10.326168,2
phyAB:row9,phyAB,9,0.06335103,10.65519,1
phyAB:row10,phyAB,10,0.06447692,10.789347,2
phyAB:row11,phyAB,11,0.07381612,10.876728,4
phyAB:row12,phyAB,12,0.04941285,10.380596,2
phyAB:row13,phyAB,13,0.050755396,10.392513,2
phyAB:row14,phyAB,14,0.04812637,10.229319,1
phyAB:row15,phyAB,15,0.060624674,10.733513,2
phyAB:row16,phyAB,16,0.05600482,10.326637,2
phyAB:row17,phyAB,17,0.060693193,10.293908,2
phyAB:row18,phyAB,18,0.04885152,10.291711,1
phyAB:row19,phyAB,19,0.0567124,10.3296585,2
phyAB:row20,phyAB,20,0.06523211,10.801217,2
phyAB:row21,phyAB,21,0.05594143,10.2657795,2
phyAB:row22,phyAB,22,0.07183846,10.713243,3
phyAB:row23,phyAB,23,0.07486695,10.777795,3
phyAB:row24,phyAB,24,0.0476814,10.225209,1
phyAB:row25,phyAB,25,0.07149445,10.685792,2
phyAB:row26,phyAB,26,0.054146428,10.169144,1
phyAB:row27,phyAB,27,0.050619863,10.391334,2
phyAB:row28,phyAB,28,0.068492316,10.657747,2
phyAB:row29,phyAB,29,0.07365075,10.776747,3
phyAB:row30,phyAB,30,0.06659159,10.819707,2
phyAB:row31,phyAB,31,0.048421763,10.232024,1
phyAB:row32,phyAB,32,0.07002609,10.755839,3
phyAB:row33,phyAB,33,0.06427324,10.864538,3
phyAB:row34,phyAB,34,0.05138468,10.239243,2
phyAB:row35,phyAB,35,0.04907613,10.293689,1
phyAB:row36,phyAB,36,0.054127004,10.169042,1
phyAB:row37,phyAB,37,0.05473432,10.172198,1
phyAB:row38,phyAB,38,0.053091876,10.163549,1
phyAB:row39,phyAB,39,0.054020174,10.168482,1
