epoch,data_loss,objective,ode,capacity_diagnostic,capacity_penalty_used,val_rmse,selection_rmse,best_epoch
20,0.08817414194345474,0.08833964914083481,0.00033101081498898566,0.39638304710388184,False,0.8777452530264854,0.8777452530264854,
40,0.05145430192351341,0.051477111876010895,4.56228808616288e-05,0.42625486850738525,False,0.9678176440745593,0.9227814485505224,
60,0.04675313085317612,0.04679188132286072,7.749905489617959e-05,0.4595487117767334,False,0.7332128900885582,0.859591929063201,
80,0.0451682023704052,0.04520564526319504,7.488801929866895e-05,0.4425831139087677,False,0.6739713674783707,0.7916673005471627,
100,0.04455351456999779,0.04459406062960625,8.10906567494385e-05,0.42102858424186707,False,0.7325073579251766,0.7132305384973685,
120,0.04360971972346306,0.04364662989974022,7.382006151601672e-05,0.4192132353782654,False,0.5807889689058066,0.6624225647697846,
140,0.04351237416267395,0.043552085757255554,7.942054799059406e-05,0.3928626775741577,False,0.6898739565610886,0.6677234277973573,
160,0.042143821716308594,0.042181290686130524,7.493983866879717e-05,0.39953988790512085,False,0.5726905156075954,0.6144511470248303,
180,0.04111700505018234,0.04115670919418335,7.940809155115858e-05,0.3885076344013214,False,0.625823769390583,0.6294627471864224,
200,0.040587909519672394,0.04062781482934952,7.981068483786657e-05,0.3897475302219391,False,0.6371629346609116,0.61189240655303,200.0
220,0.03968045115470886,0.039719805121421814,7.870954141253605e-05,0.39674267172813416,False,0.6165305186212063,0.6265057408909003,200.0
240,0.040925897657871246,0.04096412658691406,7.645905134268105e-05,0.4090109169483185,False,0.597554264575243,0.6170825726191203,200.0
260,0.042121101170778275,0.04215886443853378,7.552841998403892e-05,0.4176062345504761,False,0.5836096309795976,0.5992314713920157,260.0
280,0.03951825201511383,0.039562057703733444,8.760857599554583e-05,0.4028118848800659,False,0.6727003794014454,0.617954758318762,260.0
300,0.038137879222631454,0.03818180784583092,8.785859972704202e-05,0.40938079357147217,False,0.6925093645751477,0.6496064583187302,260.0
320,0.04717892035841942,0.047231584787368774,0.0001053267769748345,0.40413111448287964,False,0.6076407561302185,0.6576168333689372,260.0
340,0.03996698185801506,0.04000668600201607,7.940768409753218e-05,0.39257386326789856,False,0.6282450567632913,0.6427983924895525,260.0
360,0.037304509431123734,0.037343788892030716,7.855563308112323e-05,0.4056207239627838,False,0.6726583851426841,0.636181399345398,260.0
380,0.03521506115794182,0.035256173461675644,8.222428004955873e-05,0.40801894664764404,False,0.6258351443260909,0.6422461954106888,260.0
400,0.03399045392870903,0.034033067524433136,8.522942516719922e-05,0.41054248809814453,False,0.7100748404562474,0.6695227899750075,260.0
420,0.03440267965197563,0.03444724157452583,8.9123728685081e-05,0.4059450328350067,False,0.8008619923889637,0.7122573257237673,260.0
440,0.03503042459487915,0.0350765623152256,9.227421105606481e-05,0.3970540165901184,False,0.8087785182595253,0.7732384503682456,260.0
460,0.03268750011920929,0.03273322060704231,9.14393094717525e-05,0.39902281761169434,False,0.825938574269414,0.8118596949726343,260.0
480,0.03402562811970711,0.034074243158102036,9.723327093524858e-05,0.3805297613143921,False,0.9059456497430801,0.8468875807573398,260.0
500,0.031725697219371796,0.03177591413259506,0.00010043240763479844,0.3769837021827698,False,0.9311443512141705,0.8876761917422215,260.0
520,0.031533535569906235,0.03158675134181976,0.00010642953566275537,0.36353781819343567,False,0.9975004309713841,0.944863477309545,260.0
540,0.031267452985048294,0.03132324293255806,0.00011158319102833048,0.3518061339855194,False,1.1001591523885728,1.009601311524709,260.0
560,0.030684417113661766,0.0307440347969532,0.00011923599959118292,0.34745335578918457,False,1.1705929676741362,1.0894175170113645,260.0
580,0.03133513778448105,0.031397707760334015,0.00012513787078205496,0.33704259991645813,False,1.1899827256649733,1.1535782819092275,260.0
600,0.03065773844718933,0.030719134956598282,0.0001227918837685138,0.3366135060787201,False,1.2027946946918964,1.1877901293436686,260.0
620,0.029755914583802223,0.029821200296282768,0.00013057157048024237,0.36110395193099976,False,1.080564430937171,1.1577806170980136,260.0
640,0.028810927644371986,0.028876136988401413,0.00013042053615208715,0.3687678575515747,False,1.1433351167142392,1.1422314141144356,260.0
660,0.028299951925873756,0.028366556391119957,0.00013320837751962245,0.3625204861164093,False,1.1808998754322528,1.1349331410278878,260.0
680,0.028735561296343803,0.02880207635462284,0.00013303139712661505,0.3669920265674591,False,1.1459544996619224,1.1567298306028049,260.0
700,0.028298906981945038,0.02836557850241661,0.0001333429099759087,0.3581121265888214,False,1.2248699390292168,1.1839081047077975,260.0
720,0.027584277093410492,0.027652284130454063,0.0001360133319394663,0.37117502093315125,False,1.236328147649765,1.202384195446968,260.0
740,0.027604127302765846,0.02767457813024521,0.0001409031538059935,0.3879903554916382,False,1.228153789907694,1.2297839588622252,260.0
760,0.027710355818271637,0.027782659977674484,0.0001446092064725235,0.38088151812553406,False,1.2954268754720688,1.2533029376765092,260.0
780,0.027068305760622025,0.027139319106936455,0.00014202523743733764,0.3834168016910553,False,1.2615338600873947,1.2617048418223857,260.0
800,0.027123287320137024,0.02719559706747532,0.00014461905811913311,0.38867422938346863,False,1.2804291303157807,1.279129955291748,260.0
820,0.026735171675682068,0.02680940367281437,0.0001484623790020123,0.3814142644405365,False,1.302394631564617,1.2814525406559307,260.0
840,0.026833321899175644,0.02690921165049076,0.00015177964814938605,0.3821561932563782,False,1.335539619743824,1.306121127208074,260.0
860,0.02651556394994259,0.02659175731241703,0.0001523869577795267,0.3753952383995056,False,1.3127931826710701,1.316909144659837,260.0
880,0.026016274467110634,0.02609327621757984,0.00015400373376905918,0.37256985902786255,False,1.3443177790939809,1.330883527169625,260.0
900,0.025798682123422623,0.02587665058672428,0.00015593595162499696,0.36631420254707336,False,1.3156455014050008,1.3242521543900174,260.0
920,0.02563430182635784,0.025712456554174423,0.0001563110126880929,0.3637872338294983,False,1.3116056107878686,1.3238562970956167,260.0
940,0.0253654345870018,0.02544543333351612,0.0001599962415639311,0.3562987446784973,False,1.3476462712287904,1.3249657944738866,260.0
960,0.025257380679249763,0.025337934494018555,0.00016110774595290422,0.35517868399620056,False,1.338160433501005,1.3324707718392212,260.0
980,0.024975480511784554,0.025057276710867882,0.00016359376604668796,0.35081201791763306,False,1.3585464641451837,1.3481177229583263,260.0
1000,0.025068406015634537,0.025151178240776062,0.00016554503235965967,0.35144883394241333,False,1.3545510717034341,1.350419323116541,260.0
1020,0.024628572165966034,0.024712450802326202,0.00016775794210843742,0.34801286458969116,False,1.3633050503730775,1.3588008620738983,260.0
1040,0.024603134021162987,0.024687843397259712,0.00016942036745604128,0.3475697636604309,False,1.3640768290162086,1.3606443170309068,260.0
1060,0.02445843443274498,0.024544352665543556,0.0001718365674605593,0.34604936838150024,False,1.374243302822113,1.3672083940704662,260.0
1080,0.024282624945044518,0.024369219318032265,0.00017318934260401875,0.34629905223846436,False,1.3766693834066392,1.3716631717483203,260.0
1100,0.024184275418519974,0.02427169866859913,0.0001748478098306805,0.3459072709083557,False,1.3861318989396096,1.379014861722787,260.0
1120,0.024102410301566124,0.024190591648221016,0.00017636315897107124,0.34531670808792114,False,1.3868639010787012,1.3832217278083165,260.0
1140,0.02400900609791279,0.02409755066037178,0.00017708950326777995,0.3454074263572693,False,1.3909022178053856,1.387966005941232,260.0
1160,0.02396228164434433,0.024051524698734283,0.0001784876367310062,0.34519073367118835,False,1.3952058066129684,1.3909906418323517,260.0
1180,0.023903345689177513,0.02399299666285515,0.0001793008705135435,0.3454684615135193,False,1.3939289522171021,1.3933456588784856,260.0
1200,0.023833198472857475,0.023923296481370926,0.00018019690469373018,0.3451699912548065,False,1.4019381945431233,1.3970243177910646,260.0
1220,0.0238539669662714,0.023944420740008354,0.00018090750381816179,0.344356507062912,False,1.4009779782891274,1.3989483750164509,260.0
1240,0.023774901404976845,0.02386564388871193,0.00018148610251955688,0.34439554810523987,False,1.403150090187788,1.4020220876733462,260.0
1260,0.023731866851449013,0.02382277324795723,0.0001818127784645185,0.34480199217796326,False,1.4016089652776718,1.4019123445848625,260.0
1280,0.023718073964118958,0.02380923181772232,0.0001823145430535078,0.34492483735084534,False,1.4023162144124508,1.402358423292637,260.0
1300,0.02370039001107216,0.023791778832674026,0.00018277739582117647,0.34474918246269226,False,1.4103566483855248,1.4047606093585492,260.0
1320,0.02366640418767929,0.023757832124829292,0.00018285532132722437,0.3446686565876007,False,1.409148615926504,1.4072738262414932,260.0
1340,0.023648332804441452,0.02373993955552578,0.00018321216339245439,0.34471625089645386,False,1.4117692866027356,1.4104248503049215,260.0
1360,0.023637991398572922,0.02372969314455986,0.00018340237147640437,0.34467241168022156,False,1.4084251986443996,1.4097810337245464,260.0
1380,0.02363009750843048,0.02372189611196518,0.00018359837122261524,0.34466198086738586,False,1.4085804414749146,1.4095916422406833,260.0
1400,0.023622842505574226,0.023714695125818253,0.00018370352336205542,0.3446464240550995,False,1.4094775590300561,1.4088277330497903,260.0
1420,0.023618942126631737,0.02371082454919815,0.00018376426305621862,0.3446352481842041,False,1.410561254143715,1.4095397515495618,260.0
1440,0.023616455495357513,0.023708337917923927,0.00018376493244431913,0.3446366786956787,False,1.4111986797749996,1.4104124976495902,260.0
1460,0.023614009842276573,0.023705920204520226,0.00018382148118689656,0.3446230888366699,False,1.4107453993260861,1.4108351110816002,260.0
1480,0.023613179102540016,0.023705095052719116,0.00018383290444035083,0.3446212708950043,False,1.4108139351010323,1.4109193380673726,260.0
1500,0.023613056167960167,0.023704973980784416,0.0001838347816374153,0.3446195125579834,False,1.4108605794906617,1.4108066379725934,260.0
