protocol,model,seed,split,genotype,rmse
time_holdout,rf,3,train,EMS57,0.4423679539946651
time_holdout,rf,3,train,phyAB,0.6759755475737361
time_holdout,rf,3,val,Col-0,0.788002054518992
time_holdout,rf,3,val,hy5,0.3073640965076546
time_holdout,rf,3,val,MLB,0.9560754512696858
time_holdout,rf,3,val,EMS57,0.42393252840697465
time_holdout,rf,3,val,phyAB,0.8372922610439073
time_holdout,rf,3,test,Col-0,0.6061516987393436
time_holdout,rf,3,test,hy5,1.8395508108185916
time_holdout,rf,3,test,MLB,0.23118226716094556
time_holdout,rf,3,test,EMS57,1.6443047758633005
time_holdout,rf,3,test,phyAB,2.246907019574598
time_holdout,logistic,1,train,Col-0,0.10708842092928163
time_holdout,logistic,1,train,hy5,0.4667668812852288
time_holdout,logistic,1,train,MLB,0.16859451438202855
time_holdout,logistic,1,train,EMS57,0.5169773014443002
time_holdout,logistic,1,train,phyAB,0.5759977770650022
time_holdout,logistic,1,val,Col-0,0.1396617880566386
time_holdout,logistic,1,val,hy5,0.515110314095149
time_holdout,logistic,1,val,MLB,0.22449620854640434
time_holdout,logistic,1,val,EMS57,0.6104076614867849
time_holdout,logistic,1,val,phyAB,0.7657702695106403
time_holdout,logistic,1,test,Col-0,0.7119969807496354
time_holdout,logistic,1,test,hy5,0.2198426606569044
time_holdout,logistic,1,test,MLB,0.09206723835985908
time_holdout,logistic,1,test,EMS57,0.2959266731527426
time_holdout,logistic,1,test,phyAB,0.23539485600816298
time_holdout,latent_ode_matched,1,train,Col-0,0.03076204833939793
time_holdout,latent_ode_matched,1,train,hy5,0.16541657730886344
time_holdout,latent_ode_matched,1,train,MLB,0.024446967673632896
time_holdout,latent_ode_matched,1,train,EMS57,0.07174028492069524
time_holdout,latent_ode_matched,1,train,phyAB,0.07343448656868379
time_holdout,latent_ode_matched,1,val,Col-0,0.09497772041067168
time_holdout,latent_ode_matched,1,val,hy5,0.4239115182245557
time_holdout,latent_ode_matched,1,val,MLB,0.13437338312908473
time_holdout,latent_ode_matched,1,val,EMS57,0.35818883441343213
time_holdout,latent_ode_matched,1,val,phyAB,0.5153657786301935
time_holdout,latent_ode_matched,1,test,Col-0,0.7884090396194531
time_holdout,latent_ode_matched,1,test,hy5,0.3852210364819489
time_holdout,latent_ode_matched,1,test,MLB,0.27422140161279424
time_holdout,latent_ode_matched,1,test,EMS57,0.37385098987080156
time_holdout,latent_ode_matched,1,test,phyAB,0.4575489632153682
time_holdout,latent_ode_matched,2,train,Col-0,0.06242764379420984
time_holdout,latent_ode_matched,2,train,hy5,0.20687047070853792
time_holdout,latent_ode_matched,2,train,MLB,0.05060351113054178
time_holdout,latent_ode_matched,2,train,EMS57,0.1730271417765491
time_holdout,latent_ode_matched,2,train,phyAB,0.0686413287267041
time_holdout,latent_ode_matched,2,val,Col-0,0.11317651870499901
time_holdout,latent_ode_matched,2,val,hy5,0.3964463809160666
time_holdout,latent_ode_matched,2,val,MLB,0.1514917246287808
time_holdout,latent_ode_matched,2,val,EMS57,0.2563098380035396
time_holdout,latent_ode_matched,2,val,phyAB,0.4962223705686254
time_holdout,latent_ode_matched,2,test,Col-0,0.8446990735270972
time_holdout,latent_ode_matched,2,test,hy5,0.41362988599176737
time_holdout,latent_ode_matched,2,test,MLB,0.28080334501752846
time_holdout,latent_ode_matched,2,test,EMS57,0.20765862986616831
time_holdout,latent_ode_matched,2,test,phyAB,0.4484025264784681
time_holdout,latent_ode_matched,3,train,Col-0,0.06776340263446273
time_holdout,latent_ode_matched,3,train,hy5,0.2027291977293623
time_holdout,latent_ode_matched,3,train,MLB,0.05217395977730037
time_holdout,latent_ode_matched,3,train,EMS57,0.17347875883667058
time_holdout,latent_ode_matched,3,train,phyAB,0.0755691198995341
time_holdout,latent_ode_matched,3,val,Col-0,0.11894714331200026
time_holdout,latent_ode_matched,3,val,hy5,0.3916021967507874
time_holdout,latent_ode_matched,3,val,MLB,0.15457042825376752
time_holdout,latent_ode_matched,3,val,EMS57,0.255161549807953
time_holdout,latent_ode_matched,3,val,phyAB,0.5013077001732749
time_holdout,latent_ode_matched,3,test,Col-0,0.8548806652024884
time_holdout,latent_ode_matched,3,test,hy5,0.42790052720551436
time_holdout,latent_ode_matched,3,test,MLB,0.2853903969870388
time_holdout,latent_ode_matched,3,test,EMS57,0.23380579548187053
time_holdout,latent_ode_matched,3,test,phyAB,0.4368708345383879
