protocol,seed,data_loss,ode_loss,k_loss,weighted_ode,weighted_k
replicate,1,0.01398065872490406,1.0281836694048252e-05,0.0029925822746008635,0.0005140918347024126,2.9925822746008636e-05
replicate,2,0.014033976010978222,1.0153557923331391e-05,0.003378588007763028,0.0005076778961665696,3.378588007763028e-05
replicate,3,0.013761719688773155,1.0397752703283913e-05,0.0022609501611441374,0.0005198876351641957,2.2609501611441375e-05
time_holdout,1,0.00803150050342083,1.73696917045163e-05,0.007697933819144964,8.68484585225815e-05,0.0007697933819144965
time_holdout,2,0.010457612574100494,1.815554605855141e-05,0.01540706492960453,9.077773029275704e-05,0.001540706492960453
time_holdout,3,0.012890485115349293,1.7599293641978875e-05,0.01489950716495514,8.799646820989437e-05,0.001489950716495514
