epoch,data_loss,ode_loss,k_loss,objective,val_rmse,selection_rmse
20,0.06290549039840698,0.0,0.0,0.06290549039840698,1.001513701453805,1.001513701453805
40,0.05460306629538536,0.0,0.0,0.05460306629538536,0.8036018271669746,0.9025577643103898
60,0.0531843826174736,0.0,0.0,0.0531843826174736,0.7770477416515351,0.8607210900907716
80,0.052677541971206665,0.0,0.0,0.052677541971206665,0.771490038856864,0.7840465358917913
100,0.052520595490932465,0.0,0.0,0.052520595490932465,0.7707525563165546,0.7730967789416513
120,0.052906062453985214,0.0,0.0,0.052906062453985214,0.7869916724264622,0.7764114225332936
140,0.05240757390856743,0.0,0.0,0.05240757390856743,0.7734849831312895,0.7770764039581022
160,0.05247383192181587,0.0,0.0,0.05247383192181587,0.7705371414795519,0.7770045990124345
180,0.05267965421080589,0.0,0.0,0.05267965421080589,0.7768959368467331,0.7736393538191915
200,0.05275818333029747,0.0,0.0,0.05275818333029747,0.7749852490127087,0.7741394424463311
220,0.052424997091293335,0.0,0.0,0.052424997091293335,0.7712783236652613,0.774386503174901
240,0.052440740168094635,0.0,0.0,0.052440740168094635,0.7697731050327421,0.7720122259035707
260,0.052509259432554245,0.0,0.0,0.052509259432554245,0.7780549999475479,0.7730354762151838
280,0.052223555743694305,0.0,0.0,0.052223555743694305,0.7685412424579263,0.7721231158127388
300,0.052597176283597946,0.0,0.0,0.052597176283597946,0.7760707965791226,0.774222346328199
320,0.052170734852552414,0.0,0.0,0.052170734852552414,0.7684293580204249,0.7710137990191579
340,0.05264964699745178,0.0,0.0,0.05264964699745178,0.7826169610843062,0.7757057052279512
360,0.05234259366989136,0.0,0.0,0.05234259366989136,0.7693391127586365,0.7734618106211225
380,0.05398121848702431,0.0,0.0,0.05398121848702431,0.8087689786851406,0.7869083508426944
400,0.052175577729940414,0.0,0.0,0.052175577729940414,0.7724446667134762,0.7835175860524178
420,0.05178319290280342,0.0,0.0,0.05178319290280342,0.7649152916073799,0.7820429790019989
440,0.05150850862264633,0.0,0.0,0.05150850862264633,0.7717265178039671,0.7696954920416078
460,0.051040686666965485,0.0,0.0,0.051040686666965485,0.7622422978058457,0.7662947024057308
480,0.05056416988372803,0.0,0.0,0.05056416988372803,0.7794794827699661,0.7711494327932596
500,0.04940129816532135,0.0,0.0,0.04940129816532135,0.7443632840365172,0.7620283548707764
520,0.04959245026111603,0.0,0.0,0.04959245026111603,0.76804477391392,0.7639625135734678
540,0.04921480640769005,0.0,0.0,0.04921480640769005,0.7461164982542396,0.7528415187348922
560,0.04929371923208237,0.0,0.0,0.04929371923208237,0.7457006461769343,0.7532873061150313
580,0.049512289464473724,0.0,0.0,0.049512289464473724,0.7575334846153856,0.7497835430155197
600,0.05002849921584129,0.0,0.0,0.05002849921584129,0.7551700675934554,0.752801399461925
620,0.04895379766821861,0.0,0.0,0.04895379766821861,0.7421168832182885,0.7516068118090431
640,0.048733845353126526,0.0,0.0,0.048733845353126526,0.738879454806447,0.7453888018727303
660,0.05058665946125984,0.0,0.0,0.05058665946125984,0.7604001130834223,0.7471321503693859
680,0.04881561920046806,0.0,0.0,0.04881561920046806,0.7446395640075207,0.7479730439657967
700,0.05088036134839058,0.0,0.0,0.05088036134839058,0.7998753891736269,0.76830502208819
720,0.04877201467752457,0.0,0.0,0.04877201467752457,0.7452253014147282,0.7632467515319586
740,0.048565302044153214,0.0,0.0,0.048565302044153214,0.7372988708168269,0.7607998538017273
760,0.049074847251176834,0.0,0.0,0.049074847251176834,0.7478986532464624,0.7434742751593391
780,0.04854016378521919,0.0,0.0,0.04854016378521919,0.738559912852943,0.7412524789720774
800,0.048633817583322525,0.0,0.0,0.048633817583322525,0.750688126206398,0.7457155641019345
820,0.048606548458337784,0.0,0.0,0.048606548458337784,0.7373420731276275,0.7421967040623227
840,0.04847866669297218,0.0,0.0,0.04847866669297218,0.736918881431222,0.7416496935884158
860,0.04889800399541855,0.0,0.0,0.04889800399541855,0.7554118573218584,0.7432242706269027
880,0.04863889887928963,0.0,0.0,0.04863889887928963,0.7363983651921153,0.7429097013150653
900,0.04845131188631058,0.0,0.0,0.04845131188631058,0.7368221536055207,0.7428774587064981
920,0.04838760569691658,0.0,0.0,0.04838760569691658,0.7380263881832362,0.7370823023269574
940,0.04855114594101906,0.0,0.0,0.04855114594101906,0.7354304902181029,0.73675967733562
960,0.04840763285756111,0.0,0.0,0.04840763285756111,0.7370447887182237,0.7368338890398543
980,0.048335567116737366,0.0,0.0,0.048335567116737366,0.7365110850334168,0.7363287879899144
1000,0.04831419512629509,0.0,0.0,0.04831419512629509,0.7360310262069106,0.7365289666528503
1020,0.048438798636198044,0.0,0.0,0.048438798636198044,0.7418377390056848,0.7381266167486707
1040,0.048341765999794006,0.0,0.0,0.048341765999794006,0.7365723081976175,0.738147024470071
1060,0.04828755185008049,0.0,0.0,0.04828755185008049,0.7355693462640047,0.737993131155769
1080,0.04825245961546898,0.0,0.0,0.04825245961546898,0.7356130259484053,0.7359182268033425
1100,0.04822682589292526,0.0,0.0,0.04822682589292526,0.7355583069995046,0.7355802264039716
1120,0.048805076628923416,0.0,0.0,0.048805076628923416,0.7544528734311462,0.7418747354596854
1140,0.048364538699388504,0.0,0.0,0.048364538699388504,0.735201768592,0.7417376496742168
1160,0.048232097178697586,0.0,0.0,0.048232097178697586,0.7358061832413078,0.7418202750881514
1180,0.04820365086197853,0.0,0.0,0.04820365086197853,0.7352452095896006,0.7354177204743028
1200,0.048181645572185516,0.0,0.0,0.048181645572185516,0.7353417584002019,0.7354643837437034
1220,0.04816681519150734,0.0,0.0,0.04816681519150734,0.7352902020514012,0.7352923900137345
1240,0.04815423861145973,0.0,0.0,0.04815423861145973,0.7352549957484007,0.7352956520666679
1260,0.048143427819013596,0.0,0.0,0.048143427819013596,0.7352211618945003,0.735255453231434
1280,0.04813370108604431,0.0,0.0,0.04813370108604431,0.7352030216977,0.7352263931135337
1300,0.04812496900558472,0.0,0.0,0.04812496900558472,0.7351820172592998,0.7352020669505
1320,0.048117123544216156,0.0,0.0,0.048117123544216156,0.7351660849153996,0.7351837079574665
1340,0.04811004549264908,0.0,0.0,0.04811004549264908,0.7351524200960994,0.7351668407569328
1360,0.04810364544391632,0.0,0.0,0.04810364544391632,0.7351406050994993,0.7351530367036662
1380,0.04809784144163132,0.0,0.0,0.04809784144163132,0.7351306995972992,0.7351412415976326
1400,0.048092570155858994,0.0,0.0,0.048092570155858994,0.735122166544199,0.7351311570803324
1420,0.04808778315782547,0.0,0.0,0.04808778315782547,0.7351150656118989,0.735122643917799
1440,0.04808342084288597,0.0,0.0,0.04808342084288597,0.7351089194267989,0.7351153838609656
1460,0.04807944595813751,0.0,0.0,0.04807944595813751,0.7351039070039987,0.7351092973475656
1480,0.048075828701257706,0.0,0.0,0.048075828701257706,0.7350994912981987,0.7351041059096655
