plant_id,genotype,source_row,r,r_light,r_dark,a,K_mm
Col-0:row3,Col-0,3,0.034706794,0.044335503,0.025078086,0.27743003,9.494405
Col-0:row4,Col-0,4,0.034706794,0.044335503,0.025078086,0.27743003,9.579366
Col-0:row5,Col-0,5,0.034706794,0.044335503,0.025078086,0.27743003,9.545037
Col-0:row6,Col-0,6,0.034706794,0.044335503,0.025078086,0.27743003,9.543995
Col-0:row7,Col-0,7,0.034706794,0.044335503,0.025078086,0.27743003,9.590951
Col-0:row8,Col-0,8,0.034706794,0.044335503,0.025078086,0.27743003,9.575461
Col-0:row9,Col-0,9,0.034706794,0.044335503,0.025078086,0.27743003,9.600716
Col-0:row10,Col-0,10,0.034706794,0.044335503,0.025078086,0.27743003,9.481925
Col-0:row11,Col-0,11,0.034706794,0.044335503,0.025078086,0.27743003,9.5871105
Col-0:row12,Col-0,12,0.034706794,0.044335503,0.025078086,0.27743003,9.586148
Col-0:row13,Col-0,13,0.034706794,0.044335503,0.025078086,0.27743003,9.560263
Col-0:row14,Col-0,14,0.034706794,0.044335503,0.025078086,0.27743003,9.5747795
Col-0:row15,Col-0,15,0.034706794,0.044335503,0.025078086,0.27743003,9.58279
Col-0:row16,Col-0,16,0.034706794,0.044335503,0.025078086,0.27743003,9.58744
Col-0:row17,Col-0,17,0.034706794,0.044335503,0.025078086,0.27743003,9.572062
Col-0:row18,Col-0,18,0.034706794,0.044335503,0.025078086,0.27743003,9.572231
Col-0:row19,Col-0,19,0.034706794,0.044335503,0.025078086,0.27743003,9.562483
Col-0:row20,Col-0,20,0.034706794,0.044335503,0.025078086,0.27743003,9.589709
Col-0:row21,Col-0,21,0.034706794,0.044335503,0.025078086,0.27743003,9.561518
Col-0:row22,Col-0,22,0.034706794,0.044335503,0.025078086,0.27743003,9.598789
Col-0:row23,Col-0,23,0.034706794,0.044335503,0.025078086,0.27743003,9.587049
Col-0:row24,Col-0,24,0.034706794,0.044335503,0.025078086,0.27743003,9.546984
Col-0:row25,Col-0,25,0.034706794,0.044335503,0.025078086,0.27743003,9.581689
Col-0:row26,Col-0,26,0.034706794,0.044335503,0.025078086,0.27743003,9.594117
Col-0:row27,Col-0,27,0.034706794,0.044335503,0.025078086,0.27743003,9.592088
Col-0:row28,Col-0,28,0.034706794,0.044335503,0.025078086,0.27743003,9.561591
Col-0:row29,Col-0,29,0.034706794,0.044335503,0.025078086,0.27743003,9.465754
Col-0:row30,Col-0,30,0.034706794,0.044335503,0.025078086,0.27743003,9.317006
Col-0:row31,Col-0,31,0.034706794,0.044335503,0.025078086,0.27743003,9.338129
Col-0:row32,Col-0,32,0.034706794,0.044335503,0.025078086,0.27743003,9.312194
Col-0:row33,Col-0,33,0.034706794,0.044335503,0.025078086,0.27743003,9.321684
Col-0:row34,Col-0,34,0.034706794,0.044335503,0.025078086,0.27743003,9.309109
Col-0:row35,Col-0,35,0.034706794,0.044335503,0.025078086,0.27743003,9.167363
hy5:row3,hy5,3,0.048586935,0.05637238,0.04080149,0.16023739,10.037651
hy5:row4,hy5,4,0.048586935,0.05637238,0.04080149,0.16023739,10.099318
hy5:row5,hy5,5,0.048586935,0.05637238,0.04080149,0.16023739,10.010964
hy5:row6,hy5,6,0.048586935,0.05637238,0.04080149,0.16023739,10.0103855
hy5:row7,hy5,7,0.048586935,0.05637238,0.04080149,0.16023739,10.134838
hy5:row8,hy5,8,0.048586935,0.05637238,0.04080149,0.16023739,10.088339
hy5:row9,hy5,9,0.048586935,0.05637238,0.04080149,0.16023739,10.015131
hy5:row10,hy5,10,0.048586935,0.05637238,0.04080149,0.16023739,10.072406
hy5:row11,hy5,11,0.048586935,0.05637238,0.04080149,0.16023739,10.085361
