plant_id,genotype,source_row,r,r_light,r_dark,a,K_mm
Col-0:row3,Col-0,3,0.037777957,0.04794137,0.027614538,0.2690304,9.346537
Col-0:row4,Col-0,4,0.037777957,0.04794137,0.027614538,0.2690304,9.678436
Col-0:row5,Col-0,5,0.037777957,0.04794137,0.027614538,0.2690304,9.352727
Col-0:row6,Col-0,6,0.037777957,0.04794137,0.027614538,0.2690304,9.674754
Col-0:row7,Col-0,7,0.037777957,0.04794137,0.027614538,0.2690304,9.378585
Col-0:row8,Col-0,8,0.037777957,0.04794137,0.027614538,0.2690304,9.998286
Col-0:row9,Col-0,9,0.037777957,0.04794137,0.027614538,0.2690304,9.331393
Col-0:row10,Col-0,10,0.037777957,0.04794137,0.027614538,0.2690304,9.743858
Col-0:row11,Col-0,11,0.037777957,0.04794137,0.027614538,0.2690304,9.389671
Col-0:row12,Col-0,12,0.037777957,0.04794137,0.027614538,0.2690304,9.667863
Col-0:row13,Col-0,13,0.037777957,0.04794137,0.027614538,0.2690304,9.69955
Col-0:row14,Col-0,14,0.037777957,0.04794137,0.027614538,0.2690304,9.370236
Col-0:row15,Col-0,15,0.037777957,0.04794137,0.027614538,0.2690304,10.047021
Col-0:row16,Col-0,16,0.037777957,0.04794137,0.027614538,0.2690304,9.354844
Col-0:row17,Col-0,17,0.037777957,0.04794137,0.027614538,0.2690304,9.682168
Col-0:row18,Col-0,18,0.037777957,0.04794137,0.027614538,0.2690304,9.688746
Col-0:row19,Col-0,19,0.037777957,0.04794137,0.027614538,0.2690304,9.693669
Col-0:row20,Col-0,20,0.037777957,0.04794137,0.027614538,0.2690304,9.315202
Col-0:row21,Col-0,21,0.037777957,0.04794137,0.027614538,0.2690304,9.704738
Col-0:row22,Col-0,22,0.037777957,0.04794137,0.027614538,0.2690304,10.057069
Col-0:row23,Col-0,23,0.037777957,0.04794137,0.027614538,0.2690304,9.9864855
Col-0:row24,Col-0,24,0.037777957,0.04794137,0.027614538,0.2690304,9.347608
Col-0:row25,Col-0,25,0.037777957,0.04794137,0.027614538,0.2690304,9.321996
Col-0:row26,Col-0,26,0.037777957,0.04794137,0.027614538,0.2690304,9.301576
Col-0:row27,Col-0,27,0.037777957,0.04794137,0.027614538,0.2690304,9.672255
Col-0:row28,Col-0,28,0.037777957,0.04794137,0.027614538,0.2690304,9.663019
Col-0:row29,Col-0,29,0.037777957,0.04794137,0.027614538,0.2690304,9.336453
Col-0:row30,Col-0,30,0.037777957,0.04794137,0.027614538,0.2690304,9.376867
Col-0:row31,Col-0,31,0.037777957,0.04794137,0.027614538,0.2690304,9.334814
Col-0:row32,Col-0,32,0.037777957,0.04794137,0.027614538,0.2690304,9.368566
Col-0:row33,Col-0,33,0.037777957,0.04794137,0.027614538,0.2690304,9.3349
Col-0:row34,Col-0,34,0.037777957,0.04794137,0.027614538,0.2690304,9.705208
Col-0:row35,Col-0,35,0.037777957,0.04794137,0.027614538,0.2690304,9.346423
hy5:row3,hy5,3,0.050396137,0.057302672,0.0434896,0.13704494,10.485274
hy5:row4,hy5,4,0.050396137,0.057302672,0.0434896,0.13704494,11.163626
hy5:row5,hy5,5,0.050396137,0.057302672,0.0434896,0.13704494,10.773031
hy5:row6,hy5,6,0.050396137,0.057302672,0.0434896,0.13704494,10.474539
hy5:row7,hy5,7,0.050396137,0.057302672,0.0434896,0.13704494,11.530329
hy5:row8,hy5,8,0.050396137,0.057302672,0.0434896,0.13704494,11.194167
hy5:row9,hy5,9,0.050396137,0.057302672,0.0434896,0.13704494,11.193473
hy5:row10,hy5,10,0.050396137,0.057302672,0.0434896,0.13704494,10.825797
hy5:row11,hy5,11,0.050396137,0.057302672,0.0434896,0.13704494,10.532641
hy5:row12,hy5,12,0.050396137,0.057302672,0.0434896,0.13704494,10.379748
hy5:row13,hy5,13,0.050396137,0.057302672,0.0434896,0.13704494,10.748127
hy5:row14,hy5,14,0.050396137,0.057302672,0.0434896,0.13704494,11.118209
hy5:row15,hy5,15,0.050396137,0.057302672,0.0434896,0.13704494,11.149912
hy5:row16,hy5,16,0.050396137,0.057302672,0.0434896,0.13704494,10.816732
hy5:row17,hy5,17,0.050396137,0.057302672,0.0434896,0.13704494,10.50693
hy5:row18,hy5,18,0.050396137,0.057302672,0.0434896,0.13704494,11.141864
hy5:row19,hy5,19,0.050396137,0.057302672,0.0434896,0.13704494,11.169255
hy5:row20,hy5,20,0.050396137,0.057302672,0.0434896,0.13704494,11.212189
hy5:row21,hy5,21,0.050396137,0.057302672,0.0434896,0.13704494,10.424345
hy5:row22,hy5,22,0.050396137,0.057302672,0.0434896,0.13704494,11.164334
hy5:row23,hy5,23,0.050396137,0.057302672,0.0434896,0.13704494,11.171806
