plant_id,genotype,source_row,r,r_light,r_dark,a,K_mm
Col-0:row3,Col-0,3,0.032167148,0.041820712,0.022513585,0.30010632,8.888205
Col-0:row4,Col-0,4,0.032167148,0.041820712,0.022513585,0.30010632,8.9925585
Col-0:row5,Col-0,5,0.032167148,0.041820712,0.022513585,0.30010632,8.956903
Col-0:row6,Col-0,6,0.032167148,0.041820712,0.022513585,0.30010632,8.956008
Col-0:row7,Col-0,7,0.032167148,0.041820712,0.022513585,0.30010632,9.002665
Col-0:row8,Col-0,8,0.032167148,0.041820712,0.022513585,0.30010632,8.98634
Col-0:row9,Col-0,9,0.032167148,0.041820712,0.022513585,0.30010632,9.011652
Col-0:row10,Col-0,10,0.032167148,0.041820712,0.022513585,0.30010632,8.876039
Col-0:row11,Col-0,11,0.032167148,0.041820712,0.022513585,0.30010632,8.997978
Col-0:row12,Col-0,12,0.032167148,0.041820712,0.022513585,0.30010632,8.99895
Col-0:row13,Col-0,13,0.032167148,0.041820712,0.022513585,0.30010632,8.973746
Col-0:row14,Col-0,14,0.032167148,0.041820712,0.022513585,0.30010632,8.986895
Col-0:row15,Col-0,15,0.032167148,0.041820712,0.022513585,0.30010632,8.996368
Col-0:row16,Col-0,16,0.032167148,0.041820712,0.022513585,0.30010632,8.9969225
Col-0:row17,Col-0,17,0.032167148,0.041820712,0.022513585,0.30010632,8.984982
Col-0:row18,Col-0,18,0.032167148,0.041820712,0.022513585,0.30010632,8.983661
Col-0:row19,Col-0,19,0.032167148,0.041820712,0.022513585,0.30010632,8.973439
Col-0:row20,Col-0,20,0.032167148,0.041820712,0.022513585,0.30010632,9.001641
Col-0:row21,Col-0,21,0.032167148,0.041820712,0.022513585,0.30010632,8.973506
Col-0:row22,Col-0,22,0.032167148,0.041820712,0.022513585,0.30010632,9.01159
Col-0:row23,Col-0,23,0.032167148,0.041820712,0.022513585,0.30010632,8.996296
Col-0:row24,Col-0,24,0.032167148,0.041820712,0.022513585,0.30010632,8.959393
Col-0:row25,Col-0,25,0.032167148,0.041820712,0.022513585,0.30010632,8.991334
Col-0:row26,Col-0,26,0.032167148,0.041820712,0.022513585,0.30010632,9.004158
Col-0:row27,Col-0,27,0.032167148,0.041820712,0.022513585,0.30010632,9.002901
Col-0:row28,Col-0,28,0.032167148,0.041820712,0.022513585,0.30010632,8.97422
Col-0:row29,Col-0,29,0.032167148,0.041820712,0.022513585,0.30010632,8.861197
Col-0:row30,Col-0,30,0.032167148,0.041820712,0.022513585,0.30010632,8.711605
Col-0:row31,Col-0,31,0.032167148,0.041820712,0.022513585,0.30010632,8.730669
Col-0:row32,Col-0,32,0.032167148,0.041820712,0.022513585,0.30010632,8.707436
Col-0:row33,Col-0,33,0.032167148,0.041820712,0.022513585,0.30010632,8.716104
Col-0:row34,Col-0,34,0.032167148,0.041820712,0.022513585,0.30010632,8.704085
Col-0:row35,Col-0,35,0.032167148,0.041820712,0.022513585,0.30010632,8.572982
hy5:row3,hy5,3,0.053025316,0.061927214,0.04412342,0.16788015,9.566894
hy5:row4,hy5,4,0.053025316,0.061927214,0.04412342,0.16788015,9.639108
hy5:row5,hy5,5,0.053025316,0.061927214,0.04412342,0.16788015,9.5443125
hy5:row6,hy5,6,0.053025316,0.061927214,0.04412342,0.16788015,9.545926
hy5:row7,hy5,7,0.053025316,0.061927214,0.04412342,0.16788015,9.672029
hy5:row8,hy5,8,0.053025316,0.061927214,0.04412342,0.16788015,9.62166
hy5:row9,hy5,9,0.053025316,0.061927214,0.04412342,0.16788015,9.548379
hy5:row10,hy5,10,0.053025316,0.061927214,0.04412342,0.16788015,9.608111
hy5:row11,hy5,11,0.053025316,0.061927214,0.04412342,0.16788015,9.621754
hy5:row12,hy5,12,0.053025316,0.061927214,0.04412342,0.16788015,9.581467
hy5:row13,hy5,13,0.053025316,0.061927214,0.04412342,0.16788015,9.569507
hy5:row14,hy5,14,0.053025316,0.061927214,0.04412342,0.16788015,9.559463
hy5:row15,hy5,15,0.053025316,0.061927214,0.04412342,0.16788015,9.577601
hy5:row16,hy5,16,0.053025316,0.061927214,0.04412342,0.16788015,9.542666
hy5:row17,hy5,17,0.053025316,0.061927214,0.04412342,0.16788015,9.551137
hy5:row18,hy5,18,0.053025316,0.061927214,0.04412342,0.16788015,9.554206
hy5:row19,hy5,19,0.053025316,0.061927214,0.04412342,0.16788015,9.614325
hy5:row20,hy5,20,0.053025316,0.061927214,0.04412342,0.16788015,9.566152
hy5:row21,hy5,21,0.053025316,0.061927214,0.04412342,0.16788015,9.5874815
hy5:row22,hy5,22,0.053025316,0.061927214,0.04412342,0.16788015,9.597128
hy5:row23,hy5,23,0.053025316,0.061927214,0.04412342,0.16788015,9.583137
hy5:row24,hy5,24,0.053025316,0.061927214,0.04412342,0.16788015,9.636006
hy5:row25,hy5,25,0.053025316,0.061927214,0.04412342,0.16788015,9.582687
hy5:row26,hy5,26,0.053025316,0.061927214,0.04412342,0.16788015,9.607551
hy5:row27,hy5,27,0.053025316,0.061927214,0.04412342,0.16788015,9.6333685
hy5:row28,hy5,28,0.053025316,0.061927214,0.04412342,0.16788015,9.605577
hy5:row29,hy5,29,0.053025316,0.061927214,0.04412342,0.16788015,9.165166
hy5:row30,hy5,30,0.053025316,0.061927214,0.04412342,0.16788015,9.216681
hy5:row31,hy5,31,0.053025316,0.061927214,0.04412342,0.16788015,8.969553
hy5:row32,hy5,32,0.053025316,0.061927214,0.04412342,0.16788015,9.158521
hy5:row33,hy5,33,0.053025316,0.061927214,0.04412342,0.16788015,8.962981
hy5:row34,hy5,34,0.053025316,0.061927214,0.04412342,0.16788015,8.954398
hy5:row35,hy5,35,0.053025316,0.061927214,0.04412342,0.16788015,8.95797
MLB:row3,MLB,3,0.03139871,0.04261992,0.020177498,0.3573781,8.974139
MLB:row4,MLB,4,0.03139871,0.04261992,0.020177498,0.3573781,8.96262
MLB:row5,MLB,5,0.03139871,0.04261992,0.020177498,0.3573781,8.964249
MLB:row6,MLB,6,0.03139871,0.04261992,0.020177498,0.3573781,8.971992
MLB:row7,MLB,7,0.03139871,0.04261992,0.020177498,0.3573781,8.973897
MLB:row8,MLB,8,0.03139871,0.04261992,0.020177498,0.3573781,8.950609
MLB:row9,MLB,9,0.03139871,0.04261992,0.020177498,0.3573781,8.957772
MLB:row10,MLB,10,0.03139871,0.04261992,0.020177498,0.3573781,8.944114
MLB:row11,MLB,11,0.03139871,0.04261992,0.020177498,0.3573781,8.937803
MLB:row12,MLB,12,0.03139871,0.04261992,0.020177498,0.3573781,8.98998
MLB:row13,MLB,13,0.03139871,0.04261992,0.020177498,0.3573781,8.95248
MLB:row14,MLB,14,0.03139871,0.04261992,0.020177498,0.3573781,8.947028
MLB:row15,MLB,15,0.03139871,0.04261992,0.020177498,0.3573781,8.952542
MLB:row16,MLB,16,0.03139871,0.04261992,0.020177498,0.3573781,8.9622345
MLB:row17,MLB,17,0.03139871,0.04261992,0.020177498,0.3573781,8.951733
MLB:row18,MLB,18,0.03139871,0.04261992,0.020177498,0.3573781,8.961136
MLB:row19,MLB,19,0.03139871,0.04261992,0.020177498,0.3573781,8.953447
MLB:row20,MLB,20,0.03139871,0.04261992,0.020177498,0.3573781,8.943347
MLB:row21,MLB,21,0.03139871,0.04261992,0.020177498,0.3573781,8.9541855
MLB:row22,MLB,22,0.03139871,0.04261992,0.020177498,0.3573781,8.95696
MLB:row23,MLB,23,0.03139871,0.04261992,0.020177498,0.3573781,8.989412
MLB:row24,MLB,24,0.03139871,0.04261992,0.020177498,0.3573781,9.003013
MLB:row25,MLB,25,0.03139871,0.04261992,0.020177498,0.3573781,8.98085
MLB:row26,MLB,26,0.03139871,0.04261992,0.020177498,0.3573781,8.977842
MLB:row27,MLB,27,0.03139871,0.04261992,0.020177498,0.3573781,8.941528
MLB:row28,MLB,28,0.03139871,0.04261992,0.020177498,0.3573781,8.80959
MLB:row29,MLB,29,0.03139871,0.04261992,0.020177498,0.3573781,8.839525
MLB:row30,MLB,30,0.03139871,0.04261992,0.020177498,0.3573781,8.809663
MLB:row31,MLB,31,0.03139871,0.04261992,0.020177498,0.3573781,8.826537
MLB:row32,MLB,32,0.03139871,0.04261992,0.020177498,0.3573781,8.819544
MLB:row33,MLB,33,0.03139871,0.04261992,0.020177498,0.3573781,8.799479
MLB:row34,MLB,34,0.03139871,0.04261992,0.020177498,0.3573781,8.810642
MLB:row35,MLB,35,0.03139871,0.04261992,0.020177498,0.3573781,8.683714
MLB:row36,MLB,36,0.03139871,0.04261992,0.020177498,0.3573781,8.68412
MLB:row37,MLB,37,0.03139871,0.04261992,0.020177498,0.3573781,8.708056
MLB:row38,MLB,38,0.03139871,0.04261992,0.020177498,0.3573781,8.704225
MLB:row39,MLB,39,0.03139871,0.04261992,0.020177498,0.3573781,8.704442
MLB:row40,MLB,40,0.03139871,0.04261992,0.020177498,0.3573781,8.56927
phyAB:row3,phyAB,3,0.072952785,0.085907064,0.059998505,0.17757075,10.09019
phyAB:row4,phyAB,4,0.072952785,0.085907064,0.059998505,0.17757075,10.09705
phyAB:row5,phyAB,5,0.072952785,0.085907064,0.059998505,0.17757075,10.118388
phyAB:row6,phyAB,6,0.072952785,0.085907064,0.059998505,0.17757075,10.107107
phyAB:row7,phyAB,7,0.072952785,0.085907064,0.059998505,0.17757075,10.0869465
phyAB:row8,phyAB,8,0.072952785,0.085907064,0.059998505,0.17757075,10.1105795
phyAB:row9,phyAB,9,0.072952785,0.085907064,0.059998505,0.17757075,10.143527
phyAB:row10,phyAB,10,0.072952785,0.085907064,0.059998505,0.17757075,10.122337
phyAB:row11,phyAB,11,0.072952785,0.085907064,0.059998505,0.17757075,10.10501
phyAB:row12,phyAB,12,0.072952785,0.085907064,0.059998505,0.17757075,10.122382
phyAB:row13,phyAB,13,0.072952785,0.085907064,0.059998505,0.17757075,10.110886
phyAB:row14,phyAB,14,0.072952785,0.085907064,0.059998505,0.17757075,10.092285
phyAB:row15,phyAB,15,0.072952785,0.085907064,0.059998505,0.17757075,10.084725
phyAB:row16,phyAB,16,0.072952785,0.085907064,0.059998505,0.17757075,10.082057
phyAB:row17,phyAB,17,0.072952785,0.085907064,0.059998505,0.17757075,10.128829
phyAB:row18,phyAB,18,0.072952785,0.085907064,0.059998505,0.17757075,10.127805
phyAB:row19,phyAB,19,0.072952785,0.085907064,0.059998505,0.17757075,10.104114
phyAB:row20,phyAB,20,0.072952785,0.085907064,0.059998505,0.17757075,10.109233
phyAB:row21,phyAB,21,0.072952785,0.085907064,0.059998505,0.17757075,10.101346
phyAB:row22,phyAB,22,0.072952785,0.085907064,0.059998505,0.17757075,10.111317
phyAB:row23,phyAB,23,0.072952785,0.085907064,0.059998505,0.17757075,10.121606
phyAB:row24,phyAB,24,0.072952785,0.085907064,0.059998505,0.17757075,10.103632
phyAB:row25,phyAB,25,0.072952785,0.085907064,0.059998505,0.17757075,10.094561
phyAB:row26,phyAB,26,0.072952785,0.085907064,0.059998505,0.17757075,10.103532
phyAB:row27,phyAB,27,0.072952785,0.085907064,0.059998505,0.17757075,10.121358
phyAB:row28,phyAB,28,0.072952785,0.085907064,0.059998505,0.17757075,10.09337
phyAB:row29,phyAB,29,0.072952785,0.085907064,0.059998505,0.17757075,10.112387
phyAB:row30,phyAB,30,0.072952785,0.085907064,0.059998505,0.17757075,10.112542
phyAB:row31,phyAB,31,0.072952785,0.085907064,0.059998505,0.17757075,10.096972
phyAB:row32,phyAB,32,0.072952785,0.085907064,0.059998505,0.17757075,10.094941
phyAB:row33,phyAB,33,0.072952785,0.085907064,0.059998505,0.17757075,10.1019
phyAB:row34,phyAB,34,0.072952785,0.085907064,0.059998505,0.17757075,9.895857
phyAB:row35,phyAB,35,0.072952785,0.085907064,0.059998505,0.17757075,9.92241
phyAB:row36,phyAB,36,0.072952785,0.085907064,0.059998505,0.17757075,9.934306
phyAB:row37,phyAB,37,0.072952785,0.085907064,0.059998505,0.17757075,9.84762
phyAB:row38,phyAB,38,0.072952785,0.085907064,0.059998505,0.17757075,9.798616
phyAB:row39,phyAB,39,0.072952785,0.085907064,0.059998505,0.17757075,9.673502
