plant_id,genotype,source_row,r,r_light,r_dark,a,K_mm
Col-0:row3,Col-0,3,0.03216679,0.04345121,0.020882372,0.35080954,8.184393
Col-0:row4,Col-0,4,0.03216679,0.04345121,0.020882372,0.35080954,8.154979
Col-0:row5,Col-0,5,0.03216679,0.04345121,0.020882372,0.35080954,8.20443
Col-0:row6,Col-0,6,0.03216679,0.04345121,0.020882372,0.35080954,8.155418
Col-0:row7,Col-0,7,0.03216679,0.04345121,0.020882372,0.35080954,8.238433
Col-0:row8,Col-0,8,0.03216679,0.04345121,0.020882372,0.35080954,8.246228
Col-0:row9,Col-0,9,0.03216679,0.04345121,0.020882372,0.35080954,8.214586
Col-0:row10,Col-0,10,0.03216679,0.04345121,0.020882372,0.35080954,8.243489
Col-0:row11,Col-0,11,0.03216679,0.04345121,0.020882372,0.35080954,8.180445
Col-0:row12,Col-0,12,0.03216679,0.04345121,0.020882372,0.35080954,8.234494
Col-0:row13,Col-0,13,0.03216679,0.04345121,0.020882372,0.35080954,8.197616
Col-0:row14,Col-0,14,0.03216679,0.04345121,0.020882372,0.35080954,8.162155
Col-0:row15,Col-0,15,0.03216679,0.04345121,0.020882372,0.35080954,8.255724
Col-0:row16,Col-0,16,0.03216679,0.04345121,0.020882372,0.35080954,8.255391
Col-0:row17,Col-0,17,0.03216679,0.04345121,0.020882372,0.35080954,8.183677
Col-0:row18,Col-0,18,0.03216679,0.04345121,0.020882372,0.35080954,8.247176
Col-0:row19,Col-0,19,0.03216679,0.04345121,0.020882372,0.35080954,8.240614
Col-0:row20,Col-0,20,0.03216679,0.04345121,0.020882372,0.35080954,8.135276
Col-0:row21,Col-0,21,0.03216679,0.04345121,0.020882372,0.35080954,8.146793
Col-0:row22,Col-0,22,0.03216679,0.04345121,0.020882372,0.35080954,8.283134
Col-0:row23,Col-0,23,0.03216679,0.04345121,0.020882372,0.35080954,8.26095
Col-0:row24,Col-0,24,0.03216679,0.04345121,0.020882372,0.35080954,8.168972
Col-0:row25,Col-0,25,0.03216679,0.04345121,0.020882372,0.35080954,8.254559
Col-0:row26,Col-0,26,0.03216679,0.04345121,0.020882372,0.35080954,8.183363
Col-0:row27,Col-0,27,0.03216679,0.04345121,0.020882372,0.35080954,8.201948
Col-0:row28,Col-0,28,0.03216679,0.04345121,0.020882372,0.35080954,8.224594
Col-0:row29,Col-0,29,0.03216679,0.04345121,0.020882372,0.35080954,8.223353
Col-0:row30,Col-0,30,0.03216679,0.04345121,0.020882372,0.35080954,8.216158
Col-0:row31,Col-0,31,0.03216679,0.04345121,0.020882372,0.35080954,8.177666
Col-0:row32,Col-0,32,0.03216679,0.04345121,0.020882372,0.35080954,8.144216
Col-0:row33,Col-0,33,0.03216679,0.04345121,0.020882372,0.35080954,8.177746
Col-0:row34,Col-0,34,0.03216679,0.04345121,0.020882372,0.35080954,8.205366
Col-0:row35,Col-0,35,0.03216679,0.04345121,0.020882372,0.35080954,8.125194
hy5:row3,hy5,3,0.051825747,0.061744202,0.041907288,0.1913809,9.899579
hy5:row4,hy5,4,0.051825747,0.061744202,0.041907288,0.1913809,10.002161
hy5:row5,hy5,5,0.051825747,0.061744202,0.041907288,0.1913809,9.859914
hy5:row6,hy5,6,0.051825747,0.061744202,0.041907288,0.1913809,9.848442
hy5:row7,hy5,7,0.051825747,0.061744202,0.041907288,0.1913809,10.059663
hy5:row8,hy5,8,0.051825747,0.061744202,0.041907288,0.1913809,9.976411
hy5:row9,hy5,9,0.051825747,0.061744202,0.041907288,0.1913809,9.863409
hy5:row10,hy5,10,0.051825747,0.061744202,0.041907288,0.1913809,9.770573
hy5:row11,hy5,11,0.051825747,0.061744202,0.041907288,0.1913809,9.971649
hy5:row12,hy5,12,0.051825747,0.061744202,0.041907288,0.1913809,9.73054
hy5:row13,hy5,13,0.051825747,0.061744202,0.041907288,0.1913809,9.765864
hy5:row14,hy5,14,0.051825747,0.061744202,0.041907288,0.1913809,9.719814
hy5:row15,hy5,15,0.051825747,0.061744202,0.041907288,0.1913809,9.709864
hy5:row16,hy5,16,0.051825747,0.061744202,0.041907288,0.1913809,9.6784115
hy5:row17,hy5,17,0.051825747,0.061744202,0.041907288,0.1913809,9.697544
hy5:row18,hy5,18,0.051825747,0.061744202,0.041907288,0.1913809,9.712605
hy5:row19,hy5,19,0.051825747,0.061744202,0.041907288,0.1913809,9.960127
hy5:row20,hy5,20,0.051825747,0.061744202,0.041907288,0.1913809,9.887284
hy5:row21,hy5,21,0.051825747,0.061744202,0.041907288,0.1913809,9.755458
hy5:row22,hy5,22,0.051825747,0.061744202,0.041907288,0.1913809,9.74077
hy5:row23,hy5,23,0.051825747,0.061744202,0.041907288,0.1913809,9.915464
hy5:row24,hy5,24,0.051825747,0.061744202,0.041907288,0.1913809,9.632517
hy5:row25,hy5,25,0.051825747,0.061744202,0.041907288,0.1913809,9.912612
hy5:row26,hy5,26,0.051825747,0.061744202,0.041907288,0.1913809,9.945481
hy5:row27,hy5,27,0.051825747,0.061744202,0.041907288,0.1913809,9.981594
hy5:row28,hy5,28,0.051825747,0.061744202,0.041907288,0.1913809,9.751648
hy5:row29,hy5,29,0.051825747,0.061744202,0.041907288,0.1913809,9.5019045
hy5:row30,hy5,30,0.051825747,0.061744202,0.041907288,0.1913809,9.584633
hy5:row31,hy5,31,0.051825747,0.061744202,0.041907288,0.1913809,9.338004
hy5:row32,hy5,32,0.051825747,0.061744202,0.041907288,0.1913809,9.501566
hy5:row33,hy5,33,0.051825747,0.061744202,0.041907288,0.1913809,9.335214
hy5:row34,hy5,34,0.051825747,0.061744202,0.041907288,0.1913809,9.33157
hy5:row35,hy5,35,0.051825747,0.061744202,0.041907288,0.1913809,9.333085
MLB:row3,MLB,3,0.0313856,0.0430982,0.019673001,0.37318385,8.193402
MLB:row4,MLB,4,0.0313856,0.0430982,0.019673001,0.37318385,8.124932
MLB:row5,MLB,5,0.0313856,0.0430982,0.019673001,0.37318385,8.184805
MLB:row6,MLB,6,0.0313856,0.0430982,0.019673001,0.37318385,8.054246
MLB:row7,MLB,7,0.0313856,0.0430982,0.019673001,0.37318385,8.192849
MLB:row8,MLB,8,0.0313856,0.0430982,0.019673001,0.37318385,8.126594
MLB:row9,MLB,9,0.0313856,0.0430982,0.019673001,0.37318385,8.167306
MLB:row10,MLB,10,0.0313856,0.0430982,0.019673001,0.37318385,8.146692
MLB:row11,MLB,11,0.0313856,0.0430982,0.019673001,0.37318385,8.149519
MLB:row12,MLB,12,0.0313856,0.0430982,0.019673001,0.37318385,8.137318
MLB:row13,MLB,13,0.0313856,0.0430982,0.019673001,0.37318385,8.129504
MLB:row14,MLB,14,0.0313856,0.0430982,0.019673001,0.37318385,8.152474
MLB:row15,MLB,15,0.0313856,0.0430982,0.019673001,0.37318385,8.087908
MLB:row16,MLB,16,0.0313856,0.0430982,0.019673001,0.37318385,8.096172
MLB:row17,MLB,17,0.0313856,0.0430982,0.019673001,0.37318385,8.114749
MLB:row18,MLB,18,0.0313856,0.0430982,0.019673001,0.37318385,8.17107
MLB:row19,MLB,19,0.0313856,0.0430982,0.019673001,0.37318385,8.139057
MLB:row20,MLB,20,0.0313856,0.0430982,0.019673001,0.37318385,8.114392
MLB:row21,MLB,21,0.0313856,0.0430982,0.019673001,0.37318385,8.130217
MLB:row22,MLB,22,0.0313856,0.0430982,0.019673001,0.37318385,8.164913
MLB:row23,MLB,23,0.0313856,0.0430982,0.019673001,0.37318385,8.149537
MLB:row24,MLB,24,0.0313856,0.0430982,0.019673001,0.37318385,8.161146
MLB:row25,MLB,25,0.0313856,0.0430982,0.019673001,0.37318385,8.146487
MLB:row26,MLB,26,0.0313856,0.0430982,0.019673001,0.37318385,8.129053
MLB:row27,MLB,27,0.0313856,0.0430982,0.019673001,0.37318385,8.127726
MLB:row28,MLB,28,0.0313856,0.0430982,0.019673001,0.37318385,8.05595
MLB:row29,MLB,29,0.0313856,0.0430982,0.019673001,0.37318385,8.135887
MLB:row30,MLB,30,0.0313856,0.0430982,0.019673001,0.37318385,8.165409
MLB:row31,MLB,31,0.0313856,0.0430982,0.019673001,0.37318385,8.111221
MLB:row32,MLB,32,0.0313856,0.0430982,0.019673001,0.37318385,8.13104
MLB:row33,MLB,33,0.0313856,0.0430982,0.019673001,0.37318385,8.151301
MLB:row34,MLB,34,0.0313856,0.0430982,0.019673001,0.37318385,8.166233
