plant_id,genotype,source_row,r,r_light,r_dark,a,K_mm
Col-0:row3,Col-0,3,0.030422356,0.03839952,0.02244519,0.26221398,8.606524
Col-0:row4,Col-0,4,0.030422356,0.03839952,0.02244519,0.26221398,8.548055
Col-0:row5,Col-0,5,0.030422356,0.03839952,0.02244519,0.26221398,8.503717
Col-0:row6,Col-0,6,0.030422356,0.03839952,0.02244519,0.26221398,8.521985
Col-0:row7,Col-0,7,0.030422356,0.03839952,0.02244519,0.26221398,8.52477
Col-0:row8,Col-0,8,0.030422356,0.03839952,0.02244519,0.26221398,8.69897
Col-0:row9,Col-0,9,0.030422356,0.03839952,0.02244519,0.26221398,8.534748
Col-0:row10,Col-0,10,0.030422356,0.03839952,0.02244519,0.26221398,8.566379
Col-0:row11,Col-0,11,0.030422356,0.03839952,0.02244519,0.26221398,8.588449
Col-0:row12,Col-0,12,0.030422356,0.03839952,0.02244519,0.26221398,8.618005
Col-0:row13,Col-0,13,0.030422356,0.03839952,0.02244519,0.26221398,8.515624
Col-0:row14,Col-0,14,0.030422356,0.03839952,0.02244519,0.26221398,8.775333
Col-0:row15,Col-0,15,0.030422356,0.03839952,0.02244519,0.26221398,8.738408
Col-0:row16,Col-0,16,0.030422356,0.03839952,0.02244519,0.26221398,8.741241
Col-0:row17,Col-0,17,0.030422356,0.03839952,0.02244519,0.26221398,8.596337
Col-0:row18,Col-0,18,0.030422356,0.03839952,0.02244519,0.26221398,8.582626
Col-0:row19,Col-0,19,0.030422356,0.03839952,0.02244519,0.26221398,8.508998
Col-0:row20,Col-0,20,0.030422356,0.03839952,0.02244519,0.26221398,8.798981
Col-0:row21,Col-0,21,0.030422356,0.03839952,0.02244519,0.26221398,8.607384
Col-0:row22,Col-0,22,0.030422356,0.03839952,0.02244519,0.26221398,8.746321
Col-0:row23,Col-0,23,0.030422356,0.03839952,0.02244519,0.26221398,8.612005
Col-0:row24,Col-0,24,0.030422356,0.03839952,0.02244519,0.26221398,8.505112
Col-0:row25,Col-0,25,0.030422356,0.03839952,0.02244519,0.26221398,8.513048
Col-0:row26,Col-0,26,0.030422356,0.03839952,0.02244519,0.26221398,8.510674
Col-0:row27,Col-0,27,0.030422356,0.03839952,0.02244519,0.26221398,8.798743
Col-0:row28,Col-0,28,0.030422356,0.03839952,0.02244519,0.26221398,8.600703
Col-0:row29,Col-0,29,0.030422356,0.03839952,0.02244519,0.26221398,8.779208
Col-0:row30,Col-0,30,0.030422356,0.03839952,0.02244519,0.26221398,8.557486
Col-0:row31,Col-0,31,0.030422356,0.03839952,0.02244519,0.26221398,8.600968
Col-0:row32,Col-0,32,0.030422356,0.03839952,0.02244519,0.26221398,8.598091
Col-0:row33,Col-0,33,0.030422356,0.03839952,0.02244519,0.26221398,8.55717
Col-0:row34,Col-0,34,0.030422356,0.03839952,0.02244519,0.26221398,8.55755
Col-0:row35,Col-0,35,0.030422356,0.03839952,0.02244519,0.26221398,8.547246
hy5:row3,hy5,3,0.055732083,0.066270314,0.04519385,0.18908733,8.711352
hy5:row4,hy5,4,0.055732083,0.066270314,0.04519385,0.18908733,8.709484
