plant_id,genotype,source_row,r,r_light,r_dark,a,K_mm
Col-0:row3,Col-0,3,0.03889216,0.046807133,0.030977188,0.20351078,10.5619
Col-0:row4,Col-0,4,0.03889216,0.046807133,0.030977188,0.20351078,10.483881
Col-0:row5,Col-0,5,0.03889216,0.046807133,0.030977188,0.20351078,9.670972
Col-0:row6,Col-0,6,0.03889216,0.046807133,0.030977188,0.20351078,10.067088
Col-0:row7,Col-0,7,0.03889216,0.046807133,0.030977188,0.20351078,10.259206
Col-0:row8,Col-0,8,0.03889216,0.046807133,0.030977188,0.20351078,9.841841
Col-0:row9,Col-0,9,0.03889216,0.046807133,0.030977188,0.20351078,9.690514
Col-0:row10,Col-0,10,0.03889216,0.046807133,0.030977188,0.20351078,10.157073
Col-0:row11,Col-0,11,0.03889216,0.046807133,0.030977188,0.20351078,9.8434925
Col-0:row12,Col-0,12,0.03889216,0.046807133,0.030977188,0.20351078,10.402945
Col-0:row13,Col-0,13,0.03889216,0.046807133,0.030977188,0.20351078,9.762639
Col-0:row14,Col-0,14,0.03889216,0.046807133,0.030977188,0.20351078,10.241856
Col-0:row15,Col-0,15,0.03889216,0.046807133,0.030977188,0.20351078,10.119809
Col-0:row16,Col-0,16,0.03889216,0.046807133,0.030977188,0.20351078,10.1782
Col-0:row17,Col-0,17,0.03889216,0.046807133,0.030977188,0.20351078,9.755694
Col-0:row18,Col-0,18,0.03889216,0.046807133,0.030977188,0.20351078,10.164482
Col-0:row19,Col-0,19,0.03889216,0.046807133,0.030977188,0.20351078,10.229403
Col-0:row20,Col-0,20,0.03889216,0.046807133,0.030977188,0.20351078,9.769438
Col-0:row21,Col-0,21,0.03889216,0.046807133,0.030977188,0.20351078,10.233438
Col-0:row22,Col-0,22,0.03889216,0.046807133,0.030977188,0.20351078,10.425192
Col-0:row23,Col-0,23,0.03889216,0.046807133,0.030977188,0.20351078,9.757457
Col-0:row24,Col-0,24,0.03889216,0.046807133,0.030977188,0.20351078,10.385743
Col-0:row25,Col-0,25,0.03889216,0.046807133,0.030977188,0.20351078,9.814906
Col-0:row26,Col-0,26,0.03889216,0.046807133,0.030977188,0.20351078,10.412948
Col-0:row27,Col-0,27,0.03889216,0.046807133,0.030977188,0.20351078,10.040023
Col-0:row28,Col-0,28,0.03889216,0.046807133,0.030977188,0.20351078,9.830067
Col-0:row29,Col-0,29,0.03889216,0.046807133,0.030977188,0.20351078,10.172599
Col-0:row30,Col-0,30,0.03889216,0.046807133,0.030977188,0.20351078,10.227936
Col-0:row31,Col-0,31,0.03889216,0.046807133,0.030977188,0.20351078,9.830338
Col-0:row32,Col-0,32,0.03889216,0.046807133,0.030977188,0.20351078,9.823017
Col-0:row33,Col-0,33,0.03889216,0.046807133,0.030977188,0.20351078,9.846432
Col-0:row34,Col-0,34,0.03889216,0.046807133,0.030977188,0.20351078,9.806517
Col-0:row35,Col-0,35,0.03889216,0.046807133,0.030977188,0.20351078,9.816721
hy5:row3,hy5,3,0.050654642,0.05586226,0.04544702,0.102806374,10.511351
hy5:row4,hy5,4,0.050654642,0.05586226,0.04544702,0.102806374,10.498723
hy5:row5,hy5,5,0.050654642,0.05586226,0.04544702,0.102806374,10.464394
hy5:row6,hy5,6,0.050654642,0.05586226,0.04544702,0.102806374,10.506547
hy5:row7,hy5,7,0.050654642,0.05586226,0.04544702,0.102806374,10.390317
hy5:row8,hy5,8,0.050654642,0.05586226,0.04544702,0.102806374,10.184165
hy5:row9,hy5,9,0.050654642,0.05586226,0.04544702,0.102806374,10.347828
hy5:row10,hy5,10,0.050654642,0.05586226,0.04544702,0.102806374,11.203968
hy5:row11,hy5,11,0.050654642,0.05586226,0.04544702,0.102806374,10.207151
hy5:row12,hy5,12,0.050654642,0.05586226,0.04544702,0.102806374,10.519371
hy5:row13,hy5,13,0.050654642,0.05586226,0.04544702,0.102806374,9.961959
hy5:row14,hy5,14,0.050654642,0.05586226,0.04544702,0.102806374,10.157257
hy5:row15,hy5,15,0.050654642,0.05586226,0.04544702,0.102806374,10.148904
hy5:row16,hy5,16,0.050654642,0.05586226,0.04544702,0.102806374,10.504481
