epoch,data_loss,ode_loss,k_loss,objective,val_rmse,selection_rmse,val_rmse_normalized,selection_rmse_normalized
20,0.16504041850566864,5.76848196942592e-06,0.07934366911649704,0.16586270928382874,2.24674741217494,2.24674741217494,0.16376903653144836,0.16376903653144836
40,0.05797673389315605,1.9373706891201437e-05,0.20338590443134308,0.06010746210813522,0.7261633470095694,1.4864553795922546,0.05293121561408043,0.1083501260727644
60,0.03610215708613396,2.3537391825811937e-05,0.25045520067214966,0.038724396377801895,0.5416597075425088,1.171523488909006,0.03948244825005531,0.0853942334651947
80,0.02955060638487339,1.3610188943857793e-05,0.21237754821777344,0.031742434948682785,0.44034805314615366,0.569390369232744,0.03209767863154411,0.04150378083189329
100,0.02618430368602276,1.5728637663414702e-05,0.20503413677215576,0.02831328846514225,0.41093914836645123,0.4643156363517046,0.02995401620864868,0.03384471436341604
120,0.024129072204232216,1.4520556760544423e-05,0.18129490315914154,0.026014624163508415,0.3782982972767204,0.4098618329297751,0.027574772015213966,0.029875488951802254
140,0.022618338465690613,1.1789933523687068e-05,0.14022426307201385,0.02407952956855297,0.3519124889988452,0.38038331154733895,0.025651467964053154,0.0277267520626386
160,0.021571049466729164,1.0154659321415238e-05,0.09182792901992798,0.022540101781487465,0.33286880045570433,0.35435986224375665,0.02426334284245968,0.0258298609405756
180,0.020640194416046143,1.0343942449253518e-05,0.055937934666872025,0.021251294761896133,0.32057540960423647,0.335118899686262,0.02336725778877735,0.02442735619843006
200,0.01995299570262432,1.1300653568468988e-05,0.030766049399971962,0.020317159593105316,0.3098541802112013,0.32109946342371404,0.02258577011525631,0.02340545691549778
220,0.01958371326327324,1.2103357221349142e-05,0.022220775485038757,0.01986643858253956,0.3052182664275169,0.31188261874765155,0.02224785089492798,0.022733626266320545
240,0.019330089911818504,1.2543179764179513e-05,0.017918715253472328,0.01957199163734913,0.30405386422388253,0.3063754369542003,0.02216297574341297,0.022332198917865753
260,0.01897498406469822,1.3065128769085277e-05,0.013656407594680786,0.019176872447133064,0.30301022846996783,0.30409411970712247,0.02208690345287323,0.022165910030404728
280,0.01864161156117916,1.3662106539413799e-05,0.014665362425148487,0.018856575712561607,0.30000737044215203,0.30235715437866745,0.021868020296096802,0.022039299830794334
300,0.017911702394485474,1.4263876437325962e-05,0.013636129908263683,0.018119381740689278,0.303427442567423,0.30214834715984756,0.022117314860224724,0.02202407953639825
320,0.017015639692544937,1.5068939319462515e-05,0.013918149285018444,0.017230164259672165,0.3057810595482588,0.3030719575192779,0.02228887379169464,0.022091402982672054
340,0.01661309041082859,1.6222475096583366e-05,0.019835805520415306,0.016892561689019203,0.3225784819051623,0.3105956613402813,0.02351326495409012,0.022639817868669827
360,0.015325218439102173,1.711561890260782e-05,0.02380460500717163,0.015648841857910156,0.29350675725750625,0.30728876623697576,0.02139418013393879,0.02239877295990785
380,0.013604560866951942,1.7797672626329586e-05,0.0257694274187088,0.013951243832707405,0.29378932928480206,0.30329152281582356,0.021414777263998985,0.022107407450675964
400,0.013178713619709015,1.8065036783809774e-05,0.0224949698895216,0.013493988662958145,0.3104747245330363,0.29925693702511486,0.022631002590060234,0.021813319995999336
420,0.012510157190263271,1.801570579118561e-05,0.021156731992959976,0.012811803258955479,0.2922146124634892,0.29882622209377585,0.021299993619322777,0.02178192449112733
440,0.012307779863476753,1.789680027286522e-05,0.020800689235329628,0.012605271302163601,0.3009020540937781,0.30119713036343454,0.021933235228061676,0.021954743812481563
460,0.012257402762770653,1.7994731024373323e-05,0.020580291748046875,0.012553178705275059,0.2946433571130037,0.2959200078900903,0.021477028727531433,0.021570085858305294
480,0.012293868698179722,1.7665670384303667e-05,0.021300887688994408,0.012595206499099731,0.30372376244701443,0.2997563912179321,0.022138914093375206,0.021849726016322773
500,0.012239204719662666,1.7925975043908693e-05,0.022879505529999733,0.012557629495859146,0.30150550303794443,0.2999575408659875,0.021977221593260765,0.0218643881380558
520,0.012274130247533321,1.7952737835003063e-05,0.020035436376929283,0.012564248405396938,0.2920438631158322,0.29909104286693033,0.021287547424435616,0.02180122770369053
540,0.01211398746818304,1.769240952853579e-05,0.02318151853978634,0.01243426464498043,0.2925228658877313,0.29535741068050264,0.02132246270775795,0.02152907724181811
560,0.012195318005979061,1.7734389984980226e-05,0.021631330251693726,0.01250030379742384,0.30179584336839615,0.2954541907906532,0.021998384967446327,0.021536131699879963
580,0.012015177868306637,1.7676878997008316e-05,0.022215893492102623,0.012325720861554146,0.291970856398344,0.2954298552181572,0.021282225847244263,0.02153435784081618
600,0.012109744362533092,1.7863556422526017e-05,0.019320456311106682,0.012392266653478146,0.2931716725230217,0.29564612409658725,0.021369755268096924,0.021550122027595837
620,0.011963422410190105,1.753167452989146e-05,0.020460356026887894,0.012255683541297913,0.296418107740581,0.29385354555398224,0.02160639315843582,0.021419458091259003
640,0.011879630386829376,1.7768277757568285e-05,0.019245026633143425,0.012160922400653362,0.29525263228453696,0.2949474708493799,0.021521439775824547,0.02149919606745243
660,0.011817913502454758,1.756761412252672e-05,0.02179030515253544,0.01212365459650755,0.2927760767955333,0.29481560560688375,0.02134091965854168,0.02148958419760068
680,0.011787723749876022,1.7743526768754236e-05,0.01959945075213909,0.012072436511516571,0.2996577201392501,0.2958954764064401,0.021842533722519875,0.021568297718962032
700,0.011858688667416573,1.7654705516179092e-05,0.02036958374083042,0.012150658294558525,0.2927605657428503,0.29506478755921123,0.021339789032936096,0.02150774747133255
720,0.011781983077526093,1.7569680494489148e-05,0.01847710646688938,0.012054601684212685,0.2972021952867508,0.2965401603896171,0.021663546562194824,0.021615289772550266
740,0.011749383993446827,1.764903572620824e-05,0.019514143466949463,0.012032771483063698,0.300147608757019,0.29670345659554004,0.02187824249267578,0.021627192695935566
760,0.011711056344211102,1.7583333828952163e-05,0.01855979859828949,0.011984570883214474,0.2958021886255592,0.2977173308897763,0.021561497822403908,0.02170109562575817
780,0.011717519722878933,1.7533389836899005e-05,0.01830763928592205,0.011988263577222824,0.2963289000224322,0.2974262324683368,0.021599890664219856,0.02167987699309985
800,0.011703205294907093,1.7537791791255586e-05,0.018422657623887062,0.01197512075304985,0.2980880373828113,0.2967397086769342,0.021728117018938065,0.02162983516852061
820,0.011668646708130836,1.756104211381171e-05,0.018037399277091026,0.011936825700104237,0.2954675638563931,0.29662816708721224,0.02153710648417473,0.021621704722444218
840,0.011649861000478268,1.7525686416774988e-05,0.01799514889717102,0.011917440220713615,0.2962511403299868,0.2966022471897304,0.021594222635030746,0.02161981537938118
860,0.011639959178864956,1.751116906234529e-05,0.017872517928481102,0.01190624013543129,0.2961026993002742,0.2959404678288847,0.021583402529358864,0.021571577216188114
880,0.011624220758676529,1.75571385625517e-05,0.01833653450012207,0.011895371600985527,0.30023001920990644,0.2975279529467225,0.02188424952328205,0.02168729156255722
900,0.011615153402090073,1.7510279576526955e-05,0.018034303560853004,0.011883048340678215,0.2994987254608422,0.2986104813236743,0.02183094434440136,0.02176619879901409
920,0.01160497684031725,1.7481239410699345e-05,0.01779288426041603,0.011870312504470348,0.29690991288051005,0.29887955251708626,0.02164224162697792,0.021785811831553776
940,0.011596127413213253,1.7476017092121765e-05,0.017783233895897865,0.011861340142786503,0.2985816057231277,0.2983300813548267,0.02176409400999546,0.02174575999379158
960,0.011581937782466412,1.7471173123340122e-05,0.017699290066957474,0.011846287176012993,0.29630945371091366,0.29726699077151714,0.02159847319126129,0.021668269609411556
980,0.011575003154575825,1.747904570947867e-05,0.017885291948914528,0.011841251514852047,0.29833805408701297,0.29774303784035144,0.02174634113907814,0.021702969446778297
1000,0.01156632136553526,1.7454969565733336e-05,0.017565641552209854,0.011829253286123276,0.2970887627284974,0.297245423508808,0.021655278280377388,0.021666697536905605
1020,0.011566339991986752,1.743576103763189e-05,0.01751752570271492,0.011828694492578506,0.2990254467017949,0.29815075450576844,0.021796446293592453,0.021732688571015995
1040,0.011547723785042763,1.743650864227675e-05,0.017353182658553123,0.01180843822658062,0.29860761931724844,0.2982406095825135,0.021765990182757378,0.021739238252242405
1060,0.011540045030415058,1.744847213558387e-05,0.017122512683272362,0.011798513121902943,0.29694550908543166,0.29819285836815834,0.0216448362916708,0.02173575758934021
1080,0.011537193320691586,1.743446773616597e-05,0.0173793938010931,0.011798160150647163,0.29875787465460596,0.298103667685762,0.021776942536234856,0.021729256336887676
1100,0.011529184877872467,1.74343294929713e-05,0.017210057005286217,0.01178845763206482,0.2982948429007083,0.2979994088802486,0.02174319140613079,0.021721656744678814
1120,0.011523984372615814,1.743424763844814e-05,0.017370713874697685,0.011784862726926804,0.2980279352478683,0.29836021760106085,0.021723736077547073,0.02174795667330424
1140,0.011516804806888103,1.740905463520903e-05,0.016994578763842583,0.011773795820772648,0.2966655179746449,0.29766276537440717,0.021624427288770676,0.021697118257482845
1160,0.011511641554534435,1.742393033055123e-05,0.017020681872963905,0.011768967844545841,0.298131504105404,0.29760831910930574,0.021731285378336906,0.021693149581551552
1180,0.01150601264089346,1.7419064533896744e-05,0.01707310974597931,0.011763839051127434,0.2985635648611933,0.2977868623137474,0.021762778982520103,0.02170616388320923
1200,0.01150378305464983,1.7425385522074066e-05,0.017285404726862907,0.011763764545321465,0.2981757629904896,0.29829027731902896,0.021734511479735374,0.021742858613530796
1220,0.011498518288135529,1.741032610880211e-05,0.016832644119858742,0.011753896251320839,0.2983383862841874,0.2983592380452901,0.02174636535346508,0.021747885271906853
1240,0.011495332233607769,1.7417767594452016e-05,0.016940981149673462,0.011751830577850342,0.2984893060158938,0.29833448509685695,0.02175736613571644,0.021746080989638965
1260,0.011492149904370308,1.7411774024367332e-05,0.016745252534747124,0.011746661737561226,0.298111981132999,0.29831322447769343,0.021729862317442894,0.021744531268874805
1280,0.011489653959870338,1.7413320165360346e-05,0.01675313711166382,0.011744251474738121,0.2982045874837786,0.2982686248775571,0.021736612543463707,0.02174128033220768
1300,0.011487391777336597,1.7411461158189923e-05,0.016709590330719948,0.011741545051336288,0.2982361206617206,0.29818422975949943,0.021738911047577858,0.021735128636161487
1320,0.011485694907605648,1.741077176120598e-05,0.016690686345100403,0.011739655397832394,0.2983709671609103,0.29827055843546985,0.02174874022603035,0.021741421272357304
1340,0.011484344489872456,1.7408199710189365e-05,0.016666626557707787,0.01173805259168148,0.2984979175888002,0.2983683351371437,0.02175799384713173,0.02174854837357998
1360,0.011483125388622284,1.7407928680768237e-05,0.016682147979736328,0.011736986227333546,0.29838681041076776,0.29841856505349273,0.021749895066022873,0.02175220971306165
1380,0.01148234959691763,1.7409647625754587e-05,0.01668456755578518,0.011736243031919003,0.29839611193165183,0.2984269466437399,0.021750573068857193,0.021752820660670597
1400,0.01148161944001913,1.7408559870091267e-05,0.01664898730814457,0.011735151521861553,0.2982569724228233,0.2983466315884143,0.02174043096601963,0.021746966366966564
1420,0.011481158435344696,1.7408097846782766e-05,0.016649628058075905,0.011734695173799992,0.2983303624447435,0.29832781559973953,0.021745780482888222,0.021745594839255016
1440,0.011480899527668953,1.740895640978124e-05,0.016632938757538795,0.011734274215996265,0.2983628411069512,0.2983167253248394,0.021748147904872894,0.02174478645126025
1460,0.011480766348540783,1.7408819985575974e-05,0.016627514734864235,0.011734086088836193,0.2983695617113262,0.29835425508767366,0.021748637780547142,0.021747522056102753
1480,0.011480708606541157,1.7408814528607763e-05,0.016626110300421715,0.011734014376997948,0.29837296034395694,0.29836845438741144,0.02174888551235199,0.021748557065924008
1500,0.011480698361992836,1.740880725265015e-05,0.01662536896765232,0.01173399668186903,0.2983693572822958,0.29837062644585965,0.021748622879385948,0.021748715390761692
