plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.024011059,9.837136,2
Col-0:row4,Col-0,4,0.023085253,9.944684,3
Col-0:row5,Col-0,5,0.023824805,9.7459955,2
Col-0:row6,Col-0,6,0.023937155,9.752853,1
Col-0:row7,Col-0,7,0.02366381,9.825279,2
Col-0:row8,Col-0,8,0.02489304,9.631003,1
Col-0:row9,Col-0,9,0.023482485,9.9577,3
Col-0:row10,Col-0,10,0.023845242,9.832066,2
Col-0:row11,Col-0,11,0.02381393,9.892855,2
Col-0:row12,Col-0,12,0.023537926,9.820264,2
Col-0:row13,Col-0,13,0.02338234,9.878134,2
Col-0:row14,Col-0,14,0.024721412,9.691058,1
Col-0:row15,Col-0,15,0.027704263,9.213677,2
Col-0:row16,Col-0,16,0.024772694,9.627946,1
Col-0:row17,Col-0,17,0.027575493,9.216417,2
Col-0:row18,Col-0,18,0.024731291,9.626887,1
Col-0:row19,Col-0,19,0.02481799,9.693924,1
Col-0:row20,Col-0,20,0.024666788,9.625232,1
Col-0:row21,Col-0,21,0.028516717,9.147252,1
Col-0:row22,Col-0,22,0.024830723,9.775901,2
Col-0:row23,Col-0,23,0.028518023,9.147505,1
Col-0:row24,Col-0,24,0.023165852,9.809712,2
Col-0:row25,Col-0,25,0.026900934,9.501641,3
Col-0:row26,Col-0,26,0.024414191,9.768426,1
Col-0:row27,Col-0,27,0.02424918,9.759492,2
Col-0:row28,Col-0,28,0.024584882,9.623118,1
Col-0:row29,Col-0,29,0.02853039,9.14991,1
Col-0:row30,Col-0,30,0.024142489,9.759624,1
Col-0:row31,Col-0,31,0.024431089,9.768969,1
Col-0:row32,Col-0,32,0.024534881,9.621821,1
Col-0:row33,Col-0,33,0.024130313,9.759225,1
Col-0:row34,Col-0,34,0.024145054,9.7597065,1
Col-0:row35,Col-0,35,0.023749638,9.74658,1
hy5:row3,hy5,3,0.043109115,10.328948,4
hy5:row4,hy5,4,0.0349259,10.561428,2
hy5:row5,hy5,5,0.033030182,10.465557,1
hy5:row6,hy5,6,0.036124248,9.786723,1
hy5:row7,hy5,7,0.042322773,10.761662,3
hy5:row8,hy5,8,0.037354156,10.511318,2
