plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.022728715,8.899211,3
Col-0:row4,Col-0,4,0.020123405,9.04403,4
Col-0:row5,Col-0,5,0.01885682,8.997168,4
Col-0:row6,Col-0,6,0.018833222,8.99866,4
Col-0:row7,Col-0,7,0.020516343,9.051752,4
Col-0:row8,Col-0,8,0.019906223,9.027553,4
Col-0:row9,Col-0,9,0.02094067,9.061186,4
Col-0:row10,Col-0,10,0.022265583,8.886782,3
Col-0:row11,Col-0,11,0.020323306,9.042487,4
Col-0:row12,Col-0,12,0.020333018,9.048788,4
Col-0:row13,Col-0,13,0.019419659,9.02303,4
Col-0:row14,Col-0,14,0.019838242,9.030838,4
Col-0:row15,Col-0,15,0.020223936,9.050256,4
Col-0:row16,Col-0,16,0.020337474,9.037276,4
Col-0:row17,Col-0,17,0.019894278,9.038622,4
Col-0:row18,Col-0,18,0.019914815,9.032335,4
Col-0:row19,Col-0,19,0.01954252,9.019061,4
Col-0:row20,Col-0,20,0.020409333,9.049236,4
Col-0:row21,Col-0,21,0.019455634,9.018252,4
Col-0:row22,Col-0,22,0.020936137,9.070359,4
Col-0:row23,Col-0,23,0.020318797,9.035548,4
Col-0:row24,Col-0,24,0.018846443,8.99887,4
Col-0:row25,Col-0,25,0.020072104,9.03082,4
Col-0:row26,Col-0,26,0.02061878,9.04862,4
Col-0:row27,Col-0,27,0.020531744,9.050277,4
Col-0:row28,Col-0,28,0.01940155,9.019075,4
Col-0:row29,Col-0,29,0.021654787,8.872657,3
Col-0:row30,Col-0,30,0.022145974,8.595464,2
Col-0:row31,Col-0,31,0.022926273,8.612698,2
Col-0:row32,Col-0,32,0.021979516,8.592241,2
Col-0:row33,Col-0,33,0.022324951,8.600314,2
Col-0:row34,Col-0,34,0.02185122,8.587613,2
Col-0:row35,Col-0,35,0.023482176,8.490313,1
hy5:row3,hy5,3,0.04801882,9.596545,4
hy5:row4,hy5,4,0.057185926,9.761193,4
hy5:row5,hy5,5,0.045121,9.576509,4
hy5:row6,hy5,6,0.04463472,9.577068,4
hy5:row7,hy5,7,0.062324904,9.799739,4
hy5:row8,hy5,8,0.054853827,9.703356,4
hy5:row9,hy5,9,0.045377225,9.578934,4
hy5:row10,hy5,10,0.05265274,9.688136,4
hy5:row11,hy5,11,0.05458787,9.716183,4
hy5:row12,hy5,12,0.049244322,9.641556,4
hy5:row13,hy5,13,0.047897827,9.588537,4
hy5:row14,hy5,14,0.04657697,9.593942,4
hy5:row15,hy5,15,0.048539806,9.631122,4
hy5:row16,hy5,16,0.044671368,9.555793,4
hy5:row17,hy5,17,0.045450415,9.579491,4
hy5:row18,hy5,18,0.046163414,9.581559,4
hy5:row19,hy5,19,0.05355642,9.7018585,4
hy5:row20,hy5,20,0.047410343,9.605401,4
hy5:row21,hy5,21,0.049861487,9.66373,4
hy5:row22,hy5,22,0.051356103,9.670776,4
hy5:row23,hy5,23,0.049635302,9.637251,4
hy5:row24,hy5,24,0.056747463,9.758489,4
hy5:row25,hy5,25,0.049451873,9.636428,4
hy5:row26,hy5,26,0.0524578,9.688381,4
hy5:row27,hy5,27,0.055744838,9.734084,4
hy5:row28,hy5,28,0.05276161,9.694759,4
hy5:row29,hy5,29,0.034930967,9.008205,2
hy5:row30,hy5,30,0.039704744,9.073513,2
hy5:row31,hy5,31,0.032310657,8.936903,1
hy5:row32,hy5,32,0.034765318,9.000578,2
hy5:row33,hy5,33,0.032085437,8.929746,1
hy5:row34,hy5,34,0.031794604,8.920432,1
hy5:row35,hy5,35,0.031915177,8.924302,1
MLB:row3,MLB,3,0.018705666,9.004283,4
MLB:row4,MLB,4,0.018223936,8.989045,4
MLB:row5,MLB,5,0.018450974,8.989769,4
MLB:row6,MLB,6,0.01865222,8.99384,4
MLB:row7,MLB,7,0.018691735,8.994801,4
MLB:row8,MLB,8,0.017986352,8.974178,4
MLB:row9,MLB,9,0.018211836,8.981728,4
MLB:row10,MLB,10,0.017759617,8.970908,4
MLB:row11,MLB,11,0.017626455,8.964123,4
MLB:row12,MLB,12,0.019316155,9.00866,4
