plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.021580867,8.193668,2
Col-0:row4,Col-0,4,0.020976288,8.204674,4
Col-0:row5,Col-0,5,0.020743491,8.202852,4
Col-0:row6,Col-0,6,0.021674454,8.177685,1
Col-0:row7,Col-0,7,0.02145165,8.192203,2
Col-0:row8,Col-0,8,0.020959264,8.204731,4
Col-0:row9,Col-0,9,0.021156488,8.207061,4
Col-0:row10,Col-0,10,0.021509565,8.193171,2
Col-0:row11,Col-0,11,0.021043269,8.205909,4
Col-0:row12,Col-0,12,0.021706542,8.200807,3
Col-0:row13,Col-0,13,0.020842012,8.179221,2
Col-0:row14,Col-0,14,0.02119967,8.189161,3
Col-0:row15,Col-0,15,0.021583213,8.200212,3
Col-0:row16,Col-0,16,0.02138254,8.193889,2
Col-0:row17,Col-0,17,0.021737652,8.205314,3
Col-0:row18,Col-0,18,0.0213699,8.191524,2
Col-0:row19,Col-0,19,0.021228814,8.191253,3
Col-0:row20,Col-0,20,0.021423776,8.192233,2
Col-0:row21,Col-0,21,0.021909134,8.186144,2
Col-0:row22,Col-0,22,0.021902196,8.206329,3
Col-0:row23,Col-0,23,0.021867841,8.203493,3
Col-0:row24,Col-0,24,0.02151543,8.199461,3
Col-0:row25,Col-0,25,0.02138345,8.191687,3
Col-0:row26,Col-0,26,0.021334743,8.191611,3
Col-0:row27,Col-0,27,0.021689117,8.204298,3
Col-0:row28,Col-0,28,0.020844089,8.203535,4
Col-0:row29,Col-0,29,0.021677045,8.202429,3
Col-0:row30,Col-0,30,0.021753898,8.178363,1
Col-0:row31,Col-0,31,0.021865062,8.179307,1
Col-0:row32,Col-0,32,0.02216177,8.192034,1
Col-0:row33,Col-0,33,0.021749195,8.178323,1
Col-0:row34,Col-0,34,0.02175489,8.17837,1
Col-0:row35,Col-0,35,0.021601649,8.177062,1
hy5:row3,hy5,3,0.05779963,8.79399,4
hy5:row4,hy5,4,0.057845153,8.7864,3
hy5:row5,hy5,5,0.055766836,8.782828,2
hy5:row6,hy5,6,0.056749925,8.78922,4
hy5:row7,hy5,7,0.06023978,8.787765,4
hy5:row8,hy5,8,0.059013635,8.791366,4
hy5:row9,hy5,9,0.05657864,8.773309,2
hy5:row10,hy5,10,0.0578682,8.786389,3
hy5:row11,hy5,11,0.05814896,8.785907,3
hy5:row12,hy5,12,0.057814844,8.791357,4
hy5:row13,hy5,13,0.05754421,8.780994,3
hy5:row14,hy5,14,0.056741923,8.796939,3
hy5:row15,hy5,15,0.057477567,8.785001,3
hy5:row16,hy5,16,0.056975354,8.792055,4
hy5:row17,hy5,17,0.05697045,8.7792015,2
hy5:row18,hy5,18,0.05732492,8.793518,4
hy5:row19,hy5,19,0.058615483,8.789751,4
hy5:row20,hy5,20,0.056832377,8.779639,3
hy5:row21,hy5,21,0.057825446,8.790356,4
