plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
hy5:row10,hy5,10,0.048083123,9.617709,2
hy5:row11,hy5,11,0.052830413,9.607075,4
hy5:row12,hy5,12,0.04727652,9.629266,2
hy5:row13,hy5,13,0.04978371,9.629369,3
hy5:row14,hy5,14,0.051482294,9.6172085,4
hy5:row15,hy5,15,0.049448255,9.637086,3
hy5:row16,hy5,16,0.04895109,9.6280155,3
hy5:row17,hy5,17,0.051169522,9.621356,4
hy5:row18,hy5,18,0.049210753,9.627536,3
hy5:row19,hy5,19,0.052694045,9.607636,4
hy5:row20,hy5,20,0.049630005,9.63423,3
hy5:row21,hy5,21,0.046678927,9.622797,2
hy5:row22,hy5,22,0.05017174,9.618703,3
hy5:row23,hy5,23,0.049873326,9.632566,3
hy5:row24,hy5,24,0.05147594,9.629045,3
hy5:row25,hy5,25,0.04976883,9.626541,3
hy5:row26,hy5,26,0.04525312,9.60056,1
hy5:row27,hy5,27,0.053041164,9.6067915,4
hy5:row28,hy5,28,0.046970844,9.626921,2
hy5:row29,hy5,29,0.04459028,9.586904,1
hy5:row30,hy5,30,0.048000846,9.626921,2
hy5:row31,hy5,31,0.045245375,9.600144,1
hy5:row32,hy5,32,0.04680467,9.627005,2
hy5:row33,hy5,33,0.04519669,9.597513,1
hy5:row34,hy5,34,0.045133244,9.594058,1
hy5:row35,hy5,35,0.045159623,9.595499,1
MLB:row3,MLB,3,0.019640682,9.285228,1
MLB:row4,MLB,4,0.020105349,9.449383,3
MLB:row5,MLB,5,0.02088516,9.463434,3
MLB:row6,MLB,6,0.02098663,9.465026,3
MLB:row7,MLB,7,0.020003984,9.366232,2
MLB:row8,MLB,8,0.019859247,9.282521,1
MLB:row9,MLB,9,0.021085428,9.515274,4
MLB:row10,MLB,10,0.020613642,9.454153,3
MLB:row11,MLB,11,0.019849211,9.377635,2
MLB:row12,MLB,12,0.020723624,9.388306,2
MLB:row13,MLB,13,0.021044431,9.5153265,4
MLB:row14,MLB,14,0.020623593,9.454025,3
MLB:row15,MLB,15,0.021046402,9.515483,4
MLB:row16,MLB,16,0.019902816,9.282991,1
MLB:row17,MLB,17,0.020842701,9.456618,3
MLB:row18,MLB,18,0.021102007,9.515654,4
MLB:row19,MLB,19,0.019666133,9.365562,2
MLB:row20,MLB,20,0.020793464,9.456428,3
MLB:row21,MLB,21,0.02085994,9.459465,3
MLB:row22,MLB,22,0.021078322,9.516658,4
MLB:row23,MLB,23,0.021266965,9.514918,4
MLB:row24,MLB,24,0.021393426,9.51358,4
MLB:row25,MLB,25,0.02097487,9.455691,3
MLB:row26,MLB,26,0.020786554,9.454224,3
MLB:row27,MLB,27,0.020824973,9.455399,3
MLB:row28,MLB,28,0.019955607,9.377734,2
MLB:row29,MLB,29,0.019979585,9.366065,2
MLB:row30,MLB,30,0.020099593,9.449315,3
MLB:row31,MLB,31,0.019749807,9.28976,1
MLB:row32,MLB,32,0.019982595,9.366427,2
MLB:row33,MLB,33,0.019945377,9.366157,2
MLB:row34,MLB,34,0.019771766,9.369393,2
MLB:row35,MLB,35,0.019876579,9.377437,2
MLB:row36,MLB,36,0.019862352,9.282555,1
MLB:row37,MLB,37,0.020038556,9.38094,2
MLB:row38,MLB,38,0.019953405,9.283527,1
MLB:row39,MLB,39,0.020014955,9.380179,2
MLB:row40,MLB,40,0.019682266,9.286965,1
EMS57:row3,EMS57,3,0.06919764,9.577105,3
EMS57:row4,EMS57,4,0.07029517,9.556741,4
EMS57:row5,EMS57,5,0.069542706,9.576262,3
EMS57:row6,EMS57,6,0.06677628,9.589741,2
EMS57:row7,EMS57,7,0.07012452,9.5587635,4
EMS57:row8,EMS57,8,0.06642322,9.596789,2
EMS57:row9,EMS57,9,0.06718479,9.586208,2
EMS57:row10,EMS57,10,0.06686544,9.588716,2
EMS57:row11,EMS57,11,0.06555053,9.604171,2
EMS57:row12,EMS57,12,0.06624048,9.607783,2
EMS57:row13,EMS57,13,0.06851223,9.581542,3
EMS57:row14,EMS57,14,0.06560854,9.60045,2
EMS57:row15,EMS57,15,0.0692403,9.576159,3
EMS57:row16,EMS57,16,0.06864139,9.57593,2
EMS57:row17,EMS57,17,0.06352444,9.602267,1
EMS57:row18,EMS57,18,0.06683267,9.584642,2
phyAB:row3,phyAB,3,0.088411584,9.572013,3
phyAB:row4,phyAB,4,0.09106589,9.521092,4
phyAB:row5,phyAB,5,0.08948382,9.54052,3
phyAB:row6,phyAB,6,0.08894768,9.556597,3
phyAB:row7,phyAB,7,0.08808411,9.564877,3
phyAB:row8,phyAB,8,0.08922654,9.542895,3
phyAB:row9,phyAB,9,0.08316266,9.592742,1
phyAB:row10,phyAB,10,0.092048466,9.511648,4
phyAB:row11,phyAB,11,0.09141894,9.518812,4
phyAB:row12,phyAB,12,0.09206207,9.511828,4
phyAB:row13,phyAB,13,0.08884384,9.566908,3
phyAB:row14,phyAB,14,0.08581037,9.586689,2
phyAB:row15,phyAB,15,0.09067066,9.526331,4
phyAB:row16,phyAB,16,0.08571888,9.580425,2
phyAB:row17,phyAB,17,0.09004925,9.545933,3
phyAB:row18,phyAB,18,0.08978026,9.537485,3
phyAB:row19,phyAB,19,0.08592526,9.577861,2
phyAB:row20,phyAB,20,0.08880541,9.5667515,3
phyAB:row21,phyAB,21,0.091257505,9.519646,4
phyAB:row22,phyAB,22,0.08922988,9.554447,3
phyAB:row23,phyAB,23,0.08955402,9.5493,3
phyAB:row24,phyAB,24,0.0883466,9.561388,3
phyAB:row25,phyAB,25,0.086533,9.571134,2
phyAB:row26,phyAB,26,0.08888608,9.555851,3
phyAB:row27,phyAB,27,0.09202416,9.511247,4
phyAB:row28,phyAB,28,0.0858884,9.576565,2
phyAB:row29,phyAB,29,0.09159458,9.515513,4
phyAB:row30,phyAB,30,0.09162261,9.51454,4
phyAB:row31,phyAB,31,0.08814573,9.563736,3
phyAB:row32,phyAB,32,0.09079921,9.524392,4
phyAB:row33,phyAB,33,0.0911984,9.520499,4
phyAB:row34,phyAB,34,0.08729982,9.570773,3
phyAB:row35,phyAB,35,0.0852744,9.598948,2
phyAB:row36,phyAB,36,0.08576111,9.579148,2
phyAB:row37,phyAB,37,0.082921,9.593231,1
phyAB:row38,phyAB,38,0.0845674,9.597531,2
phyAB:row39,phyAB,39,0.08270545,9.594362,1
