plant_id,genotype,source_row,r,r_light,r_dark,a,K_mm
Col-0:row3,Col-0,3,0.03547336,0.044423833,0.026522888,0.25231534,9.549786
Col-0:row4,Col-0,4,0.03547336,0.044423833,0.026522888,0.25231534,9.74277
Col-0:row5,Col-0,5,0.03547336,0.044423833,0.026522888,0.25231534,9.283802
Col-0:row6,Col-0,6,0.03547336,0.044423833,0.026522888,0.25231534,9.5058975
Col-0:row7,Col-0,7,0.03547336,0.044423833,0.026522888,0.25231534,9.521504
Col-0:row8,Col-0,8,0.03547336,0.044423833,0.026522888,0.25231534,9.691704
Col-0:row9,Col-0,9,0.03547336,0.044423833,0.026522888,0.25231534,9.172528
Col-0:row10,Col-0,10,0.03547336,0.044423833,0.026522888,0.25231534,9.276362
Col-0:row11,Col-0,11,0.03547336,0.044423833,0.026522888,0.25231534,9.161505
Col-0:row12,Col-0,12,0.03547336,0.044423833,0.026522888,0.25231534,9.568827
Col-0:row13,Col-0,13,0.03547336,0.044423833,0.026522888,0.25231534,9.541883
Col-0:row14,Col-0,14,0.03547336,0.044423833,0.026522888,0.25231534,9.1437845
Col-0:row15,Col-0,15,0.03547336,0.044423833,0.026522888,0.25231534,9.292278
Col-0:row16,Col-0,16,0.03547336,0.044423833,0.026522888,0.25231534,9.281752
Col-0:row17,Col-0,17,0.03547336,0.044423833,0.026522888,0.25231534,9.2790165
Col-0:row18,Col-0,18,0.03547336,0.044423833,0.026522888,0.25231534,9.693416
Col-0:row19,Col-0,19,0.03547336,0.044423833,0.026522888,0.25231534,9.269765
Col-0:row20,Col-0,20,0.03547336,0.044423833,0.026522888,0.25231534,9.3937235
Col-0:row21,Col-0,21,0.03547336,0.044423833,0.026522888,0.25231534,9.132141
Col-0:row22,Col-0,22,0.03547336,0.044423833,0.026522888,0.25231534,9.404351
Col-0:row23,Col-0,23,0.03547336,0.044423833,0.026522888,0.25231534,10.053179
Col-0:row24,Col-0,24,0.03547336,0.044423833,0.026522888,0.25231534,10.008442
Col-0:row25,Col-0,25,0.03547336,0.044423833,0.026522888,0.25231534,9.164695
Col-0:row26,Col-0,26,0.03547336,0.044423833,0.026522888,0.25231534,9.654566
Col-0:row27,Col-0,27,0.03547336,0.044423833,0.026522888,0.25231534,10.054834
Col-0:row28,Col-0,28,0.03547336,0.044423833,0.026522888,0.25231534,9.855067
Col-0:row29,Col-0,29,0.03547336,0.044423833,0.026522888,0.25231534,9.302444
Col-0:row30,Col-0,30,0.03547336,0.044423833,0.026522888,0.25231534,9.149828
Col-0:row31,Col-0,31,0.03547336,0.044423833,0.026522888,0.25231534,9.300701
Col-0:row32,Col-0,32,0.03547336,0.044423833,0.026522888,0.25231534,9.142263
Col-0:row33,Col-0,33,0.03547336,0.044423833,0.026522888,0.25231534,9.507141
Col-0:row34,Col-0,34,0.03547336,0.044423833,0.026522888,0.25231534,9.487583
Col-0:row35,Col-0,35,0.03547336,0.044423833,0.026522888,0.25231534,9.122102
hy5:row3,hy5,3,0.0527645,0.058419526,0.047109477,0.107174724,10.064051
hy5:row4,hy5,4,0.0527645,0.058419526,0.047109477,0.107174724,10.41475
hy5:row5,hy5,5,0.0527645,0.058419526,0.047109477,0.107174724,10.422392
hy5:row6,hy5,6,0.0527645,0.058419526,0.047109477,0.107174724,10.398341
hy5:row7,hy5,7,0.0527645,0.058419526,0.047109477,0.107174724,10.106787
hy5:row8,hy5,8,0.0527645,0.058419526,0.047109477,0.107174724,10.103971
hy5:row9,hy5,9,0.0527645,0.058419526,0.047109477,0.107174724,10.06629
hy5:row10,hy5,10,0.0527645,0.058419526,0.047109477,0.107174724,9.760839
hy5:row11,hy5,11,0.0527645,0.058419526,0.047109477,0.107174724,9.74996
hy5:row12,hy5,12,0.0527645,0.058419526,0.047109477,0.107174724,9.7495575
hy5:row13,hy5,13,0.0527645,0.058419526,0.047109477,0.107174724,10.199231
hy5:row14,hy5,14,0.0527645,0.058419526,0.047109477,0.107174724,9.747625
hy5:row15,hy5,15,0.0527645,0.058419526,0.047109477,0.107174724,10.478278
hy5:row16,hy5,16,0.0527645,0.058419526,0.047109477,0.107174724,10.411714
hy5:row17,hy5,17,0.0527645,0.058419526,0.047109477,0.107174724,10.068766
hy5:row18,hy5,18,0.0527645,0.058419526,0.047109477,0.107174724,10.137528
hy5:row19,hy5,19,0.0527645,0.058419526,0.047109477,0.107174724,9.766556
hy5:row20,hy5,20,0.0527645,0.058419526,0.047109477,0.107174724,10.069677
hy5:row21,hy5,21,0.0527645,0.058419526,0.047109477,0.107174724,9.699454
hy5:row22,hy5,22,0.0527645,0.058419526,0.047109477,0.107174724,10.0552225
hy5:row23,hy5,23,0.0527645,0.058419526,0.047109477,0.107174724,10.075383
hy5:row24,hy5,24,0.0527645,0.058419526,0.047109477,0.107174724,9.703648
hy5:row25,hy5,25,0.0527645,0.058419526,0.047109477,0.107174724,9.734973
hy5:row26,hy5,26,0.0527645,0.058419526,0.047109477,0.107174724,10.094425
hy5:row27,hy5,27,0.0527645,0.058419526,0.047109477,0.107174724,10.1136465
hy5:row28,hy5,28,0.0527645,0.058419526,0.047109477,0.107174724,10.485678
hy5:row29,hy5,29,0.0527645,0.058419526,0.047109477,0.107174724,9.754879
hy5:row30,hy5,30,0.0527645,0.058419526,0.047109477,0.107174724,9.773505
hy5:row31,hy5,31,0.0527645,0.058419526,0.047109477,0.107174724,9.756773
hy5:row32,hy5,32,0.0527645,0.058419526,0.047109477,0.107174724,9.689549
hy5:row33,hy5,33,0.0527645,0.058419526,0.047109477,0.107174724,9.741637
hy5:row34,hy5,34,0.0527645,0.058419526,0.047109477,0.107174724,9.721825
hy5:row35,hy5,35,0.0527645,0.058419526,0.047109477,0.107174724,9.730076
MLB:row3,MLB,3,0.035682805,0.045889065,0.025476541,0.2860275,9.786897
MLB:row4,MLB,4,0.035682805,0.045889065,0.025476541,0.2860275,9.083517
MLB:row5,MLB,5,0.035682805,0.045889065,0.025476541,0.2860275,9.790487
MLB:row6,MLB,6,0.035682805,0.045889065,0.025476541,0.2860275,9.805367
MLB:row7,MLB,7,0.035682805,0.045889065,0.025476541,0.2860275,9.109812
MLB:row8,MLB,8,0.035682805,0.045889065,0.025476541,0.2860275,9.105811
MLB:row9,MLB,9,0.035682805,0.045889065,0.025476541,0.2860275,9.636571
MLB:row10,MLB,10,0.035682805,0.045889065,0.025476541,0.2860275,9.42318
MLB:row11,MLB,11,0.035682805,0.045889065,0.025476541,0.2860275,9.0811205
MLB:row12,MLB,12,0.035682805,0.045889065,0.025476541,0.2860275,9.688375
MLB:row13,MLB,13,0.035682805,0.045889065,0.025476541,0.2860275,9.427185
MLB:row14,MLB,14,0.035682805,0.045889065,0.025476541,0.2860275,9.765356
MLB:row15,MLB,15,0.035682805,0.045889065,0.025476541,0.2860275,9.230359
MLB:row16,MLB,16,0.035682805,0.045889065,0.025476541,0.2860275,9.457313
MLB:row17,MLB,17,0.035682805,0.045889065,0.025476541,0.2860275,9.765537
MLB:row18,MLB,18,0.035682805,0.045889065,0.025476541,0.2860275,9.644597
MLB:row19,MLB,19,0.035682805,0.045889065,0.025476541,0.2860275,9.452491
MLB:row20,MLB,20,0.035682805,0.045889065,0.025476541,0.2860275,9.452167
MLB:row21,MLB,21,0.035682805,0.045889065,0.025476541,0.2860275,9.442366
MLB:row22,MLB,22,0.035682805,0.045889065,0.025476541,0.2860275,9.246637
MLB:row23,MLB,23,0.035682805,0.045889065,0.025476541,0.2860275,9.835355
MLB:row24,MLB,24,0.035682805,0.045889065,0.025476541,0.2860275,9.842451
MLB:row25,MLB,25,0.035682805,0.045889065,0.025476541,0.2860275,9.112025
MLB:row26,MLB,26,0.035682805,0.045889065,0.025476541,0.2860275,9.589521
MLB:row27,MLB,27,0.035682805,0.045889065,0.025476541,0.2860275,9.649447
MLB:row28,MLB,28,0.035682805,0.045889065,0.025476541,0.2860275,9.293635
