plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.022458155,10.074492,1
Col-0:row4,Col-0,4,0.024552152,10.223265,3
Col-0:row5,Col-0,5,0.023302471,10.22147,3
Col-0:row6,Col-0,6,0.021041788,10.447728,4
Col-0:row7,Col-0,7,0.024244271,10.223821,3
Col-0:row8,Col-0,8,0.022054086,10.443414,4
Col-0:row9,Col-0,9,0.024985973,9.74129,1
Col-0:row10,Col-0,10,0.023057431,10.188997,3
Col-0:row11,Col-0,11,0.022995785,10.187626,3
Col-0:row12,Col-0,12,0.022357833,10.445583,4
Col-0:row13,Col-0,13,0.02393678,10.22438,3
Col-0:row14,Col-0,14,0.02244347,10.310815,2
Col-0:row15,Col-0,15,0.022599187,10.258226,3
Col-0:row16,Col-0,16,0.022085631,10.275551,2
Col-0:row17,Col-0,17,0.024094626,9.954239,2
Col-0:row18,Col-0,18,0.022742778,10.311785,2
Col-0:row19,Col-0,19,0.021661047,10.448877,4
Col-0:row20,Col-0,20,0.02326148,9.983677,2
Col-0:row21,Col-0,21,0.023753954,10.222913,3
Col-0:row22,Col-0,22,0.022896366,10.260685,3
Col-0:row23,Col-0,23,0.022375662,10.444027,4
Col-0:row24,Col-0,24,0.022041243,10.18821,3
Col-0:row25,Col-0,25,0.022888703,10.254205,3
Col-0:row26,Col-0,26,0.024808314,9.952098,2
Col-0:row27,Col-0,27,0.022426495,10.448534,4
Col-0:row28,Col-0,28,0.023608118,10.223181,3
Col-0:row29,Col-0,29,0.02433569,9.953879,2
Col-0:row30,Col-0,30,0.022831196,10.044323,1
Col-0:row31,Col-0,31,0.022998322,10.043879,1
Col-0:row32,Col-0,32,0.021003524,10.277063,2
Col-0:row33,Col-0,33,0.021805221,10.074961,1
Col-0:row34,Col-0,34,0.02088902,10.277633,2
Col-0:row35,Col-0,35,0.021278318,10.075452,1
hy5:row3,hy5,3,0.048601028,10.406727,4
hy5:row4,hy5,4,0.05049169,10.197947,3
hy5:row5,hy5,5,0.035664096,9.9302225,2
hy5:row6,hy5,6,0.040760465,10.2865095,2
hy5:row7,hy5,7,0.05419424,10.501367,3
hy5:row8,hy5,8,0.049281966,10.506771,3
hy5:row9,hy5,9,0.037933495,10.227942,2
hy5:row10,hy5,10,0.043032248,10.291368,2
hy5:row11,hy5,11,0.048611086,10.5138645,3
hy5:row12,hy5,12,0.044305686,10.232509,3
hy5:row13,hy5,13,0.048202727,10.406699,4
hy5:row14,hy5,14,0.04734109,10.408998,4
hy5:row15,hy5,15,0.04836009,10.412701,4
hy5:row16,hy5,16,0.04291378,10.503102,3
hy5:row17,hy5,17,0.046309635,10.412137,4
hy5:row18,hy5,18,0.043788638,10.507268,3
hy5:row19,hy5,19,0.051679976,10.41419,4
hy5:row20,hy5,20,0.042138696,10.129723,3
hy5:row21,hy5,21,0.03463898,9.989911,1
hy5:row22,hy5,22,0.044073436,10.287126,2
hy5:row23,hy5,23,0.042905644,10.129982,3
hy5:row24,hy5,24,0.053560924,10.419918,4
hy5:row25,hy5,25,0.049030054,10.412957,4
hy5:row26,hy5,26,0.04623135,10.193314,3
hy5:row27,hy5,27,0.046872817,10.233255,3
hy5:row28,hy5,28,0.051242355,10.416881,4
hy5:row29,hy5,29,0.03345427,10.027254,1
hy5:row30,hy5,30,0.039527517,9.930836,2
hy5:row31,hy5,31,0.034347065,9.677854,1
hy5:row32,hy5,32,0.03602831,9.929959,2
hy5:row33,hy5,33,0.034207277,9.679625,1
hy5:row34,hy5,34,0.03402598,9.681934,1
