plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.024591397,7.444223,3
Col-0:row4,Col-0,4,0.023724955,7.4825644,4
Col-0:row5,Col-0,5,0.024940128,7.3243713,2
Col-0:row6,Col-0,6,0.024755454,7.3200665,2
Col-0:row7,Col-0,7,0.024260955,7.4273024,3
Col-0:row8,Col-0,8,0.02368767,7.4789677,4
Col-0:row9,Col-0,9,0.024901355,7.361265,2
Col-0:row10,Col-0,10,0.024432523,7.4306107,3
Col-0:row11,Col-0,11,0.023764065,7.4878764,4
Col-0:row12,Col-0,12,0.024468929,7.4326997,3
Col-0:row13,Col-0,13,0.023479823,7.463249,4
Col-0:row14,Col-0,14,0.02416713,7.4202933,3
Col-0:row15,Col-0,15,0.023710502,7.4842625,4
Col-0:row16,Col-0,16,0.024574546,7.4419475,3
Col-0:row17,Col-0,17,0.023734767,7.264006,2
Col-0:row18,Col-0,18,0.024246868,7.384554,3
Col-0:row19,Col-0,19,0.023454243,7.459819,4
Col-0:row20,Col-0,20,0.024426274,7.4319243,3
Col-0:row21,Col-0,21,0.023498984,7.4636993,4
Col-0:row22,Col-0,22,0.024331562,7.420896,3
Col-0:row23,Col-0,23,0.024605807,7.4442368,3
Col-0:row24,Col-0,24,0.024114775,7.406792,3
Col-0:row25,Col-0,25,0.023835866,7.263303,2
Col-0:row26,Col-0,26,0.023845393,7.4933867,4
Col-0:row27,Col-0,27,0.023776317,7.4900746,4
Col-0:row28,Col-0,28,0.024268104,7.157352,1
Col-0:row29,Col-0,29,0.024414336,7.199737,1
Col-0:row30,Col-0,30,0.024286233,7.14839,1
Col-0:row31,Col-0,31,0.023872178,7.2653246,2
Col-0:row32,Col-0,32,0.024302743,7.1496353,1
Col-0:row33,Col-0,33,0.024362896,7.195329,1
Col-0:row34,Col-0,34,0.023539707,7.237523,2
Col-0:row35,Col-0,35,0.02414238,7.1763268,1
hy5:row3,hy5,3,0.056783818,8.587684,2
hy5:row4,hy5,4,0.059265956,8.790222,4
hy5:row5,hy5,5,0.05677814,8.6747265,3
hy5:row6,hy5,6,0.05626219,8.590312,2
hy5:row7,hy5,7,0.058534898,8.639961,2
hy5:row8,hy5,8,0.058881044,8.781363,4
hy5:row9,hy5,9,0.057957474,8.6947,3
hy5:row10,hy5,10,0.057962913,8.528168,1
hy5:row11,hy5,11,0.05862148,8.630899,2
hy5:row12,hy5,12,0.057491314,8.752562,4
hy5:row13,hy5,13,0.05755318,8.626402,2
hy5:row14,hy5,14,0.057241023,8.746466,4
hy5:row15,hy5,15,0.05842753,8.708467,3
hy5:row16,hy5,16,0.056539677,8.674968,3
hy5:row17,hy5,17,0.057530336,8.696341,3
hy5:row18,hy5,18,0.057529528,8.615903,2
hy5:row19,hy5,19,0.058558766,8.775457,4
hy5:row20,hy5,20,0.056919016,8.492815,1
hy5:row21,hy5,21,0.057511885,8.7536745,4
hy5:row22,hy5,22,0.057472058,8.625709,2
hy5:row23,hy5,23,0.057828095,8.701347,3
hy5:row24,hy5,24,0.05825798,8.712551,3
hy5:row25,hy5,25,0.058172703,8.701022,3
hy5:row26,hy5,26,0.058390725,8.72151,3
hy5:row27,hy5,27,0.058869157,8.733418,3
hy5:row28,hy5,28,0.058368646,8.77073,4
hy5:row29,hy5,29,0.05798108,8.528891,1
hy5:row30,hy5,30,0.058636665,8.656091,2
hy5:row31,hy5,31,0.058005303,8.529855,1
hy5:row32,hy5,32,0.056623638,8.504551,1
hy5:row33,hy5,33,0.05781188,8.522139,1
hy5:row34,hy5,34,0.05755938,8.511981,1
hy5:row35,hy5,35,0.057664435,8.51622,1
MLB:row3,MLB,3,0.02084069,7.266129,4
MLB:row4,MLB,4,0.021225056,7.167539,3
MLB:row5,MLB,5,0.021130137,6.934014,1
MLB:row6,MLB,6,0.020843783,7.2660303,4
MLB:row7,MLB,7,0.02065319,7.0311437,2
MLB:row8,MLB,8,0.021203252,7.191297,3
MLB:row9,MLB,9,0.020546945,7.020163,2
MLB:row10,MLB,10,0.021047806,7.1481915,3
MLB:row11,MLB,11,0.0200079,7.0686245,3
MLB:row12,MLB,12,0.02099283,7.2816215,4
MLB:row13,MLB,13,0.020547306,7.020219,2
MLB:row14,MLB,14,0.020080823,7.076049,3
MLB:row15,MLB,15,0.020143386,7.0821004,3
MLB:row16,MLB,16,0.0211686,7.1597776,3
MLB:row17,MLB,17,0.021193553,6.93044,1
MLB:row18,MLB,18,0.02072664,7.254099,4
MLB:row19,MLB,19,0.021269986,7.197833,3
MLB:row20,MLB,20,0.020573212,7.238641,4
MLB:row21,MLB,21,0.021110538,7.193184,3
MLB:row22,MLB,22,0.020675747,7.2493944,4
MLB:row23,MLB,23,0.02116532,6.9280133,1
MLB:row24,MLB,24,0.021055494,7.287098,4
MLB:row25,MLB,25,0.021483691,7.216808,3
MLB:row26,MLB,26,0.021404337,7.1835628,3
MLB:row27,MLB,27,0.021479186,7.0828066,2
MLB:row28,MLB,28,0.02014364,7.0810137,3
MLB:row29,MLB,29,0.020616394,6.9880304,2
MLB:row30,MLB,30,0.020498164,7.0150514,2
MLB:row31,MLB,31,0.02059599,6.986255,2
MLB:row32,MLB,32,0.02061164,7.026883,2
MLB:row33,MLB,33,0.020602793,7.0160537,2
MLB:row34,MLB,34,0.020128623,7.0812197,3
MLB:row35,MLB,35,0.020623289,7.0180473,2
MLB:row36,MLB,36,0.02062387,7.0183263,2
MLB:row37,MLB,37,0.020867951,7.041967,2
MLB:row38,MLB,38,0.020837188,7.0384684,2
MLB:row39,MLB,39,0.021237385,6.972824,1
MLB:row40,MLB,40,0.021250349,6.974098,1
EMS57:row3,EMS57,3,0.068539865,9.058055,4
EMS57:row4,EMS57,4,0.06826006,8.99061,3
EMS57:row5,EMS57,5,0.069761366,9.030869,3
EMS57:row6,EMS57,6,0.06887129,9.015508,3
EMS57:row7,EMS57,7,0.067431785,8.9730215,3
EMS57:row8,EMS57,8,0.06912749,9.068556,4
EMS57:row9,EMS57,9,0.07001617,8.970315,2
EMS57:row10,EMS57,10,0.07053285,9.047068,3
EMS57:row11,EMS57,11,0.06787385,8.994884,3
EMS57:row12,EMS57,12,0.06886664,8.952027,2
EMS57:row13,EMS57,13,0.06867587,9.010988,3
EMS57:row14,EMS57,14,0.06869199,8.938777,2
EMS57:row15,EMS57,15,0.070376076,8.9639435,2
EMS57:row16,EMS57,16,0.07127186,9.062331,3
EMS57:row17,EMS57,17,0.06860348,9.009413,3
EMS57:row18,EMS57,18,0.06961098,8.96923,2
phyAB:row3,phyAB,3,0.089440085,9.400114,2
phyAB:row4,phyAB,4,0.089513,9.400494,2
phyAB:row5,phyAB,5,0.090354495,9.462536,3
phyAB:row6,phyAB,6,0.089408636,9.446481,3
phyAB:row7,phyAB,7,0.08871673,9.438474,3
phyAB:row8,phyAB,8,0.08920365,9.476409,4
phyAB:row9,phyAB,9,0.09080923,9.492617,4
phyAB:row10,phyAB,10,0.08968158,9.339888,1
phyAB:row11,phyAB,11,0.08967579,9.453464,3
phyAB:row12,phyAB,12,0.08966739,9.480221,4
phyAB:row13,phyAB,13,0.08929852,9.4771595,4
phyAB:row14,phyAB,14,0.08912491,9.446426,3
phyAB:row15,phyAB,15,0.08924164,9.402932,2
phyAB:row16,phyAB,16,0.089176975,9.342067,1
phyAB:row17,phyAB,17,0.09008675,9.454303,3
phyAB:row18,phyAB,18,0.09022807,9.460615,3
