epoch,data_loss,objective,val_rmse,selection_rmse,best_epoch,best_selection_rmse,L_m,L_r,L_y
10,0.06780155748128891,0.08472028374671936,6.590322405099869,6.590322405099869,-1,,0.0,0.0,0.01691872626543045
20,0.047998424619436264,0.05807594209909439,4.0628500282764435,5.326586216688156,-1,,0.0,0.0,0.010077516548335552
30,0.04670292139053345,0.04804796725511551,3.620675578713417,4.757949337363243,-1,,0.0,0.0,0.0013450471451506019
40,0.04220312461256981,0.043643832206726074,3.2272465527057648,4.3752736411988735,-1,,0.0,0.0,0.0014407085254788399
50,0.04307553544640541,0.043666549026966095,3.6327172070741653,4.226762354373932,-1,,0.0,0.0,0.0005910148611292243
60,0.0421597957611084,0.04313477501273155,3.634262830018997,4.128012433648109,-1,,0.0,0.0,0.0009749792516231537
70,0.04167577624320984,0.042174551635980606,3.352372720837593,4.017206760389464,-1,,0.0,0.0,0.0004987737047486007
80,0.041122693568468094,0.041409969329833984,3.4078825265169144,3.9410412311553955,-1,,0.0,0.0,0.00028727485914714634
90,0.04117744788527489,0.041981883347034454,3.461027145385742,3.887706332736545,-1,,0.0,0.0,0.0008044363930821419
100,0.04168730229139328,0.04263382405042648,3.447965160012245,3.843732215464115,-1,,0.0,0.0,0.0009465228649787605
110,0.040876615792512894,0.041348304599523544,3.367321565747261,3.5214321315288544,-1,,0.0,0.0,0.0004716884868685156
120,0.040937501937150955,0.04192151129245758,3.563450649380684,3.4714921936392784,-1,,0.0,0.0,0.0009840100537985563
130,0.04074003919959068,0.0413016602396965,3.7219014018774033,3.481614775955677,-1,,0.0,0.0,0.0005616196431219578
140,0.04102921485900879,0.042191941291093826,3.390767425298691,3.49796686321497,-1,,0.0,0.0,0.0011627280618995428
150,0.04064170643687248,0.04120369628071785,3.408621624112129,3.475557304918766,-1,,0.0,0.0,0.0005619897274300456
160,0.040348585695028305,0.040838051587343216,3.4816276282072067,3.460293784737587,-1,,0.0,0.0,0.0004894670564681292
170,0.040688902139663696,0.04110265150666237,3.3644091337919235,3.46149742603302,-1,,0.0,0.0,0.0004137504438403994
180,0.04027438163757324,0.04094106703996658,3.396923840045929,3.460401557385921,-1,,0.0,0.0,0.0006666865665465593
190,0.03966806083917618,0.040264371782541275,3.2946422696113586,3.443763069808483,-1,,0.0,0.0,0.0005963125149719417
200,0.03940105438232422,0.03997829556465149,3.320607915520668,3.4310273453593254,-1,,0.0,0.0,0.0005772429867647588
210,0.03883424028754234,0.03954780101776123,3.334374725818634,3.427732661366463,-1,,0.0,0.0,0.0007135611376725137
220,0.03837696835398674,0.03896394371986389,3.2589957118034363,3.3972871676087384,-1,,0.0,0.0,0.0005869764718227088
230,0.03798975795507431,0.038766976445913315,3.269919380545616,3.3520889654755597,-1,,0.0,0.0,0.0007772177341394126
240,0.03732766583561897,0.03809848800301552,3.301161155104637,3.3431283384561543,-1,,0.0,0.0,0.0007708205375820398
