plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.020987181,9.364373,2
Col-0:row4,Col-0,4,0.019015785,9.407279,3
Col-0:row5,Col-0,5,0.020077638,9.266421,2
Col-0:row6,Col-0,6,0.020685384,9.239244,1
Col-0:row7,Col-0,7,0.02069182,9.350277,2
Col-0:row8,Col-0,8,0.022359341,9.232176,1
Col-0:row9,Col-0,9,0.01936114,9.427939,3
Col-0:row10,Col-0,10,0.020829268,9.355036,2
Col-0:row11,Col-0,11,0.019353345,9.321296,2
Col-0:row12,Col-0,12,0.020604027,9.34816,2
Col-0:row13,Col-0,13,0.01900135,9.301519,2
Col-0:row14,Col-0,14,0.020598074,9.183273,1
Col-0:row15,Col-0,15,0.023884036,9.1254835,2
Col-0:row16,Col-0,16,0.022227542,9.223475,1
Col-0:row17,Col-0,17,0.02369094,9.114229,2
Col-0:row18,Col-0,18,0.02218227,9.220476,1
Col-0:row19,Col-0,19,0.020673899,9.187436,1
Col-0:row20,Col-0,20,0.022111813,9.215797,1
Col-0:row21,Col-0,21,0.024268022,9.02847,1
Col-0:row22,Col-0,22,0.020900931,9.312549,2
Col-0:row23,Col-0,23,0.02426671,9.02841,1
Col-0:row24,Col-0,24,0.020211868,9.320554,2
Col-0:row25,Col-0,25,0.021033064,9.240768,3
Col-0:row26,Col-0,26,0.02110259,9.261628,1
Col-0:row27,Col-0,27,0.020392891,9.2818365,2
Col-0:row28,Col-0,28,0.02202247,9.209846,1
Col-0:row29,Col-0,29,0.024254285,9.027832,1
Col-0:row30,Col-0,30,0.020864772,9.248916,1
Col-0:row31,Col-0,31,0.021117404,9.262416,1
Col-0:row32,Col-0,32,0.021968007,9.206207,1
Col-0:row33,Col-0,33,0.020854127,9.248344,1
Col-0:row34,Col-0,34,0.020867012,9.249037,1
Col-0:row35,Col-0,35,0.020521836,9.230362,1
hy5:row3,hy5,3,0.0461271,10.339793,4
hy5:row4,hy5,4,0.04135976,10.272779,2
hy5:row5,hy5,5,0.03802782,10.060491,1
hy5:row6,hy5,6,0.041386705,9.762616,1
hy5:row7,hy5,7,0.047252517,10.54972,3
hy5:row8,hy5,8,0.042229526,10.247239,2
hy5:row9,hy5,9,0.042377133,9.947051,2
hy5:row10,hy5,10,0.03940722,10.098278,1
hy5:row11,hy5,11,0.040896274,10.090208,1
hy5:row12,hy5,12,0.042948,10.437542,3
hy5:row13,hy5,13,0.04084811,10.281992,2
hy5:row14,hy5,14,0.04082663,10.25738,2
hy5:row15,hy5,15,0.043272387,9.938274,2
hy5:row16,hy5,16,0.04475578,10.304764,4
hy5:row17,hy5,17,0.042942297,9.927795,2
hy5:row18,hy5,18,0.043862965,10.099847,3
hy5:row19,hy5,19,0.045310125,10.1828575,3
hy5:row20,hy5,20,0.03992922,10.259457,2
hy5:row21,hy5,21,0.03983739,10.223015,2
hy5:row22,hy5,22,0.04052557,10.057693,1
hy5:row23,hy5,23,0.039957818,10.037853,1
hy5:row24,hy5,24,0.040184066,10.045803,1
hy5:row25,hy5,25,0.04297842,10.439972,3
hy5:row26,hy5,26,0.042991485,10.009868,2
hy5:row27,hy5,27,0.045062836,10.4891815,3
hy5:row28,hy5,28,0.040674414,10.084429,1
hy5:row29,hy5,29,0.041661102,9.977269,2
hy5:row30,hy5,30,0.04055613,10.128318,1
hy5:row31,hy5,31,0.04134586,9.761557,1
hy5:row32,hy5,32,0.03825263,10.066781,1
hy5:row33,hy5,33,0.041278914,9.759816,1
hy5:row34,hy5,34,0.041191775,9.757547,1
hy5:row35,hy5,35,0.041227996,9.7584915,1
MLB:row3,MLB,3,0.02179728,9.1668825,1
