epoch,selection_eligible,train_objective,val_rmse,val_rmse_smooth,seconds
10,True,0.4556199908256531,316.6905022159302,316.6905022159302,0.057623207569122314
20,True,0.42682868242263794,294.7979445757842,294.7979445757842,0.11316131055355072
30,True,0.3944742977619171,271.5907184369159,271.5907184369159,0.16976314038038254
40,True,0.3611101806163788,249.62968929364445,249.62968929364445,0.22761517763137817
50,True,0.3282775580883026,231.0193067700076,231.0193067700076,0.28670650720596313
60,True,0.2982398271560669,218.3945508327788,218.3945508327788,0.34343284741044044
70,True,0.27278339862823486,211.156706345855,211.156706345855,0.4004591032862663
80,True,0.25218531489372253,205.28838314727187,205.28838314727187,0.45780621469020844
90,True,0.23513208329677582,196.9962677832377,196.9962677832377,0.5119924545288086
100,True,0.21777884662151337,180.29438179627778,180.29438179627778,0.5669390857219696
110,True,0.19618628919124603,149.40424640017034,149.40424640017034,0.6229833997786045
120,True,0.16769227385520935,111.61157357917071,111.61157357917071,0.6797387003898621
130,True,0.1306370198726654,76.6891065330264,76.6891065330264,0.7360713742673397
140,True,0.09495361149311066,87.5545332013312,87.5545332013312,0.7893805354833603
150,True,0.08446891605854034,96.145230713844,96.145230713844,0.8417649269104004
160,True,0.07287847995758057,69.15621164055258,69.15621164055258,0.8960882052779198
170,True,0.06917095929384232,42.84656111314103,42.84656111314103,0.9522658474743366
180,True,0.06627421826124191,51.270373998080046,51.270373998080046,1.0068539045751095
190,True,0.06463112682104111,42.15459688629985,42.15459688629985,1.0649693123996258
200,True,0.06356041878461838,39.00496964577332,39.00496964577332,1.1218534372746944
210,True,0.06264665722846985,39.37985568667665,39.37985568667665,1.174880776554346
220,True,0.06192762777209282,39.19635492539808,39.19635492539808,1.2283491007983685
230,True,0.061336204409599304,39.257414329665,39.257414329665,1.282692614942789
240,True,0.060829803347587585,39.436399412254396,39.436399412254396,1.3372021280229092
250,True,0.06038236245512962,39.7790957666865,39.7790957666865,1.3918242938816547
260,True,0.059981703758239746,39.98164317848236,39.98164317848236,1.4484172947704792
270,True,0.05961614102125168,40.21097514619723,40.21097514619723,1.5033086873590946
280,True,0.05928008630871773,40.35557786427945,40.35557786427945,1.5570525601506233
290,True,0.058969542384147644,40.5984796745199,40.5984796745199,1.609395731240511
300,True,0.05868152529001236,40.78502672697768,40.78502672697768,1.660696916282177
310,True,0.058413486927747726,40.97454513510972,40.97454513510972,1.7145322784781456
320,True,0.05816688388586044,41.112885851431045,41.112885851431045,1.7684087119996548
330,True,0.05793558806180954,41.244492146503774,41.244492146503774,1.8229279555380344
340,True,0.057716723531484604,41.34486988440782,41.34486988440782,1.8785340338945389
350,True,0.05750853195786476,41.46455817612917,41.46455817612917,1.9330511279404163
360,True,0.057310692965984344,41.56816791494206,41.56816791494206,1.9874970838427544
370,True,0.057122185826301575,41.66410490966186,41.66410490966186,2.0415676906704903
380,True,0.05694224685430527,41.763853840937465,41.763853840937465,2.094748981297016
390,True,0.05677039921283722,41.84478418627605,41.84478418627605,2.1475755497813225
400,True,0.05660566687583923,41.93743053490922,41.93743053490922,2.2012667171657085
410,True,0.0564473532140255,42.00780800631255,42.00780800631255,2.2541383504867554
420,True,0.056294672191143036,42.08154454317659,42.08154454317659,2.3088214695453644
430,True,0.05614718049764633,42.14966417523533,42.14966417523533,2.3627593107521534
440,True,0.05599859729409218,42.29051686000496,42.29051686000496,2.415964037179947
450,True,0.05585018917918205,42.45309432507724,42.45309432507724,2.470930267125368
460,True,0.055706385523080826,42.62151350146964,42.62151350146964,2.5261333025991917
470,True,0.05556723102927208,42.73407314602509,42.73407314602509,2.583301030099392
480,True,0.055432651191949844,42.81373936197594,42.81373936197594,2.6445737667381763
490,True,0.055302172899246216,42.8699018938981,42.8699018938981,2.703297395259142
500,True,0.05517542362213135,42.91712755233944,42.91712755233944,2.7595324218273163
510,True,0.05505209043622017,42.96611908224508,42.96611908224508,2.815472885966301
520,True,0.05493273586034775,43.05467004262984,43.05467004262984,2.8732089959084988
530,True,0.05481724813580513,43.10462270183802,43.10462270183802,2.9324845112860203
540,True,0.05470525100827217,43.16112733063057,43.16112733063057,2.9886929877102375
550,True,0.05459704250097275,43.159762201214434,43.159762201214434,3.045636337250471
560,True,0.05449118837714195,43.227422446047214,43.227422446047214,3.100717209279537
570,True,0.05438738316297531,43.20446937507659,43.20446937507659,3.1555033922195435
580,True,0.05429641529917717,43.148385036724804,43.148385036724804,3.2108313031494617
590,True,0.054198913276195526,43.30150759591252,43.30150759591252,3.265605766326189
600,True,0.054095473140478134,43.20461924608648,43.20461924608648,3.321970008313656
610,True,0.05411111190915108,43.99545924266741,43.99545924266741,3.3785324916243553
620,True,0.05382339656352997,42.90047883798033,42.90047883798033,3.4338726699352264
630,True,0.05379872769117355,43.077779500741215,43.077779500741215,3.4894324839115143
640,True,0.05366630107164383,43.21655353976503,43.21655353976503,3.5447843857109547
650,True,0.053595542907714844,43.114677091762125,43.114677091762125,3.6013526804745197
660,True,0.053513992577791214,43.16157042752936,43.16157042752936,3.660297054797411
670,True,0.05343998596072197,43.1705985268423,43.1705985268423,3.7193751595914364
680,True,0.05336726829409599,43.18703220888287,43.18703220888287,3.77983520552516
690,True,0.05329563468694687,43.17085917207688,43.17085917207688,3.8395036160945892
700,True,0.05322489142417908,43.152877908955965,43.152877908955965,3.899296473711729
710,True,0.05315622314810753,43.183725272469076,43.183725272469076,3.9594258032739162
720,True,0.05308637395501137,43.16670839671612,43.16670839671612,4.016757063567638
730,True,0.053018197417259216,43.15446784488693,43.15446784488693,4.073098968714476
740,True,0.05295053869485855,43.15403452218443,43.15403452218443,4.13060774281621
750,True,0.052885595709085464,43.189283532096596,43.189283532096596,4.18928300216794
760,True,0.052818864583969116,43.13101303183973,43.13101303183973,4.247539427131414
770,True,0.05275781452655792,43.25454258270577,43.25454258270577,4.303994219750166
780,True,0.052683986723423004,43.12771912768766,43.12771912768766,4.360661722719669
790,True,0.05262215435504913,43.12160048080578,43.12160048080578,4.423108998686075
800,True,0.0525512769818306,43.21077698975355,43.21077698975355,4.482858300209045
810,True,0.05249661207199097,43.14250097055405,43.14250097055405,4.538418013602495
820,True,0.0524376817047596,43.25843271283195,43.25843271283195,4.5944576151669025
830,True,0.052368439733982086,43.09261673071995,43.09261673071995,4.6504904963076115
840,True,0.05230655148625374,43.266076134336146,43.266076134336146,4.705950029194355
850,True,0.052229318767786026,43.11930680274144,43.11930680274144,4.761628184467554
860,True,0.05217302218079567,43.11427960777939,43.11427960777939,4.8181745223701
870,True,0.05211198329925537,43.317687148849366,43.317687148849366,4.874501805752516
880,True,0.052030716091394424,43.1467201652889,43.1467201652889,4.930570192635059
890,True,0.05196458846330643,43.29075272192046,43.29075272192046,4.994115404784679
900,True,0.05190274491906166,43.310033953148874,43.310033953148874,5.049469072371721
910,True,0.05184970051050186,43.15440919970915,43.15440919970915,5.105199307203293
920,True,0.05175887793302536,43.425659437276124,43.425659437276124,5.160874981433153
930,True,0.05167978256940842,43.39708620343477,43.39708620343477,5.216451298445463
940,True,0.051652729511260986,43.257996132064015,43.257996132064015,5.272050533443689
950,True,0.05154118314385414,43.63539414141566,43.63539414141566,5.327901192009449
960,True,0.05145927146077156,43.46493867412806,43.46493867412806,5.3841259367764
970,True,0.051362063735723495,43.83631903662622,43.83631903662622,5.440595809370279
980,True,0.05126247555017471,43.73931665451005,43.73931665451005,5.498323958367109
990,True,0.05118025466799736,44.21769840193615,44.21769840193615,5.5536253191530704
1000,True,0.05105622857809067,43.92488628733814,43.92488628733814,5.607897710055113
1010,True,0.05094294995069504,44.64391526372552,44.64391526372552,5.662435099482536
1020,True,0.050885267555713654,44.17530771259636,44.17530771259636,5.716631431132555
1030,True,0.05077391117811203,45.168291120859536,45.168291120859536,5.770319268107414
1040,True,0.05062396451830864,45.22807010541156,45.22807010541156,5.824125435203314
