observation_id,plant_id,genotype,source_row,source_cell,elapsed_hours,length_mm,split,plant_index
12L12D:P10,phyAB:row10,phyAB,10,P10,24,7.157,train,111
12L12D:U10,phyAB:row10,phyAB,10,U10,36,8.288,train,111
12L12D:F11,phyAB:row11,phyAB,11,F11,0,1.521,train,112
12L12D:K11,phyAB:row11,phyAB,11,K11,12,4.533,train,112
12L12D:P11,phyAB:row11,phyAB,11,P11,24,7.141,train,112
12L12D:U11,phyAB:row11,phyAB,11,U11,36,7.525,train,112
12L12D:F12,phyAB:row12,phyAB,12,F12,0,1.467,train,113
12L12D:K12,phyAB:row12,phyAB,12,K12,12,4.436,train,113
12L12D:P12,phyAB:row12,phyAB,12,P12,24,7.637,train,113
12L12D:U12,phyAB:row12,phyAB,12,U12,36,8.24,train,113
12L12D:F13,phyAB:row13,phyAB,13,F13,0,1.576,train,114
12L12D:K13,phyAB:row13,phyAB,13,K13,12,4.994,train,114
12L12D:P13,phyAB:row13,phyAB,13,P13,24,6.512,train,114
12L12D:U13,phyAB:row13,phyAB,13,U13,36,8.132,train,114
12L12D:F14,phyAB:row14,phyAB,14,F14,0,1.476,train,115
12L12D:K14,phyAB:row14,phyAB,14,K14,12,4.678,train,115
12L12D:P14,phyAB:row14,phyAB,14,P14,24,6.317,train,115
12L12D:U14,phyAB:row14,phyAB,14,U14,36,7.496,train,115
12L12D:F15,phyAB:row15,phyAB,15,F15,0,1.54,train,116
12L12D:K15,phyAB:row15,phyAB,15,K15,12,4.712,train,116
12L12D:P15,phyAB:row15,phyAB,15,P15,24,6.283,train,116
12L12D:U15,phyAB:row15,phyAB,15,U15,36,6.984,train,116
12L12D:F16,phyAB:row16,phyAB,16,F16,0,2.019,train,117
12L12D:K16,phyAB:row16,phyAB,16,K16,12,4.668,train,117
12L12D:P16,phyAB:row16,phyAB,16,P16,24,6.031,train,117
12L12D:U16,phyAB:row16,phyAB,16,U16,36,6.89,train,117
12L12D:F17,phyAB:row17,phyAB,17,F17,0,1.515,train,118
12L12D:K17,phyAB:row17,phyAB,17,K17,12,5.258,train,118
12L12D:P17,phyAB:row17,phyAB,17,P17,24,7.702,train,118
12L12D:U17,phyAB:row17,phyAB,17,U17,36,7.78,train,118
12L12D:F18,phyAB:row18,phyAB,18,F18,0,1.458,train,119
12L12D:K18,phyAB:row18,phyAB,18,K18,12,5.271,train,119
12L12D:P18,phyAB:row18,phyAB,18,P18,24,6.968,train,119
12L12D:U18,phyAB:row18,phyAB,18,U18,36,8.54,train,119
12L12D:F19,phyAB:row19,phyAB,19,F19,0,1.534,train,120
12L12D:K19,phyAB:row19,phyAB,19,K19,12,4.9,train,120
12L12D:P19,phyAB:row19,phyAB,19,P19,24,6.404,train,120
12L12D:U19,phyAB:row19,phyAB,19,U19,36,7.921,train,120
12L12D:F20,phyAB:row20,phyAB,20,F20,0,1.328,train,121
12L12D:K20,phyAB:row20,phyAB,20,K20,12,4.605,train,121
12L12D:P20,phyAB:row20,phyAB,20,P20,24,6.449,train,121
12L12D:U20,phyAB:row20,phyAB,20,U20,36,8.595,train,121
12L12D:F21,phyAB:row21,phyAB,21,F21,0,1.383,train,122
12L12D:K21,phyAB:row21,phyAB,21,K21,12,4.453,train,122
12L12D:P21,phyAB:row21,phyAB,21,P21,24,6.655,train,122
12L12D:U21,phyAB:row21,phyAB,21,U21,36,7.972,train,122
12L12D:F22,phyAB:row22,phyAB,22,F22,0,2.06,train,123
12L12D:K22,phyAB:row22,phyAB,22,K22,12,5.135,train,123
12L12D:P22,phyAB:row22,phyAB,22,P22,24,7.42,train,123
12L12D:U22,phyAB:row22,phyAB,22,U22,36,6.774,train,123
12L12D:F23,phyAB:row23,phyAB,23,F23,0,1.863,train,124
12L12D:K23,phyAB:row23,phyAB,23,K23,12,4.994,train,124
12L12D:P23,phyAB:row23,phyAB,23,P23,24,6.563,train,124
12L12D:U23,phyAB:row23,phyAB,23,U23,36,8.638,train,124
12L12D:F24,phyAB:row24,phyAB,24,F24,0,1.332,train,125
12L12D:K24,phyAB:row24,phyAB,24,K24,12,4.481,train,125
12L12D:P24,phyAB:row24,phyAB,24,P24,24,6.264,train,125
12L12D:U24,phyAB:row24,phyAB,24,U24,36,8.552,train,125
12L12D:F25,phyAB:row25,phyAB,25,F25,0,1.253,train,126
12L12D:K25,phyAB:row25,phyAB,25,K25,12,4.032,train,126
12L12D:P25,phyAB:row25,phyAB,25,P25,24,5.933,train,126
12L12D:U25,phyAB:row25,phyAB,25,U25,36,8.805,train,126
12L12D:F26,phyAB:row26,phyAB,26,F26,0,1.627,train,127
12L12D:K26,phyAB:row26,phyAB,26,K26,12,4.61,train,127
12L12D:P26,phyAB:row26,phyAB,26,P26,24,6.177,train,127
12L12D:U26,phyAB:row26,phyAB,26,U26,36,8.367,train,127
12L12D:F27,phyAB:row27,phyAB,27,F27,0,1.504,train,128
12L12D:K27,phyAB:row27,phyAB,27,K27,12,4.949,train,128
12L12D:P27,phyAB:row27,phyAB,27,P27,24,6.849,train,128
12L12D:U27,phyAB:row27,phyAB,27,U27,36,8.53,train,128
12L12D:F28,phyAB:row28,phyAB,28,F28,0,1.338,train,129
12L12D:K28,phyAB:row28,phyAB,28,K28,12,5.017,train,129
12L12D:P28,phyAB:row28,phyAB,28,P28,24,5.487,train,129
12L12D:U28,phyAB:row28,phyAB,28,U28,36,8.227,train,129
12L12D:F29,phyAB:row29,phyAB,29,F29,0,1.541,train,130
12L12D:K29,phyAB:row29,phyAB,29,K29,12,4.433,train,130
12L12D:P29,phyAB:row29,phyAB,29,P29,24,6.456,train,130
12L12D:U29,phyAB:row29,phyAB,29,U29,36,8.852,train,130
12L12D:F30,phyAB:row30,phyAB,30,F30,0,1.459,train,131
12L12D:K30,phyAB:row30,phyAB,30,K30,12,4.747,train,131
12L12D:P30,phyAB:row30,phyAB,30,P30,24,6.067,train,131
12L12D:U30,phyAB:row30,phyAB,30,U30,36,9.031,train,131
12L12D:F31,phyAB:row31,phyAB,31,F31,0,2.034,train,132
12L12D:K31,phyAB:row31,phyAB,31,K31,12,4.808,train,132
12L12D:P31,phyAB:row31,phyAB,31,P31,24,5.536,train,132
12L12D:U31,phyAB:row31,phyAB,31,U31,36,8.252,train,132
12L12D:F32,phyAB:row32,phyAB,32,F32,0,1.898,train,133
12L12D:K32,phyAB:row32,phyAB,32,K32,12,3.765,train,133
12L12D:P32,phyAB:row32,phyAB,32,P32,24,5.982,train,133
12L12D:U32,phyAB:row32,phyAB,32,U32,36,8.704,train,133
12L12D:F33,phyAB:row33,phyAB,33,F33,0,1.66,train,134
12L12D:K33,phyAB:row33,phyAB,33,K33,12,4.268,train,134
12L12D:P33,phyAB:row33,phyAB,33,P33,24,6.547,train,134
12L12D:U33,phyAB:row33,phyAB,33,U33,36,8.165,train,134
12L12D:F34,phyAB:row34,phyAB,34,F34,0,1.519,train,135
12L12D:K34,phyAB:row34,phyAB,34,K34,12,4.138,train,135
12L12D:P34,phyAB:row34,phyAB,34,P34,24,5.082,train,135
12L12D:F35,phyAB:row35,phyAB,35,F35,0,2.01,train,136
12L12D:K35,phyAB:row35,phyAB,35,K35,12,4.613,train,136
12L12D:P35,phyAB:row35,phyAB,35,P35,24,5.719,train,136
12L12D:F36,phyAB:row36,phyAB,36,F36,0,1.587,train,137
12L12D:K36,phyAB:row36,phyAB,36,K36,12,5.006,train,137
12L12D:P36,phyAB:row36,phyAB,36,P36,24,6.169,train,137
12L12D:K37,phyAB:row37,phyAB,37,K37,12,5.214,train,138
12L12D:P37,phyAB:row37,phyAB,37,P37,24,6.418,train,138
12L12D:K38,phyAB:row38,phyAB,38,K38,12,3.475,train,139
12L12D:P38,phyAB:row38,phyAB,38,P38,24,5.74,train,139
12L12D:P39,phyAB:row39,phyAB,39,P39,24,6.125,train,140
