epoch,data_loss,ode_loss,k_loss,objective,val_rmse,selection_rmse,val_rmse_normalized,selection_rmse_normalized
20,0.0854034498333931,3.905858102370985e-05,0.28735023736953735,0.08829648047685623,0.9428108450397849,0.9428108450397849,0.06872300058603287,0.06872300058603287
40,0.03303959220647812,1.4593674677598756e-05,0.14737820625305176,0.034520670771598816,0.44653284903243184,0.6946718470361083,0.03254849836230278,0.050635749474167824
60,0.024893295019865036,1.7072135960916057e-05,0.06605309247970581,0.025562362745404243,0.36053967517241836,0.5832944564148784,0.026280317455530167,0.04251727213462194
80,0.022114712744951248,2.3496859284932725e-05,0.023423710837960243,0.022360697388648987,0.3353739249017089,0.3808154830355197,0.024445945397019386,0.02775825373828411
100,0.02013804204761982,3.8152571505634114e-05,0.020791402086615562,0.02036503329873085,0.3141322665307671,0.33668195553496477,0.02289760671555996,0.024541289856036503
120,0.020047662779688835,4.881318091065623e-05,0.013883176259696484,0.020210901275277138,0.31417151690460743,0.3212259027790278,0.022900467738509178,0.023414673283696175
140,0.01851492188870907,5.8156678278464824e-05,0.020576322451233864,0.018749762326478958,0.2993901736456901,0.30923131902702156,0.021823031827807426,0.022540368760625522
160,0.018024317920207977,7.343324250541627e-05,0.0168139785528183,0.018229173496365547,0.3020841905158013,0.3052152936886996,0.02201940305531025,0.02224763420720895
180,0.01736721210181713,7.691865903325379e-05,0.02781018428504467,0.01768377423286438,0.2911038473267108,0.2975260704960674,0.021219028159976006,0.021687154347697895
200,0.015021218918263912,8.363989763893187e-05,0.03199926018714905,0.015383031219244003,0.28821475405432284,0.2938009306322783,0.021008437499403954,0.021415622904896736
220,0.013800779357552528,8.792590233497322e-05,0.025060897693037987,0.014095351099967957,0.2866162979118526,0.28864496643096205,0.02089192345738411,0.02103979637225469
240,0.013566061854362488,8.69902505655773e-05,0.02408686839044094,0.01385042630136013,0.2852133270297199,0.28668145966529845,0.020789658650755882,0.02089667320251465
260,0.01341336127370596,9.05005435924977e-05,0.019916972145438194,0.013657781295478344,0.28504336984455586,0.28562433159537615,0.020777270197868347,0.020819617435336113
280,0.01308897789567709,8.363066444871947e-05,0.02623145654797554,0.013393107801675797,0.2848294093105942,0.28502870206162334,0.020761674270033836,0.02077620103955269
300,0.01262994110584259,8.527410682290792e-05,0.021951287984848022,0.01289209071546793,0.2850470240134746,0.28497326772287485,0.020777536556124687,0.02077216034134229
320,0.01316691655665636,9.104529453907162e-05,0.013984558172523975,0.013352285139262676,0.28430113914236427,0.28472585748881096,0.020723167806863785,0.020754126211007435
340,0.013228967785835266,8.45196918817237e-05,0.020297953858971596,0.013474207371473312,0.28483114695735273,0.2847264367043972,0.020761800929903984,0.020754168430964153
360,0.013001635670661926,9.161750494968146e-05,0.011436507105827332,0.013161810114979744,0.2854439740832895,0.28485875339433553,0.02080647088587284,0.02076381320754687
380,0.013059720396995544,8.318260370288044e-05,0.020071810111403465,0.013302029110491276,0.2850775605998933,0.28511756054684523,0.020779762417078018,0.020782678077618282
400,0.013057279400527477,9.020200377563015e-05,0.009673351421952248,0.013199114240705967,0.28581163969449697,0.2854443914592266,0.020833270624279976,0.020806501309076946
420,0.012765961699187756,9.600679186405614e-05,0.01618039421737194,0.012975769117474556,0.30610996030457316,0.29233305353298783,0.022312847897410393,0.021308626979589462
440,0.012701235711574554,8.787598926573992e-05,0.005998164415359497,0.012805155478417873,0.3138626757469028,0.3019280919153243,0.022877955809235573,0.022008024776975315
460,0.012358341366052628,9.212418808601797e-05,0.006793492939323187,0.01247233897447586,0.31004583242721856,0.31000615615956484,0.02259973995387554,0.022596847886840504
480,0.012428986839950085,9.047508501680568e-05,0.004563537426292896,0.012519859708845615,0.31090356553159654,0.31160402456857267,0.022662261500954628,0.022713319088021915
500,0.012196473777294159,9.474653779761866e-05,0.00905663426965475,0.012334413826465607,0.31174187787808477,0.31089709194563325,0.0227233674377203,0.022661789630850155
520,0.011964653618633747,9.109318489208817e-05,0.00455450126901269,0.012055745348334312,0.30843321957439185,0.31035955432802437,0.022482194006443024,0.02262260764837265
540,0.011565704829990864,9.286042040912434e-05,0.006338679697364569,0.011675521731376648,0.3053634877000004,0.3085128617174923,0.022258436307311058,0.02248799925049146
560,0.012176724150776863,9.107543155550957e-05,0.007301968522369862,0.012295281514525414,0.31446998328901826,0.3094222301878035,0.022922223433852196,0.022554284582535427
580,0.011532800272107124,9.13852927624248e-05,0.006172975990921259,0.011640222743153572,0.3145569678414613,0.31146347961016,0.022928563877940178,0.022703074539701145
600,0.01119209360331297,8.84500186657533e-05,0.0036356092896312475,0.011272674426436424,0.29805369330570103,0.30902688147872687,0.021725613623857498,0.022525466978549957
620,0.012284854426980019,9.30423047975637e-05,0.012160164304077625,0.01245297770947218,0.3094333119448274,0.30734799103066324,0.022555092349648476,0.02240308995048205
640,0.011429496109485626,8.971856004791334e-05,0.005729293916374445,0.011531648226082325,0.30769551186449823,0.30506083903834225,0.022428421303629875,0.022236375759045284
660,0.010553630068898201,8.618104038760066e-05,0.004453429486602545,0.010641254484653473,0.30002318813838064,0.3057173373159021,0.021869173273444176,0.022284228975574177
680,0.010742823593318462,9.201298234984279e-05,0.0077391117811203,0.01086622104048729,0.3040286683458835,0.3039157894495874,0.02216113917529583,0.02215291125078996
700,0.011213998310267925,9.064967889571562e-05,0.007048779632896185,0.011329811066389084,0.3204845664538443,0.3081788076460361,0.023360636085271835,0.02246364951133728
720,0.010565641336143017,8.893885387806222e-05,0.0033429861068725586,0.010643540881574154,0.31470093698613344,0.3130713905952871,0.022939058020710945,0.022820277760426205
740,0.010553578846156597,9.242170926881954e-05,0.006788074970245361,0.010667670518159866,0.31585192353464664,0.3170124756582081,0.023022955283522606,0.023107549796501797
760,0.009949649684131145,8.681977487867698e-05,0.003425195813179016,0.010027311742305756,0.31056027808226644,0.3137043795343488,0.02263723872601986,0.022866417343417805
780,0.010029397904872894,8.775362221058458e-05,0.00199395720846951,0.010093213990330696,0.3100498443469405,0.31215401532128456,0.02260003238916397,0.022753408799568813
800,0.009743321686983109,9.163386130239815e-05,0.005583637859672308,0.009844975546002388,0.3118526017516851,0.3108209080602974,0.022731438279151917,0.022656236464778583
820,0.009694441221654415,9.166701784124598e-05,0.005227732937783003,0.009792551398277283,0.3138581016473472,0.31192018258199095,0.02287762239575386,0.022736364354689915
840,0.009582414291799068,9.129514364758506e-05,0.004802841227501631,0.009676090441644192,0.31089906809292733,0.31220325716398656,0.022661933675408363,0.02275699811677138
860,0.009411829523742199,9.122064511757344e-05,0.004456174559891224,0.009502002038061619,0.3100264627765864,0.311594544172287,0.022598328068852425,0.02271262804667155
880,0.009229685179889202,9.082649921765551e-05,0.004053381271660328,0.009315632283687592,0.3080216783825308,0.3096490697506815,0.02245219610631466,0.02257081928352515
900,0.009088787250220776,8.802169759292156e-05,0.0017033786280080676,0.009149831719696522,0.30349416309222577,0.30718076808378103,0.022122178226709366,0.022390900800625484
920,0.00895051658153534,8.949043694883585e-05,0.0010915667517110705,0.009006178006529808,0.3093690701220184,0.306961637198925,0.02255040965974331,0.02237492799758911
940,0.009077481925487518,8.925183647079393e-05,0.001771301031112671,0.00913982093334198,0.29820172547735274,0.30368831956386566,0.021736403927206993,0.022136330604553223
960,0.008782005868852139,8.590215293224901e-05,0.004562363028526306,0.008870580233633518,0.3029939508084208,0.30352158213593067,0.02208571694791317,0.02212417684495449
980,0.008741783909499645,8.981984137790278e-05,0.0004919916391372681,0.008791614323854446,0.3007665687538683,0.3006540816798806,0.021923359483480453,0.02191516011953354
1000,0.008752434514462948,8.786807302385569e-05,0.002979665994644165,0.008826165460050106,0.2996977371219545,0.3011527522280812,0.02184545062482357,0.021951509018739063
1020,0.008571408689022064,8.99256847333163e-05,0.0012084454065188766,0.00862845592200756,0.3027498625461012,0.30107138947397466,0.022067924961447716,0.021945578356583912
1040,0.00861669797450304,9.09600785234943e-05,0.0030358999501913786,0.008692537434399128,0.30724068282544614,0.30322942749783394,0.022395268082618713,0.022102881222963333
1060,0.008541692048311234,8.837526547722518e-05,0.0013249128824099898,0.00859912857413292,0.30094043564423917,0.3036436603385955,0.02193603292107582,0.022133075321714085
1080,0.008445951156318188,8.817364869173616e-05,0.0014245897764340043,0.008504283614456654,0.3004930682647973,0.30289139557816086,0.021903423592448235,0.02207824153204759
1100,0.008454261347651482,8.896440704120323e-05,0.0002880066749639809,0.008501622825860977,0.3007140304930508,0.30071584480069574,0.021919529885053635,0.02191966213285923
1120,0.008351865224540234,8.810550934867933e-05,0.001097172498703003,0.008406889624893665,0.3014690891169011,0.3008920626249164,0.02197456732392311,0.021932506933808327
1140,0.008326050825417042,8.720871846890077e-05,0.002525508403778076,0.008394910022616386,0.301011806929484,0.3010649755131453,0.021941235288977623,0.021945110832651455
1160,0.00825993251055479,8.820471703074872e-05,0.001117020845413208,0.008315205574035645,0.30070130478590723,0.30106073361076413,0.021918602287769318,0.021944801633556683
1180,0.008218794129788876,8.878471271600574e-05,0.00021888315677642822,0.008265375159680843,0.30040570040792225,0.3007062707077712,0.021897055208683014,0.021918964261809986
