plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.022111116,8.616742,1
Col-0:row4,Col-0,4,0.020599328,8.798148,3
Col-0:row5,Col-0,5,0.019578984,8.744291,3
Col-0:row6,Col-0,6,0.019042835,8.766054,4
Col-0:row7,Col-0,7,0.020344822,8.788144,3
Col-0:row8,Col-0,8,0.019953081,8.797041,4
Col-0:row9,Col-0,9,0.0220808,8.614947,1
Col-0:row10,Col-0,10,0.021326473,8.662727,3
Col-0:row11,Col-0,11,0.021319289,8.664085,3
Col-0:row12,Col-0,12,0.020250056,8.819946,4
Col-0:row13,Col-0,13,0.02036012,8.799219,3
Col-0:row14,Col-0,14,0.020012697,8.770797,3
Col-0:row15,Col-0,15,0.020940699,8.830464,3
Col-0:row16,Col-0,16,0.021808574,8.586403,2
Col-0:row17,Col-0,17,0.02042554,8.62896,3
Col-0:row18,Col-0,18,0.020346198,8.695509,2
Col-0:row19,Col-0,19,0.019555464,8.788307,4
Col-0:row20,Col-0,20,0.022122366,8.662939,2
Col-0:row21,Col-0,21,0.020108523,8.680736,2
Col-0:row22,Col-0,22,0.021166794,8.841338,3
Col-0:row23,Col-0,23,0.020704253,8.799982,3
Col-0:row24,Col-0,24,0.01911528,8.766096,4
Col-0:row25,Col-0,25,0.021120217,8.822622,3
Col-0:row26,Col-0,26,0.021600008,8.673373,3
Col-0:row27,Col-0,27,0.020209841,8.821813,4
Col-0:row28,Col-0,28,0.019833101,8.764579,3
Col-0:row29,Col-0,29,0.0212277,8.520408,1
Col-0:row30,Col-0,30,0.020885227,8.552517,2
Col-0:row31,Col-0,31,0.021195361,8.519219,1
Col-0:row32,Col-0,32,0.020790365,8.548855,2
Col-0:row33,Col-0,33,0.022141343,8.564312,1
Col-0:row34,Col-0,34,0.02065711,8.544049,2
Col-0:row35,Col-0,35,0.021658156,8.546492,1
hy5:row3,hy5,3,0.0473536,9.70577,4
hy5:row4,hy5,4,0.046611533,9.730835,3
hy5:row5,hy5,5,0.037150428,9.208208,2
hy5:row6,hy5,6,0.039930355,9.447322,2
hy5:row7,hy5,7,0.05596306,9.810118,3
hy5:row8,hy5,8,0.050756514,9.707863,3
hy5:row9,hy5,9,0.041330483,9.328607,3
hy5:row10,hy5,10,0.042121552,9.514653,2
hy5:row11,hy5,11,0.05083922,9.828411,4
hy5:row12,hy5,12,0.038842287,9.250181,2
hy5:row13,hy5,13,0.043775663,9.617616,3
hy5:row14,hy5,14,0.04643231,9.705416,4
hy5:row15,hy5,15,0.042137075,9.349027,3
hy5:row16,hy5,16,0.04451254,9.55664,3
hy5:row17,hy5,17,0.045374088,9.691406,4
hy5:row18,hy5,18,0.045298446,9.58633,3
hy5:row19,hy5,19,0.050451323,9.813843,4
hy5:row20,hy5,20,0.042621516,9.356261,3
hy5:row21,hy5,21,0.03984568,9.192017,2
hy5:row22,hy5,22,0.04879121,9.672543,3
hy5:row23,hy5,23,0.043304604,9.369173,3
hy5:row24,hy5,24,0.0463742,9.730411,3
hy5:row25,hy5,25,0.044076554,9.65432,3
hy5:row26,hy5,26,0.03376945,9.090185,1
hy5:row27,hy5,27,0.051752575,9.846996,4
hy5:row28,hy5,28,0.03792795,9.226365,2
hy5:row29,hy5,29,0.03706295,9.100703,1
hy5:row30,hy5,30,0.04069498,9.287263,2
hy5:row31,hy5,31,0.033739403,9.089001,1
