plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.019301718,11.281731,3
Col-0:row4,Col-0,4,0.015908366,11.491432,3
Col-0:row5,Col-0,5,0.017384196,11.166294,2
Col-0:row6,Col-0,6,0.018583437,10.812996,1
Col-0:row7,Col-0,7,0.01748226,11.575682,4
Col-0:row8,Col-0,8,0.017511752,11.184976,2
Col-0:row9,Col-0,9,0.016202027,11.510035,3
Col-0:row10,Col-0,10,0.017576372,11.193732,2
Col-0:row11,Col-0,11,0.01716912,11.183369,2
Col-0:row12,Col-0,12,0.019604784,10.849071,1
Col-0:row13,Col-0,13,0.01685646,11.162145,2
Col-0:row14,Col-0,14,0.018965553,10.828109,1
Col-0:row15,Col-0,15,0.021070987,10.924384,2
Col-0:row16,Col-0,16,0.019458702,10.84185,1
Col-0:row17,Col-0,17,0.020915324,10.91626,2
Col-0:row18,Col-0,18,0.019417314,10.839794,1
Col-0:row19,Col-0,19,0.019031212,10.834073,1
Col-0:row20,Col-0,20,0.019352915,10.836586,1
Col-0:row21,Col-0,21,0.020634042,10.916394,2
Col-0:row22,Col-0,22,0.018066218,11.223994,2
Col-0:row23,Col-0,23,0.022874445,10.543214,1
Col-0:row24,Col-0,24,0.018572936,11.239416,3
Col-0:row25,Col-0,25,0.018821228,11.273082,3
Col-0:row26,Col-0,26,0.018948762,10.8385725,1
Col-0:row27,Col-0,27,0.017630313,11.1924925,2
Col-0:row28,Col-0,28,0.019271297,10.832504,1
Col-0:row29,Col-0,29,0.022873348,10.542641,1
Col-0:row30,Col-0,30,0.01723504,11.171181,2
Col-0:row31,Col-0,31,0.018961744,10.839473,1
Col-0:row32,Col-0,32,0.018657781,10.818242,1
Col-0:row33,Col-0,33,0.018731104,10.823398,1
Col-0:row34,Col-0,34,0.018742392,10.824187,1
Col-0:row35,Col-0,35,0.018440424,10.802841,1
hy5:row3,hy5,3,0.032983452,12.218003,3
hy5:row4,hy5,4,0.032521747,11.788575,2
hy5:row5,hy5,5,0.03160642,11.358389,1
hy5:row6,hy5,6,0.035963904,10.9919195,1
hy5:row7,hy5,7,0.036237612,11.934413,2
hy5:row8,hy5,8,0.033927374,11.869993,2
hy5:row9,hy5,9,0.033039734,11.441919,1
hy5:row10,hy5,10,0.032776657,11.403332,1
hy5:row11,hy5,11,0.034713935,11.518807,1
hy5:row12,hy5,12,0.033273853,12.249844,3
hy5:row13,hy5,13,0.032955766,12.225768,3
hy5:row14,hy5,14,0.032742742,11.341437,1
hy5:row15,hy5,15,0.0354318,11.417172,2
hy5:row16,hy5,16,0.035005353,12.248528,4
hy5:row17,hy5,17,0.03515523,11.409798,2
hy5:row18,hy5,18,0.035473984,11.885316,3
hy5:row19,hy5,19,0.03585391,11.870281,3
hy5:row20,hy5,20,0.032340776,11.386841,1
hy5:row21,hy5,21,0.031211209,11.752488,2
hy5:row22,hy5,22,0.032487154,11.786547,2
hy5:row23,hy5,23,0.035769943,11.423413,2
hy5:row24,hy5,24,0.032757208,11.341838,1
hy5:row25,hy5,25,0.032361045,11.790028,2
hy5:row26,hy5,26,0.03595287,11.4909525,2
hy5:row27,hy5,27,0.034962703,12.30066,3
hy5:row28,hy5,28,0.032070577,11.3764715,1
hy5:row29,hy5,29,0.0359595,10.990613,1
hy5:row30,hy5,30,0.03375425,11.439278,1
hy5:row31,hy5,31,0.035960246,10.990835,1
hy5:row32,hy5,32,0.03179686,11.36585,1
hy5:row33,hy5,33,0.035954244,10.989058,1
hy5:row34,hy5,34,0.035946418,10.98674,1
hy5:row35,hy5,35,0.035949674,10.987703,1
MLB:row3,MLB,3,0.021087011,10.47069,1
MLB:row4,MLB,4,0.017522225,10.756128,1
MLB:row5,MLB,5,0.017421277,11.186962,3
MLB:row6,MLB,6,0.017426688,10.761513,1
MLB:row7,MLB,7,0.017024329,11.174961,3
MLB:row8,MLB,8,0.016058112,11.098323,2
MLB:row9,MLB,9,0.016160846,11.103817,2
MLB:row10,MLB,10,0.017474897,10.751418,1
MLB:row11,MLB,11,0.01604402,11.09856,2
MLB:row12,MLB,12,0.016195606,11.508732,4
MLB:row13,MLB,13,0.015570003,11.086027,2
MLB:row14,MLB,14,0.015628783,11.468886,4
MLB:row15,MLB,15,0.017402975,10.744232,1
MLB:row16,MLB,16,0.015995272,11.105546,2
MLB:row17,MLB,17,0.015892873,11.099446,2
MLB:row18,MLB,18,0.016192632,11.108527,2
MLB:row19,MLB,19,0.017958304,10.771254,1
MLB:row20,MLB,20,0.015989153,11.0899315,2
MLB:row21,MLB,21,0.01553838,11.083371,2
MLB:row22,MLB,22,0.01742362,10.761282,1
MLB:row23,MLB,23,0.0192956,10.846142,2
MLB:row24,MLB,24,0.019687662,10.900114,2
MLB:row25,MLB,25,0.019594805,10.859945,2
MLB:row26,MLB,26,0.016602531,11.150795,2
MLB:row27,MLB,27,0.017871358,10.766629,1
MLB:row28,MLB,28,0.017136913,10.73959,1
MLB:row29,MLB,29,0.014792729,11.4274025,3
MLB:row30,MLB,30,0.017924357,10.769451,1
MLB:row31,MLB,31,0.015727948,11.097568,2
MLB:row32,MLB,32,0.016143916,11.104134,2
MLB:row33,MLB,33,0.01782137,10.763963,1
MLB:row34,MLB,34,0.014481569,11.40438,3
MLB:row35,MLB,35,0.017832804,10.764573,1
MLB:row36,MLB,36,0.017165104,10.741738,1
MLB:row37,MLB,37,0.016122207,11.114267,2
MLB:row38,MLB,38,0.016069977,11.1097,2
MLB:row39,MLB,39,0.017295942,10.751666,1
MLB:row40,MLB,40,0.017314153,10.753042,1
phyAB:row3,phyAB,3,0.04926594,12.67801,3
phyAB:row4,phyAB,4,0.04974917,12.343524,2
phyAB:row5,phyAB,5,0.05524692,12.721745,4
phyAB:row6,phyAB,6,0.05040647,12.69241,3
phyAB:row7,phyAB,7,0.04966814,12.386471,2
phyAB:row8,phyAB,8,0.05537221,12.064933,2
phyAB:row9,phyAB,9,0.052777693,11.926887,2
phyAB:row10,phyAB,10,0.050710637,12.010446,1
phyAB:row11,phyAB,11,0.053260144,11.535764,1
phyAB:row12,phyAB,12,0.047971245,11.866193,1
phyAB:row13,phyAB,13,0.05272972,11.9255,2
phyAB:row14,phyAB,14,0.049142648,11.941242,1
phyAB:row15,phyAB,15,0.048226926,11.869675,1
phyAB:row16,phyAB,16,0.049267232,11.972508,1
phyAB:row17,phyAB,17,0.056169666,12.449474,3
phyAB:row18,phyAB,18,0.05415999,12.003721,2
phyAB:row19,phyAB,19,0.05027126,12.690733,3
phyAB:row20,phyAB,20,0.05028355,12.353365,2
phyAB:row21,phyAB,21,0.049542144,11.949008,1
phyAB:row22,phyAB,22,0.054429814,12.347833,3
phyAB:row23,phyAB,23,0.050681118,12.357675,2
phyAB:row24,phyAB,24,0.049080107,11.940016,1
phyAB:row25,phyAB,25,0.049850173,12.694717,3
phyAB:row26,phyAB,26,0.048977498,11.937996,1
phyAB:row27,phyAB,27,0.050961565,12.016845,1
phyAB:row28,phyAB,28,0.050647434,12.008824,1
phyAB:row29,phyAB,29,0.049306806,11.944449,1
phyAB:row30,phyAB,30,0.05325932,11.535531,1
phyAB:row31,phyAB,31,0.05255377,11.925027,2
phyAB:row32,phyAB,32,0.04735273,11.857593,1
phyAB:row33,phyAB,33,0.055200722,12.440309,3
phyAB:row34,phyAB,34,0.050674234,12.295656,3
phyAB:row35,phyAB,35,0.048135124,11.868429,1
phyAB:row36,phyAB,36,0.048500095,11.873349,1
phyAB:row37,phyAB,37,0.04909958,12.293674,2
phyAB:row38,phyAB,38,0.047086798,11.853816,1
phyAB:row39,phyAB,39,0.04891621,11.936787,1
