epoch,data_loss,ode_loss,k_loss,objective,val_rmse,selection_rmse,best_epoch
20,0.1147966980934143,1.4832290617050603e-05,0.07570640742778778,0.11562792211771011,1.8289427367895843,1.8289427367895843,-1
40,0.040762584656476974,1.7173813830595464e-05,0.18344257771968842,0.04268287867307663,0.5992589547559619,1.214100845772773,-1
60,0.033140335232019424,2.488784957677126e-05,0.18107731640338898,0.03507554903626442,0.4841826780214906,0.9707947898556789,-1
80,0.03127393126487732,2.666093314473983e-05,0.15492165088653564,0.032956454902887344,0.4759634980633855,0.5198017102802793,-1
100,0.030305171385407448,2.1621961423079483e-05,0.13150624930858612,0.031728342175483704,0.46121017744764686,0.47378545117750764,-1
120,0.029592467471957207,1.615403925825376e-05,0.09713276475667953,0.03064456582069397,0.44766902774572376,0.4616142344189187,-1
140,0.028926348313689232,1.495039487053873e-05,0.07910803705453873,0.02979218028485775,0.4368335719369352,0.44857092571010193,-1
160,0.028324810788035393,1.394975606672233e-05,0.07801252603530884,0.02917468547821045,0.4271452150531113,0.43721593824525673,-1
180,0.027819061651825905,1.5070626432134304e-05,0.07730525732040405,0.028667466714978218,0.4209455641098321,0.42830811703329286,-1
200,0.027406245470046997,1.5374356735264882e-05,0.07662995159626007,0.02824941650032997,0.4119772059582174,0.4200226617070536,200
220,0.02709823288023472,1.5715968402219005e-05,0.0764927789568901,0.027941739186644554,0.4076663731709123,0.41352971441298725,220
240,0.026634475216269493,1.6425527064711787e-05,0.07618562132120132,0.027478458359837532,0.4015921819768846,0.4070785870353381,240
260,0.02598116733133793,1.7442158423364162e-05,0.07614791393280029,0.026829857379198074,0.39603128674626353,0.40176328063135347,260
280,0.025310469791293144,1.864057958300691e-05,0.07608630508184433,0.02616453543305397,0.38599904185533523,0.3945408368594945,280
300,0.0246827881783247,1.9822695321636274e-05,0.0756603255867958,0.025538504123687744,0.3760224109888077,0.38601757986346885,300
320,0.02494874782860279,2.2261359845288098e-05,0.07586105912923813,0.025818664580583572,0.37991276714205746,0.38064473999540016,320
