plant_id,genotype,source_row,r,r_light,r_dark,a,K_mm
Col-0:row3,Col-0,3,0.037396997,0.046589453,0.02820454,0.24580733,9.821571
Col-0:row4,Col-0,4,0.037396997,0.046589453,0.02820454,0.24580733,9.792888
Col-0:row5,Col-0,5,0.037396997,0.046589453,0.02820454,0.24580733,9.552761
Col-0:row6,Col-0,6,0.037396997,0.046589453,0.02820454,0.24580733,9.533914
Col-0:row7,Col-0,7,0.037396997,0.046589453,0.02820454,0.24580733,9.804591
Col-0:row8,Col-0,8,0.037396997,0.046589453,0.02820454,0.24580733,9.75574
Col-0:row9,Col-0,9,0.037396997,0.046589453,0.02820454,0.24580733,9.588866
Col-0:row10,Col-0,10,0.037396997,0.046589453,0.02820454,0.24580733,9.559059
Col-0:row11,Col-0,11,0.037396997,0.046589453,0.02820454,0.24580733,9.800144
Col-0:row12,Col-0,12,0.037396997,0.046589453,0.02820454,0.24580733,9.764465
Col-0:row13,Col-0,13,0.037396997,0.046589453,0.02820454,0.24580733,9.544555
Col-0:row14,Col-0,14,0.037396997,0.046589453,0.02820454,0.24580733,9.797586
Col-0:row15,Col-0,15,0.037396997,0.046589453,0.02820454,0.24580733,9.794225
Col-0:row16,Col-0,16,0.037396997,0.046589453,0.02820454,0.24580733,9.818548
Col-0:row17,Col-0,17,0.037396997,0.046589453,0.02820454,0.24580733,9.580138
Col-0:row18,Col-0,18,0.037396997,0.046589453,0.02820454,0.24580733,9.959705
Col-0:row19,Col-0,19,0.037396997,0.046589453,0.02820454,0.24580733,9.782763
Col-0:row20,Col-0,20,0.037396997,0.046589453,0.02820454,0.24580733,9.974686
Col-0:row21,Col-0,21,0.037396997,0.046589453,0.02820454,0.24580733,9.786345
Col-0:row22,Col-0,22,0.037396997,0.046589453,0.02820454,0.24580733,9.788526
Col-0:row23,Col-0,23,0.037396997,0.046589453,0.02820454,0.24580733,9.973192
Col-0:row24,Col-0,24,0.037396997,0.046589453,0.02820454,0.24580733,9.728065
Col-0:row25,Col-0,25,0.037396997,0.046589453,0.02820454,0.24580733,9.348453
Col-0:row26,Col-0,26,0.037396997,0.046589453,0.02820454,0.24580733,9.750264
Col-0:row27,Col-0,27,0.037396997,0.046589453,0.02820454,0.24580733,9.746267
Col-0:row28,Col-0,28,0.037396997,0.046589453,0.02820454,0.24580733,9.76232
Col-0:row29,Col-0,29,0.037396997,0.046589453,0.02820454,0.24580733,9.593453
Col-0:row30,Col-0,30,0.037396997,0.046589453,0.02820454,0.24580733,9.600149
Col-0:row31,Col-0,31,0.037396997,0.046589453,0.02820454,0.24580733,9.621131
Col-0:row32,Col-0,32,0.037396997,0.046589453,0.02820454,0.24580733,9.353234
Col-0:row33,Col-0,33,0.037396997,0.046589453,0.02820454,0.24580733,9.391712
