epoch,data_loss,objective,ode,capacity_diagnostic,capacity_penalty_used,val_rmse,selection_rmse,best_epoch
20,0.3240642547607422,0.4461163878440857,1.2205213351990096e-05,0.39004501700401306,False,3.346281813323498,3.346281813323498,
40,0.1864645630121231,0.19500966370105743,8.545098353351932e-07,0.09107154607772827,False,2.687747532486916,3.0170146729052068,
60,0.08641000092029572,0.09352696686983109,7.116967708498123e-07,0.13196250796318054,False,1.0971548754349352,2.377061407081783,
80,0.06478729099035263,0.06764674186706543,2.8594544687621237e-07,0.15812313556671143,False,0.8742142525017262,1.553038886807859,
100,0.056834399700164795,0.0686933696269989,1.1858966217914713e-06,0.18079622089862823,False,0.7601644911691547,0.9105112063686054,
120,0.05433017015457153,0.06145230308175087,7.122133638404193e-07,0.18427413702011108,False,0.7114812481105328,0.7819533305938046,
140,0.052503958344459534,0.05666302889585495,4.159068964781909e-07,0.1818183809518814,False,0.6914325866475701,0.7210261086424192,
160,0.04866678640246391,0.05397414416074753,5.307359174366866e-07,0.19388891756534576,False,0.6236133520528675,0.6755090622703235,
180,0.04654854163527489,0.04901035130023956,2.4618114480290387e-07,0.1925431489944458,False,0.6151901299357415,0.6434120228787263,
200,0.04519312456250191,0.04630124941468239,1.1081264261747492e-07,0.18117356300354004,False,0.5791258741542697,0.6059764520476263,200.0
220,0.04433577135205269,0.04489465802907944,5.588865548133981e-08,0.181294247508049,False,0.5801684737205506,0.5914948259368539,220.0
240,0.04311713948845863,0.0434110127389431,2.938749155134701e-08,0.17549653351306915,False,0.5658416282832623,0.5750453253860276,240.0
260,0.041664090007543564,0.04191014543175697,2.4605427029200655e-08,0.1776876598596573,False,0.5796135644838214,0.5752078888292115,240.0
280,0.04015360772609711,0.040403373539447784,2.497653106559028e-08,0.17451612651348114,False,0.5824917986914516,0.5759823304861784,240.0
300,0.038899488747119904,0.03919210657477379,2.9261951084436078e-08,0.16406437754631042,False,0.5669889924526215,0.5763647852092981,240.0
320,0.03730596601963043,0.03760004788637161,2.9408299795363746e-08,0.16795732080936432,False,0.6222909764945508,0.5905905892128747,240.0
340,0.036869343370199203,0.037188511341810226,3.1916830067757473e-08,0.1747850626707077,False,0.6167622045576573,0.6020140578349431,240.0
360,0.03488851711153984,0.03522734344005585,3.388254654623779e-08,0.1720239520072937,False,0.6093647604584694,0.6161393138368925,240.0
380,0.03430254012346268,0.03479568660259247,4.931449737455296e-08,0.1664324253797531,False,0.6453165810108186,0.623814515342315,240.0
400,0.03398126736283302,0.034708503633737564,7.272356583598594e-08,0.18930786848068237,False,0.6493027496784926,0.6346613637159269,240.0
420,0.032667867839336395,0.034923113882541656,2.255246869253824e-07,0.19899089634418488,False,0.5917626922726632,0.6287940076539915,240.0
440,0.03162355348467827,0.03219366446137428,5.701124550228087e-08,0.18629038333892822,False,0.6750650182515383,0.638710153400898,240.0
460,0.030783340334892273,0.031986795365810394,1.2034533369842393e-07,0.18108926713466644,False,0.6266428456231952,0.6311568520491322,240.0
480,0.031134430319070816,0.03196907415986061,8.346449931195821e-08,0.18292441964149475,False,0.6546437931358815,0.6521172190035384,240.0
500,0.032223932445049286,0.0341356098651886,1.9116760086035356e-07,0.20559795200824738,False,0.6790550895184279,0.6534472427591682,240.0
520,0.02978665754199028,0.030566129833459854,7.794726286647347e-08,0.1946628838777542,False,0.6398849703371525,0.6578612843304873,240.0
540,0.04187686741352081,0.046676039695739746,4.799172188540979e-07,0.23324179649353027,False,0.5990806713774801,0.6393402437443535,240.0
560,0.029285242781043053,0.02982560731470585,5.4036519259170745e-08,0.19621175527572632,False,0.6827330874204636,0.6405662430450321,240.0
580,0.028930196538567543,0.02967148832976818,7.412924674099486e-08,0.20836018025875092,False,0.6542691436111927,0.645360967469712,240.0
600,0.031182972714304924,0.03215239569544792,9.69422231378303e-08,0.19549262523651123,False,0.663375589735806,0.6667926069224875,240.0
620,0.029719112440943718,0.03055885061621666,8.397373107982276e-08,0.21922069787979126,False,0.6580333351269365,0.6585593561579783,240.0
640,0.03412282466888428,0.03484635055065155,7.235254173565409e-08,0.2274862676858902,False,0.6286713224947453,0.6500267491191626,240.0
660,0.028978699818253517,0.030044596642255783,1.0658964555432249e-07,0.2219180017709732,False,0.6718366266936064,0.6528470947717627,240.0
680,0.027759889140725136,0.028493192046880722,7.333031959433356e-08,0.21168017387390137,False,0.666358857691288,0.65562226895988,240.0
700,0.02807268500328064,0.02918068878352642,1.1080041417699249e-07,0.21792267262935638,False,0.6926424596905709,0.6769459813584884,240.0
720,0.027995388954877853,0.02896786294877529,9.724731597771097e-08,0.22711288928985596,False,0.704306454025209,0.6877692571356893,240.0
740,0.02652873285114765,0.027299093082547188,7.703600601871585e-08,0.22146038711071014,False,0.705906856134534,0.700951923283438,240.0
760,0.02646586298942566,0.02724280022084713,7.769367016408069e-08,0.22481182217597961,False,0.7075758228749037,0.7059297110115489,240.0
780,0.0275274571031332,0.028466278687119484,9.388214294858699e-08,0.22312840819358826,False,0.7103060947433114,0.7079295912509164,240.0
800,0.02841479890048504,0.02951338328421116,1.0985845477762268e-07,0.23382575809955597,False,0.7093332036733628,0.7090717070971926,240.0
820,0.0268024243414402,0.027620496228337288,8.18071370645157e-08,0.2320963442325592,False,0.7245746030509472,0.7147379671558738,240.0
840,0.0257515087723732,0.02666930854320526,9.177999515941337e-08,0.22814756631851196,False,0.70732383608073,0.7137438809350133,240.0
860,0.025813652202486992,0.026711519807577133,8.978672383364028e-08,0.23016491532325745,False,0.7115842632725835,0.7144942341347535,240.0
880,0.02612609975039959,0.02697638049721718,8.50280841291351e-08,0.2381056845188141,False,0.6893467819392681,0.7027516270975273,240.0
900,0.025419119745492935,0.026284679770469666,8.655603522811361e-08,0.2376268208026886,False,0.694374271735549,0.6984351056491336,240.0
920,0.02540571615099907,0.026308543980121613,9.028282477174798e-08,0.2378392517566681,False,0.7280281342118979,0.7039163959622383,240.0
940,0.025023167952895164,0.0259903222322464,9.67153965802936e-08,0.23968428373336792,False,0.7125782822072506,0.7116602293848991,240.0
960,0.02493419125676155,0.025894762948155403,9.605722794958638e-08,0.2398359477519989,False,0.7171871845945716,0.7192645336712401,240.0
980,0.024940697476267815,0.025918196886777878,9.774993259270559e-08,0.24010394513607025,False,0.7127919831573963,0.7141858166530729,240.0
1000,0.02463834546506405,0.025614719837903976,9.763737551793383e-08,0.24181203544139862,False,0.7172092544659973,0.7157294740726551,240.0
1020,0.024745509028434753,0.02573840320110321,9.928938737857607e-08,0.2421337366104126,False,0.725114036463201,0.7183717580288649,240.0
1040,0.02493058517575264,0.025934603065252304,1.004018272965368e-07,0.24119289219379425,False,0.7224645753130318,0.7215959554140766,240.0
1060,0.02440417744219303,0.02541491575539112,1.0107382308888191e-07,0.24273154139518738,False,0.7172215678393842,0.7216000598718723,240.0
1080,0.024328196421265602,0.02535838633775711,1.0301896224973461e-07,0.2457348257303238,False,0.7274096395224333,0.7223652608916163,240.0
1100,0.024283122271299362,0.025328947231173515,1.045824475909285e-07,0.24615204334259033,False,0.7226854758858681,0.7224388944158953,240.0
1120,0.024241765961050987,0.025284692645072937,1.0429270247414024e-07,0.2447023093700409,False,0.7262181356102229,0.7254377503395081,240.0
