seed,data_loss,ode_loss,k_loss,weighted_ode_loss,weighted_k_loss
1,0.012687468901276588,0.0003792417992372066,0.1892254650592804,4.795222603690594e-05,0.0005113494135849105
2,0.013911375775933266,0.00023431247973348945,0.18657130002975464,2.962702163645338e-05,0.0005041769871306784
3,0.012954195030033588,0.00039113860111683607,0.18714182078838348,4.9456485678105096e-05,0.000505718721776549
