plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.02460353,9.898142,3
Col-0:row4,Col-0,4,0.021552833,9.963634,4
Col-0:row5,Col-0,5,0.02684996,9.771431,2
Col-0:row6,Col-0,6,0.02594671,9.816,2
Col-0:row7,Col-0,7,0.02334449,9.930681,3
Col-0:row8,Col-0,8,0.021385444,9.954037,4
Col-0:row9,Col-0,9,0.025820369,9.83422,2
Col-0:row10,Col-0,10,0.024255449,9.884443,3
Col-0:row11,Col-0,11,0.021704037,9.965767,4
Col-0:row12,Col-0,12,0.024004199,9.886784,3
Col-0:row13,Col-0,13,0.020998167,9.942308,4
Col-0:row14,Col-0,14,0.02291781,9.91949,3
Col-0:row15,Col-0,15,0.021616263,9.967,4
Col-0:row16,Col-0,16,0.02452402,9.896339,3
Col-0:row17,Col-0,17,0.023573413,9.859053,2
Col-0:row18,Col-0,18,0.02435651,9.865932,3
Col-0:row19,Col-0,19,0.021147283,9.938625,4
Col-0:row20,Col-0,20,0.023967478,9.884192,3
Col-0:row21,Col-0,21,0.021041634,9.940581,4
Col-0:row22,Col-0,22,0.023860741,9.875187,3
Col-0:row23,Col-0,23,0.02460898,9.898923,3
Col-0:row24,Col-0,24,0.023129335,9.857849,3
Col-0:row25,Col-0,25,0.024171034,9.803188,2
Col-0:row26,Col-0,26,0.021953704,9.972078,4
Col-0:row27,Col-0,27,0.021874517,9.970417,4
Col-0:row28,Col-0,28,0.02622798,9.737837,1
Col-0:row29,Col-0,29,0.02603454,9.756772,1
Col-0:row30,Col-0,30,0.026673988,9.678235,1
Col-0:row31,Col-0,31,0.02421169,9.805859,2
Col-0:row32,Col-0,32,0.026716162,9.679576,1
Col-0:row33,Col-0,33,0.025876453,9.752322,1
Col-0:row34,Col-0,34,0.023352817,9.777652,2
Col-0:row35,Col-0,35,0.025208479,9.733212,1
hy5:row3,hy5,3,0.039225634,10.543683,2
hy5:row4,hy5,4,0.050776135,11.0036955,4
hy5:row5,hy5,5,0.043166712,10.806298,3
hy5:row6,hy5,6,0.040965993,10.671257,2
hy5:row7,hy5,7,0.043798894,10.637686,2
hy5:row8,hy5,8,0.04940439,10.976046,4
hy5:row9,hy5,9,0.042744666,10.722788,3
hy5:row10,hy5,10,0.038524307,10.356203,1
hy5:row11,hy5,11,0.045836385,10.677118,2
hy5:row12,hy5,12,0.04577953,10.93477,4
hy5:row13,hy5,13,0.043911424,10.70845,2
hy5:row14,hy5,14,0.0440681,10.910628,4
hy5:row15,hy5,15,0.043771025,10.749483,3
hy5:row16,hy5,16,0.040800367,10.760192,3
hy5:row17,hy5,17,0.040644217,10.689384,3
hy5:row18,hy5,18,0.041483123,10.599052,2
