epoch,data_loss,ode_loss,k_loss,objective,val_rmse,selection_rmse,val_rmse_normalized,selection_rmse_normalized
20,0.16943418979644775,4.989004992239643e-06,0.04476292058825493,0.17640498280525208,2.277378649234772,2.277378649234772,0.1660017967224121,0.1660017967224121
40,0.09987971186637878,6.3689549278933555e-06,0.13348005712032318,0.1164121925830841,1.2895087838843464,1.7834437165595591,0.0939943715929985,0.1299980841577053
60,0.039319176226854324,7.496786111005349e-06,0.20054073631763458,0.06312164664268494,0.5599004499614239,1.3755959610268473,0.04081204533576965,0.10026940455039342
80,0.031264778226614,7.750441909593064e-06,0.20828938484191895,0.05596894025802612,0.4585831737667322,0.7693308025375009,0.03342686593532562,0.05607776095469793
100,0.02735733985900879,7.901736353232991e-06,0.19688092172145844,0.05099629983305931,0.4150494495593011,0.4778443577624857,0.03025362268090248,0.03483084465066592
120,0.025337308645248413,6.2653130044054706e-06,0.16661110520362854,0.045131076127290726,0.380070032576099,0.4179008853007108,0.027703916653990746,0.030461468423406284
140,0.024246349930763245,5.024427991884295e-06,0.11107945442199707,0.037866510450839996,0.3521535108257085,0.3824243309870362,0.0256690364331007,0.027875525255997975
160,0.02306247316300869,4.6217028284445405e-06,0.07172752916812897,0.03254607692360878,0.3469426403939724,0.35972206126525996,0.025289207696914673,0.026220720261335373
180,0.02201155759394169,4.960757451044628e-06,0.036147698760032654,0.028106706216931343,0.3375762388464063,0.3455574633553624,0.024606475606560707,0.025188239912192028
200,0.021623363718390465,5.954886546533089e-06,0.018277648836374283,0.026428572833538055,0.31705468173511325,0.3338578536584973,0.02311062626540661,0.024335436522960663
220,0.02066623419523239,5.431323188531678e-06,0.016220811754465103,0.025003977119922638,0.3095376218575984,0.3213895141463726,0.022562695667147636,0.023426599179704983
240,0.020799696445465088,5.69115354664973e-06,0.015587791800498962,0.025204051285982132,0.308826515475288,0.31180627302266656,0.022510861977934837,0.02272806130349636
260,0.020524179562926292,5.3058915909787174e-06,0.0154613321647048,0.02472325786948204,0.30566082972474395,0.3080083223525435,0.02228011004626751,0.02245122256378333
280,0.020314542576670647,5.285998213366838e-06,0.014154255390167236,0.024372966960072517,0.30383509960770605,0.30610748160257933,0.022147029638290405,0.022312667220830917
300,0.020198127254843712,5.623448032565648e-06,0.012834424152970314,0.024293294176459312,0.30599088039435446,0.3051622699089348,0.022304167971014977,0.022243769218524296
320,0.020336393266916275,5.286184659780702e-06,0.016207410022616386,0.024600226432085037,0.3045679521281272,0.3047979773767292,0.0222004484385252,0.02221721534927686
340,0.02009965479373932,5.705410330847371e-06,0.012024769559502602,0.02415483631193638,0.3055995265692472,0.30538611969724294,0.022275641560554504,0.02226008599003156
360,0.01997567154467106,5.572157988353865e-06,0.011820844374597073,0.023943835869431496,0.3084317630175501,0.3061997472383082,0.022482087835669518,0.022319392611583073
380,0.020057398825883865,5.654513643094106e-06,0.010571161285042763,0.023941772058606148,0.30596984975785013,0.3066670464482158,0.02230263501405716,0.02235345480342706
400,0.019918834790587425,5.561543730436824e-06,0.012679330073297024,0.02396753802895546,0.30573759282566604,0.30671306853368874,0.0222857054322958,0.022356809427340824
420,0.019726241007447243,5.644115390168736e-06,0.011544466018676758,0.023702746257185936,0.30192907998897134,0.3045455075241625,0.022008096799254417,0.022198812415202458
440,0.019658653065562248,5.799821792606963e-06,0.009943566285073757,0.023552920669317245,0.3064005050640553,0.3046890592928976,0.02233402617275715,0.022209276134769123
460,0.019756345078349113,5.613169832940912e-06,0.013380077667534351,0.023900937288999557,0.3010662361588329,0.3031319404039532,0.021945202723145485,0.022095775231719017
480,0.019541407003998756,5.89665251027327e-06,0.01089771743863821,0.02357950620353222,0.3102341371178627,0.30590029278025027,0.022613465785980225,0.022297564893960953
500,0.019254956394433975,6.405454314517556e-06,0.009336695075035095,0.023391352966427803,0.30200280220806597,0.3044343918282539,0.02201347053050995,0.022190713013211887
