epoch,data_loss,objective,ode,capacity,val_rmse,selection_rmse,best_epoch
20,0.08269154280424118,0.08269154280424118,0.0,0.0,1.3696913254857064,1.3696913254857064,
40,0.038897957652807236,0.038897957652807236,0.0,0.0,0.7867467705309391,1.0782190480083227,
60,0.03354163467884064,0.03354163467884064,0.0,0.0,0.6331749108880759,0.9298710023015738,
80,0.03324168175458908,0.03324168175458908,0.0,0.0,0.6121350718438625,0.6773522510876259,
100,0.03348086029291153,0.03348086029291153,0.0,0.0,0.6335598701834679,0.6262899509718022,
120,0.029712270945310593,0.029712270945310593,0.0,0.0,0.6221864370256662,0.6226271263509989,
140,0.029508745297789574,0.029508745297789574,0.0,0.0,0.6407539087980986,0.6321667386690776,
160,0.028766367584466934,0.028766367584466934,0.0,0.0,0.6534165728539229,0.6387856395592293,
180,0.02952839992940426,0.02952839992940426,0.0,0.0,0.7567167977094651,0.6836290931204955,
200,0.03066079132258892,0.03066079132258892,0.0,0.0,0.8981471656560898,0.7694268454064926,200.0
220,0.024930180981755257,0.024930180981755257,0.0,0.0,0.844259875267744,0.8330412795444331,200.0
240,0.023181525990366936,0.023181525990366936,0.0,0.0,0.8605061447918415,0.8676377285718918,200.0
260,0.02478412725031376,0.02478412725031376,0.0,0.0,0.8876206286400556,0.8641288828998804,200.0
280,0.026911363005638123,0.026911363005638123,0.0,0.0,0.8874980082660914,0.8785415938993296,200.0
300,0.027049856260418892,0.027049856260418892,0.0,0.0,0.9383315934836864,0.9044834101299445,200.0
320,0.02304290421307087,0.02304290421307087,0.0,0.0,0.9857901852577925,0.9372065956691901,200.0
340,0.020032083615660667,0.020032083615660667,0.0,0.0,1.0725976836532354,0.9989064874649048,200.0
360,0.019395597279071808,0.019395597279071808,0.0,0.0,1.0701487101167442,1.0428455263425906,200.0
380,0.023336883634328842,0.023336883634328842,0.0,0.0,1.0670176696926357,1.0699213544875383,200.0
400,0.027757816016674042,0.027757816016674042,0.0,0.0,1.1246297149062157,1.0872653649051984,200.0
420,0.020972007885575294,0.020972007885575294,0.0,0.0,1.162394214630127,1.1180138664096595,200.0
440,0.02186093106865883,0.02186093106865883,0.0,0.0,1.226561012774706,1.1711949807703494,200.0
460,0.01806860789656639,0.01806860789656639,0.0,0.0,1.2053100577890874,1.1980884283979734,200.0
480,0.017237527295947075,0.017237527295947075,0.0,0.0,1.2259874012470247,1.2192861572702725,200.0
500,0.0185139998793602,0.0185139998793602,0.0,0.0,1.2706797374784946,1.2339923988382022,200.0
520,0.0175333134829998,0.0175333134829998,0.0,0.0,1.318705430597067,1.271790856440862,200.0
540,0.01801074482500553,0.01801074482500553,0.0,0.0,1.32519458091259,1.304859916329384,200.0
560,0.015420994721353054,0.015420994721353054,0.0,0.0,1.3369890297651292,1.326963013758262,200.0
580,0.016170980408787727,0.016170980408787727,0.0,0.0,1.3179589772820473,1.3267141959865887,200.0
600,0.0185152105987072,0.0185152105987072,0.0,0.0,1.3417908264398575,1.3322462778290112,200.0
620,0.01600528694689274,0.01600528694689274,0.0,0.0,1.3731198312044144,1.3442898783087731,200.0
640,0.01427541859447956,0.01427541859447956,0.0,0.0,1.3909624548852444,1.368624370843172,200.0
660,0.01592671498656273,0.01592671498656273,0.0,0.0,1.3874649841487408,1.3838490900794667,200.0
680,0.015043715015053749,0.015043715015053749,0.0,0.0,1.43242874494195,1.4036187279919785,200.0
700,0.013819879852235317,0.013819879852235317,0.0,0.0,1.4336097351014614,1.4178344880640508,200.0
720,0.012503055855631828,0.012503055855631828,0.0,0.0,1.4720491476655007,1.446029209236304,200.0
740,0.013075447641313076,0.013075447641313076,0.0,0.0,1.4548533929586411,1.4535040919085342,200.0
760,0.017759395763278008,0.017759395763278008,0.0,0.0,1.440667202949524,1.455856581191222,200.0
780,0.013749017380177975,0.013749017380177975,0.0,0.0,1.4700754890441896,1.4551986949841182,200.0
800,0.011605468578636646,0.011605468578636646,0.0,0.0,1.5184378516376018,1.4763935145437719,200.0
820,0.013110046274960041,0.013110046274960041,0.0,0.0,1.5017986818253994,1.4967706741690636,200.0
840,0.011501632630825043,0.011501632630825043,0.0,0.0,1.5196916700005532,1.5133094011545183,200.0
860,0.012181727215647697,0.012181727215647697,0.0,0.0,1.5130643034875393,1.5115182184378309,200.0
880,0.011614243499934673,0.011614243499934673,0.0,0.0,1.5182592866122724,1.5170050867001217,200.0
900,0.014026088640093803,0.014026088640093803,0.0,0.0,1.51620049482584,1.515841361641884,200.0
920,0.013722517527639866,0.013722517527639866,0.0,0.0,1.5512886653840543,1.5285828156073888,200.0
940,0.011891836300492287,0.011891836300492287,0.0,0.0,1.5426172444224358,1.5367021348774434,200.0
960,0.01186850480735302,0.01186850480735302,0.0,0.0,1.546474849909544,1.5467935865720113,200.0
980,0.010903405025601387,0.010903405025601387,0.0,0.0,1.5405709006786348,1.5432209983368714,200.0
1000,0.01073620468378067,0.01073620468378067,0.0,0.0,1.5377347500920295,1.541593500226736,200.0
1020,0.010476294904947281,0.010476294904947281,0.0,0.0,1.5445395369827748,1.5409483959178132,200.0
1040,0.010614381171762943,0.010614381171762943,0.0,0.0,1.5465688540935516,1.5429477137227854,200.0
