epoch,data_loss,ode_loss,k_loss,objective,val_rmse,selection_rmse,best_epoch
20,0.14145031571388245,0.0,0.0,0.14145031571388245,2.2455460807979106,2.2455460807979106,
40,0.1285712867975235,0.0,0.0,0.1285712867975235,2.0407523290216925,2.1431492049098018,
60,0.07366084307432175,0.0,0.0,0.07366084307432175,1.1535056367069483,1.8132680155088505,
80,0.03778983652591705,0.0,0.0,0.03778983652591705,0.5683870847001672,1.2542150168096025,
100,0.03319728374481201,0.0,0.0,0.03319728374481201,0.48799704226478935,0.7366299212239683,
120,0.031632404774427414,0.0,0.0,0.031632404774427414,0.4793557447008789,0.5119132905552785,
140,0.030800143256783485,0.0,0.0,0.030800143256783485,0.46365683649107814,0.4770032078189155,
160,0.03005371056497097,0.0,0.0,0.03005371056497097,0.4553701081685722,0.4661275631201764,
180,0.0294017530977726,0.0,0.0,0.0294017530977726,0.4451506134830415,0.4547258527142306,
200,0.028868991881608963,0.0,0.0,0.028868991881608963,0.43653864455968144,0.44568645540376506,200.0
220,0.028452271595597267,0.0,0.0,0.028452271595597267,0.4288842870779336,0.4368578483735522,220.0
240,0.02811799757182598,0.0,0.0,0.02811799757182598,0.4227158145979047,0.42937958207850657,240.0
260,0.027826715260744095,0.0,0.0,0.027826715260744095,0.417812471665442,0.42313752444709346,260.0
280,0.02754865400493145,0.0,0.0,0.02754865400493145,0.41382043493539095,0.41811624039957923,280.0
300,0.02726561389863491,0.0,0.0,0.02726561389863491,0.41029449385404587,0.4139758001516263,300.0
320,0.02696669101715088,0.0,0.0,0.02696669101715088,0.4068459171317518,0.41032028197372955,320.0
340,0.026644622907042503,0.0,0.0,0.026644622907042503,0.40316715682670473,0.40676918927083416,340.0
360,0.026294544339179993,0.0,0.0,0.026294544339179993,0.3990238225013018,0.4030122988199194,360.0
380,0.02591380476951599,0.0,0.0,0.02591380476951599,0.394269778162241,0.3988202524967492,380.0
400,0.02550124004483223,0.0,0.0,0.02550124004483223,0.38886981750652194,0.3940544727233549,400.0
420,0.025299537926912308,0.0,0.0,0.025299537926912308,0.3853381181061268,0.38949257125829656,420.0
440,0.02473320998251438,0.0,0.0,0.02473320998251438,0.3784996816143394,0.38423587240899604,440.0
460,0.024276128038764,0.0,0.0,0.024276128038764,0.37346007835492495,0.37909929269179704,460.0
480,0.023925812914967537,0.0,0.0,0.023925812914967537,0.3676524704806507,0.3732040768166383,480.0
500,0.02354852668941021,0.0,0.0,0.02354852668941021,0.36538014230877164,0.3688308970481157,500.0
520,0.023105522617697716,0.0,0.0,0.023105522617697716,0.35849083569273354,0.36384114949405194,520.0
540,0.0226711705327034,0.0,0.0,0.0226711705327034,0.35739860489591957,0.3604231942991416,540.0
560,0.022071145474910736,0.0,0.0,0.022071145474910736,0.34485248079150915,0.3535806404600541,560.0
580,0.021785693243145943,0.0,0.0,0.021785693243145943,0.34341854000464084,0.3485565418973565,580.0
600,0.02107297256588936,0.0,0.0,0.02107297256588936,0.33365780134871603,0.3406429407149553,600.0
