observation_id,sheet,genotype,elapsed_hours,length,source_cell,source_row,source_column,split
12L12D:S20,12L12D,MLB,36,1.37,S20,20,19,test
12L12D:S32,12L12D,MLB,36,1.719,S32,32,19,test
12L12D:T4,12L12D,EMS57,36,6.269,T4,4,20,test
12L12D:T7,12L12D,EMS57,36,6.524,T7,7,20,test
12L12D:T10,12L12D,EMS57,36,6.528,T10,10,20,test
12L12D:T15,12L12D,EMS57,36,7.283,T15,15,20,test
12L12D:U6,12L12D,phyAB,36,7.755,U6,6,21,test
12L12D:U8,12L12D,phyAB,36,8.639,U8,8,21,test
12L12D:U14,12L12D,phyAB,36,7.496,U14,14,21,test
12L12D:U22,12L12D,phyAB,36,6.774,U22,22,21,test
12L12D:U27,12L12D,phyAB,36,8.53,U27,27,21,test
12L12D:U29,12L12D,phyAB,36,8.852,U29,29,21,test
12L12D:U31,12L12D,phyAB,36,8.252,U31,31,21,test
12L12D:V5,12L12D,Col-0,48,3.41,V5,5,22,test
12L12D:V7,12L12D,Col-0,48,2.63,V7,7,22,test
12L12D:V18,12L12D,Col-0,48,2.99,V18,18,22,test
12L12D:V21,12L12D,Col-0,48,2.786,V21,21,22,test
12L12D:V28,12L12D,Col-0,48,2.668,V28,28,22,test
12L12D:V29,12L12D,Col-0,48,2.888,V29,29,22,test
12L12D:V35,12L12D,Col-0,48,2.739,V35,35,22,test
12L12D:W9,12L12D,hy5,48,7.039,W9,9,23,test
12L12D:W10,12L12D,hy5,48,7.964,W10,10,23,test
12L12D:W11,12L12D,hy5,48,7.536,W11,11,23,test
12L12D:W13,12L12D,hy5,48,7.227,W13,13,23,test
12L12D:W22,12L12D,hy5,48,8.591,W22,22,23,test
12L12D:W29,12L12D,hy5,48,7.617,W29,29,23,test
12L12D:X6,12L12D,MLB,48,1.891,X6,6,24,test
12L12D:X7,12L12D,MLB,48,2.209,X7,7,24,test
12L12D:X10,12L12D,MLB,48,1.88,X10,10,24,test
12L12D:X11,12L12D,MLB,48,1.713,X11,11,24,test
12L12D:X17,12L12D,MLB,48,2.047,X17,17,24,test
12L12D:X18,12L12D,MLB,48,1.901,X18,18,24,test
12L12D:X20,12L12D,MLB,48,1.792,X20,20,24,test
12L12D:Y4,12L12D,EMS57,48,7.527,Y4,4,25,test
12L12D:Y10,12L12D,EMS57,48,8.903,Y10,10,25,test
12L12D:Y15,12L12D,EMS57,48,6.334,Y15,15,25,test
12L12D:Z6,12L12D,phyAB,48,9.385,Z6,6,26,test
12L12D:Z8,12L12D,phyAB,48,9.428,Z8,8,26,test
12L12D:Z14,12L12D,phyAB,48,9.126,Z14,14,26,test
12L12D:Z22,12L12D,phyAB,48,9.619,Z22,22,26,test
12L12D:Z27,12L12D,phyAB,48,8.039,Z27,27,26,test
12L12D:Z29,12L12D,phyAB,48,8.734,Z29,29,26,test
12L12D:Z31,12L12D,phyAB,48,9.975,Z31,31,26,test
12L12D:Z35,12L12D,phyAB,48,9.122,Z35,35,26,test
12L12D:AA5,12L12D,Col-0,60,3.577,AA5,5,27,test
12L12D:AA7,12L12D,Col-0,60,4.196,AA7,7,27,test
12L12D:AA18,12L12D,Col-0,60,5.987,AA18,18,27,test
12L12D:AA20,12L12D,Col-0,60,4.72,AA20,20,27,test
12L12D:AA21,12L12D,Col-0,60,6.597,AA21,21,27,test
12L12D:AB9,12L12D,hy5,60,12.008,AB9,9,28,test
12L12D:AB10,12L12D,hy5,60,9.657,AB10,10,28,test
12L12D:AB11,12L12D,hy5,60,10.288,AB11,11,28,test
12L12D:AB13,12L12D,hy5,60,7.731,AB13,13,28,test
12L12D:AB22,12L12D,hy5,60,9.154,AB22,22,28,test
12L12D:AB26,12L12D,hy5,60,9.495,AB26,26,28,test
12L12D:AB29,12L12D,hy5,60,8.836,AB29,29,28,test
12L12D:AC6,12L12D,MLB,60,1.858,AC6,6,29,test
12L12D:AC7,12L12D,MLB,60,2.443,AC7,7,29,test
12L12D:AC10,12L12D,MLB,60,4.134,AC10,10,29,test
12L12D:AC11,12L12D,MLB,60,4.421,AC11,11,29,test
12L12D:AC17,12L12D,MLB,60,2.792,AC17,17,29,test
12L12D:AC18,12L12D,MLB,60,1.808,AC18,18,29,test
12L12D:AC20,12L12D,MLB,60,2.489,AC20,20,29,test
12L12D:AC32,12L12D,MLB,60,2.202,AC32,32,29,test
12L12D:AD4,12L12D,EMS57,60,9.213,AD4,4,30,test
12L12D:AD7,12L12D,EMS57,60,6.959,AD7,7,30,test
12L12D:AD10,12L12D,EMS57,60,7.442,AD10,10,30,test
12L12D:AD15,12L12D,EMS57,60,8.423,AD15,15,30,test
12L12D:AE6,12L12D,phyAB,60,9.757,AE6,6,31,test
12L12D:AE8,12L12D,phyAB,60,11.181,AE8,8,31,test
12L12D:AE14,12L12D,phyAB,60,11.787,AE14,14,31,test
12L12D:AE22,12L12D,phyAB,60,10.397,AE22,22,31,test
12L12D:AE27,12L12D,phyAB,60,10.513,AE27,27,31,test
12L12D:AE29,12L12D,phyAB,60,12.221,AE29,29,31,test
12L12D:AF5,12L12D,Col-0,72,5.012,AF5,5,32,test
12L12D:AF7,12L12D,Col-0,72,3.991,AF7,7,32,test
12L12D:AF18,12L12D,Col-0,72,4.904,AF18,18,32,test
12L12D:AF20,12L12D,Col-0,72,6.199,AF20,20,32,test
12L12D:AF21,12L12D,Col-0,72,5.107,AF21,21,32,test
12L12D:AG9,12L12D,hy5,72,10.089,AG9,9,33,test
12L12D:AG10,12L12D,hy5,72,13.851,AG10,10,33,test
12L12D:AG11,12L12D,hy5,72,10.562,AG11,11,33,test
12L12D:AG13,12L12D,hy5,72,11.068,AG13,13,33,test
12L12D:AG22,12L12D,hy5,72,10.781,AG22,22,33,test
12L12D:AG26,12L12D,hy5,72,9.644,AG26,26,33,test
12L12D:AG29,12L12D,hy5,72,11.42,AG29,29,33,test
12L12D:AG31,12L12D,hy5,72,10.039,AG31,31,33,test
12L12D:AH6,12L12D,MLB,72,2.926,AH6,6,34,test
12L12D:AH7,12L12D,MLB,72,1.715,AH7,7,34,test
12L12D:AH10,12L12D,MLB,72,2.066,AH10,10,34,test
12L12D:AH11,12L12D,MLB,72,3.753,AH11,11,34,test
12L12D:AH17,12L12D,MLB,72,1.913,AH17,17,34,test
12L12D:AH18,12L12D,MLB,72,2.388,AH18,18,34,test
12L12D:AH20,12L12D,MLB,72,4.658,AH20,20,34,test
12L12D:AH32,12L12D,MLB,72,1.861,AH32,32,34,test
12L12D:AI4,12L12D,EMS57,72,11.095,AI4,4,35,test
12L12D:AI7,12L12D,EMS57,72,8.816,AI7,7,35,test
12L12D:AI15,12L12D,EMS57,72,11.949,AI15,15,35,test
12L12D:AJ6,12L12D,phyAB,72,11.657,AJ6,6,36,test
12L12D:AJ8,12L12D,phyAB,72,10.805,AJ8,8,36,test
12L12D:AJ14,12L12D,phyAB,72,11.095,AJ14,14,36,test
12L12D:AJ22,12L12D,phyAB,72,11.51,AJ22,22,36,test
12L12D:AJ27,12L12D,phyAB,72,11.246,AJ27,27,36,test
12L12D:AJ29,12L12D,phyAB,72,12.094,AJ29,29,36,test
12L12D:AJ31,12L12D,phyAB,72,11.61,AJ31,31,36,test
