plot_id,date,plant_position,height_cm,height_m,genotype,year,replicate,block,entry,stand,field_range,field_row
YC21:2092,2021-07-08,Height2,159,1.59,793,2021,2,1,37,21,13,36
YC21:2104,2021-07-08,Height2,159,1.59,MS71,2021,2,1,172,23,13,48
YC21:2440,2021-07-08,Height2,171,1.71,CQ702RC,2021,2,2,312,20,20,1
YC21:2429,2021-07-08,Height2,135,1.35,LH60,2021,2,2,342,27,20,12
YC21:2417,2021-07-08,Height2,118,1.18,INBRED 305,2021,2,2,420,21,20,24
YC21:2405,2021-07-08,Height2,158,1.58,PHBB3,2021,2,2,364,20,20,36
YC21:2393,2021-07-08,Height2,150,1.5,B75,2021,2,2,306,20,20,48
YC21:1097,2021-07-13,Height2,174,1.74,LH209,2021,1,1,169,23,3,1
YC21:1108,2021-07-13,Height2,183,1.83,PHW20,2021,1,1,33,18,3,12
YC21:1120,2021-07-13,Height2,177,1.77,LH145,2021,1,1,116,16,3,24
YC21:1132,2021-07-13,Height2,174,1.74,LH127,2021,1,1,226,15,3,36
YC21:1144,2021-07-13,Height2,171,1.71,MS225,2021,1,1,78,23,3,48
YC21:2057,2021-07-13,Height2,136,1.36,N6,2021,2,1,235,22,13,1
YC21:2068,2021-07-13,Height2,176,1.76,BO9,2021,2,1,156,26,13,12
YC21:2080,2021-07-13,Height2,184,1.84,LH166,2021,2,1,52,25,13,24
YC21:2092,2021-07-13,Height2,180,1.8,793,2021,2,1,37,21,13,36
YC21:2104,2021-07-13,Height2,166,1.66,MS71,2021,2,1,172,23,13,48
YC21:2440,2021-07-13,Height2,169,1.69,CQ702RC,2021,2,2,312,20,20,1
YC21:2429,2021-07-13,Height2,156,1.56,LH60,2021,2,2,342,27,20,12
YC21:2417,2021-07-13,Height2,136,1.36,INBRED 305,2021,2,2,420,21,20,24
YC21:2405,2021-07-13,Height2,168,1.68,PHBB3,2021,2,2,364,20,20,36
YC21:2393,2021-07-13,Height2,178,1.78,B75,2021,2,2,306,20,20,48
YC21:1097,2021-07-23,Height2,227,2.27,LH209,2021,1,1,169,23,3,1
YC21:1108,2021-07-23,Height2,233,2.33,PHW20,2021,1,1,33,18,3,12
YC21:1120,2021-07-23,Height2,195,1.95,LH145,2021,1,1,116,16,3,24
YC21:1132,2021-07-23,Height2,184,1.84,LH127,2021,1,1,226,15,3,36
YC21:1144,2021-07-23,Height2,193,1.93,MS225,2021,1,1,78,23,3,48
YC21:2057,2021-07-23,Height2,166,1.66,N6,2021,2,1,235,22,13,1
YC21:2068,2021-07-23,Height2,196,1.96,BO9,2021,2,1,156,26,13,12
YC21:2080,2021-07-23,Height2,212,2.12,LH166,2021,2,1,52,25,13,24
YC21:2092,2021-07-23,Height2,203,2.03,793,2021,2,1,37,21,13,36
YC21:2104,2021-07-23,Height2,187,1.87,MS71,2021,2,1,172,23,13,48
YC21:2440,2021-07-23,Height2,235,2.35,CQ702RC,2021,2,2,312,20,20,1
YC21:2429,2021-07-23,Height2,235,2.35,LH60,2021,2,2,342,27,20,12
YC21:2417,2021-07-23,Height2,164,1.64,INBRED 305,2021,2,2,420,21,20,24
YC21:2405,2021-07-23,Height2,230,2.3,PHBB3,2021,2,2,364,20,20,36
YC21:2393,2021-07-23,Height2,227,2.27,B75,2021,2,2,306,20,20,48
YC21:1097,2021-08-06,Height2,227,2.27,LH209,2021,1,1,169,23,3,1
YC21:1108,2021-08-06,Height2,227,2.27,PHW20,2021,1,1,33,18,3,12
YC21:1120,2021-08-06,Height2,201,2.01,LH145,2021,1,1,116,16,3,24
YC21:1132,2021-08-06,Height2,191,1.91,LH127,2021,1,1,226,15,3,36
YC21:1144,2021-08-06,Height2,199,1.99,MS225,2021,1,1,78,23,3,48
YC21:2057,2021-08-06,Height2,150,1.5,N6,2021,2,1,235,22,13,1
YC21:2068,2021-08-06,Height2,194,1.94,BO9,2021,2,1,156,26,13,12
YC21:2080,2021-08-06,Height2,194,1.94,LH166,2021,2,1,52,25,13,24
YC21:2092,2021-08-06,Height2,200,2,793,2021,2,1,37,21,13,36
YC21:2104,2021-08-06,Height2,195,1.95,MS71,2021,2,1,172,23,13,48
YC21:2440,2021-08-06,Height2,224,2.24,CQ702RC,2021,2,2,312,20,20,1
YC21:2429,2021-08-06,Height2,230,2.3,LH60,2021,2,2,342,27,20,12
YC21:2417,2021-08-06,Height2,177,1.77,INBRED 305,2021,2,2,420,21,20,24
YC21:2405,2021-08-06,Height2,228,2.28,PHBB3,2021,2,2,364,20,20,36
YC21:2393,2021-08-06,Height2,213,2.13,B75,2021,2,2,306,20,20,48
YC20:1002,2020-06-03,Height3,16,0.16,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-06-03,Height3,8.5,0.085,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-06-03,Height3,12.5,0.125,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-06-03,Height3,13.5,0.135,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-06-03,Height3,11.5,0.115,N6,2020,1,1,235,20,1,47
YC20:1287,2020-06-03,Height3,20,0.2,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-06-03,Height3,8.5,0.085,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-06-03,Height3,16,0.16,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-06-03,Height3,16,0.16,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-06-03,Height3,13,0.13,N201,2020,1,1,234,20,6,47
YC20:2055,2020-06-03,Height3,19,0.19,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-06-03,Height3,13.5,0.135,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-06-03,Height3,15.5,0.155,B2,2020,1,2,475,23,11,26
YC20:1518,2020-06-03,Height3,7,0.07,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-06-03,Height3,15,0.15,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-06-03,Height3,17,0.17,A679,2020,2,1,44,21,16,2
YC20:2234,2020-06-03,Height3,13.5,0.135,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-06-03,Height3,17,0.17,A305,2020,2,1,14,16,16,26
YC20:2211,2020-06-03,Height3,17,0.17,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-06-03,Height3,12,0.12,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-06-03,Height3,13.5,0.135,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-06-03,Height3,18,0.18,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-06-03,Height3,18.5,0.185,B111,2020,2,2,298,23,21,27
YC20:2477,2020-06-03,Height3,10.5,0.105,H121,2020,2,2,315,17,21,37
YC20:2488,2020-06-03,Height3,21,0.21,NS701,2020,2,2,268,14,21,48
YC20:1002,2020-06-08,Height3,19,0.19,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-06-08,Height3,19,0.19,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-06-08,Height3,26.5,0.265,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-06-08,Height3,20,0.2,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-06-08,Height3,19.5,0.195,N6,2020,1,1,235,20,1,47
YC20:1287,2020-06-08,Height3,28,0.28,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-06-08,Height3,19,0.19,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-06-08,Height3,22.5,0.225,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-06-08,Height3,28,0.28,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-06-08,Height3,19,0.19,N201,2020,1,1,234,20,6,47
YC20:2055,2020-06-08,Height3,26,0.26,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-06-08,Height3,25,0.25,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-06-08,Height3,23,0.23,B2,2020,1,2,475,23,11,26
YC20:1518,2020-06-08,Height3,20,0.2,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-06-08,Height3,23,0.23,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-06-08,Height3,28,0.28,A679,2020,2,1,44,21,16,2
YC20:2234,2020-06-08,Height3,24,0.24,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-06-08,Height3,25,0.25,A305,2020,2,1,14,16,16,26
YC20:2211,2020-06-08,Height3,23,0.23,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-06-08,Height3,20,0.2,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-06-08,Height3,26,0.26,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-06-08,Height3,28,0.28,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-06-08,Height3,26,0.26,B111,2020,2,2,298,23,21,27
YC20:2477,2020-06-08,Height3,20,0.2,H121,2020,2,2,315,17,21,37
YC20:2488,2020-06-08,Height3,27,0.27,NS701,2020,2,2,268,14,21,48
YC20:1002,2020-06-16,Height3,36.5,0.365,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-06-16,Height3,37,0.37,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-06-16,Height3,46.5,0.465,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-06-16,Height3,49,0.49,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-06-16,Height3,37,0.37,N6,2020,1,1,235,20,1,47
YC20:1287,2020-06-16,Height3,52,0.52,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-06-16,Height3,36.5,0.365,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-06-16,Height3,41,0.41,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-06-16,Height3,55,0.55,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-06-16,Height3,34.5,0.345,N201,2020,1,1,234,20,6,47
YC20:2055,2020-06-16,Height3,47.5,0.475,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-06-16,Height3,36.5,0.365,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-06-16,Height3,40,0.4,B2,2020,1,2,475,23,11,26
YC20:1518,2020-06-16,Height3,35.5,0.355,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-06-16,Height3,40,0.4,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-06-16,Height3,35.5,0.355,A679,2020,2,1,44,21,16,2
YC20:2234,2020-06-16,Height3,40.5,0.405,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-06-16,Height3,36,0.36,A305,2020,2,1,14,16,16,26
YC20:2211,2020-06-16,Height3,40,0.4,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-06-16,Height3,40,0.4,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-06-16,Height3,37,0.37,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-06-16,Height3,46.5,0.465,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-06-16,Height3,47,0.47,B111,2020,2,2,298,23,21,27
YC20:2477,2020-06-16,Height3,42,0.42,H121,2020,2,2,315,17,21,37
YC20:2488,2020-06-16,Height3,35.5,0.355,NS701,2020,2,2,268,14,21,48
YC20:1002,2020-06-23,Height3,51,0.51,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-06-23,Height3,48,0.48,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-06-23,Height3,86,0.86,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-06-23,Height3,72,0.72,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-06-23,Height3,51,0.51,N6,2020,1,1,235,20,1,47
YC20:1287,2020-06-23,Height3,72,0.72,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-06-23,Height3,63,0.63,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-06-23,Height3,57,0.57,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-06-23,Height3,59,0.59,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-06-23,Height3,52.5,0.525,N201,2020,1,1,234,20,6,47
YC20:2055,2020-06-23,Height3,69,0.69,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-06-23,Height3,59,0.59,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-06-23,Height3,55,0.55,B2,2020,1,2,475,23,11,26
YC20:1518,2020-06-23,Height3,52,0.52,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-06-23,Height3,60,0.6,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-06-23,Height3,63,0.63,A679,2020,2,1,44,21,16,2
YC20:2234,2020-06-23,Height3,62,0.62,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-06-23,Height3,62,0.62,A305,2020,2,1,14,16,16,26
YC20:2211,2020-06-23,Height3,61,0.61,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-06-23,Height3,60,0.6,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-06-23,Height3,70,0.7,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-06-23,Height3,69,0.69,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-06-23,Height3,73,0.73,B111,2020,2,2,298,23,21,27
YC20:2477,2020-06-23,Height3,62,0.62,H121,2020,2,2,315,17,21,37
YC20:2488,2020-06-23,Height3,61,0.61,NS701,2020,2,2,268,14,21,48
YC20:1002,2020-07-01,Height3,95,0.95,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-07-01,Height3,100,1,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-07-01,Height3,120,1.2,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-07-01,Height3,105,1.05,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-07-01,Height3,103,1.03,N6,2020,1,1,235,20,1,47
YC20:1287,2020-07-01,Height3,116,1.16,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-07-01,Height3,85,0.85,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-07-01,Height3,108,1.08,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-07-01,Height3,114,1.14,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-07-01,Height3,100,1,N201,2020,1,1,234,20,6,47
YC20:2055,2020-07-01,Height3,104,1.04,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-07-01,Height3,97,0.97,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-07-01,Height3,90,0.9,B2,2020,1,2,475,23,11,26
YC20:1518,2020-07-01,Height3,85,0.85,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-07-01,Height3,90,0.9,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-07-01,Height3,119,1.19,A679,2020,2,1,44,21,16,2
YC20:2234,2020-07-01,Height3,105,1.05,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-07-01,Height3,117,1.17,A305,2020,2,1,14,16,16,26
YC20:2211,2020-07-01,Height3,95,0.95,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-07-01,Height3,105,1.05,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-07-01,Height3,114,1.14,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-07-01,Height3,115,1.15,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-07-01,Height3,118,1.18,B111,2020,2,2,298,23,21,27
YC20:2477,2020-07-01,Height3,100,1,H121,2020,2,2,315,17,21,37
YC20:2488,2020-07-01,Height3,110,1.1,NS701,2020,2,2,268,14,21,48
YC20:1002,2020-07-08,Height3,164,1.64,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-07-08,Height3,159,1.59,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-07-08,Height3,167,1.67,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-07-08,Height3,163,1.63,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-07-08,Height3,158,1.58,N6,2020,1,1,235,20,1,47
YC20:1287,2020-07-08,Height3,176,1.76,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-07-08,Height3,136,1.36,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-07-08,Height3,176,1.76,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-07-08,Height3,161,1.61,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-07-08,Height3,167,1.67,N201,2020,1,1,234,20,6,47
YC20:2055,2020-07-08,Height3,178,1.78,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-07-08,Height3,145,1.45,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-07-08,Height3,123,1.23,B2,2020,1,2,475,23,11,26
YC20:1518,2020-07-08,Height3,126,1.26,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-07-08,Height3,128,1.28,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-07-08,Height3,180,1.8,A679,2020,2,1,44,21,16,2
YC20:2234,2020-07-08,Height3,154,1.54,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-07-08,Height3,182,1.82,A305,2020,2,1,14,16,16,26
YC20:2211,2020-07-08,Height3,135,1.35,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-07-08,Height3,158,1.58,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-07-08,Height3,169,1.69,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-07-08,Height3,168,1.68,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-07-08,Height3,181,1.81,B111,2020,2,2,298,23,21,27
YC20:2477,2020-07-08,Height3,148,1.48,H121,2020,2,2,315,17,21,37
YC20:2488,2020-07-08,Height3,148,1.48,NS701,2020,2,2,268,14,21,48
YC20:1002,2020-07-13,Height3,200,2,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-07-13,Height3,189,1.89,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-07-13,Height3,179,1.79,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-07-13,Height3,197,1.97,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-07-13,Height3,172,1.72,N6,2020,1,1,235,20,1,47
YC20:1287,2020-07-13,Height3,190,1.9,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-07-13,Height3,174,1.74,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-07-13,Height3,196,1.96,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-07-13,Height3,188,1.88,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-07-13,Height3,187,1.87,N201,2020,1,1,234,20,6,47
YC20:2055,2020-07-13,Height3,192,1.92,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-07-13,Height3,167,1.67,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-07-13,Height3,158,1.58,B2,2020,1,2,475,23,11,26
YC20:1518,2020-07-13,Height3,145,1.45,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-07-13,Height3,177,1.77,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-07-13,Height3,193,1.93,A679,2020,2,1,44,21,16,2
YC20:2234,2020-07-13,Height3,170,1.7,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-07-13,Height3,212,2.12,A305,2020,2,1,14,16,16,26
YC20:2211,2020-07-13,Height3,164,1.64,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-07-13,Height3,182,1.82,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-07-13,Height3,186,1.86,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-07-13,Height3,175,1.75,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-07-13,Height3,216,2.16,B111,2020,2,2,298,23,21,27
YC20:2477,2020-07-13,Height3,168,1.68,H121,2020,2,2,315,17,21,37
YC20:2488,2020-07-13,Height3,184,1.84,NS701,2020,2,2,268,14,21,48
YC20:1002,2020-07-22,Height3,205,2.05,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-07-22,Height3,215,2.15,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-07-22,Height3,212,2.12,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-07-22,Height3,226,2.26,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-07-22,Height3,193,1.93,N6,2020,1,1,235,20,1,47
YC20:1287,2020-07-22,Height3,195,1.95,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-07-22,Height3,217,2.17,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-07-22,Height3,224,2.24,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-07-22,Height3,205,2.05,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-07-22,Height3,226,2.26,N201,2020,1,1,234,20,6,47
YC20:2055,2020-07-22,Height3,231,2.31,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-07-22,Height3,196,1.96,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-07-22,Height3,204,2.04,B2,2020,1,2,475,23,11,26
YC20:1518,2020-07-22,Height3,182,1.82,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-07-22,Height3,182,1.82,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-07-22,Height3,227,2.27,A679,2020,2,1,44,21,16,2
YC20:2234,2020-07-22,Height3,185,1.85,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-07-22,Height3,220,2.2,A305,2020,2,1,14,16,16,26
YC20:2211,2020-07-22,Height3,180,1.8,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-07-22,Height3,205,2.05,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-07-22,Height3,206,2.06,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-07-22,Height3,196,1.96,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-07-22,Height3,255,2.55,B111,2020,2,2,298,23,21,27
YC20:2477,2020-07-22,Height3,200,2,H121,2020,2,2,315,17,21,37
YC20:2488,2020-07-22,Height3,209,2.09,NS701,2020,2,2,268,14,21,48
YC20:1002,2020-07-29,Height3,206,2.06,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-07-29,Height3,228,2.28,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-07-29,Height3,222,2.22,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-07-29,Height3,233,2.33,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-07-29,Height3,213,2.13,N6,2020,1,1,235,20,1,47
YC20:1287,2020-07-29,Height3,198,1.98,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-07-29,Height3,209,2.09,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-07-29,Height3,257,2.57,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-07-29,Height3,204,2.04,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-07-29,Height3,239,2.39,N201,2020,1,1,234,20,6,47
YC20:2055,2020-07-29,Height3,235,2.35,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-07-29,Height3,182,1.82,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-07-29,Height3,210,2.1,B2,2020,1,2,475,23,11,26
YC20:1518,2020-07-29,Height3,185,1.85,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-07-29,Height3,183,1.83,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-07-29,Height3,233,2.33,A679,2020,2,1,44,21,16,2
YC20:2234,2020-07-29,Height3,164,1.64,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-07-29,Height3,223,2.23,A305,2020,2,1,14,16,16,26
YC20:2211,2020-07-29,Height3,178,1.78,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-07-29,Height3,225,2.25,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-07-29,Height3,216,2.16,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-07-29,Height3,196,1.96,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-07-29,Height3,262,2.62,B111,2020,2,2,298,23,21,27
YC20:2477,2020-07-29,Height3,205,2.05,H121,2020,2,2,315,17,21,37
YC20:2488,2020-07-29,Height3,230,2.3,NS701,2020,2,2,268,14,21,48
YC21:1097,2021-06-07,Height3,32,0.32,LH209,2021,1,1,169,23,3,1
YC21:1108,2021-06-07,Height3,23,0.23,PHW20,2021,1,1,33,18,3,12
YC21:1120,2021-06-07,Height3,35,0.35,LH145,2021,1,1,116,16,3,24
YC21:1132,2021-06-07,Height3,37,0.37,LH127,2021,1,1,226,15,3,36
YC21:1144,2021-06-07,Height3,23,0.23,MS225,2021,1,1,78,23,3,48
YC21:2057,2021-06-07,Height3,20,0.2,N6,2021,2,1,235,22,13,1
YC21:2068,2021-06-07,Height3,37,0.37,BO9,2021,2,1,156,26,13,12
YC21:2080,2021-06-07,Height3,37,0.37,LH166,2021,2,1,52,25,13,24
YC21:2092,2021-06-07,Height3,38,0.38,793,2021,2,1,37,21,13,36
YC21:2104,2021-06-07,Height3,23,0.23,MS71,2021,2,1,172,23,13,48
YC21:2440,2021-06-07,Height3,33,0.33,CQ702RC,2021,2,2,312,20,20,1
YC21:2429,2021-06-07,Height3,24,0.24,LH60,2021,2,2,342,27,20,12
YC21:2417,2021-06-07,Height3,18,0.18,INBRED 305,2021,2,2,420,21,20,24
YC21:2405,2021-06-07,Height3,36,0.36,PHBB3,2021,2,2,364,20,20,36
YC21:2393,2021-06-07,Height3,32,0.32,B75,2021,2,2,306,20,20,48
YC21:1097,2021-06-15,Height3,52,0.52,LH209,2021,1,1,169,23,3,1
YC21:1108,2021-06-15,Height3,39,0.39,PHW20,2021,1,1,33,18,3,12
YC21:1120,2021-06-15,Height3,65,0.65,LH145,2021,1,1,116,16,3,24
YC21:1132,2021-06-15,Height3,63,0.63,LH127,2021,1,1,226,15,3,36
YC21:1144,2021-06-15,Height3,49,0.49,MS225,2021,1,1,78,23,3,48
YC21:2057,2021-06-15,Height3,42,0.42,N6,2021,2,1,235,22,13,1
YC21:2068,2021-06-15,Height3,56,0.56,BO9,2021,2,1,156,26,13,12
YC21:2080,2021-06-15,Height3,55,0.55,LH166,2021,2,1,52,25,13,24
YC21:2092,2021-06-15,Height3,52,0.52,793,2021,2,1,37,21,13,36
YC21:2104,2021-06-15,Height3,46,0.46,MS71,2021,2,1,172,23,13,48
YC21:2440,2021-06-15,Height3,51,0.51,CQ702RC,2021,2,2,312,20,20,1
YC21:2429,2021-06-15,Height3,48,0.48,LH60,2021,2,2,342,27,20,12
YC21:2417,2021-06-15,Height3,44,0.44,INBRED 305,2021,2,2,420,21,20,24
YC21:2405,2021-06-15,Height3,73,0.73,PHBB3,2021,2,2,364,20,20,36
YC21:2393,2021-06-15,Height3,51,0.51,B75,2021,2,2,306,20,20,48
YC21:1097,2021-06-23,Height3,73,0.73,LH209,2021,1,1,169,23,3,1
YC21:1108,2021-06-23,Height3,74,0.74,PHW20,2021,1,1,33,18,3,12
YC21:1120,2021-06-23,Height3,89,0.89,LH145,2021,1,1,116,16,3,24
YC21:1132,2021-06-23,Height3,83,0.83,LH127,2021,1,1,226,15,3,36
YC21:1144,2021-06-23,Height3,73,0.73,MS225,2021,1,1,78,23,3,48
YC21:2057,2021-06-23,Height3,67,0.67,N6,2021,2,1,235,22,13,1
YC21:2068,2021-06-23,Height3,83,0.83,BO9,2021,2,1,156,26,13,12
YC21:2080,2021-06-23,Height3,85,0.85,LH166,2021,2,1,52,25,13,24
YC21:2092,2021-06-23,Height3,90,0.9,793,2021,2,1,37,21,13,36
YC21:2104,2021-06-23,Height3,81,0.81,MS71,2021,2,1,172,23,13,48
YC21:2440,2021-06-23,Height3,67,0.67,CQ702RC,2021,2,2,312,20,20,1
YC21:2429,2021-06-23,Height3,71,0.71,LH60,2021,2,2,342,27,20,12
YC21:2417,2021-06-23,Height3,61,0.61,INBRED 305,2021,2,2,420,21,20,24
YC21:2405,2021-06-23,Height3,96,0.96,PHBB3,2021,2,2,364,20,20,36
