plot_id,date,plant_position,height_cm,height_m,genotype,year,replicate,block,entry,stand,field_range,field_row
YC21:1120,2021-07-23,Height1,187,1.87,LH145,2021,1,1,116,16,3,24
YC21:1132,2021-07-23,Height1,187,1.87,LH127,2021,1,1,226,15,3,36
YC21:1144,2021-07-23,Height1,189,1.89,MS225,2021,1,1,78,23,3,48
YC21:2057,2021-07-23,Height1,167,1.67,N6,2021,2,1,235,22,13,1
YC21:2068,2021-07-23,Height1,206,2.06,BO9,2021,2,1,156,26,13,12
YC21:2080,2021-07-23,Height1,184,1.84,LH166,2021,2,1,52,25,13,24
YC21:2092,2021-07-23,Height1,194,1.94,793,2021,2,1,37,21,13,36
YC21:2104,2021-07-23,Height1,189,1.89,MS71,2021,2,1,172,23,13,48
YC21:2440,2021-07-23,Height1,229,2.29,CQ702RC,2021,2,2,312,20,20,1
YC21:2429,2021-07-23,Height1,234,2.34,LH60,2021,2,2,342,27,20,12
YC21:2417,2021-07-23,Height1,145,1.45,INBRED 305,2021,2,2,420,21,20,24
YC21:2405,2021-07-23,Height1,222,2.22,PHBB3,2021,2,2,364,20,20,36
YC21:2393,2021-07-23,Height1,210,2.1,B75,2021,2,2,306,20,20,48
YC21:1097,2021-08-06,Height1,211,2.11,LH209,2021,1,1,169,23,3,1
YC21:1108,2021-08-06,Height1,231,2.31,PHW20,2021,1,1,33,18,3,12
YC21:1120,2021-08-06,Height1,205,2.05,LH145,2021,1,1,116,16,3,24
YC21:1132,2021-08-06,Height1,185,1.85,LH127,2021,1,1,226,15,3,36
YC21:1144,2021-08-06,Height1,188,1.88,MS225,2021,1,1,78,23,3,48
YC21:2057,2021-08-06,Height1,166,1.66,N6,2021,2,1,235,22,13,1
YC21:2068,2021-08-06,Height1,193,1.93,BO9,2021,2,1,156,26,13,12
YC21:2080,2021-08-06,Height1,210,2.1,LH166,2021,2,1,52,25,13,24
YC21:2092,2021-08-06,Height1,199,1.99,793,2021,2,1,37,21,13,36
YC21:2104,2021-08-06,Height1,196,1.96,MS71,2021,2,1,172,23,13,48
YC21:2440,2021-08-06,Height1,234,2.34,CQ702RC,2021,2,2,312,20,20,1
YC21:2429,2021-08-06,Height1,244,2.44,LH60,2021,2,2,342,27,20,12
YC21:2417,2021-08-06,Height1,170,1.7,INBRED 305,2021,2,2,420,21,20,24
YC21:2405,2021-08-06,Height1,218,2.18,PHBB3,2021,2,2,364,20,20,36
YC21:2393,2021-08-06,Height1,230,2.3,B75,2021,2,2,306,20,20,48
YC20:1002,2020-06-03,Height2,9,0.09,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-06-03,Height2,10,0.1,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-06-03,Height2,16,0.16,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-06-03,Height2,15.5,0.155,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-06-03,Height2,9.5,0.095,N6,2020,1,1,235,20,1,47
YC20:1287,2020-06-03,Height2,16.5,0.165,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-06-03,Height2,12,0.12,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-06-03,Height2,14,0.14,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-06-03,Height2,14,0.14,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-06-03,Height2,11.5,0.115,N201,2020,1,1,234,20,6,47
YC20:2055,2020-06-03,Height2,21.5,0.215,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-06-03,Height2,15.5,0.155,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-06-03,Height2,15,0.15,B2,2020,1,2,475,23,11,26
YC20:1518,2020-06-03,Height2,12,0.12,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-06-03,Height2,20,0.2,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-06-03,Height2,15.5,0.155,A679,2020,2,1,44,21,16,2
YC20:2234,2020-06-03,Height2,8.5,0.085,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-06-03,Height2,12,0.12,A305,2020,2,1,14,16,16,26
YC20:2211,2020-06-03,Height2,15.5,0.155,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-06-03,Height2,11,0.11,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-06-03,Height2,15,0.15,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-06-03,Height2,18,0.18,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-06-03,Height2,18,0.18,B111,2020,2,2,298,23,21,27
YC20:2477,2020-06-03,Height2,14,0.14,H121,2020,2,2,315,17,21,37
YC20:2488,2020-06-03,Height2,19,0.19,NS701,2020,2,2,268,14,21,48
YC20:1002,2020-06-08,Height2,17.5,0.175,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-06-08,Height2,20,0.2,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-06-08,Height2,27,0.27,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-06-08,Height2,21,0.21,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-06-08,Height2,18,0.18,N6,2020,1,1,235,20,1,47
YC20:1287,2020-06-08,Height2,27,0.27,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-06-08,Height2,20,0.2,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-06-08,Height2,22,0.22,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-06-08,Height2,24,0.24,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-06-08,Height2,20.5,0.205,N201,2020,1,1,234,20,6,47
YC20:2055,2020-06-08,Height2,34,0.34,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-06-08,Height2,24,0.24,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-06-08,Height2,22,0.22,B2,2020,1,2,475,23,11,26
YC20:1518,2020-06-08,Height2,19,0.19,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-06-08,Height2,20,0.2,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-06-08,Height2,24,0.24,A679,2020,2,1,44,21,16,2
YC20:2234,2020-06-08,Height2,19,0.19,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-06-08,Height2,30,0.3,A305,2020,2,1,14,16,16,26
YC20:2211,2020-06-08,Height2,21.5,0.215,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-06-08,Height2,22,0.22,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-06-08,Height2,21,0.21,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-06-08,Height2,27,0.27,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-06-08,Height2,23,0.23,B111,2020,2,2,298,23,21,27
YC20:2477,2020-06-08,Height2,22.5,0.225,H121,2020,2,2,315,17,21,37
YC20:2488,2020-06-08,Height2,21,0.21,NS701,2020,2,2,268,14,21,48
YC20:1002,2020-06-16,Height2,42,0.42,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-06-16,Height2,47,0.47,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-06-16,Height2,44.5,0.445,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-06-16,Height2,48.5,0.485,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-06-16,Height2,38,0.38,N6,2020,1,1,235,20,1,47
YC20:1287,2020-06-16,Height2,51.5,0.515,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-06-16,Height2,37,0.37,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-06-16,Height2,40.5,0.405,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-06-16,Height2,40.5,0.405,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-06-16,Height2,41,0.41,N201,2020,1,1,234,20,6,47
YC20:2055,2020-06-16,Height2,41,0.41,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-06-16,Height2,37,0.37,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-06-16,Height2,34.5,0.345,B2,2020,1,2,475,23,11,26
YC20:1518,2020-06-16,Height2,42,0.42,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-06-16,Height2,40,0.4,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-06-16,Height2,41.5,0.415,A679,2020,2,1,44,21,16,2
YC20:2234,2020-06-16,Height2,39.5,0.395,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-06-16,Height2,41,0.41,A305,2020,2,1,14,16,16,26
YC20:2211,2020-06-16,Height2,41.5,0.415,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-06-16,Height2,40,0.4,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-06-16,Height2,49.5,0.495,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-06-16,Height2,50,0.5,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-06-16,Height2,45,0.45,B111,2020,2,2,298,23,21,27
YC20:2477,2020-06-16,Height2,39.5,0.395,H121,2020,2,2,315,17,21,37
YC20:2488,2020-06-16,Height2,42,0.42,NS701,2020,2,2,268,14,21,48
YC20:1002,2020-06-23,Height2,65,0.65,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-06-23,Height2,43,0.43,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-06-23,Height2,82,0.82,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-06-23,Height2,63,0.63,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-06-23,Height2,47,0.47,N6,2020,1,1,235,20,1,47
YC20:1287,2020-06-23,Height2,78,0.78,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-06-23,Height2,54,0.54,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-06-23,Height2,68,0.68,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-06-23,Height2,58,0.58,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-06-23,Height2,46,0.46,N201,2020,1,1,234,20,6,47
YC20:2055,2020-06-23,Height2,60,0.6,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-06-23,Height2,63,0.63,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-06-23,Height2,47,0.47,B2,2020,1,2,475,23,11,26
YC20:1518,2020-06-23,Height2,59,0.59,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-06-23,Height2,61,0.61,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-06-23,Height2,71,0.71,A679,2020,2,1,44,21,16,2
YC20:2234,2020-06-23,Height2,54,0.54,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-06-23,Height2,50,0.5,A305,2020,2,1,14,16,16,26
YC20:2211,2020-06-23,Height2,62,0.62,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-06-23,Height2,62,0.62,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-06-23,Height2,64,0.64,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-06-23,Height2,66,0.66,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-06-23,Height2,67,0.67,B111,2020,2,2,298,23,21,27
YC20:2477,2020-06-23,Height2,60,0.6,H121,2020,2,2,315,17,21,37
YC20:2488,2020-06-23,Height2,70,0.7,NS701,2020,2,2,268,14,21,48
YC20:1002,2020-07-01,Height2,103,1.03,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-07-01,Height2,95,0.95,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-07-01,Height2,120,1.2,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-07-01,Height2,102,1.02,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-07-01,Height2,90,0.9,N6,2020,1,1,235,20,1,47
YC20:1287,2020-07-01,Height2,119,1.19,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-07-01,Height2,88,0.88,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-07-01,Height2,109,1.09,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-07-01,Height2,105,1.05,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-07-01,Height2,90,0.9,N201,2020,1,1,234,20,6,47
YC20:2055,2020-07-01,Height2,97,0.97,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-07-01,Height2,100,1,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-07-01,Height2,82,0.82,B2,2020,1,2,475,23,11,26
YC20:1518,2020-07-01,Height2,90,0.9,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-07-01,Height2,100,1,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-07-01,Height2,119,1.19,A679,2020,2,1,44,21,16,2
YC20:2234,2020-07-01,Height2,104,1.04,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-07-01,Height2,104,1.04,A305,2020,2,1,14,16,16,26
YC20:2211,2020-07-01,Height2,105,1.05,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-07-01,Height2,94,0.94,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-07-01,Height2,106,1.06,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-07-01,Height2,99,0.99,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-07-01,Height2,119,1.19,B111,2020,2,2,298,23,21,27
YC20:2477,2020-07-01,Height2,101,1.01,H121,2020,2,2,315,17,21,37
YC20:2488,2020-07-01,Height2,117,1.17,NS701,2020,2,2,268,14,21,48
YC20:1002,2020-07-08,Height2,182,1.82,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-07-08,Height2,149,1.49,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-07-08,Height2,171,1.71,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-07-08,Height2,164,1.64,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-07-08,Height2,147,1.47,N6,2020,1,1,235,20,1,47
YC20:1287,2020-07-08,Height2,175,1.75,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-07-08,Height2,137,1.37,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-07-08,Height2,169,1.69,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-07-08,Height2,151,1.51,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-07-08,Height2,161,1.61,N201,2020,1,1,234,20,6,47
YC20:2055,2020-07-08,Height2,177,1.77,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-07-08,Height2,144,1.44,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-07-08,Height2,123,1.23,B2,2020,1,2,475,23,11,26
YC20:1518,2020-07-08,Height2,125,1.25,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-07-08,Height2,139,1.39,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-07-08,Height2,165,1.65,A679,2020,2,1,44,21,16,2
YC20:2234,2020-07-08,Height2,149,1.49,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-07-08,Height2,174,1.74,A305,2020,2,1,14,16,16,26
YC20:2211,2020-07-08,Height2,129,1.29,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-07-08,Height2,164,1.64,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-07-08,Height2,167,1.67,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-07-08,Height2,170,1.7,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-07-08,Height2,180,1.8,B111,2020,2,2,298,23,21,27
YC20:2477,2020-07-08,Height2,138,1.38,H121,2020,2,2,315,17,21,37
YC20:2488,2020-07-08,Height2,157,1.57,NS701,2020,2,2,268,14,21,48
YC20:1002,2020-07-13,Height2,207,2.07,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-07-13,Height2,180,1.8,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-07-13,Height2,182,1.82,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-07-13,Height2,196,1.96,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-07-13,Height2,184,1.84,N6,2020,1,1,235,20,1,47
YC20:1287,2020-07-13,Height2,193,1.93,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-07-13,Height2,171,1.71,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-07-13,Height2,198,1.98,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-07-13,Height2,198,1.98,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-07-13,Height2,182,1.82,N201,2020,1,1,234,20,6,47
YC20:2055,2020-07-13,Height2,181,1.81,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-07-13,Height2,178,1.78,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-07-13,Height2,155,1.55,B2,2020,1,2,475,23,11,26
YC20:1518,2020-07-13,Height2,153,1.53,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-07-13,Height2,175,1.75,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-07-13,Height2,191,1.91,A679,2020,2,1,44,21,16,2
YC20:2234,2020-07-13,Height2,182,1.82,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-07-13,Height2,198,1.98,A305,2020,2,1,14,16,16,26
YC20:2211,2020-07-13,Height2,158,1.58,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-07-13,Height2,184,1.84,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-07-13,Height2,185,1.85,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-07-13,Height2,171,1.71,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-07-13,Height2,213,2.13,B111,2020,2,2,298,23,21,27
YC20:2477,2020-07-13,Height2,166,1.66,H121,2020,2,2,315,17,21,37
YC20:2488,2020-07-13,Height2,186,1.86,NS701,2020,2,2,268,14,21,48
YC20:1002,2020-07-22,Height2,218,2.18,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-07-22,Height2,188,1.88,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-07-22,Height2,211,2.11,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-07-22,Height2,226,2.26,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-07-22,Height2,208,2.08,N6,2020,1,1,235,20,1,47
YC20:1287,2020-07-22,Height2,181,1.81,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-07-22,Height2,206,2.06,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-07-22,Height2,231,2.31,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-07-22,Height2,212,2.12,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-07-22,Height2,217,2.17,N201,2020,1,1,234,20,6,47
YC20:2055,2020-07-22,Height2,219,2.19,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-07-22,Height2,177,1.77,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-07-22,Height2,204,2.04,B2,2020,1,2,475,23,11,26
YC20:1518,2020-07-22,Height2,179,1.79,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-07-22,Height2,184,1.84,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-07-22,Height2,219,2.19,A679,2020,2,1,44,21,16,2
YC20:2234,2020-07-22,Height2,163,1.63,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-07-22,Height2,222,2.22,A305,2020,2,1,14,16,16,26
YC20:2211,2020-07-22,Height2,171,1.71,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-07-22,Height2,220,2.2,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-07-22,Height2,193,1.93,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-07-22,Height2,190,1.9,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-07-22,Height2,255,2.55,B111,2020,2,2,298,23,21,27
YC20:2477,2020-07-22,Height2,206,2.06,H121,2020,2,2,315,17,21,37
YC20:2488,2020-07-22,Height2,208,2.08,NS701,2020,2,2,268,14,21,48
YC20:1002,2020-07-29,Height2,208,2.08,MEF156-55-2,2020,1,1,124,19,1,2
YC20:1015,2020-07-29,Height2,213,2.13,PHN66,2020,1,1,183,16,1,15
YC20:1026,2020-07-29,Height2,220,2.2,PHG80,2020,1,1,241,24,1,26
YC20:1039,2020-07-29,Height2,228,2.28,LH145,2020,1,1,116,22,1,39
YC20:1047,2020-07-29,Height2,204,2.04,N6,2020,1,1,235,20,1,47
YC20:1287,2020-07-29,Height2,202,2.02,ND259,2020,1,2,267,18,6,2
YC20:1274,2020-07-29,Height2,213,2.13,PHV63,2020,1,2,505,21,6,15
YC20:1263,2020-07-29,Height2,238,2.38,4N506,2020,1,2,293,12,6,26
YC20:1251,2020-07-29,Height2,212,2.12,PHB09,2020,1,1,240,19,6,38
YC20:1242,2020-07-29,Height2,236,2.36,N201,2020,1,1,234,20,6,47
YC20:2055,2020-07-29,Height2,241,2.41,PHG86,2020,2,1,242,21,12,2
YC20:1495,2020-07-29,Height2,188,1.88,FR19,2020,1,2,413,15,11,15
YC20:1506,2020-07-29,Height2,213,2.13,B2,2020,1,2,475,23,11,26
YC20:1518,2020-07-29,Height2,183,1.83,PHW53,2020,1,2,447,17,11,38
YC20:2007,2020-07-29,Height2,186,1.86,SD101,2020,2,1,189,23,11,47
YC20:2247,2020-07-29,Height2,216,2.16,A679,2020,2,1,44,21,16,2
YC20:2234,2020-07-29,Height2,203,2.03,W603S,2020,2,1,140,15,16,15
YC20:2223,2020-07-29,Height2,224,2.24,A305,2020,2,1,14,16,16,26
YC20:2211,2020-07-29,Height2,174,1.74,W701BC,2020,2,1,10,13,16,38
YC20:2202,2020-07-29,Height2,230,2.3,2MA22,2020,2,1,202,15,16,47
YC20:2439,2020-07-29,Height2,200,2,PH207,2020,2,2,511,24,20,2
YC20:2456,2020-07-29,Height2,181,1.81,ND259,2020,2,2,291,18,21,16
YC20:2467,2020-07-29,Height2,262,2.62,B111,2020,2,2,298,23,21,27
YC20:2477,2020-07-29,Height2,192,1.92,H121,2020,2,2,315,17,21,37
YC20:2488,2020-07-29,Height2,214,2.14,NS701,2020,2,2,268,14,21,48
YC21:1097,2021-06-07,Height2,31,0.31,LH209,2021,1,1,169,23,3,1
YC21:1108,2021-06-07,Height2,24,0.24,PHW20,2021,1,1,33,18,3,12
YC21:1120,2021-06-07,Height2,25,0.25,LH145,2021,1,1,116,16,3,24
YC21:1132,2021-06-07,Height2,31,0.31,LH127,2021,1,1,226,15,3,36
YC21:1144,2021-06-07,Height2,21,0.21,MS225,2021,1,1,78,23,3,48
YC21:2057,2021-06-07,Height2,21,0.21,N6,2021,2,1,235,22,13,1
YC21:2068,2021-06-07,Height2,37,0.37,BO9,2021,2,1,156,26,13,12
YC21:2080,2021-06-07,Height2,42,0.42,LH166,2021,2,1,52,25,13,24
YC21:2092,2021-06-07,Height2,39,0.39,793,2021,2,1,37,21,13,36
YC21:2104,2021-06-07,Height2,30,0.3,MS71,2021,2,1,172,23,13,48
YC21:2440,2021-06-07,Height2,30,0.3,CQ702RC,2021,2,2,312,20,20,1
YC21:2429,2021-06-07,Height2,24,0.24,LH60,2021,2,2,342,27,20,12
YC21:2417,2021-06-07,Height2,16,0.16,INBRED 305,2021,2,2,420,21,20,24
YC21:2405,2021-06-07,Height2,43,0.43,PHBB3,2021,2,2,364,20,20,36
YC21:2393,2021-06-07,Height2,34,0.34,B75,2021,2,2,306,20,20,48
YC21:1097,2021-06-15,Height2,56,0.56,LH209,2021,1,1,169,23,3,1
YC21:1108,2021-06-15,Height2,40,0.4,PHW20,2021,1,1,33,18,3,12
YC21:1120,2021-06-15,Height2,55,0.55,LH145,2021,1,1,116,16,3,24
YC21:1132,2021-06-15,Height2,57,0.57,LH127,2021,1,1,226,15,3,36
YC21:1144,2021-06-15,Height2,44,0.44,MS225,2021,1,1,78,23,3,48
YC21:2057,2021-06-15,Height2,45,0.45,N6,2021,2,1,235,22,13,1
YC21:2068,2021-06-15,Height2,59,0.59,BO9,2021,2,1,156,26,13,12
YC21:2080,2021-06-15,Height2,59,0.59,LH166,2021,2,1,52,25,13,24
YC21:2092,2021-06-15,Height2,43,0.43,793,2021,2,1,37,21,13,36
YC21:2104,2021-06-15,Height2,44,0.44,MS71,2021,2,1,172,23,13,48
YC21:2440,2021-06-15,Height2,56,0.56,CQ702RC,2021,2,2,312,20,20,1
YC21:2429,2021-06-15,Height2,37,0.37,LH60,2021,2,2,342,27,20,12
YC21:2417,2021-06-15,Height2,34,0.34,INBRED 305,2021,2,2,420,21,20,24
YC21:2405,2021-06-15,Height2,68,0.68,PHBB3,2021,2,2,364,20,20,36
YC21:2393,2021-06-15,Height2,52,0.52,B75,2021,2,2,306,20,20,48
YC21:1097,2021-06-23,Height2,81,0.81,LH209,2021,1,1,169,23,3,1
YC21:1108,2021-06-23,Height2,62,0.62,PHW20,2021,1,1,33,18,3,12
YC21:1120,2021-06-23,Height2,75,0.75,LH145,2021,1,1,116,16,3,24
YC21:1132,2021-06-23,Height2,86,0.86,LH127,2021,1,1,226,15,3,36
YC21:1144,2021-06-23,Height2,80,0.8,MS225,2021,1,1,78,23,3,48
YC21:2057,2021-06-23,Height2,60,0.6,N6,2021,2,1,235,22,13,1
YC21:2068,2021-06-23,Height2,84,0.84,BO9,2021,2,1,156,26,13,12
YC21:2080,2021-06-23,Height2,91,0.91,LH166,2021,2,1,52,25,13,24
YC21:2092,2021-06-23,Height2,77,0.77,793,2021,2,1,37,21,13,36
YC21:2104,2021-06-23,Height2,81,0.81,MS71,2021,2,1,172,23,13,48
YC21:2440,2021-06-23,Height2,72,0.72,CQ702RC,2021,2,2,312,20,20,1
YC21:2429,2021-06-23,Height2,75,0.75,LH60,2021,2,2,342,27,20,12
YC21:2417,2021-06-23,Height2,63,0.63,INBRED 305,2021,2,2,420,21,20,24
YC21:2405,2021-06-23,Height2,93,0.93,PHBB3,2021,2,2,364,20,20,36
YC21:2393,2021-06-23,Height2,77,0.77,B75,2021,2,2,306,20,20,48
YC21:1097,2021-06-28,Height2,101,1.01,LH209,2021,1,1,169,23,3,1
YC21:1108,2021-06-28,Height2,103,1.03,PHW20,2021,1,1,33,18,3,12
YC21:1120,2021-06-28,Height2,118,1.18,LH145,2021,1,1,116,16,3,24
YC21:1132,2021-06-28,Height2,101,1.01,LH127,2021,1,1,226,15,3,36
YC21:1144,2021-06-28,Height2,105,1.05,MS225,2021,1,1,78,23,3,48
YC21:2057,2021-06-28,Height2,79,0.79,N6,2021,2,1,235,22,13,1
YC21:2068,2021-06-28,Height2,109,1.09,BO9,2021,2,1,156,26,13,12
YC21:2080,2021-06-28,Height2,119,1.19,LH166,2021,2,1,52,25,13,24
YC21:2092,2021-06-28,Height2,113,1.13,793,2021,2,1,37,21,13,36
YC21:2104,2021-06-28,Height2,109,1.09,MS71,2021,2,1,172,23,13,48
YC21:2440,2021-06-28,Height2,107,1.07,CQ702RC,2021,2,2,312,20,20,1
YC21:2429,2021-06-28,Height2,85,0.85,LH60,2021,2,2,342,27,20,12
YC21:2417,2021-06-28,Height2,81,0.81,INBRED 305,2021,2,2,420,21,20,24
YC21:2405,2021-06-28,Height2,125,1.25,PHBB3,2021,2,2,364,20,20,36
YC21:2393,2021-06-28,Height2,102,1.02,B75,2021,2,2,306,20,20,48
YC21:1097,2021-07-08,Height2,167,1.67,LH209,2021,1,1,169,23,3,1
YC21:1108,2021-07-08,Height2,151,1.51,PHW20,2021,1,1,33,18,3,12
YC21:1120,2021-07-08,Height2,156,1.56,LH145,2021,1,1,116,16,3,24
YC21:1132,2021-07-08,Height2,158,1.58,LH127,2021,1,1,226,15,3,36
YC21:1144,2021-07-08,Height2,153,1.53,MS225,2021,1,1,78,23,3,48
YC21:2057,2021-07-08,Height2,114,1.14,N6,2021,2,1,235,22,13,1
YC21:2068,2021-07-08,Height2,156,1.56,BO9,2021,2,1,156,26,13,12
YC21:2080,2021-07-08,Height2,150,1.5,LH166,2021,2,1,52,25,13,24
