plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.025340531,9.663195,3
Col-0:row4,Col-0,4,0.02377933,9.760525,4
Col-0:row5,Col-0,5,0.026559899,9.540811,2
Col-0:row6,Col-0,6,0.026715029,9.579084,2
Col-0:row7,Col-0,7,0.025073726,9.697333,3
Col-0:row8,Col-0,8,0.02358596,9.754104,4
Col-0:row9,Col-0,9,0.0259316,9.582921,2
Col-0:row10,Col-0,10,0.025016008,9.658018,3
Col-0:row11,Col-0,11,0.023919767,9.763835,4
Col-0:row12,Col-0,12,0.024797838,9.654286,3
Col-0:row13,Col-0,13,0.023223655,9.75397,4
Col-0:row14,Col-0,14,0.024652831,9.691075,3
Col-0:row15,Col-0,15,0.023857994,9.76685,4
Col-0:row16,Col-0,16,0.025267735,9.661209,3
Col-0:row17,Col-0,17,0.02564717,9.605386,2
Col-0:row18,Col-0,18,0.025763446,9.652964,3
Col-0:row19,Col-0,19,0.023356002,9.753597,4
Col-0:row20,Col-0,20,0.024763133,9.656821,3
Col-0:row21,Col-0,21,0.023252113,9.751428,4
Col-0:row22,Col-0,22,0.024657313,9.651646,3
Col-0:row23,Col-0,23,0.025345942,9.661982,3
Col-0:row24,Col-0,24,0.023997853,9.647098,3
Col-0:row25,Col-0,25,0.025277827,9.561982,2
Col-0:row26,Col-0,26,0.02416446,9.765538,4
Col-0:row27,Col-0,27,0.024100272,9.769262,4
Col-0:row28,Col-0,28,0.027334642,9.483258,1
Col-0:row29,Col-0,29,0.026472248,9.48663,1
Col-0:row30,Col-0,30,0.026756762,9.439404,1
Col-0:row31,Col-0,31,0.025317263,9.561407,2
Col-0:row32,Col-0,32,0.026794571,9.4397545,1
Col-0:row33,Col-0,33,0.026329285,9.484669,1
Col-0:row34,Col-0,34,0.02451849,9.551596,2
Col-0:row35,Col-0,35,0.025727455,9.476369,1
hy5:row3,hy5,3,0.041616082,9.985908,2
hy5:row4,hy5,4,0.056670845,10.348262,4
hy5:row5,hy5,5,0.049184225,10.171529,3
hy5:row6,hy5,6,0.045713663,10.063655,2
hy5:row7,hy5,7,0.046606544,10.047587,2
hy5:row8,hy5,8,0.05510941,10.328644,4
hy5:row9,hy5,9,0.046509095,10.119213,3
hy5:row10,hy5,10,0.038034827,9.808885,1
hy5:row11,hy5,11,0.05046912,10.048635,2
hy5:row12,hy5,12,0.051427945,10.308043,4
hy5:row13,hy5,13,0.048740238,10.08363,2
hy5:row14,hy5,14,0.049535867,10.282398,4
hy5:row15,hy5,15,0.047668047,10.136194,3
hy5:row16,hy5,16,0.04491618,10.163723,3
hy5:row17,hy5,17,0.0427169,10.082777,3
hy5:row18,hy5,18,0.04407294,9.979718,2
hy5:row19,hy5,19,0.05425862,10.328666,4
hy5:row20,hy5,20,0.043863077,9.900781,1
hy5:row21,hy5,21,0.051863164,10.317969,4
hy5:row22,hy5,22,0.040377256,9.977052,2
hy5:row23,hy5,23,0.052139614,10.195192,3
hy5:row24,hy5,24,0.044271406,10.091415,3
hy5:row25,hy5,25,0.04724027,10.129644,3
hy5:row26,hy5,26,0.050739318,10.227801,3
hy5:row27,hy5,27,0.05197727,10.24152,3
hy5:row28,hy5,28,0.053892538,10.322169,4
hy5:row29,hy5,29,0.038044743,9.80924,1
hy5:row30,hy5,30,0.043582767,10.006097,2
hy5:row31,hy5,31,0.03805797,9.809713,1
hy5:row32,hy5,32,0.040192585,9.859626,1
hy5:row33,hy5,33,0.037952527,9.805935,1
hy5:row34,hy5,34,0.03781554,9.801011,1
hy5:row35,hy5,35,0.037872445,9.803059,1
MLB:row3,MLB,3,0.022995137,9.723227,4
MLB:row4,MLB,4,0.024677351,9.614967,3
MLB:row5,MLB,5,0.02649916,9.444024,1
MLB:row6,MLB,6,0.02293344,9.719306,4
MLB:row7,MLB,7,0.024383288,9.554777,2
MLB:row8,MLB,8,0.023690926,9.612994,3
MLB:row9,MLB,9,0.024069663,9.55048,2
MLB:row10,MLB,10,0.024349716,9.607555,3
MLB:row11,MLB,11,0.022530505,9.615982,3
MLB:row12,MLB,12,0.023487939,9.728443,4
MLB:row13,MLB,13,0.024082962,9.551048,2
MLB:row14,MLB,14,0.022719359,9.618414,3
MLB:row15,MLB,15,0.022861632,9.619581,3
MLB:row16,MLB,16,0.024606612,9.610709,3
MLB:row17,MLB,17,0.026173428,9.404428,1
MLB:row18,MLB,18,0.022667162,9.715928,4
MLB:row19,MLB,19,0.023680354,9.613076,3
MLB:row20,MLB,20,0.02218121,9.706926,4
MLB:row21,MLB,21,0.023625646,9.647853,3
MLB:row22,MLB,22,0.022585636,9.71436,4
MLB:row23,MLB,23,0.026098372,9.403742,1
MLB:row24,MLB,24,0.023965057,9.741928,4
MLB:row25,MLB,25,0.024460169,9.621663,3
MLB:row26,MLB,26,0.025657011,9.631402,3
MLB:row27,MLB,27,0.025589054,9.53296,2
MLB:row28,MLB,28,0.022809979,9.617425,3
MLB:row29,MLB,29,0.024915777,9.510555,2
MLB:row30,MLB,30,0.023893673,9.546985,2
MLB:row31,MLB,31,0.02487017,9.510337,2
MLB:row32,MLB,32,0.024278231,9.5539055,2
MLB:row33,MLB,33,0.023834957,9.513578,2
MLB:row34,MLB,34,0.022838844,9.619652,3
MLB:row35,MLB,35,0.023889747,9.514252,2
MLB:row36,MLB,36,0.023901056,9.514635,2
MLB:row37,MLB,37,0.024569739,9.522903,2
MLB:row38,MLB,38,0.024459597,9.520955,2
MLB:row39,MLB,39,0.025624603,9.448124,1
MLB:row40,MLB,40,0.02566556,9.448689,1
EMS57:row3,EMS57,3,0.057838395,10.246529,4
EMS57:row4,EMS57,4,0.051690683,10.064092,3
EMS57:row5,EMS57,5,0.05276406,10.066598,3
EMS57:row6,EMS57,6,0.05523943,10.150346,3
EMS57:row7,EMS57,7,0.050376892,10.057542,3
EMS57:row8,EMS57,8,0.06002489,10.265046,4
EMS57:row9,EMS57,9,0.052995466,9.961095,2
EMS57:row10,EMS57,10,0.061826225,10.164941,3
EMS57:row11,EMS57,11,0.056044355,10.136357,3
EMS57:row12,EMS57,12,0.05560811,10.051874,2
EMS57:row13,EMS57,13,0.057742506,10.146561,3
EMS57:row14,EMS57,14,0.04936498,9.9307995,2
EMS57:row15,EMS57,15,0.05701223,9.99625,2
EMS57:row16,EMS57,16,0.06548288,10.200871,3
EMS57:row17,EMS57,17,0.057451874,10.142545,3
EMS57:row18,EMS57,18,0.058116343,10.075862,2
phyAB:row3,phyAB,3,0.07138867,10.270346,2
phyAB:row4,phyAB,4,0.07209314,10.272398,2
phyAB:row5,phyAB,5,0.081083946,10.413604,3
phyAB:row6,phyAB,6,0.07666401,10.42925,3
phyAB:row7,phyAB,7,0.0747545,10.425036,3
phyAB:row8,phyAB,8,0.079004005,10.516118,4
phyAB:row9,phyAB,9,0.08233278,10.520559,4
phyAB:row10,phyAB,10,0.07334898,10.170222,1
phyAB:row11,phyAB,11,0.07189103,10.339379,3
phyAB:row12,phyAB,12,0.08042341,10.515759,4
phyAB:row13,phyAB,13,0.07922324,10.511508,4
phyAB:row14,phyAB,14,0.07046875,10.332675,3
phyAB:row15,phyAB,15,0.067688406,10.240575,2
phyAB:row16,phyAB,16,0.06818065,10.1338415,1
phyAB:row17,phyAB,17,0.07833894,10.432898,3
phyAB:row18,phyAB,18,0.07282833,10.339861,3
phyAB:row19,phyAB,19,0.07975881,10.40867,3
phyAB:row20,phyAB,20,0.07920512,10.513405,4
phyAB:row21,phyAB,21,0.07368219,10.357495,3
phyAB:row22,phyAB,22,0.07894633,10.507412,4
phyAB:row23,phyAB,23,0.07403207,10.174455,1
phyAB:row24,phyAB,24,0.07597934,10.262312,2
phyAB:row25,phyAB,25,0.074436896,10.3646755,3
phyAB:row26,phyAB,26,0.07010478,10.332305,3
phyAB:row27,phyAB,27,0.08156972,10.414792,3
phyAB:row28,phyAB,28,0.07882459,10.407405,3
phyAB:row29,phyAB,29,0.070331104,10.333417,3
phyAB:row30,phyAB,30,0.07948537,10.51616,4
phyAB:row31,phyAB,31,0.07755881,10.511552,4
phyAB:row32,phyAB,32,0.06918243,10.22351,2
phyAB:row33,phyAB,33,0.07807367,10.328782,2
phyAB:row34,phyAB,34,0.0643555,10.161898,2
