Date,RN,Rainfall,AirTMax(F),AirTMin(F),AirTSmp(F),AirTAvg(F),WindMphMax,WindMphAvg,WindDir
1/1/21 0:00,30418,0,16.74,15.15,15.46,16.01,13.48,7.27,156.5
1/1/21 1:00,30419,0,15.64,14.36,14.42,14.97,11.13,6.354,159.3
1/1/21 2:00,30420,0,14.67,13.63,14.55,14.13,10.8,6.306,188.6
1/1/21 3:00,30421,0,15.4,14.3,15.34,14.77,14.15,6.883,156
1/1/21 4:00,30422,0,16,13.99,14.11,15.17,11.8,5.911,134.7
1/1/21 5:00,30423,0,14.36,12.6,13.02,13.58,7.108,4,126.4
1/1/21 6:00,30424,0,13.39,12.48,12.66,12.83,7.779,2.924,124.4
1/1/21 7:00,30425,0,12.96,11.44,11.75,12.14,5.096,1.5,138.8
1/1/21 8:00,30426,0,12.61,11.63,12.06,12.04,6.102,2.418,129.1
1/1/21 9:00,30427,0,12.61,11.45,12.18,12.08,6.437,1.309,129.6
1/1/21 10:00,30428,0,14.37,12.18,14.13,13.11,6.437,1.201,126.2
1/1/21 11:00,30429,0,19.55,14.13,16.92,16.36,4.089,0.305,129.3
1/1/21 12:00,30430,0,20.46,13.68,19.96,17.87,3.083,0.035,110.5
1/1/21 13:00,30431,0,23.99,19.96,22.7,21.68,0,0,164.1
1/1/21 14:00,30432,0,24.59,21.47,21.84,23.38,3.419,0.029,38.87
1/1/21 15:00,30433,0,23.92,21.41,22.7,22.16,3.754,0.436,6.685
1/1/21 16:00,30434,0,23.92,21.41,21.78,22.52,3.754,0.238,315.4
1/1/21 17:00,30435,0,22.51,17.77,17.89,20.5,0,0,316.4
1/1/21 18:00,30436,0,18.93,16.79,18.2,17.84,0,0,44.45
1/1/21 19:00,30437,0,20.4,18.14,20.15,19.35,0,0,336.7
1/1/21 20:00,30438,0,21.42,20.03,21.06,20.9,2.748,0.103,314.6
1/1/21 21:00,30439,0,21.73,21.06,21.06,21.38,6.437,0.744,280.9
1/1/21 22:00,30440,0,21.36,18.98,19.53,20.14,6.437,2.585,313.3
1/1/21 23:00,30441,0,19.65,16.31,16.55,18.06,5.096,1.359,284.5
1/2/21 0:00,30442,0,16.73,13.81,14.36,15.17,0,0,293.5
1/2/21 1:00,30443,0,14.79,12.17,13.21,13.5,0,0,293.4
1/2/21 2:00,30444,0,13.58,11.14,12.3,12.52,2.077,0.012,240.4
1/2/21 3:00,30445,0,12.85,11.14,12,12.05,1.742,0.014,247.2
1/2/21 4:00,30446,0,12.42,8.45,9.12,10.86,0,0,298.4
1/2/21 5:00,30447,0,10.84,8.64,9.31,10.1,2.748,0.063,230
1/2/21 6:00,30448,0,11.64,9.19,10.84,10.73,6.773,1.867,207.2
1/2/21 7:00,30449,0,11.02,9.19,10.1,10.1,6.102,1.459,209
1/2/21 8:00,30450,0,10.41,9.43,9.74,9.81,6.437,3.426,188.3
1/2/21 9:00,30451,0,11.51,9.31,11.26,10.19,7.779,3.199,175.2
1/2/21 10:00,30452,0,13.64,11.2,13.45,12.33,7.108,1.596,170
1/2/21 11:00,30453,0,16.49,13.39,16.12,15,5.766,1.949,148.3
1/2/21 12:00,30454,0,18.5,15.82,17.95,16.98,4.089,0.87,125.1
1/2/21 13:00,30455,0,20.63,17.77,20.2,19.07,6.773,2.376,158.9
1/2/21 14:00,30456,0,23.86,20.26,23.55,22.04,5.766,1.404,157.3
1/2/21 15:00,30457,0,25.14,22.21,24.71,24.18,7.779,4.687,173.6
1/2/21 16:00,30458,0,25.08,23.18,24.04,23.75,9.12,4.57,158.4
1/2/21 17:00,30459,0,24.04,22.09,22.33,22.98,8.79,2.59,128.7
1/2/21 18:00,30460,0,22.39,21.24,21.74,21.68,4.76,1.098,150.4
1/2/21 19:00,30461,0,22.53,20.7,22.35,21.46,8.11,4.057,160
1/2/21 20:00,30462,0,23.08,22.16,22.46,22.58,9.46,5.827,172.1
1/2/21 21:00,30463,0,22.58,20.81,20.88,21.7,8.79,5.677,151.5
1/2/21 22:00,30464,0,21.24,18.81,18.81,20.22,8.45,5.205,158.1
1/2/21 23:00,30465,0,19.11,17.28,17.59,18.01,8.45,5.123,162.2
1/3/21 0:00,30466,0,17.77,16.43,16.79,17,8.45,5.676,156.1
1/3/21 1:00,30467,0,16.92,16.12,16.67,16.47,8.79,5.739,151.8
1/3/21 2:00,30468,0,16.8,15.58,15.89,16.09,8.79,4.657,167.4
1/3/21 3:00,30469,0,16.25,14.73,14.91,15.21,9.79,5.468,150
1/3/21 4:00,30470,0,15.15,14.24,14.73,14.67,10.13,6.871,164.1
1/3/21 5:00,30471,0,15.03,13.21,13.27,14.08,9.79,3.673,149.6
1/3/21 6:00,30472,0,13.94,12.9,13.64,13.34,9.46,5.165,148.2
1/3/21 7:00,30473,0,13.94,12.9,13.27,13.36,10.13,6.084,172
1/3/21 8:00,30474,0,13.88,12.6,12.9,13.11,7.443,4.501,155.2
1/3/21 9:00,30475,0,15.35,12.54,15.29,13.9,9.12,6.309,154.2
1/3/21 10:00,30476,0,20.03,15.28,19.24,17.5,10.8,4.473,160.2
1/3/21 11:00,30477,0,22.45,19.24,22.45,21.23,9.12,4.861,147.6
1/3/21 12:00,30478,0,26.24,22.27,25.69,24.17,8.11,4.639,150.5
1/3/21 13:00,30479,0,29.88,25.5,29.27,28.08,7.779,3.071,138.1
1/3/21 14:00,30480,0,32.26,28.96,32.06,31.09,9.12,4.038,134.4
1/3/21 15:00,30481,0,33.16,31.88,32.79,32.52,8.79,5.54,153.6
1/3/21 16:00,30482,0,33.16,32.36,32.36,32.77,10.13,5.978,144.9
1/3/21 17:00,30483,0,33.1,29.39,29.63,31.11,8.79,4.746,140.4
1/3/21 18:00,30484,0,29.75,27.19,27.37,28.46,8.45,4.145,148.3
1/3/21 19:00,30485,0,27.62,25.86,25.92,26.77,11.47,6.495,157.4
1/3/21 20:00,30486,0,26.1,24.71,24.89,25.38,10.13,6.158,162.5
1/3/21 21:00,30487,0,24.95,23.61,23.61,24.29,9.12,4.529,166.6
1/3/21 22:00,30488,0,24.04,22.21,22.34,22.94,7.108,4.064,173
1/3/21 23:00,30489,0,22.77,21.42,21.67,22.17,7.779,4.89,161.5
1/4/21 0:00,30490,0,21.79,19.96,20.2,20.69,7.108,4.471,157.9
1/4/21 1:00,30491,0,21.37,20.2,21.31,20.84,9.79,5.581,179.9
1/4/21 2:00,30492,0,21.37,19.53,19.66,20.55,10.46,5.669,165.4
1/4/21 3:00,30493,0,20.88,19.6,19.72,20.28,10.13,6.232,169.6
1/4/21 4:00,30494,0,20.64,19.66,20.26,20.31,14.82,7.342,172.5
1/4/21 5:00,30495,0,21.3,20.02,21,20.43,11.13,5.881,180.1
1/4/21 6:00,30496,0,22.09,20.94,22.09,21.45,11.13,6.223,186.3
1/4/21 7:00,30497,0,23.31,21.73,23.31,22.44,12.47,6.42,167.3
1/4/21 8:00,30498,0,24.34,23,23.98,23.71,9.46,4.393,218.4
1/4/21 9:00,30499,0,25.62,24.04,25.38,24.84,9.46,4.383,243.5
1/4/21 10:00,30500,0,26.29,25.26,26.04,25.76,11.13,5.485,248
1/4/21 11:00,30501,0,28.11,25.92,27.86,26.84,10.8,5.019,249.9
1/4/21 12:00,30502,0,29.57,27.68,28.9,28.7,13.48,7.107,271.1
1/4/21 13:00,30503,0,32.31,28.84,32,30.4,14.15,8.19,295.4
1/4/21 14:00,30504,0,34.55,31.69,34.25,33.18,13.82,7.81,277.5
1/4/21 15:00,30505,0,35.4,34.06,35.16,34.75,11.47,6.377,293.6
1/4/21 16:00,30506,0,36.87,34.92,36.32,35.95,9.46,4.498,244.3
1/4/21 17:00,30507,0,36.5,33.16,33.46,34.97,9.79,4.173,241.7
1/4/21 18:00,30508,0.01,33.95,32.12,33.11,33.07,10.8,5.549,259.8
1/4/21 19:00,30509,0,33.66,31.22,31.65,32.51,13.82,8.51,268.7
1/4/21 20:00,30510,0,31.65,29.94,30.49,30.78,12.47,7.203,279.9
1/4/21 21:00,30511,0,30.49,28.47,28.96,29.22,8.79,5.577,284.9
1/4/21 22:00,30512,0,29.2,27.32,28,28.22,9.46,5.1,270.8
1/4/21 23:00,30513,0,28.42,26.78,26.78,27.85,10.46,5.906,278.8
1/5/21 0:00,30514,0,27.2,25.63,26.11,26.44,6.102,3.794,268.2
1/5/21 1:00,30515,0,26.3,24.53,24.89,25.52,6.102,3.993,278.8
1/5/21 2:00,30516,0,24.89,22.7,23.62,23.81,5.431,3.633,297.1
1/5/21 3:00,30517,0,24.29,22.4,23.13,23.47,7.443,3.818,281.6
1/5/21 4:00,30518,0,24.11,22.04,22.04,23.12,9.79,6.43,278.9
1/5/21 5:00,30519,0,22.4,19.48,19.6,20.88,6.773,2.864,302
1/5/21 6:00,30520,0,20.46,16.06,17.96,18.26,2.077,0.051,270.9
1/5/21 7:00,30521,0,18.15,13.99,15.34,16.41,0,0,49.6
1/5/21 8:00,30522,0,18.95,13.88,18.4,16.45,0.735,0.001,240.9
1/5/21 9:00,30523,0,19.86,17.23,19.42,18.69,2.077,0.081,334.3
1/5/21 10:00,30524,0,23.75,18.99,23.5,21.59,0,0,39.07
1/5/21 11:00,30525,0,29.94,20.97,29.57,26.78,1.742,0.002,157.8
1/5/21 12:00,30526,0,32.99,29.07,30.29,31.2,5.766,0.509,150.3
1/5/21 13:00,30527,0,33.46,29.99,32.18,31.86,5.096,0.227,101.9
1/5/21 14:00,30528,0.03,38.03,31.88,36.5,36.09,0,0,85.3
1/5/21 15:00,30529,0.02,36.56,32.67,32.67,34.42,3.419,0.123,135.9
1/5/21 16:00,30530,0.01,33.16,29.56,29.86,32.19,6.102,0.339,107.2
1/5/21 17:00,30531,0,29.86,27.25,27.31,28.38,6.773,1.464,81
1/5/21 18:00,30532,0,27.86,26.29,26.53,27.01,3.419,0.096,85
1/5/21 19:00,30533,0,26.78,24.95,25.38,25.93,5.431,1.095,55.89
1/5/21 20:00,30534,0,26.05,24.34,25.02,25.23,4.76,0.382,63.99
1/5/21 21:00,30535,0,26.11,24.41,25.08,25.38,8.45,4.026,81.2
1/5/21 22:00,30536,0,25.69,24.47,24.89,25.15,7.108,3.308,108.5
1/5/21 23:00,30537,0,25.2,22.88,24.16,24.18,5.431,1.193,122.8
1/6/21 0:00,30538,0,24.83,23.31,24.17,23.97,4.425,1,126.8
1/6/21 1:00,30539,0,24.84,23.86,24.23,24.33,5.766,1.425,105.9
1/6/21 2:00,30540,0,24.23,23,23.37,23.59,4.425,1.812,91.8
1/6/21 3:00,30541,0,24.41,23.12,23.8,23.7,7.108,3.396,101.2
1/6/21 4:00,30542,0,24.1,22.76,23.86,23.49,4.425,0.825,99.5
1/6/21 5:00,30543,0,24.47,23.31,24.16,24.05,5.766,2.101,97.2
1/6/21 6:00,30544,0,25.02,24.1,24.59,24.62,5.766,2.598,64.06
1/6/21 7:00,30545,0,24.77,22.7,22.82,23.72,7.443,4.633,98.3
1/6/21 8:00,30546,0,23,21.72,21.84,22.43,8.45,4.603,79.65
1/6/21 9:00,30547,0,22.09,20.93,21.41,21.49,9.46,5.319,102.1
1/6/21 10:00,30548,0,23.55,20.99,23.37,22.06,10.13,5.369,103.8
1/6/21 11:00,30549,0,25.18,23.25,24.38,24.49,10.8,5.656,102.2
1/6/21 12:00,30550,0,26.09,24.02,25.85,24.71,8.45,4.911,119.2
1/6/21 13:00,30551,0,27.62,25.79,27.13,26.83,8.45,4.717,96.8
1/6/21 14:00,30552,0,29.14,26.95,29.14,28.17,7.779,4.614,70.53
1/6/21 15:00,30553,0,31.15,28.66,30.84,30.06,8.11,4.672,71.97
1/6/21 16:00,30554,0.01,30.9,29.07,29.25,30.14,7.108,4.191,69.87
1/6/21 17:00,30555,0,29.43,26.76,27.31,28.07,7.108,3.841,64.25
1/6/21 18:00,30556,0,27.86,26.65,26.89,27.18,6.102,2.348,70.73
1/6/21 19:00,30557,0,27.08,24.58,24.76,26.07,8.45,4.985,106.4
1/6/21 20:00,30558,0,24.95,22.76,22.94,23.76,8.79,4.702,94.4
1/6/21 21:00,30559,0,23.06,21.35,22.28,22.06,7.779,4.322,66.65
1/6/21 22:00,30560,0,23.25,22.21,22.94,22.67,6.102,3.203,90.7
1/6/21 23:00,30561,0,23.37,22.64,23,23,4.089,1.604,89.9
1/7/21 0:00,30562,0,23,20.99,21.11,22.13,5.431,3.07,104.1
1/7/21 1:00,30563,0,21.41,20.38,20.81,20.81,5.766,3.128,68.25
1/7/21 2:00,30564,0,20.88,19.72,19.78,20.16,6.102,3.188,99.9
1/7/21 3:00,30565,0,20.2,19.05,19.97,19.58,5.766,2.644,111.3
1/7/21 4:00,30566,0,20.09,18.99,19.53,19.43,9.12,4.041,135.5
1/7/21 5:00,30567,0,20.02,19.1,20.02,19.49,7.443,4.109,118.8
1/7/21 6:00,30568,0,20.2,19.35,19.53,19.85,9.12,4.512,94.3
1/7/21 7:00,30569,0,19.65,18.55,18.92,18.98,7.443,3.613,109.6
1/7/21 8:00,30570,0,19.65,18.55,19.41,18.95,7.443,3.576,102.8
1/7/21 9:00,30571,0,20.63,19.29,20.33,19.9,5.766,2.178,80.3
1/7/21 10:00,30572,0,21.54,20.08,21.3,20.68,5.096,2.194,151.5
1/7/21 11:00,30573,0,22.51,21.23,22.21,21.86,5.431,1.42,107.4
1/7/21 12:00,30574,0,23.18,22.09,22.33,22.63,6.437,2.181,198.8
1/7/21 13:00,30575,0,22.82,21.66,22.02,22.22,6.437,2.448,139.4
1/7/21 14:00,30576,0,22.63,21.47,21.96,21.97,7.108,3.064,111.3
1/7/21 15:00,30577,0,22.57,21.29,21.9,21.84,7.779,1.865,156.6
1/7/21 16:00,30578,0,22.27,21.23,21.54,21.65,7.108,1.901,141.6
1/7/21 17:00,30579,0,22.09,21.35,21.35,21.68,6.437,1.95,84.8
1/7/21 18:00,30580,0,21.78,20.62,21.05,21.22,7.108,2.888,57.3
1/7/21 19:00,30581,0,21.48,20.56,20.68,20.97,6.102,1.08,38.58
1/7/21 20:00,30582,0,20.99,20.01,20.14,20.47,5.431,1.027,63.42
1/7/21 21:00,30583,0,20.38,19.29,19.29,19.74,5.431,2.108,345.5
1/7/21 22:00,30584,0,19.65,18.8,19.29,19.25,6.102,1.082,65.72
1/7/21 23:00,30585,0,19.41,18.37,18.8,18.92,6.773,1.483,147.4
1/8/21 0:00,30586,0,18.92,17.82,18.13,18.35,5.766,1.717,115.9
1/8/21 1:00,30587,0,18.31,17.34,17.4,17.85,5.766,1.809,174.6
1/8/21 2:00,30588,0,17.89,17.28,17.53,17.56,4.089,0.626,36.69
1/8/21 3:00,30589,0,17.71,16.85,16.98,17.3,4.76,1.089,25.32
1/8/21 4:00,30590,0,17.4,16.79,17.1,17.11,5.431,1.648,15.6
1/8/21 5:00,30591,0,17.22,16.18,16.31,16.77,5.431,1.31,4.658
1/8/21 6:00,30592,0,16.43,15.33,15.51,15.89,6.773,3.022,340.3
1/8/21 7:00,30593,0,16,15.33,16,15.56,4.425,0.395,63.65
1/8/21 8:00,30594,0,16,15.02,15.08,15.38,6.437,1.972,39.84
1/8/21 9:00,30595,0,15.63,14.96,15.33,15.29,4.76,0.869,345.2
1/8/21 10:00,30596,0,16.31,14.96,15.76,15.49,4.425,1.016,5.589
1/8/21 11:00,30597,0,18.26,15.69,17.95,16.68,3.083,0.28,40.03
1/8/21 12:00,30598,0,18.31,17.34,17.64,17.83,3.419,0.343,329.5
1/8/21 13:00,30599,0,19.77,17.52,18.91,18.62,4.76,0.776,291.3
1/8/21 14:00,30600,0,19.77,18.12,19.4,18.92,4.76,1.258,314
1/8/21 15:00,30601,0,20.56,18.67,19.89,19.57,6.102,2.173,313.9
1/8/21 16:00,30602,0,20.56,19.52,20.07,19.98,0,0,314.7
1/8/21 17:00,30603,0,20.38,19.59,19.65,19.91,4.76,0.717,309
1/8/21 18:00,30604,0,20.14,19.35,19.53,19.71,5.096,0.511,335.6
1/8/21 19:00,30605,0,19.72,18.74,18.74,19.27,6.437,1.778,334
1/8/21 20:00,30606,0,18.98,16.79,16.85,17.95,8.45,4.458,315.1
1/8/21 21:00,30607,0,17.21,15.21,15.21,16.11,8.11,4.482,290.5
1/8/21 22:00,30608,0,15.27,14.17,14.47,14.57,6.773,3.532,16.72
1/8/21 23:00,30609,0,14.72,13.38,13.5,14.11,6.773,2.809,336.4
1/9/21 0:00,30610,0,13.8,12.47,12.59,13.01,6.102,3.368,332.7
1/9/21 1:00,30611,0,12.77,11.61,11.86,12,6.437,2.05,345.6
1/9/21 2:00,30612,0,12.72,11.8,12.41,12.2,3.754,0.533,308.7
1/9/21 3:00,30613,0,13.27,12.35,12.78,12.7,3.083,0.077,322.7
1/9/21 4:00,30614,0,13.45,12.84,13.08,13.1,4.76,1.404,285.7
1/9/21 5:00,30615,0,13.32,12.28,12.47,12.85,5.431,1.188,255.3
1/9/21 6:00,30616,0,12.71,11.98,12.16,12.32,4.089,0.998,318.4
1/9/21 7:00,30617,0,12.41,11.56,11.86,11.88,4.089,1.39,304.1
1/9/21 8:00,30618,0,12.11,11.32,11.56,11.7,3.754,0.278,280.8
1/9/21 9:00,30619,0,11.99,11.38,11.56,11.64,5.766,1.677,289.3
1/9/21 10:00,30620,0,12.53,11.13,12.35,11.69,4.425,0.551,257.6
1/9/21 11:00,30621,0,13.31,12.16,12.71,12.69,4.76,0.248,311.5
1/9/21 12:00,30622,0,13.31,12.34,12.64,12.61,6.102,2.928,290
1/9/21 13:00,30623,0,14.66,12.27,13.92,13,5.096,1.798,317.7
1/9/21 14:00,30624,0,17.4,8.18,14.96,14.45,3.754,0.43,293.9
1/9/21 15:00,30625,0,21.55,7.566,16.97,15.85,4.089,0.629,299.2
1/9/21 16:00,30626,0,16.91,10.19,14.96,14.99,7.108,2.573,303
1/9/21 17:00,30627,0,15.39,14.35,14.6,14.71,7.108,4.03,281.7
1/9/21 18:00,30628,0,14.78,13.68,14.48,14.1,7.779,4.074,309.5
1/9/21 19:00,30629,0,14.9,14.11,14.6,14.47,7.443,3.897,285.9
1/9/21 20:00,30630,0,15.51,14.54,15.21,14.98,8.11,4.26,265.6
1/9/21 21:00,30631,0,16.12,15.08,15.94,15.55,5.766,3.501,282.7
1/9/21 22:00,30632,0,16.37,15.63,16.31,15.92,5.766,2.981,272.6
1/9/21 23:00,30633,0,16.92,16,16.37,16.4,5.766,2.23,243.6
1/10/21 0:00,30634,0,16.92,16.06,16.61,16.39,4.76,2.358,237.7
1/10/21 1:00,30635,0,17.65,16.55,17.34,17.13,5.431,2.029,228.4
1/10/21 2:00,30636,0,18.2,17.34,17.95,17.75,6.102,2.563,239.4
1/10/21 3:00,30637,0,19.11,17.83,18.93,18.43,3.419,0.577,239.5
1/10/21 4:00,30638,0,20.33,18.75,20.02,19.33,3.083,0.592,300.3
1/10/21 5:00,30639,0,21.91,20.02,21.42,21.08,6.437,2.556,291.4
1/10/21 6:00,30640,0,22.64,21.42,22.39,21.99,10.8,4.257,316.6
1/10/21 7:00,30641,0,22.7,22.02,22.33,22.37,11.13,6.692,300.9
1/10/21 8:00,30642,0,22.76,22.15,22.21,22.38,9.12,3.92,308.8
1/10/21 9:00,30643,0,22.7,21.84,22.21,22.27,9.12,5.166,300.1
1/10/21 10:00,30644,0,22.7,22.09,22.33,22.38,9.46,5.249,325.4
1/10/21 11:00,30645,0,23.49,22.27,22.82,22.74,10.13,5.41,303.1
1/10/21 12:00,30646,0,24.09,22.64,22.93,23.21,10.13,4.572,312.1
1/10/21 13:00,30647,0,24.09,22.62,23.17,23.31,11.47,5.481,312.1
1/10/21 14:00,30648,0,24.7,23.05,24.46,23.73,11.8,5.808,250.8
1/10/21 15:00,30649,0,26.46,23.97,25.97,25.15,10.13,4.97,235.3
1/10/21 16:00,30650,0,26.76,25.67,26.52,26.21,8.45,4.411,238.4
1/10/21 17:00,30651,0,27.07,25.25,25.25,26.29,8.45,1.586,148.1
1/10/21 18:00,30652,0,25.43,23.61,23.73,24.35,4.425,1.446,162.9
1/10/21 19:00,30653,0,23.92,21.42,21.73,22.59,0,0,169.4
1/10/21 20:00,30654,0,24.85,20.45,24.23,23.27,6.773,2.65,217.5
1/10/21 21:00,30655,0,24.54,23.38,24.54,23.91,11.13,4.522,223.5
1/10/21 22:00,30656,0,25.32,24.23,24.89,24.83,11.47,6.323,245.3
1/10/21 23:00,30657,0,25.26,24.34,24.77,24.72,9.79,3.86,205.3
1/11/21 0:00,30658,0,25.99,24.53,25.75,25.3,10.13,4.69,200.3
1/11/21 1:00,30659,0,26.72,25.69,26.35,26.19,10.46,4.747,224.7
1/11/21 2:00,30660,0,27.57,26.35,27.32,26.9,13.48,5.461,206.9
1/11/21 3:00,30661,0,27.63,26.89,27.31,27.27,11.47,6.519,220.5
1/11/21 4:00,30662,0,27.68,26.46,26.71,27.08,12.14,5.437,211.8
1/11/21 5:00,30663,0,26.9,26.28,26.65,26.52,10.46,5.116,203.4
1/11/21 6:00,30664,0,26.78,25.86,25.92,26.29,11.13,4.915,201
1/11/21 7:00,30665,0,26.29,25.26,25.5,25.71,10.13,4.27,210.7
1/11/21 8:00,30666,0,25.68,24.89,25.32,25.24,11.8,4.464,204.4
1/11/21 9:00,30667,0,26.36,24.96,26.18,25.51,9.79,4.579,229.2
1/11/21 10:00,30668,0,28.47,25.99,28.41,27.36,13.82,6.277,237.3
1/11/21 11:00,30669,0,29.87,28.05,29.44,29.06,14.15,7.712,226.2
1/11/21 12:00,30670,0,31.39,29.38,31.39,30.51,13.48,7.215,240.4
1/11/21 13:00,30671,0,32.43,31.02,31.81,31.79,11.13,6.559,274.1
1/11/21 14:00,30672,0.02,33.15,31.74,33.15,32.28,13.82,7.22,239.4
1/11/21 15:00,30673,0.02,34.13,32.6,33.58,33.37,13.48,6.911,232.5
1/11/21 16:00,30674,0.01,33.82,32.66,33.76,33.3,11.47,5.44,211.5
1/11/21 17:00,30675,0.01,33.89,31.75,32.18,32.99,8.11,3.435,229.3
1/11/21 18:00,30676,0,32.43,28.53,29.63,30.62,6.437,2.057,240.9
1/11/21 19:00,30677,0,30.18,28.11,28.47,29.06,10.13,5.354,259.6
1/11/21 20:00,30678,0,29.27,26.83,26.95,28.14,11.8,7.54,273.8
1/11/21 21:00,30679,0,27.2,25.74,26.05,26.43,9.79,6.374,296.3
1/11/21 22:00,30680,0,26.42,24.71,24.89,25.47,8.79,4.7,295.4
1/11/21 23:00,30681,0,25.2,23.19,24.04,24.12,4.425,2.133,294.7
1/12/21 0:00,30682,0,24.1,22.46,23.25,23.2,7.779,4.49,295.6
1/12/21 1:00,30683,0,23.56,21.73,22.04,22.52,8.11,3.683,271.9
1/12/21 2:00,30684,0,22.22,21.06,21.3,21.7,3.419,1.708,286.3
1/12/21 3:00,30685,0,21.36,20.02,20.21,20.68,4.76,2.533,275.4
1/12/21 4:00,30686,0,20.52,19.48,20.03,19.97,8.11,4.395,285.7
1/12/21 5:00,30687,0,20.58,19.6,19.9,20.07,6.773,2.764,253.7
1/12/21 6:00,30688,0,20.2,18.31,19.17,19.32,5.766,2.444,247
1/12/21 7:00,30689,0,19.48,17.47,18.08,18.62,5.096,1.848,245.4
1/12/21 8:00,30690,0,19.11,17.83,18.87,18.66,5.766,2.123,176.5
1/12/21 9:00,30691,0,19.6,18.44,19.41,18.92,5.096,1.175,233.3
1/12/21 10:00,30692,0,20.51,19.23,20.14,19.73,7.443,2.896,233.3
1/12/21 11:00,30693,0,26.54,19.4,26.18,22.19,6.102,2.314,167.9
1/12/21 12:00,30694,0,29.02,24.33,28.96,27.14,7.443,2.616,197.9
1/12/21 13:00,30695,0,32.55,28.96,32.18,30.66,9.12,4.467,206.4
1/12/21 14:00,30696,0,34.31,32.18,32.66,33.2,8.45,4.792,169.1
1/12/21 15:00,30697,0.01,34.49,32.66,34.49,33.88,8.11,4.393,152.5
1/12/21 16:00,30698,0,36.26,34.12,36.26,35.29,8.45,3.574,183.3
1/12/21 17:00,30699,0,36.26,34.86,35.22,35.5,8.11,3.61,193.3
1/12/21 18:00,30700,0,36.14,32.61,32.73,34.94,8.11,3.058,165.6
1/12/21 19:00,30701,0,33.1,31.34,31.77,32.33,4.425,0.494,213.7
1/12/21 20:00,30702,0,34.51,31.71,33.72,33.36,7.443,3.525,220.3
1/12/21 21:00,30703,0,34.09,32.8,33.11,33.38,8.79,4.141,230.5
1/12/21 22:00,30704,0,33.11,31.28,31.4,32.49,7.443,3.49,236.2
1/12/21 23:00,30705,0,33.11,30.91,32.01,32.04,8.11,3.043,259
1/13/21 0:00,30706,0,32.56,27.31,27.62,30.25,6.773,1.221,234.9
1/13/21 1:00,30707,0,29.22,25.73,29.09,27.36,6.437,0.3,208.6
1/13/21 2:00,30708,0,29.89,28.54,29.15,29.27,5.431,1.319,214.3
1/13/21 3:00,30709,0,29.34,28.18,28.73,28.82,6.102,1.464,225.4
1/13/21 4:00,30710,0,29.27,27.68,27.93,28.59,6.773,1.325,240.6
1/13/21 5:00,30711,0,29.22,27.57,29.03,28.16,5.431,0.297,220.1
1/13/21 6:00,30712,0,29.57,28.42,29.51,28.95,6.102,0.638,216.3
1/13/21 7:00,30713,0,29.63,27.44,27.68,29.05,0,0,72.18
1/13/21 8:00,30714,0,27.68,24.7,25.44,26.04,0,0,83.9
1/13/21 9:00,30715,0,30.01,24.04,29.95,26.66,8.45,0.632,192.2
1/13/21 10:00,30716,0,32.2,29.64,31.1,30.91,8.11,1.05,171.9
1/13/21 11:00,30717,0,34.63,30.67,33.71,32.81,4.089,0.309,108
1/13/21 12:00,30718,0,36.69,33.71,36.69,34.61,5.766,2.191,109.6
1/13/21 13:00,30719,0,36.74,35.15,35.7,35.8,5.766,1.652,107.6
1/13/21 14:00,30720,0,39.23,35.64,38.55,37.32,6.102,0.787,238.1
1/13/21 15:00,30721,0,38.67,37.57,38.06,38.09,6.437,2.411,119
1/13/21 16:00,30722,0,38.73,37.39,38.06,38.16,9.12,4.845,122.5
1/13/21 17:00,30723,0,38.55,36.24,36.67,37.57,7.443,2.574,168.4
1/13/21 18:00,30724,0,36.8,34.55,34.73,35.55,3.083,0.142,142.5
1/13/21 19:00,30725,0,34.98,33.16,33.4,34.3,3.419,0.04,95.6
1/13/21 20:00,30726,0,33.77,33.04,33.41,33.36,4.425,0.672,131
1/13/21 21:00,30727,0,33.9,32.68,33.04,33.2,5.096,0.869,118.2
1/13/21 22:00,30728,0,34.57,32.25,33.65,33.48,7.779,3.014,121.6
1/13/21 23:00,30729,0,33.89,32.24,33.1,32.98,6.773,2.303,138
1/14/21 0:00,30730,0,33.23,31.65,31.65,32.34,6.102,2.16,133.2
1/14/21 1:00,30731,0,32.13,30.79,31.04,31.44,6.102,2.87,132.1
1/14/21 2:00,30732,0,31.46,30.79,31.22,31.1,7.779,3.864,147.2
1/14/21 3:00,30733,0,31.34,30.61,30.91,30.93,8.11,3.935,158
1/14/21 4:00,30734,0,31.16,29.88,30.12,30.46,8.11,3.878,142.3
1/14/21 5:00,30735,0,30.49,29.82,30.18,30.18,6.773,3.843,142.5
1/14/21 6:00,30736,0,30.79,30.18,30.36,30.46,6.102,3.456,126.6
1/14/21 7:00,30737,0,30.72,30.17,30.54,30.45,7.779,3.273,132.5
1/14/21 8:00,30738,0,30.85,30.17,30.66,30.54,8.11,3.427,151.5
1/14/21 9:00,30739,0,30.85,30.17,30.17,30.53,6.773,1.653,136.2
1/14/21 10:00,30740,0,30.84,30.11,30.66,30.45,0,0,168.7
1/14/21 11:00,30741,0,31.02,30.35,30.47,30.66,4.76,1.147,143
1/14/21 12:00,30742,0,31.75,30.29,31.57,30.87,1.742,0.005,127.3
1/14/21 13:00,30743,0.01,31.94,30.78,31.02,31.27,4.425,0.545,237.1
1/14/21 14:00,30744,0.03,33.22,30.9,32.3,31.71,4.089,0.392,250
