plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.020846866,7.6781335,2
Col-0:row4,Col-0,4,0.01984155,7.7084866,3
Col-0:row5,Col-0,5,0.02022879,7.6777096,2
Col-0:row6,Col-0,6,0.020837914,7.6347055,1
Col-0:row7,Col-0,7,0.020693263,7.6741633,2
Col-0:row8,Col-0,8,0.021442857,7.6459284,1
Col-0:row9,Col-0,9,0.020051181,7.7131658,3
Col-0:row10,Col-0,10,0.020753093,7.67643,2
Col-0:row11,Col-0,11,0.020136949,7.6747766,2
Col-0:row12,Col-0,12,0.02066094,7.672495,2
Col-0:row13,Col-0,13,0.019933885,7.670002,2
Col-0:row14,Col-0,14,0.02067062,7.6444736,1
Col-0:row15,Col-0,15,0.02232816,7.7109923,2
Col-0:row16,Col-0,16,0.021359472,7.6450534,1
Col-0:row17,Col-0,17,0.022172581,7.7077675,2
Col-0:row18,Col-0,18,0.021330798,7.6447535,1
Col-0:row19,Col-0,19,0.020712951,7.6453776,1
Col-0:row20,Col-0,20,0.02128615,7.6442847,1
Col-0:row21,Col-0,21,0.02268454,7.670837,1
Col-0:row22,Col-0,22,0.020697737,7.6879787,2
Col-0:row23,Col-0,23,0.02268222,7.670757,1
Col-0:row24,Col-0,24,0.02040019,7.669096,2
Col-0:row25,Col-0,25,0.021223096,7.7444572,3
Col-0:row26,Col-0,26,0.021068938,7.639449,1
Col-0:row27,Col-0,27,0.02039409,7.6823254,2
Col-0:row28,Col-0,28,0.021229483,7.643692,1
Col-0:row29,Col-0,29,0.022660233,7.6699963,1
Col-0:row30,Col-0,30,0.020937495,7.6367517,1
Col-0:row31,Col-0,31,0.0210771,7.639617,1
Col-0:row32,Col-0,32,0.021194905,7.6433306,1
Col-0:row33,Col-0,33,0.020931592,7.636631,1
Col-0:row34,Col-0,34,0.02093874,7.6367774,1
Col-0:row35,Col-0,35,0.02074679,7.632831,1
hy5:row3,hy5,3,0.056394227,8.517228,4
hy5:row4,hy5,4,0.055566553,8.483176,2
hy5:row5,hy5,5,0.054136068,8.46878,1
hy5:row6,hy5,6,0.056962885,8.473599,1
hy5:row7,hy5,7,0.058160093,8.491832,3
hy5:row8,hy5,8,0.055727027,8.492752,2
hy5:row9,hy5,9,0.056322996,8.504256,2
hy5:row10,hy5,10,0.055151276,8.469368,1
hy5:row11,hy5,11,0.055835705,8.479002,1
hy5:row12,hy5,12,0.055163525,8.512212,3
hy5:row13,hy5,13,0.054998945,8.501122,2
hy5:row14,hy5,14,0.05516828,8.484633,2
hy5:row15,hy5,15,0.05711345,8.489167,2
hy5:row16,hy5,16,0.05560928,8.522714,4
hy5:row17,hy5,17,0.056828372,8.490727,2
hy5:row18,hy5,18,0.05602452,8.515566,3
hy5:row19,hy5,19,0.05746792,8.500364,3
hy5:row20,hy5,20,0.054385073,8.501961,2
hy5:row21,hy5,21,0.054345287,8.489471,2
hy5:row22,hy5,22,0.055751037,8.459448,1
hy5:row23,hy5,23,0.05526024,8.461411,1
hy5:row24,hy5,24,0.05545618,8.460641,1
hy5:row25,hy5,25,0.055208877,8.511083,3
hy5:row26,hy5,26,0.057226837,8.4939,2
hy5:row27,hy5,27,0.056562807,8.505541,3
hy5:row28,hy5,28,0.05567603,8.478998,1
hy5:row29,hy5,29,0.05632411,8.495514,2
hy5:row30,hy5,30,0.05598205,8.469524,1
hy5:row31,hy5,31,0.056886937,8.47349,1
hy5:row32,hy5,32,0.05430292,8.468906,1
hy5:row33,hy5,33,0.05676211,8.473287,1
hy5:row34,hy5,34,0.056598876,8.472984,1
hy5:row35,hy5,35,0.056666832,8.473116,1
MLB:row3,MLB,3,0.018247494,7.4883204,1
MLB:row4,MLB,4,0.017747385,7.4897904,1
MLB:row5,MLB,5,0.018430403,7.5673914,3
MLB:row6,MLB,6,0.018004658,7.481994,1
MLB:row7,MLB,7,0.017972682,7.567652,3
MLB:row8,MLB,8,0.018176192,7.487884,1
MLB:row9,MLB,9,0.01744819,7.51904,2
MLB:row10,MLB,10,0.017721325,7.489281,1
MLB:row11,MLB,11,0.01737456,7.5185943,2
MLB:row12,MLB,12,0.017951233,7.605941,4
MLB:row13,MLB,13,0.017145526,7.5102897,2
MLB:row14,MLB,14,0.017620761,7.596654,4
MLB:row15,MLB,15,0.019288933,7.507518,1
MLB:row16,MLB,16,0.016967406,7.541239,3
MLB:row17,MLB,17,0.017584676,7.5102963,2
MLB:row18,MLB,18,0.018455058,7.541651,2
MLB:row19,MLB,19,0.0176033,7.509485,2
MLB:row20,MLB,20,0.018354181,7.539383,2
MLB:row21,MLB,21,0.017695343,7.4887733,1
MLB:row22,MLB,22,0.019282896,7.5073075,1
MLB:row23,MLB,23,0.019293841,7.507689,1
MLB:row24,MLB,24,0.018063752,7.4960423,1
MLB:row25,MLB,25,0.017722806,7.48931,1
MLB:row26,MLB,26,0.018276108,7.5637746,3
MLB:row27,MLB,27,0.018213924,7.488114,1
MLB:row28,MLB,28,0.017848121,7.4790807,1
MLB:row29,MLB,29,0.017664403,7.4881716,1
MLB:row30,MLB,30,0.017666982,7.511117,2
MLB:row31,MLB,31,0.017233748,7.512249,2
MLB:row32,MLB,32,0.017697662,7.4888196,1
MLB:row33,MLB,33,0.017087907,7.5089927,2
MLB:row34,MLB,34,0.016919719,7.540492,3
MLB:row35,MLB,35,0.01784881,7.4790926,1
