split,curve,genotype,rmse,n_observed
train,0,33,0.029255075094314752,67
train,1,33,0.01690550263910918,59
train,2,106,0.03533549175224426,67
train,3,106,0.02032577124470417,59
train,4,122,0.0196659932612788,67
train,5,122,0.02329219707917703,59
train,6,133,0.01794188292565487,67
train,7,133,0.02797531220677563,59
train,8,5,0.02765055210187301,67
train,9,5,0.016022317975188702,59
train,10,30,0.026316172785517362,67
train,11,30,0.017535761264050695,59
train,12,218,0.014823977986594121,67
train,13,218,0.014686428885549217,59
train,14,2,0.03461946428769866,67
train,15,2,0.027029984581383597,59
train,16,17,0.019139316070178852,67
train,17,17,0.024009890522998355,59
train,18,254,0.017237981340880247,67
train,19,254,0.014457569113796115,59
train,20,282,0.02474646047691534,67
train,21,282,0.017954820995574435,59
train,22,294,0.02104909500101033,67
train,23,294,0.027737792316580655,59
train,24,301,0.021512716976468175,67
train,25,301,0.017737602783031065,59
train,26,302,0.017039910757300034,67
train,27,302,0.034233094309788915,59
train,28,335,0.027090928269888032,67
train,29,335,0.01697369053158916,59
train,30,339,0.014655504133870546,67
train,31,339,0.01896180645884458,59
train,32,341,0.02034503147112842,67
train,33,341,0.022704964544058008,59
train,34,6,0.03650517572051475,67
train,35,6,0.01918760090113311,59
train,36,362,0.022848423333458146,67
train,37,362,0.025716014156050883,59
val,0,33,0.029274664934570607,42
val,1,106,0.04761864587630371,42
val,2,122,0.0347905620135567,42
val,3,133,0.020443471802607364,42
val,4,5,0.02070487309443621,42
val,5,30,0.02180934820861443,42
val,6,218,0.026428300855737986,42
val,7,2,0.06456387268687441,42
val,8,17,0.05667459201624432,42
val,9,254,0.02103593784285144,42
val,10,282,0.060097268930535845,42
val,11,294,0.043566254864804206,42
val,12,301,0.03734844927171541,42
val,13,302,0.038413247386630565,42
val,14,335,0.03887049737685642,42
val,15,339,0.024823228333833016,42
val,16,341,0.02475849235602525,42
val,17,6,0.07491161370929394,42
val,18,362,0.04280177049793787,42
test,0,33,0.022243146655802633,72
test,1,106,0.03083898910470828,72
test,2,122,0.025610086711671233,72
test,3,133,0.024994048911534804,72
test,4,5,0.027013081981786993,72
test,5,30,0.02949955020719802,72
test,6,218,0.023629568648735912,72
test,7,2,0.04746583057153157,72
test,8,17,0.05777338924279891,72
test,9,254,0.021176664156886446,72
test,10,282,0.030855592026006212,72
test,11,294,0.039720172326731674,72
test,12,301,0.03730994710545336,72
test,13,302,0.03139298511717491,72
test,14,335,0.02158961844386035,72
test,15,339,0.026001478999802364,72
test,16,341,0.029741120589602016,72
test,17,6,0.03634490913807002,72
test,18,362,0.024582207775203004,72
