epoch,data_loss,objective,val_rmse,selection_rmse,best_epoch,grad_norm,L_m,L_y
10,0.06985411792993546,0.07059025019407272,5.167903751134872,5.167903751134872,-1,0.8907800316810608,5.514046279131435e-05,0.0006809894694015384
20,0.05069206282496452,0.051589950919151306,4.071135073900223,4.619519412517548,-1,0.4313022196292877,0.00014176106196828187,0.0007561264792457223
30,0.043764639645814896,0.044113192707300186,3.7148158997297287,4.317951574921608,-1,0.08490145951509476,0.00016254409274552017,0.00018600578187033534
40,0.04170515015721321,0.04201300069689751,3.3509843051433563,4.076209757477045,-1,0.07892446219921112,0.0002593189128674567,4.8533445806242526e-05
50,0.04137381911277771,0.04170916602015495,3.6645937711000443,3.993886560201645,-1,0.13076338171958923,0.00026155615341849625,7.37900918466039e-05
60,0.04097910225391388,0.04123200848698616,3.4461114555597305,3.9025907094279924,-1,0.06086883321404457,0.0002210820239270106,3.1825726182432845e-05
70,0.040882084518671036,0.04111618548631668,3.407353162765503,3.831842488476208,-1,0.04532675817608833,0.0001824740757001564,5.16263535246253e-05
80,0.040756937116384506,0.04097703844308853,3.4398145973682404,3.7828390020877123,-1,0.007937905378639698,0.00018798095698002726,3.211770308553241e-05
90,0.04064921289682388,0.040867745876312256,3.4555379301309586,3.7464722163147397,-1,0.008854115381836891,0.0001816491421777755,3.688273864099756e-05
100,0.0405275784432888,0.0407305508852005,3.4297671169042587,3.7148017063736916,-1,0.003485187655314803,0.00016424640489276499,3.872412708005868e-05
110,0.040309205651283264,0.040517088025808334,3.4261543303728104,3.5406267642974854,-1,0.002637982601299882,0.00016066659009084105,4.7215871745720506e-05
120,0.03989186882972717,0.04011957719922066,3.3978357911109924,3.473296836018562,-1,0.004202881827950478,0.00016886206867638975,5.884370330022648e-05
130,0.03910605236887932,0.0393819659948349,3.3218715339899063,3.43400239944458,-1,0.004961253143846989,0.00020576354290824383,7.015175651758909e-05
140,0.03820403292775154,0.03856067731976509,3.329450637102127,3.431849032640457,-1,0.015805363655090332,0.00028044896316714585,7.619825191795826e-05
150,0.037812523543834686,0.038126491010189056,3.519248589873314,3.4173145145177846,-1,0.0887564942240715,0.00024239531194325536,7.157347863540053e-05
160,0.037328049540519714,0.03760926425457001,3.3039387315511703,3.403097242116928,-1,0.08735425770282745,0.000212265775189735,6.894940452184528e-05
170,0.03666478767991066,0.03698965907096863,3.1969524919986725,3.382057175040245,-1,0.08967955410480499,0.00025341540458612144,7.145577546907589e-05
180,0.03612896800041199,0.03641418740153313,3.1742576509714127,3.355501480400562,-1,0.08620120584964752,0.00023142425925470889,5.3797451982973143e-05
190,0.03567254915833473,0.035972777754068375,3.1234562397003174,3.3222933113574977,-1,0.10682039707899094,0.00023886989220045507,6.135922740213573e-05
200,0.0353461317718029,0.03559742122888565,3.201942518353462,3.2995108515024185,-1,0.09721599519252777,0.0001940168149303645,5.727157258661464e-05
210,0.03480347618460655,0.03504839539527893,3.2191526144742966,3.278810679912567,-1,0.017635487020015717,0.00019160840020049363,5.331104330252856e-05
220,0.03442801907658577,0.03465457633137703,3.2013755291700363,3.2591646537184715,-1,0.07566481828689575,0.00017709909297991544,4.94583036925178e-05
230,0.0339665561914444,0.034198369830846786,3.197348862886429,3.2467123866081233,-1,0.019095778465270996,0.00017492460028734058,5.688770397682674e-05
240,0.034033264964818954,0.034262411296367645,3.286329284310341,3.242400251328945,-1,0.18043814599514008,0.00017442571697756648,5.472119300975464e-05
250,0.03420235216617584,0.03445623070001602,3.3046741038560867,3.2209428027272224,-1,0.22883057594299316,0.00018388874013908207,6.999138713581488e-05
260,0.03370663896203041,0.03392842411994934,3.187846764922142,3.20933360606432,-1,0.06227130815386772,0.00016809921362437308,5.368496567825787e-05
270,0.03368152678012848,0.033899810165166855,3.233347460627556,3.212973102927208,-1,0.07051587849855423,0.00016541528748348355,5.2868017519358546e-05
280,0.033603426069021225,0.033831220120191574,3.2451320439577103,3.2200605422258373,-1,0.02116282843053341,0.00017059437232092023,5.719858381780796e-05
290,0.03357382118701935,0.03380346670746803,3.2291818410158157,3.230633102357387,-1,0.030091173946857452,0.00017168265185318887,5.79620391363278e-05
300,0.03353814780712128,0.03376960754394531,3.2324112951755524,3.2336799800395966,300,0.005620064679533243,0.0001722141751088202,5.92453325225506e-05
310,0.03354969620704651,0.033778928220272064,3.191763162612915,3.230941034853459,310,0.0778694897890091,0.00017163871962111443,5.7593657402321696e-05
320,0.03352288156747818,0.03375507891178131,3.280378505587578,3.2388413324952126,310,0.0621299110352993,0.0001708560885163024,6.133904389571398e-05
330,0.03351718559861183,0.0337541326880455,3.2446008175611496,3.2435665279626846,310,0.08059485256671906,0.00017579898121766746,6.114679854363203e-05
340,0.03345043212175369,0.03368430957198143,3.2464291900396347,3.239576518535614,310,0.041753996163606644,0.00017344368097838014,6.043428220436908e-05
350,0.033420659601688385,0.03365103155374527,3.232303634285927,3.2323394715785976,310,0.04663490876555443,0.00017096316150855273,5.940538176218979e-05
360,0.03338941931724548,0.03362158313393593,3.2153919339179993,3.235093988478184,310,0.050190191715955734,0.00017291259428020567,5.925109508098103e-05
370,0.033353570848703384,0.03359377011656761,3.254014253616333,3.2371606677770615,310,0.047589413821697235,0.00017687502258922905,6.332084740279242e-05
380,0.03333217650651932,0.033566784113645554,3.213336691260338,3.233981132507324,310,0.04655767232179642,0.0001748067734297365,5.980094283586368e-05
390,0.03339262306690216,0.03362322226166725,3.194267302751541,3.2304896786808963,390,0.11721774190664291,0.000173107284354046,5.749221600126475e-05
400,0.03328448534011841,0.03352231904864311,3.240668773651123,3.2313154265284543,390,0.009247295558452606,0.0001769266527844593,6.0909060266567394e-05
410,0.03336915373802185,0.0336189791560173,3.326047584414482,3.2447438687086105,390,0.12462303787469864,0.00018347760487813503,6.634617602685466e-05
420,0.03355202078819275,0.033774808049201965,3.146136552095413,3.2313196733593936,390,0.20016978681087494,0.00016612530453130603,5.666095603373833e-05
430,0.03335024416446686,0.03356989100575447,3.213893249630928,3.2282489165663715,430,0.08181074261665344,0.00016342832532245666,5.6217493693111464e-05
440,0.03331584110856056,0.03353779762983322,3.2457809895277023,3.2281840965151782,440,0.054996099323034286,0.0001648957550060004,5.706211959477514e-05
450,0.03328012675046921,0.033512912690639496,3.2777197659015656,3.2327257096767426,440,0.06161909177899361,0.00017229410877916962,6.049165313015692e-05
460,0.0332488939166069,0.03348594903945923,3.264068067073822,3.237593322992325,440,0.01908116228878498,0.0001764154148986563,6.06403082201723e-05
470,0.03324897587299347,0.03348836675286293,3.2601702958345413,3.2382089272141457,440,0.03641550615429878,0.00017720667528919876,6.218242197064683e-05
480,0.03324971720576286,0.03348088264465332,3.235745429992676,3.240449801087379,440,0.040114033967256546,0.00017282238695770502,5.83413420827128e-05
490,0.03334401920437813,0.03357456251978874,3.212090954184532,3.242232166230678,440,0.1287444531917572,0.00017055432545021176,5.998696724418551e-05
500,0.0332409031689167,0.03347126767039299,3.2423406839370728,3.2423993572592735,440,0.03366087004542351,0.000171474544913508,5.8888505009235814e-05
510,0.03347045183181763,0.03370559215545654,3.1886208802461624,3.228656686842442,440,0.2006610780954361,0.00017314293654635549,6.199783820193261e-05
520,0.0333719402551651,0.03361848369240761,3.328930214047432,3.2469360530376434,440,0.1543642282485962,0.00018014191300608218,6.640198262175545e-05
530,0.03330708295106888,0.033537182956933975,3.2158561050891876,3.2471323385834694,440,0.11478547751903534,0.00017019227379933,5.990748104522936e-05
540,0.03328337147831917,0.03352925181388855,3.310425952076912,3.2535968348383904,440,0.1076616570353508,0.00018014948000200093,6.573022255906835e-05
550,0.03323214128613472,0.03346213698387146,3.2257426530122757,3.2483991235494614,440,0.056439001113176346,0.00017046705761458725,5.95284000155516e-05
560,0.033213306218385696,0.03344498574733734,3.2515276223421097,3.2471450790762897,440,0.03263302147388458,0.00017081219993997365,6.0868991567986086e-05
570,0.033310580998659134,0.03355150297284126,3.309258073568344,3.2520538568496704,440,0.1333717256784439,0.000177598514710553,6.33207819191739e-05
580,0.033304132521152496,0.03353676572442055,3.205198794603348,3.248999193310738,440,0.13468392193317413,0.00017190045036841184,6.073488111724146e-05
590,0.033238042145967484,0.03348346799612045,3.3093109726905823,3.2587211951613426,440,0.0948341116309166,0.0001795549032976851,6.587179086636752e-05
600,0.03319366276264191,0.03342705965042114,3.233162686228752,3.2578033953905106,440,0.034736163914203644,0.0001724195753922686,6.0977145039942116e-05
610,0.03318364918231964,0.03341903164982796,3.2578054815530777,3.264721855521202,440,0.022691795602440834,0.00017412887245882303,6.125355866970494e-05
620,0.033212997019290924,0.03345254436135292,3.282710537314415,3.2600998878479004,440,0.08106691390275955,0.00017721364565659314,6.233369640540332e-05
630,0.033230725675821304,0.033466022461652756,3.2161585986614227,3.2601301372051235,440,0.10066787153482437,0.00017416973423678428,6.112957635195926e-05
640,0.033186882734298706,0.033430326730012894,3.2933413982391357,3.2584216818213463,440,0.06660912930965424,0.00017978536197915673,6.365958688547835e-05
650,0.033164266496896744,0.03340044617652893,3.2374031841754913,3.2595877349376674,440,0.02081136219203472,0.00017471596947871149,6.146275700302795e-05
660,0.033164042979478836,0.033400457352399826,3.2534174621105194,3.259776718914509,440,0.03251003473997116,0.00017475665663369,6.165779632283375e-05
670,0.0331728421151638,0.03341227397322655,3.274877741932869,3.2563386857509613,440,0.060372013598680496,0.000177953508682549,6.147681415313855e-05
680,0.03317534551024437,0.0334111787378788,3.232002630829811,3.259019069373607,440,0.06627638638019562,0.00017461391689721495,6.121836486272514e-05
690,0.03315431997179985,0.033394619822502136,3.278500586748123,3.2559380307793617,440,0.04797153174877167,0.0001781934406608343,6.210861465660855e-05
700,0.0331413559615612,0.03337864205241203,3.254896029829979,3.2581113651394844,440,0.012512445449829102,0.00017583246517460793,6.145348015706986e-05
710,0.03314704820513725,0.03338458389043808,3.2391786575317383,3.2562486827373505,440,0.04401266202330589,0.0001757285208441317,6.180608761496842e-05
720,0.033130791038274765,0.03337083011865616,3.2619748264551163,3.254175111651421,440,0.016545316204428673,0.00017843919340521097,6.16008837823756e-05
730,0.033137865364551544,0.033380668610334396,3.268834576010704,3.2594427093863487,440,0.04904869571328163,0.00017968598695006222,6.311603647191077e-05
740,0.033135540783405304,0.03337627649307251,3.2340873032808304,3.253517299890518,440,0.049262020736932755,0.00017877438222058117,6.19644924881868e-05
750,0.03311687335371971,0.03335978090763092,3.257809206843376,3.2555579021573062,440,0.008873322047293186,0.000180026501766406,6.288466101977974e-05
760,0.03312024474143982,0.03336544707417488,3.2660219818353653,3.256818354129791,440,0.04071824252605438,0.00018225170788355172,6.295069033512846e-05
770,0.03311813995242119,0.0333615280687809,3.237142041325569,3.2530447840690613,440,0.040958959609270096,0.00018046688637696207,6.292154284892604e-05
780,0.03310554102063179,0.033350151032209396,3.2595228403806686,3.255796805024147,440,0.013723531737923622,0.00018163258209824562,6.297712388914078e-05
790,0.033103957772254944,0.03334648907184601,3.2534290105104446,3.253289647400379,440,0.011640594340860844,0.0001800269092200324,6.250373553484678e-05
800,0.03310396894812584,0.033352043479681015,3.244182839989662,3.2522183284163475,440,0.02605871856212616,0.0001849774271249771,6.30947615718469e-05
810,0.033095214515924454,0.033345405012369156,3.254202753305435,3.253720737993717,440,0.014687146991491318,0.0001873086002888158,6.288383156061172e-05
820,0.03309250622987747,0.03334328532218933,3.2474029809236526,3.252263553440571,440,0.018138563260436058,0.00018735224148258567,6.342688720906153e-05
830,0.03308660909533501,0.03333799168467522,3.250901773571968,3.250470273196697,440,0.00516126025468111,0.00018825093866325915,6.313178164418787e-05
840,0.0330883227288723,0.03334047272801399,3.2637841999530792,3.253439962863922,440,0.03026116080582142,0.00018841492419596761,6.373597716446966e-05
850,0.03308214619755745,0.033332984894514084,3.2490145415067673,3.2525604963302612,440,0.013789163902401924,0.0001874414156191051,6.339699757518247e-05
860,0.03307759761810303,0.033329322934150696,3.2452572137117386,3.2504840195178986,440,0.011442026123404503,0.00018819425895344466,6.352979107759893e-05
870,0.03307332843542099,0.0333256870508194,3.2520342618227005,3.2519732415676113,440,0.003041399409994483,0.00018899045244324952,6.33666932117194e-05
880,0.033071354031562805,0.03332461789250374,3.254840150475502,3.2515049725770946,440,0.01916246861219406,0.00018955157429445535,6.371226481860504e-05
890,0.03306666016578674,0.0333201065659523,3.243524581193924,3.250514529645443,440,0.009471629746258259,0.0001897732581710443,6.3674284319859e-05
900,0.033062104135751724,0.03331668674945831,3.245534375309944,3.2506496831774716,440,0.003002517158165574,0.00019066610548179597,6.391487113432959e-05
910,0.03306000307202339,0.03331400454044342,3.2467830926179886,3.2499077171087265,440,0.005649595521390438,0.00019019024330191314,6.381173443514854e-05
920,0.033056143671274185,0.033311210572719574,3.2464612275362015,3.249813541769982,440,0.007378107868134975,0.00019096361938863993,6.410625792341307e-05
930,0.0330527238547802,0.03330797702074051,3.2431144267320633,3.249034807085991,440,0.0017576286336407065,0.000191136437933892,6.411466165445745e-05
940,0.03305003419518471,0.033306319266557693,3.240937739610672,3.24675016105175,440,0.013201924040913582,0.00019171377061866224,6.457026029238477e-05
950,0.033046506345272064,0.03329988941550255,3.247254341840744,3.246574141085148,440,0.00937341246753931,0.0001889677660074085,6.44136089249514e-05
960,0.033042386174201965,0.033296968787908554,3.250734880566597,3.2471219077706337,440,0.008878185413777828,0.00019004840578418225,6.453417154261842e-05
970,0.03303944692015648,0.03329363092780113,3.245963901281357,3.2465148717164993,440,0.003040613839402795,0.0001897602342069149,6.442677113227546e-05
980,0.033035747706890106,0.0332908108830452,3.2449979335069656,3.2455306500196457,440,0.005308071151375771,0.0001904784730868414,6.458570715039968e-05
990,0.03303375095129013,0.0332881398499012,3.2483845949172974,3.246016651391983,440,0.006064946297556162,0.0001897548499982804,6.463433965109289e-05
1000,0.03302958235144615,0.033285003155469894,3.2472629100084305,3.2461895048618317,440,0.0038445312529802322,0.00019061467901337892,6.480408774223179e-05
1010,0.033025987446308136,0.03328251466155052,3.246842697262764,3.246195465326309,440,0.005159821826964617,0.00019156197959091514,6.496498099295422e-05
1020,0.03302428871393204,0.03328026086091995,3.2429639250040054,3.24584573507309,440,0.011759031563997269,0.00019095122115686536,6.502158066723496e-05
1030,0.033021230250597,0.033277131617069244,3.239895775914192,3.245523869991303,440,0.004862560890614986,0.00019079050980508327,6.51118898531422e-05
1040,0.03301781415939331,0.033274389803409576,3.2449372112751007,3.2459238171577454,440,0.006861183792352676,0.00019148734281770885,6.508980004582554e-05
1050,0.03301540017127991,0.03327193111181259,3.244934603571892,3.2456918433308597,440,0.004884267225861549,0.00019126251572743058,6.526816287077963e-05
1060,0.03301266208291054,0.03326939046382904,3.2419584691524506,3.244814202189446,440,0.003928971476852894,0.00019140455697197467,6.532378756674007e-05
1070,0.033010050654411316,0.033267028629779816,3.2411154359579086,3.244329355657101,440,0.005371387116611004,0.00019159710791427642,6.53841852908954e-05
1080,0.03300725296139717,0.033264487981796265,3.2408680766820908,3.2439163699746127,440,0.003540285164490342,0.0001918253256008029,6.540897447848693e-05
1090,0.03300442919135094,0.03326205164194107,3.240405395627022,3.243118450045586,440,0.0018786040600389242,0.00019214382336940616,6.547819066327065e-05
1100,0.033002015203237534,0.03325976803898811,3.2398153096437454,3.242373690009117,440,0.002174287335947156,0.0001922050432767719,6.554750143550336e-05
1110,0.03299994766712189,0.03325758874416351,3.2402686774730682,3.2417162880301476,440,0.0030745575204491615,0.00019208867161069065,6.555240543093532e-05
1120,0.03299715369939804,0.03325532376766205,3.2404065132141113,3.241460546851158,440,0.0015190739650279284,0.00019247157615609467,6.569900142494589e-05
1130,0.03299505263566971,0.033253274857997894,3.2418638467788696,3.2416573539376254,440,0.0028789490461349487,0.00019247762975282967,6.574441795237362e-05
1140,0.03299316391348839,0.033251237124204636,3.2423634082078934,3.2413999736309056,440,0.0027884154114872217,0.00019237086235079914,6.570462574018165e-05
1150,0.03299044817686081,0.03324926644563675,3.241604194045067,3.241066932678223,440,0.0011841747909784317,0.00019292790966574103,6.588982796529308e-05
1160,0.03298881649971008,0.03324735164642334,3.242345154285431,3.2411056011915207,440,0.0030285257380455732,0.00019279110711067915,6.574315193574876e-05
1170,0.032986659556627274,0.033245496451854706,3.239285945892334,3.2409226521849632,440,0.001801040256395936,0.00019301311112940311,6.582053902093321e-05
1180,0.032985515892505646,0.033243775367736816,3.242015466094017,3.241037391126156,440,0.0026176362298429012,0.00019254219660069793,6.57189593766816e-05
1190,0.03298313915729523,0.03324205055832863,3.2410483807325363,3.2411016896367073,440,0.003573337337002158,0.00019311392679810524,6.579634646186605e-05
1200,0.03298192471265793,0.03324035182595253,3.2401110976934433,3.241131268441677,440,0.0024338478688150644,0.00019268230244051665,6.574403232662007e-05
1210,0.03298025205731392,0.033238787204027176,3.239845111966133,3.241088911890984,440,0.0033564437180757523,0.00019289302872493863,6.564199429703876e-05
1220,0.03297895938158035,0.03323724493384361,3.2391726970672607,3.2409655302762985,440,0.0018609726103022695,0.00019266970048192888,6.561812915606424e-05
1230,0.032977618277072906,0.03323569521307945,3.2383646816015244,3.2406156137585644,440,0.0014814244350418448,0.00019263375725131482,6.544214556924999e-05
1240,0.03297608718276024,0.03323030099272728,3.2394494861364365,3.2403242215514183,440,0.0027773024048656225,0.00018890583305619657,6.530658720294014e-05
1250,0.03297458216547966,0.033228799700737,3.2391194254159927,3.240075744688511,440,0.0023301057517528534,0.00018896302208304405,6.52553208055906e-05
