plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.026766732,9.593444,3
Col-0:row4,Col-0,4,0.021991706,10.348569,4
Col-0:row5,Col-0,5,0.021039547,10.332854,4
Col-0:row6,Col-0,6,0.021056578,10.338901,4
Col-0:row7,Col-0,7,0.022438597,10.327386,4
Col-0:row8,Col-0,8,0.0219484,10.31406,4
Col-0:row9,Col-0,9,0.022842491,10.313686,4
Col-0:row10,Col-0,10,0.026383644,9.598629,3
Col-0:row11,Col-0,11,0.022332296,10.315518,4
Col-0:row12,Col-0,12,0.022167,10.340549,4
Col-0:row13,Col-0,13,0.021414185,10.356531,4
Col-0:row14,Col-0,14,0.021806022,10.332589,4
Col-0:row15,Col-0,15,0.022077227,10.356417,4
Col-0:row16,Col-0,16,0.022442078,10.295149,4
Col-0:row17,Col-0,17,0.021917827,10.352751,4
Col-0:row18,Col-0,18,0.022018418,10.329263,4
Col-0:row19,Col-0,19,0.021757647,10.324869,4
Col-0:row20,Col-0,20,0.022315465,10.329865,4
Col-0:row21,Col-0,21,0.021543581,10.334678,4
Col-0:row22,Col-0,22,0.02277326,10.34594,4
Col-0:row23,Col-0,23,0.022437315,10.291313,4
Col-0:row24,Col-0,24,0.020966472,10.339117,4
Col-0:row25,Col-0,25,0.022230133,10.300551,4
Col-0:row26,Col-0,26,0.022650894,10.303121,4
Col-0:row27,Col-0,27,0.02255418,10.3173275,4
Col-0:row28,Col-0,28,0.021437805,10.343202,4
Col-0:row29,Col-0,29,0.02575267,9.616569,3
Col-0:row30,Col-0,30,0.024232045,9.597458,2
Col-0:row31,Col-0,31,0.024950737,9.576702,2
Col-0:row32,Col-0,32,0.024060292,9.604343,2
Col-0:row33,Col-0,33,0.024365155,9.59662,2
Col-0:row34,Col-0,34,0.024005046,9.599785,2
Col-0:row35,Col-0,35,0.02523621,9.336097,1
hy5:row3,hy5,3,0.047087923,10.16274,4
hy5:row4,hy5,4,0.052836396,10.298498,4
hy5:row5,hy5,5,0.04409187,10.2533455,4
hy5:row6,hy5,6,0.04303837,10.28182,4
hy5:row7,hy5,7,0.057226416,10.214198,4
hy5:row8,hy5,8,0.052100565,10.195695,4
hy5:row9,hy5,9,0.044207267,10.246103,4
hy5:row10,hy5,10,0.04979158,10.248202,4
hy5:row11,hy5,11,0.051371805,10.253405,4
hy5:row12,hy5,12,0.04722988,10.254942,4
hy5:row13,hy5,13,0.047264546,10.132027,4
hy5:row14,hy5,14,0.0450441,10.233399,4
hy5:row15,hy5,15,0.04640265,10.256289,4
hy5:row16,hy5,16,0.043886438,10.202843,4
hy5:row17,hy5,17,0.044220664,10.241221,4
hy5:row18,hy5,18,0.045306195,10.207818,4
hy5:row19,hy5,19,0.05042179,10.254234,4
hy5:row20,hy5,20,0.045884542,10.226276,4
hy5:row21,hy5,21,0.04729386,10.302122,4
hy5:row22,hy5,22,0.048589885,10.255912,4
hy5:row23,hy5,23,0.04775996,10.220956,4
hy5:row24,hy5,24,0.052499827,10.308174,4
hy5:row25,hy5,25,0.047594916,10.225733,4
hy5:row26,hy5,26,0.049523685,10.258045,4
hy5:row27,hy5,27,0.051715177,10.263694,4
hy5:row28,hy5,28,0.049860794,10.270936,4
hy5:row29,hy5,29,0.039588664,9.160731,2
hy5:row30,hy5,30,0.045029428,9.060127,2
hy5:row31,hy5,31,0.036759164,9.324794,1
hy5:row32,hy5,32,0.039831158,9.145078,2
hy5:row33,hy5,33,0.036780953,9.31673,1
hy5:row34,hy5,34,0.036809433,9.306215,1
hy5:row35,hy5,35,0.03679758,9.310589,1
MLB:row3,MLB,3,0.021502666,10.268595,4
MLB:row4,MLB,4,0.020991635,10.275003,4
MLB:row5,MLB,5,0.02143081,10.246611,4
MLB:row6,MLB,6,0.021584414,10.236023,4
MLB:row7,MLB,7,0.021600751,10.234634,4
MLB:row8,MLB,8,0.020979911,10.250766,4
MLB:row9,MLB,9,0.02115474,10.249967,4
MLB:row10,MLB,10,0.020697165,10.2696495,4
MLB:row11,MLB,11,0.0206478,10.2624445,4
MLB:row12,MLB,12,0.022374062,10.202689,4
MLB:row13,MLB,13,0.021011667,10.255407,4
MLB:row14,MLB,14,0.020859927,10.258177,4
MLB:row15,MLB,15,0.021025369,10.251442,4
MLB:row16,MLB,16,0.021182008,10.257551,4
MLB:row17,MLB,17,0.020992825,10.259316,4
MLB:row18,MLB,18,0.021230603,10.2547455,4
MLB:row19,MLB,19,0.020814577,10.269455,4
MLB:row20,MLB,20,0.020743277,10.248852,4
MLB:row21,MLB,21,0.020821597,10.267226,4
MLB:row22,MLB,22,0.02125472,10.237034,4
MLB:row23,MLB,23,0.021917347,10.309367,4
MLB:row24,MLB,24,0.022492018,10.286932,4
MLB:row25,MLB,25,0.021932019,10.234404,4
MLB:row26,MLB,26,0.021546805,10.302637,4
MLB:row27,MLB,27,0.020737134,10.254222,4
MLB:row28,MLB,28,0.02000694,10.234967,3
MLB:row29,MLB,29,0.02099016,10.191102,3
MLB:row30,MLB,30,0.020069448,10.22196,3
MLB:row31,MLB,31,0.020579329,10.206967,3
MLB:row32,MLB,32,0.020335997,10.222667,3
MLB:row33,MLB,33,0.019759744,10.2424555,3
MLB:row34,MLB,34,0.020133957,10.219442,3
MLB:row35,MLB,35,0.023489218,9.542574,2
MLB:row36,MLB,36,0.02351684,9.540367,2
MLB:row37,MLB,37,0.02432045,9.518701,2
MLB:row38,MLB,38,0.02415306,9.526571,2
MLB:row39,MLB,39,0.02418291,9.523605,2
MLB:row40,MLB,40,0.02560541,9.236633,1
phyAB:row3,phyAB,3,0.07956632,9.631528,4
phyAB:row4,phyAB,4,0.08164136,9.618825,4
phyAB:row5,phyAB,5,0.08499452,9.612271,4
phyAB:row6,phyAB,6,0.08341244,9.58501,4
phyAB:row7,phyAB,7,0.078639515,9.6354885,4
phyAB:row8,phyAB,8,0.08290232,9.642797,4
phyAB:row9,phyAB,9,0.09042698,9.55528,4
phyAB:row10,phyAB,10,0.08638486,9.578567,4
phyAB:row11,phyAB,11,0.0836096,9.563418,4
phyAB:row12,phyAB,12,0.087065265,9.556942,4
phyAB:row13,phyAB,13,0.08397923,9.600872,4
phyAB:row14,phyAB,14,0.08082049,9.596711,4
phyAB:row15,phyAB,15,0.07945796,9.587435,4
phyAB:row16,phyAB,16,0.078100905,9.60559,4
phyAB:row17,phyAB,17,0.08826922,9.53615,4
phyAB:row18,phyAB,18,0.08746111,9.584125,4
phyAB:row19,phyAB,19,0.08279955,9.601211,4
phyAB:row20,phyAB,20,0.08395191,9.613215,4
phyAB:row21,phyAB,21,0.08273708,9.593027,4
phyAB:row22,phyAB,22,0.084224775,9.538304,4
phyAB:row23,phyAB,23,0.08541017,9.614865,4
phyAB:row24,phyAB,24,0.082829796,9.621829,4
phyAB:row25,phyAB,25,0.08109398,9.645095,4
phyAB:row26,phyAB,26,0.08232435,9.625755,4
phyAB:row27,phyAB,27,0.08615005,9.593602,4
phyAB:row28,phyAB,28,0.080483474,9.643469,4
phyAB:row29,phyAB,29,0.084155016,9.624236,4
phyAB:row30,phyAB,30,0.08397274,9.640545,4
phyAB:row31,phyAB,31,0.080097884,9.656905,4
phyAB:row32,phyAB,32,0.080245696,9.65537,4
phyAB:row33,phyAB,33,0.08230722,9.609101,4
phyAB:row34,phyAB,34,0.071503386,8.77839,3
phyAB:row35,phyAB,35,0.07524437,8.758623,3
phyAB:row36,phyAB,36,0.07818801,8.729086,3
phyAB:row37,phyAB,37,0.076228924,8.673551,2
phyAB:row38,phyAB,38,0.068852,8.712987,2
phyAB:row39,phyAB,39,0.06910764,8.42136,1
