epoch,data_loss,objective,ode,capacity,val_rmse,selection_rmse,best_epoch
20,0.06765078008174896,0.06765078008174896,0.0,0.0,1.4664435222148895,1.4664435222148895,
40,0.03956514969468117,0.03956514969468117,0.0,0.0,0.7589126610457897,1.1126780916303396,
60,0.03287052735686302,0.03287052735686302,0.0,0.0,0.7073414219915867,0.977565868417422,
80,0.035998448729515076,0.035998448729515076,0.0,0.0,0.7303192209601402,0.7321911013325056,
100,0.030711162835359573,0.030711162835359573,0.0,0.0,0.7874249742329121,0.741695205728213,
120,0.02788795903325081,0.02788795903325081,0.0,0.0,0.7341800457686186,0.7506414136538903,
140,0.027320832014083862,0.027320832014083862,0.0,0.0,0.7562417689561844,0.7592822629859051,
160,0.028402237221598625,0.028402237221598625,0.0,0.0,0.8038044521212578,0.764742088948687,
180,0.030476540327072144,0.030476540327072144,0.0,0.0,0.8465411579310894,0.8021957930028439,
200,0.024451415985822678,0.024451415985822678,0.0,0.0,0.8667931217253209,0.8390462439258894,200.0
220,0.027642427012324333,0.027642427012324333,0.0,0.0,0.9775367037504912,0.8969569944689672,200.0
240,0.02282331883907318,0.02282331883907318,0.0,0.0,0.9385427809655666,0.9276242021471263,200.0
260,0.0225698072463274,0.0225698072463274,0.0,0.0,0.9343739028722048,0.9501511291960875,200.0
280,0.024568580090999603,0.024568580090999603,0.0,0.0,0.8237466456592083,0.8988877764989933,200.0
300,0.02465178072452545,0.02465178072452545,0.0,0.0,0.8819425326883793,0.8800210270732641,200.0
320,0.02294141612946987,0.02294141612946987,0.0,0.0,0.8345298698991538,0.8467396827489138,200.0
340,0.026252364739775658,0.026252364739775658,0.0,0.0,0.8599600763469935,0.8588108263115088,200.0
360,0.023801511153578758,0.023801511153578758,0.0,0.0,0.8954379994124174,0.8633093152195216,200.0
380,0.022288905456662178,0.022288905456662178,0.0,0.0,0.9001397109627723,0.8851792622407278,200.0
400,0.021630393341183662,0.021630393341183662,0.0,0.0,0.8875719095766544,0.8943832066506148,200.0
420,0.021234625950455666,0.021234625950455666,0.0,0.0,0.9107013743519783,0.8994709982971351,200.0
440,0.02057664655148983,0.02057664655148983,0.0,0.0,0.9161989736855031,0.9048240858713785,200.0
460,0.020677417516708374,0.020677417516708374,0.0,0.0,0.9529394430518151,0.9266132636964322,200.0
480,0.018648751080036163,0.018648751080036163,0.0,0.0,0.9937907711863518,0.9543097293078899,200.0
500,0.019245292991399765,0.019245292991399765,0.0,0.0,1.0576524492055177,1.0014608878145614,200.0
520,0.018999062478542328,0.018999062478542328,0.0,0.0,1.097125407010317,1.049522875800729,200.0
540,0.016805481165647507,0.016805481165647507,0.0,0.0,1.1922097091078758,1.1156625217745701,200.0
560,0.01805187575519085,0.01805187575519085,0.0,0.0,1.1862262784093618,1.1585204648425182,200.0
580,0.016564175486564636,0.016564175486564636,0.0,0.0,1.163915022045374,1.1807836698542038,200.0
600,0.013921421952545643,0.013921421952545643,0.0,0.0,1.1991660902649164,1.1831024635732175,200.0
620,0.017219820991158485,0.017219820991158485,0.0,0.0,1.2142504709362985,1.1924438610821964,200.0
640,0.014080232009291649,0.014080232009291649,0.0,0.0,1.19272866371274,1.2020484083046514,200.0
660,0.012984825298190117,0.012984825298190117,0.0,0.0,1.2211853184103967,1.2093881510198117,200.0
680,0.01730618253350258,0.01730618253350258,0.0,0.0,1.2434990786910058,1.2191376869380475,200.0
700,0.01528394129127264,0.01528394129127264,0.0,0.0,1.2469835290610791,1.2372226420541603,200.0
720,0.02010183036327362,0.02010183036327362,0.0,0.0,1.2455056459307672,1.245329417894284,200.0
740,0.015767777338624,0.015767777338624,0.0,0.0,1.2786079959869385,1.2570323903262615,200.0
760,0.017158374190330505,0.017158374190330505,0.0,0.0,1.2428826859593392,1.2556654426256817,200.0
780,0.012471119873225689,0.012471119873225689,0.0,0.0,1.3016644894778728,1.2743850571413835,200.0
800,0.01193493977189064,0.01193493977189064,0.0,0.0,1.3090653516054154,1.284537509014209,200.0
820,0.012199517339468002,0.012199517339468002,0.0,0.0,1.3278737716972828,1.312867870926857,200.0
840,0.01180944498628378,0.01180944498628378,0.0,0.0,1.3034648770689965,1.3134680001238983,200.0
860,0.012714149430394173,0.012714149430394173,0.0,0.0,1.3197742452919483,1.3170376313527425,200.0
880,0.012639041058719158,0.012639041058719158,0.0,0.0,1.3309072309136392,1.3180487844248612,200.0
900,0.011175059713423252,0.011175059713423252,0.0,0.0,1.3384164053201675,1.3296992938419183,200.0
920,0.011588012799620628,0.011588012799620628,0.0,0.0,1.362694523960352,1.344006053398053,200.0
940,0.010786308906972408,0.010786308906972408,0.0,0.0,1.371935550183058,1.3576821598211926,200.0
960,0.010525673627853394,0.010525673627853394,0.0,0.0,1.3833569869995117,1.372662353714307,200.0
980,0.010580549016594887,0.010580549016594887,0.0,0.0,1.3770707254707815,1.3774544208844501,200.0
1000,0.011198502033948898,0.011198502033948898,0.0,0.0,1.387919838488102,1.3827825169861316,200.0
1020,0.010282193310558796,0.010282193310558796,0.0,0.0,1.3944397512078286,1.3864767717222375,200.0
1040,0.010592284612357616,0.010592284612357616,0.0,0.0,1.4112805220782758,1.3978800372580689,200.0
1060,0.010111741721630096,0.010111741721630096,0.0,0.0,1.4156881307363511,1.4071361346741518,200.0
1080,0.010159557685256004,0.010159557685256004,0.0,0.0,1.426524509549141,1.417831054121256,200.0
1100,0.009956130757927895,0.009956130757927895,0.0,0.0,1.4264973241686822,1.4229033214847249,200.0
1120,0.010372374206781387,0.010372374206781387,0.0,0.0,1.4219019933044912,1.424974609007438,200.0
1140,0.009762026369571686,0.009762026369571686,0.0,0.0,1.435004631280899,1.4278013162513574,200.0
1160,0.009878506883978844,0.009878506883978844,0.0,0.0,1.4454828784763813,1.434129834353924,200.0
1180,0.010184061713516712,0.010184061713516712,0.0,0.0,1.4510740527510644,1.4438538541694481,200.0
1200,0.009698157198727131,0.009698157198727131,0.0,0.0,1.4506230615973472,1.4490599976082643,200.0
1220,0.009898086078464985,0.009898086078464985,0.0,0.0,1.4490729225873948,1.4502566789786022,200.0
