model,seed,split,genotype,year,rmse,mae,n_scored
RF,2,train,33,2018,0.008363068503325771,0.0047527690145620135,67
RF,2,train,33,2019,0.0034581515542217145,0.0022426190466777775,59
RF,2,train,106,2018,0.009432397079691686,0.0046150986966474366,67
RF,2,train,106,2019,0.0029659830171575832,0.0017206079602848923,59
RF,2,train,122,2018,0.004434084648474294,0.0025846185473379817,67
RF,2,train,122,2019,0.0036800356476441834,0.0019709977316367633,59
RF,2,train,133,2018,0.0059475048508024495,0.0030723356502104482,67
RF,2,train,133,2019,0.006252992214196918,0.0025942825600714166,59
RF,2,train,5,2018,0.0043000627274750805,0.0025241819578754564,67
RF,2,train,5,2019,0.0013299882162025717,0.0008683372437386294,59
RF,2,train,30,2018,0.0038107125157268006,0.0024100469662586936,67
RF,2,train,30,2019,0.0012046649308864838,0.0007894472355563195,59
RF,2,train,218,2018,0.0046677579011780036,0.0023828791301423275,67
RF,2,train,218,2019,0.0027662323694721052,0.0014324653548491593,59
RF,2,train,2,2018,0.008820497650210757,0.0036645204048088784,67
RF,2,train,2,2019,0.004873844837273298,0.002703047318217435,59
RF,2,train,17,2018,0.004829125871501343,0.0028428811360366483,67
RF,2,train,17,2019,0.0035686033621226956,0.0024033801133567395,59
RF,2,train,254,2018,0.005652449997682775,0.003070521196026462,67
RF,2,train,254,2019,0.004687993922675207,0.002373671718365408,59
RF,2,train,282,2018,0.007627365982761924,0.0032965796820049347,67
RF,2,train,282,2019,0.0029114157688391934,0.0021014639245796676,59
RF,2,train,294,2018,0.0034265416084848957,0.0018106397307178837,67
RF,2,train,294,2019,0.0056660951031697005,0.0029113780300925587,59
RF,2,train,301,2018,0.003598705984970076,0.002079966806001753,67
RF,2,train,301,2019,0.004814533446478588,0.002265453686638983,59
RF,2,train,302,2018,0.005878436518660206,0.0029047324690185533,67
RF,2,train,302,2019,0.009442404402665597,0.004259815779014068,59
RF,2,train,335,2018,0.00623243010117073,0.003643556353603655,67
RF,2,train,335,2019,0.005464370875154252,0.002899447072129796,59
RF,2,train,339,2018,0.006124373685817064,0.0037053007931677215,67
RF,2,train,339,2019,0.004823409332031678,0.002900695097908019,59
RF,2,train,341,2018,0.007280446102153308,0.003952641175071062,67
RF,2,train,341,2019,0.004339398801843539,0.002076838134244219,59
RF,2,train,6,2018,0.005539779835325907,0.0028685567595448332,67
RF,2,train,6,2019,0.0008200883350200592,0.000518468786712583,59
RF,2,train,362,2018,0.005238390222830323,0.0029203301709088037,67
RF,2,train,362,2019,0.006146134793171388,0.003448270844733982,59
RF,2,val,33,2022,0.10638806285430931,0.07264195776893795,42
RF,2,val,106,2022,0.11397110853388862,0.08032945924830091,42
RF,2,val,122,2022,0.057190518148677934,0.038553942850041434,42
RF,2,val,133,2022,0.07432037829638095,0.05050185484102813,42
RF,2,val,5,2022,0.07517772401007324,0.054593520698791774,42
RF,2,val,30,2022,0.07216891380365564,0.0500096818947793,42
RF,2,val,218,2022,0.06300629685077846,0.04111061937810638,42
RF,2,val,2,2022,0.1128460177250839,0.07915081508064878,42
RF,2,val,17,2022,0.08218406579327402,0.052790018517019754,42
RF,2,val,254,2022,0.07597248641067085,0.051661867878210345,42
RF,2,val,282,2022,0.09910422171772666,0.06968738234310927,42
RF,2,val,294,2022,0.09788242651241008,0.06697952221594766,42
RF,2,val,301,2022,0.1017944007798288,0.06935977014236051,42
RF,2,val,302,2022,0.11626401836009344,0.07600832657314714,42
RF,2,val,335,2022,0.07218146250961037,0.04960497798294193,42
RF,2,val,339,2022,0.06372446344496598,0.043251187363001924,42
RF,2,val,341,2022,0.058303538864834074,0.0401546987100002,42
RF,2,val,6,2022,0.12419451638990794,0.08505474287435721,42
RF,2,val,362,2022,0.10805960144248915,0.07763153596844369,42
RF,2,test,33,2021,0.11784708367254904,0.058258450179187106,72
RF,2,test,106,2021,0.11611780800612741,0.05958175667166602,72
RF,2,test,122,2021,0.0840045724210376,0.04513372387746048,72
RF,2,test,133,2021,0.09334681948211215,0.05407169328539469,72
RF,2,test,5,2021,0.09164289100484656,0.05242045127489324,72
RF,2,test,30,2021,0.09027171994473364,0.05098232605933125,72
RF,2,test,218,2021,0.08526264428830202,0.044170950779604486,72
RF,2,test,2,2021,0.10331005298354845,0.060110060778566336,72
RF,2,test,17,2021,0.08463785974394046,0.047941545869556776,72
RF,2,test,254,2021,0.08161337694625587,0.043125740172789216,72
RF,2,test,282,2021,0.10660273094247062,0.05387629326633294,72
RF,2,test,294,2021,0.12296410195395847,0.07030778039228242,72
RF,2,test,301,2021,0.10456531824656493,0.06046216090810614,72
RF,2,test,302,2021,0.11654831920937245,0.061752560525576886,72
RF,2,test,335,2021,0.0902241190544656,0.047094289868499575,72
RF,2,test,339,2021,0.07701650585399797,0.04186549174593763,72
RF,2,test,341,2021,0.0964932600276741,0.052779935972871755,72
RF,2,test,6,2021,0.10269480789387767,0.05573767547401571,72
RF,2,test,362,2021,0.12147379267690951,0.0645430831263595,72
