plant_id,genotype,source_row,r,r_light,r_dark,a,K_mm
Col-0:row3,Col-0,3,0.03501412,0.043526884,0.026501356,0.24312371,8.701876
Col-0:row4,Col-0,4,0.03501412,0.043526884,0.026501356,0.24312371,8.892575
Col-0:row5,Col-0,5,0.03501412,0.043526884,0.026501356,0.24312371,8.845452
Col-0:row6,Col-0,6,0.03501412,0.043526884,0.026501356,0.24312371,8.961146
Col-0:row7,Col-0,7,0.03501412,0.043526884,0.026501356,0.24312371,8.827994
Col-0:row8,Col-0,8,0.03501412,0.043526884,0.026501356,0.24312371,9.151125
Col-0:row9,Col-0,9,0.03501412,0.043526884,0.026501356,0.24312371,9.178766
Col-0:row10,Col-0,10,0.03501412,0.043526884,0.026501356,0.24312371,8.566383
Col-0:row11,Col-0,11,0.03501412,0.043526884,0.026501356,0.24312371,8.909895
Col-0:row12,Col-0,12,0.03501412,0.043526884,0.026501356,0.24312371,9.168457
Col-0:row13,Col-0,13,0.03501412,0.043526884,0.026501356,0.24312371,9.137536
Col-0:row14,Col-0,14,0.03501412,0.043526884,0.026501356,0.24312371,8.803335
Col-0:row15,Col-0,15,0.03501412,0.043526884,0.026501356,0.24312371,8.986896
Col-0:row16,Col-0,16,0.03501412,0.043526884,0.026501356,0.24312371,8.857937
Col-0:row17,Col-0,17,0.03501412,0.043526884,0.026501356,0.24312371,8.524808
Col-0:row18,Col-0,18,0.03501412,0.043526884,0.026501356,0.24312371,8.862145
Col-0:row19,Col-0,19,0.03501412,0.043526884,0.026501356,0.24312371,8.845163
Col-0:row20,Col-0,20,0.03501412,0.043526884,0.026501356,0.24312371,9.08059
Col-0:row21,Col-0,21,0.03501412,0.043526884,0.026501356,0.24312371,9.034822
Col-0:row22,Col-0,22,0.03501412,0.043526884,0.026501356,0.24312371,8.552003
Col-0:row23,Col-0,23,0.03501412,0.043526884,0.026501356,0.24312371,9.163518
Col-0:row24,Col-0,24,0.03501412,0.043526884,0.026501356,0.24312371,8.851697
Col-0:row25,Col-0,25,0.03501412,0.043526884,0.026501356,0.24312371,8.848363
Col-0:row26,Col-0,26,0.03501412,0.043526884,0.026501356,0.24312371,9.01771
Col-0:row27,Col-0,27,0.03501412,0.043526884,0.026501356,0.24312371,8.74091
Col-0:row28,Col-0,28,0.03501412,0.043526884,0.026501356,0.24312371,8.8662815
Col-0:row29,Col-0,29,0.03501412,0.043526884,0.026501356,0.24312371,8.987068
Col-0:row30,Col-0,30,0.03501412,0.043526884,0.026501356,0.24312371,8.544587
Col-0:row31,Col-0,31,0.03501412,0.043526884,0.026501356,0.24312371,8.34058
Col-0:row32,Col-0,32,0.03501412,0.043526884,0.026501356,0.24312371,8.628552
Col-0:row33,Col-0,33,0.03501412,0.043526884,0.026501356,0.24312371,8.543814
Col-0:row34,Col-0,34,0.03501412,0.043526884,0.026501356,0.24312371,8.544748
Col-0:row35,Col-0,35,0.03501412,0.043526884,0.026501356,0.24312371,8.519405
hy5:row3,hy5,3,0.050460193,0.05564001,0.04528038,0.10265149,10.121519
hy5:row4,hy5,4,0.050460193,0.05564001,0.04528038,0.10265149,10.212577
