plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.021187957,10.632431,3
Col-0:row4,Col-0,4,0.017894868,10.671372,3
Col-0:row5,Col-0,5,0.01787445,10.712241,4
Col-0:row6,Col-0,6,0.019530123,10.566964,2
Col-0:row7,Col-0,7,0.018701468,10.724128,4
Col-0:row8,Col-0,8,0.017894374,10.669921,3
Col-0:row9,Col-0,9,0.01885406,10.724988,4
Col-0:row10,Col-0,10,0.020425217,10.579285,2
Col-0:row11,Col-0,11,0.018162943,10.677888,3
Col-0:row12,Col-0,12,0.020579463,10.618086,3
Col-0:row13,Col-0,13,0.018955275,10.3729315,2
Col-0:row14,Col-0,14,0.019184751,10.375965,2
Col-0:row15,Col-0,15,0.018521678,10.722664,4
Col-0:row16,Col-0,16,0.018215697,10.676999,3
Col-0:row17,Col-0,17,0.022280402,10.482386,3
Col-0:row18,Col-0,18,0.019941397,10.569773,2
Col-0:row19,Col-0,19,0.019749634,10.434304,3
Col-0:row20,Col-0,20,0.020137407,10.57396,2
Col-0:row21,Col-0,21,0.019460762,10.426828,3
Col-0:row22,Col-0,22,0.022705127,10.485466,3
Col-0:row23,Col-0,23,0.022592254,10.326109,2
Col-0:row24,Col-0,24,0.017911261,10.711528,4
Col-0:row25,Col-0,25,0.020285366,10.437287,3
Col-0:row26,Col-0,26,0.020111818,10.436555,3
Col-0:row27,Col-0,27,0.0221445,10.477283,3
Col-0:row28,Col-0,28,0.01765583,10.670689,3
Col-0:row29,Col-0,29,0.02466117,10.367939,2
Col-0:row30,Col-0,30,0.019886883,10.571677,2
Col-0:row31,Col-0,31,0.021998663,10.268335,1
Col-0:row32,Col-0,32,0.021477148,10.260002,1
Col-0:row33,Col-0,33,0.021602647,10.262022,1
Col-0:row34,Col-0,34,0.021621969,10.262334,1
Col-0:row35,Col-0,35,0.021106346,10.253974,1
hy5:row3,hy5,3,0.041026425,10.883672,4
hy5:row4,hy5,4,0.040896803,10.745698,3
hy5:row5,hy5,5,0.037789468,10.536277,2
hy5:row6,hy5,6,0.03905676,10.864223,4
hy5:row7,hy5,7,0.04660512,10.917184,4
hy5:row8,hy5,8,0.041816745,10.564761,2
hy5:row9,hy5,9,0.042254142,10.270645,2
hy5:row10,hy5,10,0.04133753,10.751233,3
hy5:row11,hy5,11,0.04237155,10.575958,2
hy5:row12,hy5,12,0.03972207,10.861816,3
hy5:row13,hy5,13,0.04186007,10.892846,4
hy5:row14,hy5,14,0.038516443,10.705309,2
hy5:row15,hy5,15,0.042050872,10.43672,2
hy5:row16,hy5,16,0.039456975,10.868907,4
hy5:row17,hy5,17,0.03982531,10.874719,4
hy5:row18,hy5,18,0.040342603,10.883046,4
hy5:row19,hy5,19,0.043265615,10.9015875,4
hy5:row20,hy5,20,0.038866587,10.848585,3
hy5:row21,hy5,21,0.03923241,10.737519,3
hy5:row22,hy5,22,0.041944202,10.887561,4
hy5:row23,hy5,23,0.04167001,10.889648,4
hy5:row24,hy5,24,0.04232717,10.88072,3
hy5:row25,hy5,25,0.04174736,10.8916645,4
hy5:row26,hy5,26,0.041458756,10.436531,2
hy5:row27,hy5,27,0.042155147,10.879014,3
hy5:row28,hy5,28,0.040312305,10.561645,2
hy5:row29,hy5,29,0.03953472,10.421472,2
hy5:row30,hy5,30,0.041442487,10.413199,1
hy5:row31,hy5,31,0.04247897,10.101718,1
hy5:row32,hy5,32,0.037963986,10.382759,1
hy5:row33,hy5,33,0.042334534,10.105026,1
hy5:row34,hy5,34,0.04214699,10.109336,1
hy5:row35,hy5,35,0.042224888,10.107543,1
MLB:row3,MLB,3,0.020116527,10.352226,3
MLB:row4,MLB,4,0.017291691,10.256476,2
MLB:row5,MLB,5,0.018603958,10.503948,3
MLB:row6,MLB,6,0.020255147,10.1966505,2
MLB:row7,MLB,7,0.016770668,10.607936,4
MLB:row8,MLB,8,0.01603043,10.557026,3
MLB:row9,MLB,9,0.016496588,10.606193,4
MLB:row10,MLB,10,0.016280567,10.60499,4
MLB:row11,MLB,11,0.015851717,10.554903,3
MLB:row12,MLB,12,0.017200075,10.617778,4
MLB:row13,MLB,13,0.017675113,10.312363,3
MLB:row14,MLB,14,0.016353462,10.606232,4
MLB:row15,MLB,15,0.02083316,9.967966,1
MLB:row16,MLB,16,0.018528841,10.499444,3
MLB:row17,MLB,17,0.016433917,10.607956,4
MLB:row18,MLB,18,0.01654936,10.607559,4
MLB:row19,MLB,19,0.017872816,10.443193,2
MLB:row20,MLB,20,0.015898645,10.553894,3
MLB:row21,MLB,21,0.015946442,10.5555935,3
MLB:row22,MLB,22,0.020223454,10.197844,2
MLB:row23,MLB,23,0.0221884,10.234994,2
MLB:row24,MLB,24,0.017166816,10.620812,4
MLB:row25,MLB,25,0.016893337,10.611878,4
MLB:row26,MLB,26,0.019913487,10.305259,2
MLB:row27,MLB,27,0.016261354,10.604294,4
MLB:row28,MLB,28,0.017079104,10.252447,2
MLB:row29,MLB,29,0.016545247,10.563354,3
MLB:row30,MLB,30,0.019218331,10.28982,2
MLB:row31,MLB,31,0.01754489,10.259503,2
MLB:row32,MLB,32,0.019302497,10.29239,2
MLB:row33,MLB,33,0.019225877,10.292016,2
MLB:row34,MLB,34,0.01607334,10.557582,3
MLB:row35,MLB,35,0.017806984,10.443868,2
MLB:row36,MLB,36,0.019317858,10.1308565,1
MLB:row37,MLB,37,0.018242784,10.44958,2
MLB:row38,MLB,38,0.018140089,10.4474125,2
MLB:row39,MLB,39,0.019538764,10.134374,1
MLB:row40,MLB,40,0.019569559,10.134862,1
phyAB:row3,phyAB,3,0.061182,11.540634,3
phyAB:row4,phyAB,4,0.06255124,11.259219,2
phyAB:row5,phyAB,5,0.06670049,11.582479,4
phyAB:row6,phyAB,6,0.0657848,11.580363,4
phyAB:row7,phyAB,7,0.061241243,11.258525,2
phyAB:row8,phyAB,8,0.06554062,11.304845,3
phyAB:row9,phyAB,9,0.06273987,11.139792,2
phyAB:row10,phyAB,10,0.06534483,11.299968,3
phyAB:row11,phyAB,11,0.061927866,11.143065,2
phyAB:row12,phyAB,12,0.06506432,11.452104,3
phyAB:row13,phyAB,13,0.06312492,11.442925,3
phyAB:row14,phyAB,14,0.062523924,11.1516905,2
phyAB:row15,phyAB,15,0.061015185,11.250409,2
phyAB:row16,phyAB,16,0.060338933,11.535782,3
phyAB:row17,phyAB,17,0.06817233,11.314674,3
phyAB:row18,phyAB,18,0.06453322,11.446545,3
phyAB:row19,phyAB,19,0.06522643,11.579641,4
phyAB:row20,phyAB,20,0.06385253,11.549863,3
phyAB:row21,phyAB,21,0.062672906,11.446093,3
phyAB:row22,phyAB,22,0.06575409,11.445116,3
phyAB:row23,phyAB,23,0.06470671,11.550358,3
phyAB:row24,phyAB,24,0.06369912,11.268028,2
phyAB:row25,phyAB,25,0.06418834,11.584895,4
phyAB:row26,phyAB,26,0.06319959,11.266154,2
phyAB:row27,phyAB,27,0.06587279,11.001572,2
phyAB:row28,phyAB,28,0.061334167,11.259956,2
phyAB:row29,phyAB,29,0.0601921,11.404513,2
phyAB:row30,phyAB,30,0.06606151,11.311653,3
phyAB:row31,phyAB,31,0.063756146,11.571871,4
phyAB:row32,phyAB,32,0.062427472,11.263087,2
phyAB:row33,phyAB,33,0.06518474,11.5820265,4
phyAB:row34,phyAB,34,0.058665402,11.433578,3
phyAB:row35,phyAB,35,0.060959157,11.434356,3
phyAB:row36,phyAB,36,0.06052919,11.096205,1
phyAB:row37,phyAB,37,0.061090518,11.403198,2
phyAB:row38,phyAB,38,0.057378054,11.400324,2
phyAB:row39,phyAB,39,0.060081486,11.104319,1
