split,curve,genotype,rmse,n_observed
train,0,35S::PIF4,1.5913497167950577,4
train,1,35S::PIF4,1.2471455390374162,4
train,2,Col-0,0.6219020833663526,4
train,3,Col-0,1.3089443324800818,4
train,4,phyb,1.01605515993161,4
train,5,phyb,0.15748076176586548,4
train,6,pif3,2.695579018684317,4
train,7,pif3,0.2612456023686102,4
train,8,pif3pif7,1.6378625607725577,4
train,9,pif3pif7,0.7275079132566031,4
train,10,pif4,1.4038297642000577,4
train,11,pif4,2.8077945034887866,4
train,12,pif7-1,0.7560821774688646,4
train,13,pif7-1,0.45454435596826703,4
train,14,pif7-2,1.171590063079438,4
train,15,pif7-2,1.3727988507877054,4
train,16,pifq,2.292086720920942,4
train,17,pifq,0.37662594766374546,4
val,0,35S::PIF4,4.720757206377845,4
val,1,35S::PIF4,3.3180787196976005,4
val,2,Col-0,2.3710017236917897,4
val,3,Col-0,1.6302930258565083,4
val,4,phyb,2.598175521928056,4
val,5,phyb,4.140371876060886,4
val,6,pif3,4.681648233836465,4
val,7,pif3,1.3095370989167567,4
val,8,pif3pif7,3.010794245774585,4
val,9,pif3pif7,3.7951602285487036,4
val,10,pif4,2.0685977662307193,4
val,11,pif4,3.137439968586196,4
val,12,pif7-1,3.552469441036997,4
val,13,pif7-1,5.313730546253306,4
val,14,pif7-2,6.377938495360497,4
val,15,pif7-2,2.44060581346712,4
val,16,pifq,2.7109996342403164,4
val,17,pifq,2.7793348695980167,4
test,0,35S::PIF4,5.639026593618308,4
test,1,35S::PIF4,3.661528732314605,4
test,2,Col-0,2.96154295480608,4
test,3,Col-0,3.1909701039999003,4
test,4,phyb,2.7370585147890583,4
test,5,phyb,1.7684980050739807,4
test,6,pif3,5.682564920446561,4
test,7,pif3,2.4947654752794564,4
test,8,pif3pif7,1.1768641175347367,4
test,9,pif3pif7,0.9046911944072508,4
test,10,pif4,2.3881514483517883,4
test,11,pif4,2.566882049323064,4
test,12,pif7-1,2.019522144399673,4
test,13,pif7-1,1.703222247468385,4
test,14,pif7-2,5.044271323172999,4
test,15,pif7-2,4.443516371433651,4
test,16,pifq,5.992518564185885,4
test,17,pifq,0.33176688202336646,4
