observation_id,sheet,genotype,elapsed_hours,length,source_cell,source_row,source_column,split
12L12D:AB28,12L12D,hy5,60,11.223,AB28,28,28,train
12L12D:AB30,12L12D,hy5,60,11.597,AB30,30,28,train
12L12D:AC3,12L12D,MLB,60,1.656,AC3,3,29,train
12L12D:AC4,12L12D,MLB,60,4.293,AC4,4,29,train
12L12D:AC5,12L12D,MLB,60,2.308,AC5,5,29,train
12L12D:AC8,12L12D,MLB,60,2.696,AC8,8,29,train
12L12D:AC9,12L12D,MLB,60,2.907,AC9,9,29,train
12L12D:AC13,12L12D,MLB,60,2.429,AC13,13,29,train
12L12D:AC14,12L12D,MLB,60,1.769,AC14,14,29,train
12L12D:AC15,12L12D,MLB,60,1.965,AC15,15,29,train
12L12D:AC19,12L12D,MLB,60,2.207,AC19,19,29,train
12L12D:AC22,12L12D,MLB,60,2.491,AC22,22,29,train
12L12D:AC23,12L12D,MLB,60,2.16,AC23,23,29,train
12L12D:AC24,12L12D,MLB,60,3.122,AC24,24,29,train
12L12D:AC25,12L12D,MLB,60,2.033,AC25,25,29,train
12L12D:AC26,12L12D,MLB,60,1.693,AC26,26,29,train
12L12D:AC27,12L12D,MLB,60,1.67,AC27,27,29,train
12L12D:AC29,12L12D,MLB,60,3.102,AC29,29,29,train
12L12D:AC30,12L12D,MLB,60,2.575,AC30,30,29,train
12L12D:AC33,12L12D,MLB,60,2.289,AC33,33,29,train
12L12D:AC34,12L12D,MLB,60,2.594,AC34,34,29,train
12L12D:AC35,12L12D,MLB,60,2.481,AC35,35,29,train
12L12D:AD3,12L12D,EMS57,60,11.016,AD3,3,30,train
12L12D:AD6,12L12D,EMS57,60,9.542,AD6,6,30,train
12L12D:AD8,12L12D,EMS57,60,8.692,AD8,8,30,train
12L12D:AD9,12L12D,EMS57,60,10.415,AD9,9,30,train
12L12D:AD11,12L12D,EMS57,60,8.749,AD11,11,30,train
12L12D:AD13,12L12D,EMS57,60,9.026,AD13,13,30,train
12L12D:AD14,12L12D,EMS57,60,8.339,AD14,14,30,train
12L12D:AD16,12L12D,EMS57,60,7.421,AD16,16,30,train
12L12D:AD18,12L12D,EMS57,60,9.995,AD18,18,30,train
12L12D:AE3,12L12D,phyAB,60,10.582,AE3,3,31,train
12L12D:AE4,12L12D,phyAB,60,10.923,AE4,4,31,train
12L12D:AE5,12L12D,phyAB,60,9.554,AE5,5,31,train
12L12D:AE7,12L12D,phyAB,60,9.402,AE7,7,31,train
12L12D:AE10,12L12D,phyAB,60,11.154,AE10,10,31,train
12L12D:AE11,12L12D,phyAB,60,11.584,AE11,11,31,train
12L12D:AE13,12L12D,phyAB,60,9.247,AE13,13,31,train
12L12D:AE15,12L12D,phyAB,60,10.943,AE15,15,31,train
12L12D:AE19,12L12D,phyAB,60,10.337,AE19,19,31,train
12L12D:AE20,12L12D,phyAB,60,9.635,AE20,20,31,train
12L12D:AE21,12L12D,phyAB,60,11.116,AE21,21,31,train
12L12D:AE23,12L12D,phyAB,60,9.842,AE23,23,31,train
12L12D:AE24,12L12D,phyAB,60,10.447,AE24,24,31,train
12L12D:AE25,12L12D,phyAB,60,11.497,AE25,25,31,train
12L12D:AE26,12L12D,phyAB,60,11.102,AE26,26,31,train
12L12D:AE28,12L12D,phyAB,60,10.54,AE28,28,31,train
12L12D:AE30,12L12D,phyAB,60,11.828,AE30,30,31,train
12L12D:AF3,12L12D,Col-0,72,4.439,AF3,3,32,train
12L12D:AF6,12L12D,Col-0,72,3.881,AF6,6,32,train
12L12D:AF9,12L12D,Col-0,72,4.146,AF9,9,32,train
12L12D:AF10,12L12D,Col-0,72,4.492,AF10,10,32,train
12L12D:AF11,12L12D,Col-0,72,3.503,AF11,11,32,train
12L12D:AF12,12L12D,Col-0,72,4.772,AF12,12,32,train
12L12D:AF13,12L12D,Col-0,72,4.911,AF13,13,32,train
12L12D:AF14,12L12D,Col-0,72,3.602,AF14,14,32,train
12L12D:AF15,12L12D,Col-0,72,3.677,AF15,15,32,train
12L12D:AF16,12L12D,Col-0,72,3.968,AF16,16,32,train
12L12D:AF17,12L12D,Col-0,72,3.875,AF17,17,32,train
12L12D:AF23,12L12D,Col-0,72,4.996,AF23,23,32,train
12L12D:AF24,12L12D,Col-0,72,5.416,AF24,24,32,train
12L12D:AF26,12L12D,Col-0,72,5.734,AF26,26,32,train
12L12D:AF27,12L12D,Col-0,72,4.859,AF27,27,32,train
12L12D:AG3,12L12D,hy5,72,12.004,AG3,3,33,train
12L12D:AG5,12L12D,hy5,72,11.445,AG5,5,33,train
12L12D:AG6,12L12D,hy5,72,10.002,AG6,6,33,train
12L12D:AG7,12L12D,hy5,72,9.378,AG7,7,33,train
12L12D:AG8,12L12D,hy5,72,13.498,AG8,8,33,train
12L12D:AG12,12L12D,hy5,72,10.877,AG12,12,33,train
12L12D:AG14,12L12D,hy5,72,8.862,AG14,14,33,train
12L12D:AG15,12L12D,hy5,72,8.822,AG15,15,33,train
12L12D:AG16,12L12D,hy5,72,10.73,AG16,16,33,train
12L12D:AG18,12L12D,hy5,72,9.991,AG18,18,33,train
12L12D:AG19,12L12D,hy5,72,12.661,AG19,19,33,train
12L12D:AG20,12L12D,hy5,72,11.013,AG20,20,33,train
12L12D:AG21,12L12D,hy5,72,10.797,AG21,21,33,train
12L12D:AG27,12L12D,hy5,72,9.856,AG27,27,33,train
12L12D:AG28,12L12D,hy5,72,11.772,AG28,28,33,train
12L12D:AG30,12L12D,hy5,72,11.066,AG30,30,33,train
12L12D:AG32,12L12D,hy5,72,11.595,AG32,32,33,train
12L12D:AH3,12L12D,MLB,72,1.784,AH3,3,34,train
12L12D:AH4,12L12D,MLB,72,2.006,AH4,4,34,train
12L12D:AH5,12L12D,MLB,72,5.19,AH5,5,34,train
12L12D:AH8,12L12D,MLB,72,3.074,AH8,8,34,train
12L12D:AH9,12L12D,MLB,72,2.063,AH9,9,34,train
12L12D:AH13,12L12D,MLB,72,2.737,AH13,13,34,train
12L12D:AH14,12L12D,MLB,72,2.365,AH14,14,34,train
12L12D:AH15,12L12D,MLB,72,2.481,AH15,15,34,train
12L12D:AH19,12L12D,MLB,72,5.326,AH19,19,34,train
12L12D:AH22,12L12D,MLB,72,2.633,AH22,22,34,train
12L12D:AH23,12L12D,MLB,72,4.008,AH23,23,34,train
12L12D:AH24,12L12D,MLB,72,1.941,AH24,24,34,train
12L12D:AH25,12L12D,MLB,72,4.149,AH25,25,34,train
12L12D:AH26,12L12D,MLB,72,4.668,AH26,26,34,train
12L12D:AH27,12L12D,MLB,72,2.663,AH27,27,34,train
12L12D:AH29,12L12D,MLB,72,2.117,AH29,29,34,train
12L12D:AH30,12L12D,MLB,72,2.296,AH30,30,34,train
12L12D:AH33,12L12D,MLB,72,1.77,AH33,33,34,train
12L12D:AI3,12L12D,EMS57,72,11.185,AI3,3,35,train
12L12D:AI6,12L12D,EMS57,72,11.005,AI6,6,35,train
12L12D:AI8,12L12D,EMS57,72,11.655,AI8,8,35,train
12L12D:AI9,12L12D,EMS57,72,10.426,AI9,9,35,train
12L12D:AI11,12L12D,EMS57,72,9.894,AI11,11,35,train
12L12D:AI13,12L12D,EMS57,72,8.881,AI13,13,35,train
12L12D:AI14,12L12D,EMS57,72,9.979,AI14,14,35,train
12L12D:AI16,12L12D,EMS57,72,8.12,AI16,16,35,train
12L12D:AI18,12L12D,EMS57,72,8.425,AI18,18,35,train
12L12D:AJ3,12L12D,phyAB,72,12.173,AJ3,3,36,train
12L12D:AJ4,12L12D,phyAB,72,11.21,AJ4,4,36,train
12L12D:AJ5,12L12D,phyAB,72,12.556,AJ5,5,36,train
12L12D:AJ7,12L12D,phyAB,72,12.234,AJ7,7,36,train
12L12D:AJ10,12L12D,phyAB,72,12.465,AJ10,10,36,train
12L12D:AJ11,12L12D,phyAB,72,13.026,AJ11,11,36,train
12L12D:AJ13,12L12D,phyAB,72,11.827,AJ13,13,36,train
12L12D:AJ15,12L12D,phyAB,72,11.226,AJ15,15,36,train
12L12D:AJ19,12L12D,phyAB,72,12.192,AJ19,19,36,train
12L12D:AJ20,12L12D,phyAB,72,10.661,AJ20,20,36,train
12L12D:AJ21,12L12D,phyAB,72,11.578,AJ21,21,36,train
12L12D:AJ23,12L12D,phyAB,72,10.891,AJ23,23,36,train
12L12D:AJ24,12L12D,phyAB,72,12.964,AJ24,24,36,train
12L12D:AJ25,12L12D,phyAB,72,12.893,AJ25,25,36,train
12L12D:AJ26,12L12D,phyAB,72,11.137,AJ26,26,36,train
12L12D:AJ28,12L12D,phyAB,72,13.719,AJ28,28,36,train
12L12D:AJ30,12L12D,phyAB,72,11.338,AJ30,30,36,train
12L12D:AJ32,12L12D,phyAB,72,12.821,AJ32,32,36,train
12L12D:AJ34,12L12D,phyAB,72,12.133,AJ34,34,36,train
