protocol,model,seed,split,genotype,condition,rmse
replicate,light_logistic,1,train,EMS57,12L12D,0.3884009612647495
replicate,light_logistic,1,train,EMS57,cR,0.38726895405776307
replicate,light_logistic,1,train,phyAB,12L12D,0.6212255366965068
replicate,light_logistic,1,train,phyAB,cR,0.5491926738071108
replicate,light_logistic,1,val,Col-0,12L12D,0.20441988870740416
replicate,light_logistic,1,val,Col-0,cR,0.21250691284457257
replicate,light_logistic,1,val,hy5,12L12D,0.29316663107057805
replicate,light_logistic,1,val,hy5,cR,0.49137811604426007
replicate,light_logistic,1,val,MLB,12L12D,0.3899931959137292
replicate,light_logistic,1,val,MLB,cR,0.38483911145451766
replicate,light_logistic,1,val,EMS57,12L12D,0.5551687072599865
replicate,light_logistic,1,val,EMS57,cR,0.620828298038339
replicate,light_logistic,1,val,phyAB,12L12D,0.820944325626728
replicate,light_logistic,1,val,phyAB,cR,0.49161981196951715
replicate,light_logistic,1,test,Col-0,12L12D,0.46179546333604754
replicate,light_logistic,1,test,Col-0,cR,0.2486043455894063
replicate,light_logistic,1,test,hy5,12L12D,0.34791101865981816
replicate,light_logistic,1,test,hy5,cR,0.3986087688155822
replicate,light_logistic,1,test,MLB,12L12D,0.2662737678516177
replicate,light_logistic,1,test,MLB,cR,0.3170107649543601
replicate,light_logistic,1,test,EMS57,12L12D,0.9334806711506406
replicate,light_logistic,1,test,EMS57,cR,0.45651971347883286
replicate,light_logistic,1,test,phyAB,12L12D,0.6080860408118541
replicate,light_logistic,1,test,phyAB,cR,0.6141196485383165
replicate,logistic,1,train,Col-0,12L12D,0.3401362975873227
replicate,logistic,1,train,Col-0,cR,0.14281079069242272
replicate,logistic,1,train,hy5,12L12D,0.3968995183257308
replicate,logistic,1,train,hy5,cR,0.3296032811479156
replicate,logistic,1,train,MLB,12L12D,0.1623750885319926
replicate,logistic,1,train,MLB,cR,0.15810114170545822
replicate,logistic,1,train,EMS57,12L12D,0.43912882387902197
replicate,logistic,1,train,EMS57,cR,0.3651717910192612
replicate,logistic,1,train,phyAB,12L12D,0.5123169035710706
replicate,logistic,1,train,phyAB,cR,0.5291769835678151
replicate,logistic,1,val,Col-0,12L12D,0.18997394771496004
replicate,logistic,1,val,Col-0,cR,0.21990015335891586
replicate,logistic,1,val,hy5,12L12D,0.5298221772542495
replicate,logistic,1,val,hy5,cR,0.5022896649627312
replicate,logistic,1,val,MLB,12L12D,0.1838529481694699
replicate,logistic,1,val,MLB,cR,0.19757665936581575
replicate,logistic,1,val,EMS57,12L12D,0.5380368243181042
replicate,logistic,1,val,EMS57,cR,0.5688369349431708
replicate,logistic,1,val,phyAB,12L12D,0.5999648110906031
replicate,logistic,1,val,phyAB,cR,0.4945223849804694
replicate,logistic,1,test,Col-0,12L12D,0.5055111395043341
replicate,logistic,1,test,Col-0,cR,0.24144302891972266
replicate,logistic,1,test,hy5,12L12D,0.39911232746402736
replicate,logistic,1,test,hy5,cR,0.4099470730119565
replicate,logistic,1,test,MLB,12L12D,0.1788991390717653
replicate,logistic,1,test,MLB,cR,0.27158989712150833
replicate,logistic,1,test,EMS57,12L12D,0.8815428174915322
replicate,logistic,1,test,EMS57,cR,0.42763272117286605
replicate,logistic,1,test,phyAB,12L12D,0.461069246695684
replicate,logistic,1,test,phyAB,cR,0.6082743509090741
replicate,latent_ode_matched,1,train,Col-0,12L12D,0.25614433121119745
replicate,latent_ode_matched,1,train,Col-0,cR,0.13743294644848178
replicate,latent_ode_matched,1,train,hy5,12L12D,0.12544677580779187
replicate,latent_ode_matched,1,train,hy5,cR,0.16056371723118917
replicate,latent_ode_matched,1,train,MLB,12L12D,0.10663940212839838
replicate,latent_ode_matched,1,train,MLB,cR,0.1442772577845368
replicate,latent_ode_matched,1,train,EMS57,12L12D,0.1561971836192079
replicate,latent_ode_matched,1,train,EMS57,cR,0.15998801741292817
replicate,latent_ode_matched,1,train,phyAB,12L12D,0.11848444370993945
replicate,latent_ode_matched,1,train,phyAB,cR,0.16920552160205382
replicate,latent_ode_matched,1,val,Col-0,12L12D,0.1524532421036637
replicate,latent_ode_matched,1,val,Col-0,cR,0.20748900346021323
replicate,latent_ode_matched,1,val,hy5,12L12D,0.4156513578944485
replicate,latent_ode_matched,1,val,hy5,cR,0.44977015948110893
replicate,latent_ode_matched,1,val,MLB,12L12D,0.19108718486011797
replicate,latent_ode_matched,1,val,MLB,cR,0.22343133600460058
replicate,latent_ode_matched,1,val,EMS57,12L12D,0.34836195388995567
replicate,latent_ode_matched,1,val,EMS57,cR,0.4528539182218822
replicate,latent_ode_matched,1,val,phyAB,12L12D,0.3826067292757249
replicate,latent_ode_matched,1,val,phyAB,cR,0.2592711396684346
replicate,latent_ode_matched,1,test,Col-0,12L12D,0.40858133038736344
replicate,latent_ode_matched,1,test,Col-0,cR,0.22623777794817954
replicate,latent_ode_matched,1,test,hy5,12L12D,0.20304758503260417
replicate,latent_ode_matched,1,test,hy5,cR,0.4035680851062515
replicate,latent_ode_matched,1,test,MLB,12L12D,0.21549734261607778
replicate,latent_ode_matched,1,test,MLB,cR,0.2330131097369404
replicate,latent_ode_matched,1,test,EMS57,12L12D,0.6618161556542246
replicate,latent_ode_matched,1,test,EMS57,cR,0.4630960317202044
replicate,latent_ode_matched,1,test,phyAB,12L12D,0.3058177292688407
replicate,latent_ode_matched,1,test,phyAB,cR,0.2282126277367976
replicate,latent_ode_matched,2,train,Col-0,12L12D,0.2887309424745487
replicate,latent_ode_matched,2,train,Col-0,cR,0.15463844503879826
replicate,latent_ode_matched,2,train,hy5,12L12D,0.2098608418571242
replicate,latent_ode_matched,2,train,hy5,cR,0.19405529249162848
replicate,latent_ode_matched,2,train,MLB,12L12D,0.1352715928732567
replicate,latent_ode_matched,2,train,MLB,cR,0.13083807851097892
replicate,latent_ode_matched,2,train,EMS57,12L12D,0.11038424046200332
replicate,latent_ode_matched,2,train,EMS57,cR,0.1751364292019362
replicate,latent_ode_matched,2,train,phyAB,12L12D,0.1865720304093493
replicate,latent_ode_matched,2,train,phyAB,cR,0.15208369431780897
replicate,latent_ode_matched,2,val,Col-0,12L12D,0.23244234942370737
replicate,latent_ode_matched,2,val,Col-0,cR,0.2053430012894755
replicate,latent_ode_matched,2,val,hy5,12L12D,0.40671865235918686
replicate,latent_ode_matched,2,val,hy5,cR,0.4675259667419367
replicate,latent_ode_matched,2,val,MLB,12L12D,0.2385715039119421
replicate,latent_ode_matched,2,val,MLB,cR,0.24380261231418085
replicate,latent_ode_matched,2,val,EMS57,12L12D,0.3742245429510276
replicate,latent_ode_matched,2,val,EMS57,cR,0.43501120065617116
replicate,latent_ode_matched,2,val,phyAB,12L12D,0.3580492334526416
replicate,latent_ode_matched,2,val,phyAB,cR,0.2795652716110254
replicate,latent_ode_matched,2,test,Col-0,12L12D,0.4046945643780331
replicate,latent_ode_matched,2,test,Col-0,cR,0.17595021993237958
replicate,latent_ode_matched,2,test,hy5,12L12D,0.265363711891705
replicate,latent_ode_matched,2,test,hy5,cR,0.4473857825946592
replicate,latent_ode_matched,2,test,MLB,12L12D,0.21716432963305501
replicate,latent_ode_matched,2,test,MLB,cR,0.15534969918772307
replicate,latent_ode_matched,2,test,EMS57,12L12D,0.6776346740421104
replicate,latent_ode_matched,2,test,EMS57,cR,0.4563771832011411
replicate,latent_ode_matched,2,test,phyAB,12L12D,0.3065162451105886
replicate,latent_ode_matched,2,test,phyAB,cR,0.21962435525273802
replicate,latent_ode_matched,3,train,Col-0,12L12D,0.2558464546572146
replicate,latent_ode_matched,3,train,Col-0,cR,0.1522513045940051
replicate,latent_ode_matched,3,train,hy5,12L12D,0.16148110939742155
replicate,latent_ode_matched,3,train,hy5,cR,0.18399974713453035
replicate,latent_ode_matched,3,train,MLB,12L12D,0.11348114351460661
replicate,latent_ode_matched,3,train,MLB,cR,0.1886179292033812
replicate,latent_ode_matched,3,train,EMS57,12L12D,0.1420373829033965
replicate,latent_ode_matched,3,train,EMS57,cR,0.33542612262122223
replicate,latent_ode_matched,3,train,phyAB,12L12D,0.128308249024251
replicate,latent_ode_matched,3,train,phyAB,cR,0.2538794021150479
replicate,latent_ode_matched,3,val,Col-0,12L12D,0.1680638816240744
replicate,latent_ode_matched,3,val,Col-0,cR,0.18671097287307237
replicate,latent_ode_matched,3,val,hy5,12L12D,0.437560384817563
replicate,latent_ode_matched,3,val,hy5,cR,0.4515322674000967
replicate,latent_ode_matched,3,val,MLB,12L12D,0.2148081818012936
replicate,latent_ode_matched,3,val,MLB,cR,0.24646880892211023
replicate,latent_ode_matched,3,val,EMS57,12L12D,0.34906914180118304
replicate,latent_ode_matched,3,val,EMS57,cR,0.4345132580827735
replicate,latent_ode_matched,3,val,phyAB,12L12D,0.3860164936255273
replicate,latent_ode_matched,3,val,phyAB,cR,0.21249522717455951
replicate,latent_ode_matched,3,test,Col-0,12L12D,0.4091839880147913
replicate,latent_ode_matched,3,test,Col-0,cR,0.27591155103685805
replicate,latent_ode_matched,3,test,hy5,12L12D,0.21347781433877247
replicate,latent_ode_matched,3,test,hy5,cR,0.40506281959485607
replicate,latent_ode_matched,3,test,MLB,12L12D,0.20031304683866347
replicate,latent_ode_matched,3,test,MLB,cR,0.22023272370962435
replicate,latent_ode_matched,3,test,EMS57,12L12D,0.6723370101411879
replicate,latent_ode_matched,3,test,EMS57,cR,0.3758369342266052
replicate,latent_ode_matched,3,test,phyAB,12L12D,0.31079585469869436
replicate,latent_ode_matched,3,test,phyAB,cR,0.2829841822066631
time_holdout,phytoode,1,train,Col-0,12L12D,0.20901782583967152
time_holdout,phytoode,1,train,Col-0,cR,0.0647967821353561
time_holdout,phytoode,1,train,hy5,12L12D,0.09366849496637833
time_holdout,phytoode,1,train,hy5,cR,0.08220423738648318
time_holdout,phytoode,1,train,MLB,12L12D,0.18355618888947314
time_holdout,phytoode,1,train,MLB,cR,0.20028675557162892
time_holdout,phytoode,1,train,EMS57,12L12D,0.11741404955453419
time_holdout,phytoode,1,train,EMS57,cR,0.29709296780538075
time_holdout,phytoode,1,train,phyAB,12L12D,0.09025499307274285
time_holdout,phytoode,1,train,phyAB,cR,0.23834628446587286
time_holdout,phytoode,1,val,Col-0,12L12D,0.15814851193839807
time_holdout,phytoode,1,val,Col-0,cR,0.1882683950464225
time_holdout,phytoode,1,val,hy5,12L12D,0.3691623756781973
time_holdout,phytoode,1,val,hy5,cR,0.38999005995586067
time_holdout,phytoode,1,val,MLB,12L12D,0.27171796945375265
time_holdout,phytoode,1,val,MLB,cR,0.2724973491057258
time_holdout,phytoode,1,val,EMS57,12L12D,0.3793454782368246
time_holdout,phytoode,1,val,EMS57,cR,0.38690455467826734
time_holdout,phytoode,1,val,phyAB,12L12D,0.4894352121936735
time_holdout,phytoode,1,val,phyAB,cR,0.20022173715303934
time_holdout,phytoode,1,test,Col-0,12L12D,0.45870071283282715
time_holdout,phytoode,1,test,Col-0,cR,0.28926874738931074
time_holdout,phytoode,1,test,hy5,12L12D,0.2548840462103187
time_holdout,phytoode,1,test,hy5,cR,0.3672112837930169
time_holdout,phytoode,1,test,MLB,12L12D,0.5331960564464266
time_holdout,phytoode,1,test,MLB,cR,0.2717147940035327
time_holdout,phytoode,1,test,EMS57,12L12D,0.47838912865167016
time_holdout,phytoode,1,test,EMS57,cR,0.28163455356908945
time_holdout,phytoode,1,test,phyAB,12L12D,0.1880764783099199
time_holdout,phytoode,1,test,phyAB,cR,0.3754661336955657
time_holdout,phytoode,2,train,Col-0,12L12D,0.1439725987555745
time_holdout,phytoode,2,train,Col-0,cR,0.08210637047864078
time_holdout,phytoode,2,train,hy5,12L12D,0.28360672013443444
time_holdout,phytoode,2,train,hy5,cR,0.0994154706786057
time_holdout,phytoode,2,train,MLB,12L12D,0.12602385147311557
time_holdout,phytoode,2,train,MLB,cR,0.12024933222059868
time_holdout,phytoode,2,train,EMS57,12L12D,0.1099344893344395
time_holdout,phytoode,2,train,EMS57,cR,0.11378811530213345
time_holdout,phytoode,2,train,phyAB,12L12D,0.09021532332609096
time_holdout,phytoode,2,train,phyAB,cR,0.10665185423503235
time_holdout,phytoode,2,val,Col-0,12L12D,0.13516146926993353
time_holdout,phytoode,2,val,Col-0,cR,0.21341740874768
time_holdout,phytoode,2,val,hy5,12L12D,0.41342647503470514
time_holdout,phytoode,2,val,hy5,cR,0.41409548924973977
time_holdout,phytoode,2,val,MLB,12L12D,0.22244329812171051
time_holdout,phytoode,2,val,MLB,cR,0.2537413229505932
time_holdout,phytoode,2,val,EMS57,12L12D,0.4022121101709974
time_holdout,phytoode,2,val,EMS57,cR,0.46314182179330565
time_holdout,phytoode,2,val,phyAB,12L12D,0.48886622658697765
time_holdout,phytoode,2,val,phyAB,cR,0.26476148966217505
time_holdout,phytoode,2,test,Col-0,12L12D,0.48000560638562123
time_holdout,phytoode,2,test,Col-0,cR,0.28635894877738305
time_holdout,phytoode,2,test,hy5,12L12D,0.12686590890043173
time_holdout,phytoode,2,test,hy5,cR,0.4021732232602983
time_holdout,phytoode,2,test,MLB,12L12D,0.25030311847466247
time_holdout,phytoode,2,test,MLB,cR,0.26148661158263464
time_holdout,phytoode,2,test,EMS57,12L12D,0.28985710136098325
time_holdout,phytoode,2,test,EMS57,cR,0.1456259144729915
time_holdout,phytoode,2,test,phyAB,12L12D,0.3151937837606863
time_holdout,phytoode,2,test,phyAB,cR,0.23057775999980026
time_holdout,phytoode,3,train,Col-0,12L12D,0.12195738391896577
time_holdout,phytoode,3,train,Col-0,cR,0.05436582156238589
time_holdout,phytoode,3,train,hy5,12L12D,0.1894715858841138
time_holdout,phytoode,3,train,hy5,cR,0.10620005249454781
time_holdout,phytoode,3,train,MLB,12L12D,0.08884815582233622
time_holdout,phytoode,3,train,MLB,cR,0.14954087879211073
time_holdout,phytoode,3,train,EMS57,12L12D,0.177990472270434
time_holdout,phytoode,3,train,EMS57,cR,0.19523065553025284
time_holdout,phytoode,3,train,phyAB,12L12D,0.057571354879612076
time_holdout,phytoode,3,train,phyAB,cR,0.22332392203135665
time_holdout,phytoode,3,val,Col-0,12L12D,0.12717148149834373
time_holdout,phytoode,3,val,Col-0,cR,0.2059586150313624
time_holdout,phytoode,3,val,hy5,12L12D,0.36546317375291854
time_holdout,phytoode,3,val,hy5,cR,0.4623234179509065
time_holdout,phytoode,3,val,MLB,12L12D,0.1856338853977701
time_holdout,phytoode,3,val,MLB,cR,0.24064146986016494
time_holdout,phytoode,3,val,EMS57,12L12D,0.2745741239283412
time_holdout,phytoode,3,val,EMS57,cR,0.5184933351197669
time_holdout,phytoode,3,val,phyAB,12L12D,0.48799248699695214
time_holdout,phytoode,3,val,phyAB,cR,0.20785773254055487
time_holdout,phytoode,3,test,Col-0,12L12D,0.543568408761681
time_holdout,phytoode,3,test,Col-0,cR,0.39874530876428765
time_holdout,phytoode,3,test,hy5,12L12D,0.08893247041265669
time_holdout,phytoode,3,test,hy5,cR,0.3958116575394782
time_holdout,phytoode,3,test,MLB,12L12D,0.11674004985760392
time_holdout,phytoode,3,test,MLB,cR,0.3636612229680341
time_holdout,phytoode,3,test,EMS57,12L12D,0.28157607624438896
time_holdout,phytoode,3,test,EMS57,cR,0.24702335157236674
time_holdout,phytoode,3,test,phyAB,12L12D,0.14864340808860915
time_holdout,phytoode,3,test,phyAB,cR,0.2876093973496837
time_holdout,latent_ode,1,train,Col-0,12L12D,0.14207573234018478
time_holdout,latent_ode,1,train,Col-0,cR,0.08694284034455346
time_holdout,latent_ode,1,train,hy5,12L12D,0.15300415985003765
time_holdout,latent_ode,1,train,hy5,cR,0.04482837050856287
time_holdout,latent_ode,1,train,MLB,12L12D,0.08763895374389992
time_holdout,latent_ode,1,train,MLB,cR,0.21626702094580358
time_holdout,latent_ode,1,train,EMS57,12L12D,0.19727935034136101
time_holdout,latent_ode,1,train,EMS57,cR,0.5425733332440253
time_holdout,latent_ode,1,train,phyAB,12L12D,0.03539166800067473
time_holdout,latent_ode,1,train,phyAB,cR,0.2722017497749392
time_holdout,latent_ode,1,val,Col-0,12L12D,0.15059723337465056
time_holdout,latent_ode,1,val,Col-0,cR,0.19077061992214722
time_holdout,latent_ode,1,val,hy5,12L12D,0.418671436710589
time_holdout,latent_ode,1,val,hy5,cR,0.43409078067393975
time_holdout,latent_ode,1,val,MLB,12L12D,0.16701568584570373
time_holdout,latent_ode,1,val,MLB,cR,0.3486200509445187
time_holdout,latent_ode,1,val,EMS57,12L12D,0.3527829466254944
time_holdout,latent_ode,1,val,EMS57,cR,0.19957071211517652
time_holdout,latent_ode,1,val,phyAB,12L12D,0.4741342089189706
time_holdout,latent_ode,1,val,phyAB,cR,0.3561588754225694
time_holdout,latent_ode,1,test,Col-0,12L12D,0.6130797049394091
time_holdout,latent_ode,1,test,Col-0,cR,0.36868396856394514
time_holdout,latent_ode,1,test,hy5,12L12D,0.1321276929114919
time_holdout,latent_ode,1,test,hy5,cR,0.4042455556312375
time_holdout,latent_ode,1,test,MLB,12L12D,0.013994847388701595
time_holdout,latent_ode,1,test,MLB,cR,0.3959684807642725
time_holdout,latent_ode,1,test,EMS57,12L12D,0.3521741634379599
time_holdout,latent_ode,1,test,EMS57,cR,0.0728532784016122
time_holdout,latent_ode,1,test,phyAB,12L12D,0.20139968434297909
time_holdout,latent_ode,1,test,phyAB,cR,0.49585766499316203
time_holdout,latent_ode,2,train,Col-0,12L12D,0.13416920995068346
time_holdout,latent_ode,2,train,Col-0,cR,0.017630309156544607
time_holdout,latent_ode,2,train,hy5,12L12D,0.2082572860756941
time_holdout,latent_ode,2,train,hy5,cR,0.09201139684561259
time_holdout,latent_ode,2,train,MLB,12L12D,0.10290225158309729
time_holdout,latent_ode,2,train,MLB,cR,0.18171775776300947
time_holdout,latent_ode,2,train,EMS57,12L12D,0.10047781363130535
time_holdout,latent_ode,2,train,EMS57,cR,0.24659693648348327
time_holdout,latent_ode,2,train,phyAB,12L12D,0.05741319778963765
time_holdout,latent_ode,2,train,phyAB,cR,0.16893842242091114
time_holdout,latent_ode,2,val,Col-0,12L12D,0.13208125769558537
time_holdout,latent_ode,2,val,Col-0,cR,0.19246572141907195
time_holdout,latent_ode,2,val,hy5,12L12D,0.3902258845459906
time_holdout,latent_ode,2,val,hy5,cR,0.4148645288717238
time_holdout,latent_ode,2,val,MLB,12L12D,0.217297669472411
time_holdout,latent_ode,2,val,MLB,cR,0.2366602153229727
time_holdout,latent_ode,2,val,EMS57,12L12D,0.3401952249001469
time_holdout,latent_ode,2,val,EMS57,cR,0.504716790258418
time_holdout,latent_ode,2,val,phyAB,12L12D,0.48140436006003196
time_holdout,latent_ode,2,val,phyAB,cR,0.19780827272769705
time_holdout,latent_ode,2,test,Col-0,12L12D,0.6671480008321684
time_holdout,latent_ode,2,test,Col-0,cR,0.39386864139935046
time_holdout,latent_ode,2,test,hy5,12L12D,0.19853516669931454
time_holdout,latent_ode,2,test,hy5,cR,0.4081299117532753
time_holdout,latent_ode,2,test,MLB,12L12D,0.06186637104594377
time_holdout,latent_ode,2,test,MLB,cR,0.33630877604587595
time_holdout,latent_ode,2,test,EMS57,12L12D,0.16906790514554831
time_holdout,latent_ode,2,test,EMS57,cR,0.26881698541383575
time_holdout,latent_ode,2,test,phyAB,12L12D,0.1969486530732081
time_holdout,latent_ode,2,test,phyAB,cR,0.2580619845743131
time_holdout,latent_ode,3,train,Col-0,12L12D,0.10212224955974868
time_holdout,latent_ode,3,train,Col-0,cR,0.03097722826541079
time_holdout,latent_ode,3,train,hy5,12L12D,0.16213629095979812
time_holdout,latent_ode,3,train,hy5,cR,0.11469657756039836
time_holdout,latent_ode,3,train,MLB,12L12D,0.12205278854959707
time_holdout,latent_ode,3,train,MLB,cR,0.15875916931180156
time_holdout,latent_ode,3,train,EMS57,12L12D,0.13236877061045596
time_holdout,latent_ode,3,train,EMS57,cR,0.251045416030156
time_holdout,latent_ode,3,train,phyAB,12L12D,0.03480284292702762
time_holdout,latent_ode,3,train,phyAB,cR,0.26851004202039386
time_holdout,latent_ode,3,val,Col-0,12L12D,0.07825438734734638
time_holdout,latent_ode,3,val,Col-0,cR,0.19050770627673078
time_holdout,latent_ode,3,val,hy5,12L12D,0.4052473051006917
time_holdout,latent_ode,3,val,hy5,cR,0.405528549551487
time_holdout,latent_ode,3,val,MLB,12L12D,0.21246521104130933
time_holdout,latent_ode,3,val,MLB,cR,0.21043275341647105
time_holdout,latent_ode,3,val,EMS57,12L12D,0.3415972538678256
time_holdout,latent_ode,3,val,EMS57,cR,0.5135441890926129
time_holdout,latent_ode,3,val,phyAB,12L12D,0.48625667621087443
time_holdout,latent_ode,3,val,phyAB,cR,0.2045132060472847
time_holdout,latent_ode,3,test,Col-0,12L12D,0.5163866951253381
time_holdout,latent_ode,3,test,Col-0,cR,0.4030135758698057
time_holdout,latent_ode,3,test,hy5,12L12D,0.13345663224550974
time_holdout,latent_ode,3,test,hy5,cR,0.34146254531873277
time_holdout,latent_ode,3,test,MLB,12L12D,0.28856722613507774
time_holdout,latent_ode,3,test,MLB,cR,0.26340301538936794
time_holdout,latent_ode,3,test,EMS57,12L12D,0.48179519657077746
time_holdout,latent_ode,3,test,EMS57,cR,0.3430951769796274
time_holdout,latent_ode,3,test,phyAB,12L12D,0.12422217379601058
time_holdout,latent_ode,3,test,phyAB,cR,0.4049461772824512
time_holdout,light_pinn,1,train,Col-0,12L12D,0.07555978754871333
time_holdout,light_pinn,1,train,Col-0,cR,0.15459153309884144
time_holdout,light_pinn,1,train,hy5,12L12D,0.29859159075999775
time_holdout,light_pinn,1,train,hy5,cR,0.06838718850501459
time_holdout,light_pinn,1,train,MLB,12L12D,0.10997479577284819
time_holdout,light_pinn,1,train,MLB,cR,0.24010707294794179
time_holdout,light_pinn,1,train,EMS57,12L12D,0.2771566026568076
time_holdout,light_pinn,1,train,EMS57,cR,0.23474441576021746
time_holdout,light_pinn,1,train,phyAB,12L12D,0.10069522548498178
time_holdout,light_pinn,1,train,phyAB,cR,0.19568217718468414
time_holdout,light_pinn,1,val,Col-0,12L12D,0.09737808320665028
time_holdout,light_pinn,1,val,Col-0,cR,0.21750704796780118
time_holdout,light_pinn,1,val,hy5,12L12D,0.4445869546563174
time_holdout,light_pinn,1,val,hy5,cR,0.4225293106892665
time_holdout,light_pinn,1,val,MLB,12L12D,0.12300641875908762
time_holdout,light_pinn,1,val,MLB,cR,0.34176251929525625
time_holdout,light_pinn,1,val,EMS57,12L12D,0.3643327876792714
time_holdout,light_pinn,1,val,EMS57,cR,0.4266776396059142
time_holdout,light_pinn,1,val,phyAB,12L12D,0.44972753393623743
time_holdout,light_pinn,1,val,phyAB,cR,0.12331107392274407
time_holdout,light_pinn,1,test,Col-0,12L12D,0.699001025277081
time_holdout,light_pinn,1,test,Col-0,cR,0.4268345347653649
time_holdout,light_pinn,1,test,hy5,12L12D,0.1694680825839299
time_holdout,light_pinn,1,test,hy5,cR,0.41000179922641866
time_holdout,light_pinn,1,test,MLB,12L12D,0.09210126801560105
time_holdout,light_pinn,1,test,MLB,cR,0.3055093912424275
time_holdout,light_pinn,1,test,EMS57,12L12D,0.17985056744946198
time_holdout,light_pinn,1,test,EMS57,cR,0.1902622063765876
time_holdout,light_pinn,1,test,phyAB,12L12D,0.25176868281594034
time_holdout,light_pinn,1,test,phyAB,cR,0.23252072335079527
time_holdout,light_pinn,2,train,Col-0,12L12D,0.060040291195913455
time_holdout,light_pinn,2,train,Col-0,cR,0.15806531500613183
time_holdout,light_pinn,2,train,hy5,12L12D,0.27258958975644304
time_holdout,light_pinn,2,train,hy5,cR,0.0799970610300063
time_holdout,light_pinn,2,train,MLB,12L12D,0.05799760868432698
time_holdout,light_pinn,2,train,MLB,cR,0.14640906931594805
time_holdout,light_pinn,2,train,EMS57,12L12D,0.27689647783178295
time_holdout,light_pinn,2,train,EMS57,cR,0.18796821612089537
time_holdout,light_pinn,2,train,phyAB,12L12D,0.046734163819010785
time_holdout,light_pinn,2,train,phyAB,cR,0.11893616727836286
time_holdout,light_pinn,2,val,Col-0,12L12D,0.08866504074887438
time_holdout,light_pinn,2,val,Col-0,cR,0.204175385319801
time_holdout,light_pinn,2,val,hy5,12L12D,0.4143839808130774
time_holdout,light_pinn,2,val,hy5,cR,0.48981565040098124
time_holdout,light_pinn,2,val,MLB,12L12D,0.10521610211334743
time_holdout,light_pinn,2,val,MLB,cR,0.2934348173366029
time_holdout,light_pinn,2,val,EMS57,12L12D,0.3380200649936791
time_holdout,light_pinn,2,val,EMS57,cR,0.4738516950977406
time_holdout,light_pinn,2,val,phyAB,12L12D,0.47452804372043034
time_holdout,light_pinn,2,val,phyAB,cR,0.1856832940466724
time_holdout,light_pinn,2,test,Col-0,12L12D,0.7215179250618272
time_holdout,light_pinn,2,test,Col-0,cR,0.4384205051516235
time_holdout,light_pinn,2,test,hy5,12L12D,0.2611792000750211
time_holdout,light_pinn,2,test,hy5,cR,0.4600134519054141
time_holdout,light_pinn,2,test,MLB,12L12D,0.2219130598707625
time_holdout,light_pinn,2,test,MLB,cR,0.2991852155994538
time_holdout,light_pinn,2,test,EMS57,12L12D,0.19612116163516136
time_holdout,light_pinn,2,test,EMS57,cR,0.061875584718060164
time_holdout,light_pinn,2,test,phyAB,12L12D,0.35077299669884415
time_holdout,light_pinn,2,test,phyAB,cR,0.1447227238696095
time_holdout,light_pinn,3,train,Col-0,12L12D,0.07793614024815115
time_holdout,light_pinn,3,train,Col-0,cR,0.07281145894932221
time_holdout,light_pinn,3,train,hy5,12L12D,0.21307619496107566
time_holdout,light_pinn,3,train,hy5,cR,0.07372400773745111
time_holdout,light_pinn,3,train,MLB,12L12D,0.0630511479751918
time_holdout,light_pinn,3,train,MLB,cR,0.09277246994727409
time_holdout,light_pinn,3,train,EMS57,12L12D,0.18875640022962148
time_holdout,light_pinn,3,train,EMS57,cR,0.10614580576619184
time_holdout,light_pinn,3,train,phyAB,12L12D,0.06804988187129177
time_holdout,light_pinn,3,train,phyAB,cR,0.08453256599359442
time_holdout,light_pinn,3,val,Col-0,12L12D,0.04978933487273646
time_holdout,light_pinn,3,val,Col-0,cR,0.20059596313825537
time_holdout,light_pinn,3,val,hy5,12L12D,0.4120175282844347
time_holdout,light_pinn,3,val,hy5,cR,0.45357064319920803
time_holdout,light_pinn,3,val,MLB,12L12D,0.11752416124630752
time_holdout,light_pinn,3,val,MLB,cR,0.2279975608420914
time_holdout,light_pinn,3,val,EMS57,12L12D,0.37534590910111537
time_holdout,light_pinn,3,val,EMS57,cR,0.48994831100523345
time_holdout,light_pinn,3,val,phyAB,12L12D,0.4814231798335315
time_holdout,light_pinn,3,val,phyAB,cR,0.2148663061456441
time_holdout,light_pinn,3,test,Col-0,12L12D,0.62176282711045
time_holdout,light_pinn,3,test,Col-0,cR,0.3239124302511909
time_holdout,light_pinn,3,test,hy5,12L12D,0.3544827079250677
time_holdout,light_pinn,3,test,hy5,cR,0.29393423646179223
time_holdout,light_pinn,3,test,MLB,12L12D,0.2481411530006159
time_holdout,light_pinn,3,test,MLB,cR,0.17337530915211205
time_holdout,light_pinn,3,test,EMS57,12L12D,0.3087926449526819
time_holdout,light_pinn,3,test,EMS57,cR,0.19965136029592068
time_holdout,light_pinn,3,test,phyAB,12L12D,0.3785374396218364
time_holdout,light_pinn,3,test,phyAB,cR,0.23403760022270498
time_holdout,lstm,1,train,Col-0,12L12D,0.020364523461029606
time_holdout,lstm,1,train,Col-0,cR,0.026222935387976137
time_holdout,lstm,1,train,hy5,12L12D,0.0364093231367649
time_holdout,lstm,1,train,hy5,cR,0.060062831548297994
time_holdout,lstm,1,train,MLB,12L12D,0.008990495959430477
time_holdout,lstm,1,train,MLB,cR,0.01792351249138535
time_holdout,lstm,1,train,EMS57,12L12D,0.05763090935694642
