epoch,data_loss,objective,val_rmse,selection_rmse,best_epoch,best_selection_rmse
10,0.1349927932024002,0.1349927932024002,0.1731039583683014,0.1731039583683014,-1,
20,0.09043330699205399,0.09043330699205399,0.09310489892959595,0.13310442864894867,-1,
30,0.06896273046731949,0.06896273046731949,0.07546687126159668,0.11389190951983134,-1,
40,0.056543368846178055,0.056543368846178055,0.07022899389266968,0.10297618061304092,-1,
50,0.04826484993100166,0.04826484993100166,0.05676225572824478,0.0937333956360817,-1,
60,0.04134790226817131,0.04134790226817131,0.04385984688997269,0.0854211375117302,-1,
70,0.03739374876022339,0.03739374876022339,0.04374440014362335,0.07946731788771492,-1,
80,0.04065633937716484,0.04065633937716484,0.04486983269453049,0.07514263223856688,-1,
90,0.03297244757413864,0.03297244757413864,0.04878462105989456,0.0722139643298255,-1,
100,0.032973334193229675,0.032973334193229675,0.04541495814919472,0.06953406371176243,-1,
110,0.0316750667989254,0.0316750667989254,0.042905356734991074,0.056514203548431396,-1,
120,0.032606497406959534,0.032606497406959534,0.047836821526288986,0.0519873958081007,-1,
130,0.031750377267599106,0.031750377267599106,0.041891708970069885,0.04862987957894802,-1,
140,0.032971955835819244,0.032971955835819244,0.04615854471921921,0.04622283466160297,-1,
150,0.030739251524209976,0.030739251524209976,0.0448174811899662,0.045028357207775115,-1,
160,0.03065505437552929,0.03065505437552929,0.042670685797929764,0.044909441098570826,-1,
170,0.030681103467941284,0.030681103467941284,0.045697689056396484,0.04510476998984814,-1,
180,0.03067064844071865,0.03067064844071865,0.041878506541252136,0.0448056373745203,-1,
190,0.030537592247128487,0.030537592247128487,0.04534243792295456,0.044461419060826304,-1,
200,0.03041047230362892,0.03041047230362892,0.042605094611644745,0.0441804327070713,-1,
210,0.030398331582546234,0.030398331582546234,0.04371463879942894,0.04426136091351509,-1,
220,0.030863851308822632,0.030863851308822632,0.04511183500289917,0.04398886226117611,-1,
230,0.03167720511555672,0.03167720511555672,0.040344879031181335,0.043834179267287256,-1,
240,0.03093678690493107,0.03093678690493107,0.04666827246546745,0.04388515204191208,-1,
250,0.03019263967871666,0.03019263967871666,0.04313758388161659,0.04371716231107712,-1,
260,0.03211088851094246,0.03211088851094246,0.041009094566106796,0.04355100318789482,-1,
270,0.03026472218334675,0.03026472218334675,0.04347212612628937,0.04332844689488411,-1,
280,0.030413126572966576,0.030413126572966576,0.04215645045042038,0.043356241285800935,-1,
290,0.030965493991971016,0.030965493991971016,0.04691478982567787,0.043513476476073266,-1,
300,0.030052248388528824,0.030052248388528824,0.042574748396873474,0.04351044185459614,-1,
310,0.03091248869895935,0.03091248869895935,0.0412813201546669,0.043267109990119935,-1,
320,0.03069588914513588,0.03069588914513588,0.04571228846907616,0.04332715533673763,-1,
330,0.030095746740698814,0.030095746740698814,0.044340137392282486,0.043726681172847746,-1,
340,0.030576251447200775,0.030576251447200775,0.04487697035074234,0.043547550961375234,-1,
350,0.03061431646347046,0.03061431646347046,0.040720053017139435,0.04330579787492752,-1,
360,0.029873179271817207,0.029873179271817207,0.04253236949443817,0.043458125367760655,-1,
370,0.029958663508296013,0.029958663508296013,0.04133114218711853,0.04324402697384357,-1,
380,0.030090084299445152,0.030090084299445152,0.04572742432355881,0.043601124361157415,-1,
390,0.03037147782742977,0.03037147782742977,0.04058866947889328,0.042968512326478955,-1,
400,0.030019156634807587,0.030019156634807587,0.044289421290159225,0.04313997961580753,-1,
410,0.02964583970606327,0.02964583970606327,0.04223407432436943,0.04323525503277779,-1,
420,0.03082294948399067,0.03082294948399067,0.03970354422926903,0.042634380608797075,-1,
430,0.030132582411170006,0.030132582411170006,0.04512293264269829,0.042712660133838655,-1,
440,0.029607782140374184,0.029607782140374184,0.0410778783261776,0.04233275093138218,-1,
450,0.029599033296108246,0.029599033296108246,0.041468773037195206,0.042407622933387755,-1,
460,0.029411647468805313,0.029411647468805313,0.042858876287937164,0.04244027361273765,-1,
470,0.0303711649030447,0.0303711649030447,0.04477136582136154,0.04278429597616196,-1,
480,0.029742756858468056,0.029742756858468056,0.0406077615916729,0.042272329702973364,-1,
490,0.029554665088653564,0.029554665088653564,0.043703995645046234,0.04258386231958866,-1,
500,0.02925650216639042,0.02925650216639042,0.04220465198159218,0.04237538538873196,-1,
510,0.029284413903951645,0.029284413903951645,0.04092909023165703,0.042244886979460716,-1,
520,0.02943618781864643,0.02943618781864643,0.041213300079107285,0.04239586256444454,-1,
530,0.02933446504175663,0.02933446504175663,0.042475249618291855,0.0421310942620039,-1,
540,0.029353972524404526,0.029353972524404526,0.040415387600660324,0.04206484518945217,-1,
550,0.029117153957486153,0.029117153957486153,0.04155762121081352,0.042073730006814004,-1,
560,0.029198383912444115,0.029198383912444115,0.04269692301750183,0.04205753467977047,-1,
570,0.02924649976193905,0.02924649976193905,0.04214631766080856,0.04179502986371517,-1,
580,0.029290011152625084,0.029290011152625084,0.04021162539720535,0.041755416244268415,-1,
590,0.02906346321105957,0.02906346321105957,0.04161520302295685,0.04154653698205948,-1,
600,0.029189344495534897,0.029189344495534897,0.04224999248981476,0.041551071032881734,600,0.041551071032881734
610,0.029093801975250244,0.029093801975250244,0.0417182557284832,0.04162998758256435,600,0.041551071032881734
620,0.02903350442647934,0.02903350442647934,0.04140176996588707,0.041648834571242334,600,0.041551071032881734
630,0.029220616444945335,0.029220616444945335,0.042230650782585144,0.04162437468767166,600,0.041551071032881734
640,0.02899363450706005,0.02899363450706005,0.040874551981687546,0.04167029112577438,600,0.041551071032881734
650,0.029034648090600967,0.029034648090600967,0.03992610424757004,0.041507139429450036,650,0.041507139429450036
660,0.029002174735069275,0.029002174735069275,0.040048617869615555,0.04124230891466141,660,0.04124230891466141
670,0.02894015610218048,0.02894015610218048,0.04043255373835564,0.041070932522416115,670,0.041070932522416115
680,0.02895432338118553,0.02895432338118553,0.040695756673812866,0.04111934565007687,670,0.041070932522416115
690,0.02904798649251461,0.02904798649251461,0.04104072228074074,0.04106189757585525,690,0.04106189757585525
