split,curve,genotype,rmse,n_observed
train,0,33,0.03066374462652504,67
train,1,33,0.016369396387088894,59
train,2,106,0.0338891306883429,67
train,3,106,0.0206747926854391,59
train,4,122,0.017941612394891036,67
train,5,122,0.02135153716433326,59
train,6,133,0.016879516592287338,67
train,7,133,0.026609147502237415,59
train,8,5,0.021175037026324506,67
train,9,5,0.015980703578046297,59
train,10,30,0.023111561873143338,67
train,11,30,0.016778107095513105,59
train,12,218,0.014198019180968562,67
train,13,218,0.01462945559498664,59
train,14,2,0.03301663425795976,67
train,15,2,0.024382020833898913,59
train,16,17,0.019820609492003732,67
train,17,17,0.020706025446103685,59
train,18,254,0.017610393919670665,67
train,19,254,0.015179926902093204,59
train,20,282,0.023662464993505647,67
train,21,282,0.016739557859130304,59
train,22,294,0.019920450631088764,67
train,23,294,0.025053453625471383,59
train,24,301,0.019347611105835157,67
train,25,301,0.0171760065624094,59
train,26,302,0.016999036516450183,67
train,27,302,0.03252016723839404,59
train,28,335,0.023630671915162122,67
train,29,335,0.015852010323548354,59
train,30,339,0.015008452324154976,67
train,31,339,0.016046625875919755,59
train,32,341,0.020632233408306448,67
train,33,341,0.021338523487657357,59
train,34,6,0.034729071390181665,67
train,35,6,0.018917893788565416,59
train,36,362,0.020724255501302236,67
train,37,362,0.024104410537708374,59
val,0,33,0.031015865096813342,42
val,1,106,0.047861552738069774,42
val,2,122,0.03476126362308574,42
val,3,133,0.02061919460331076,42
val,4,5,0.021138567480966597,42
val,5,30,0.022380494067378617,42
val,6,218,0.02955736544636949,42
val,7,2,0.06256755688629632,42
val,8,17,0.05472930710132116,42
val,9,254,0.025621154803922186,42
val,10,282,0.05535259664442382,42
val,11,294,0.04085679770035355,42
val,12,301,0.037087713663002224,42
val,13,302,0.03695761889158958,42
val,14,335,0.0384723589496686,42
val,15,339,0.021551083744309387,42
val,16,341,0.02727982720271865,42
val,17,6,0.07446821040272021,42
val,18,362,0.04189927499259813,42
test,0,33,0.021458094882387372,72
test,1,106,0.03169775159369167,72
test,2,122,0.024814041266110858,72
test,3,133,0.026961111309300352,72
test,4,5,0.02702149602311988,72
test,5,30,0.029664772633513987,72
test,6,218,0.023309479432833357,72
test,7,2,0.0436388050589495,72
test,8,17,0.056305869658227134,72
test,9,254,0.02147682151521297,72
test,10,282,0.02946600431675867,72
test,11,294,0.042153609855855305,72
test,12,301,0.037287878254764935,72
test,13,302,0.030761359323219415,72
test,14,335,0.021468332835673797,72
test,15,339,0.025175633946708954,72
test,16,341,0.032338625674870225,72
test,17,6,0.03658967938864767,72
test,18,362,0.02643084592709815,72
