epoch,data_loss,objective,val_rmse,selection_rmse,best_epoch,best_selection_rmse,L_m,L_r,L_y
10,0.20013129711151123,0.20670031011104584,0.19173693656921387,0.19173693656921387,-1,,0.0,0.0,0.00656901765614748
20,0.08622042834758759,0.09847552329301834,0.10517117381095886,0.14845405519008636,-1,,0.0,0.0,0.012255094945430756
30,0.0735999196767807,0.08167234063148499,0.10088051110506058,0.13259620716174444,-1,,0.0,0.0,0.008072423748672009
40,0.055091653019189835,0.05883349850773811,0.07356557250022888,0.11783854849636555,-1,,0.0,0.0,0.0037418443243950605
50,0.05025831237435341,0.05209480971097946,0.060593340545892715,0.10638950690627098,-1,,0.0,0.0,0.0018364964053034782
60,0.04293124005198479,0.04395311325788498,0.049227647483348846,0.09686253033578396,-1,,0.0,0.0,0.0010218749521300197
70,0.0393785685300827,0.040971025824546814,0.0443873256444931,0.08936607252274241,-1,,0.0,0.0,0.0015924591571092606
80,0.03700152784585953,0.03808161988854408,0.0458819754421711,0.083930560387671,-1,,0.0,0.0,0.0010800930904224515
90,0.035345517098903656,0.03673291951417923,0.046021971851587296,0.0797184949947728,-1,,0.0,0.0,0.001387402298860252
100,0.03830432891845703,0.04018057882785797,0.04851518198847771,0.0765981636941433,-1,,0.0,0.0,0.0018762507243081927
110,0.0346696600317955,0.036567866802215576,0.0433962419629097,0.06176409423351288,-1,,0.0,0.0,0.0018982061883434653
120,0.03346758708357811,0.035557448863983154,0.04224581643939018,0.05547155849635601,-1,,0.0,0.0,0.002089862711727619
130,0.03366255760192871,0.035823214799165726,0.043998900800943375,0.04978339746594429,-1,,0.0,0.0,0.0021606578957289457
140,0.03386368602514267,0.035920463502407074,0.0432506687939167,0.04675190709531307,-1,,0.0,0.0,0.00205677910707891
150,0.032252341508865356,0.03438441827893257,0.04342148080468178,0.04503472112119198,-1,,0.0,0.0,0.0021320765372365713
160,0.03376699239015579,0.035817600786685944,0.046019311994314194,0.044713887572288516,-1,,0.0,0.0,0.002050610026344657
170,0.03288721665740013,0.03518190234899521,0.04169078916311264,0.044444233924150464,-1,,0.0,0.0,0.0022946845274418592
180,0.033645592629909515,0.035737842321395874,0.048071637749671936,0.04466320015490055,-1,,0.0,0.0,0.0020922485273331404
190,0.03218131139874458,0.034522153437137604,0.04355284944176674,0.044416287913918495,-1,,0.0,0.0,0.0023408406414091587
200,0.03178051859140396,0.034003958106040955,0.04221700504422188,0.04378647021949291,-1,,0.0,0.0,0.002223438350483775
210,0.03106611594557762,0.03317783400416374,0.04621203616261482,0.044068049639463425,-1,,0.0,0.0,0.0021117168944329023
220,0.03218266740441322,0.03429481014609337,0.045087430626153946,0.0443522110581398,-1,,0.0,0.0,0.0021121413446962833
230,0.032507333904504776,0.034368403255939484,0.04956183210015297,0.04490850418806076,-1,,0.0,0.0,0.0018610686529427767
240,0.031219303607940674,0.03304455429315567,0.04408987984061241,0.04499242529273033,-1,,0.0,0.0,0.0018252510344609618
250,0.03189697116613388,0.03369712829589844,0.048888061195611954,0.04553908333182335,-1,,0.0,0.0,0.0018001558491960168
260,0.03199686482548714,0.03380855172872543,0.0414666123688221,0.04508381336927414,-1,,0.0,0.0,0.0018116853898391128
270,0.030914753675460815,0.0327468179166317,0.046790845692157745,0.04559381902217865,-1,,0.0,0.0,0.001832065056078136
280,0.030956946313381195,0.03291976824402809,0.043256137520074844,0.04511226899921894,-1,,0.0,0.0,0.0019628209993243217
290,0.03205176070332527,0.03385745733976364,0.04668243229389191,0.045425227284431456,-1,,0.0,0.0,0.0018056983826681972
300,0.03121575526893139,0.03301097825169563,0.04298624396324158,0.045502151176333425,-1,,0.0,0.0,0.0017952222842723131
