split,curve,genotype,rmse,n_observed
train,0,33,0.031065025781094942,67
train,1,33,0.014051584054998048,59
train,2,106,0.03465862564840758,67
train,3,106,0.018280427063973374,59
train,4,122,0.018610224358499176,67
train,5,122,0.021990685683703062,59
train,6,133,0.020486670405556323,67
train,7,133,0.02965387745332775,59
train,8,5,0.04006438171423433,67
train,9,5,0.01635025273071912,59
train,10,30,0.02835241138651132,67
train,11,30,0.017413781382831423,59
train,12,218,0.014599688131160277,67
train,13,218,0.01398987383910289,59
train,14,2,0.03445956084176777,67
train,15,2,0.027107438138585273,59
train,16,17,0.01787458424730693,67
train,17,17,0.020225249925588464,59
train,18,254,0.014832869197636316,67
train,19,254,0.014489441332317473,59
train,20,282,0.02542045231064369,67
train,21,282,0.016916774055003317,59
train,22,294,0.025380522124422454,67
train,23,294,0.02994209880914775,59
train,24,301,0.021080881254381668,67
train,25,301,0.017257984296002993,59
train,26,302,0.018393086777073308,67
train,27,302,0.033309242450561834,59
train,28,335,0.02372304068144773,67
train,29,335,0.016703651664641335,59
train,30,339,0.01499819011669727,67
train,31,339,0.018462977398076376,59
train,32,341,0.022213885715482815,67
train,33,341,0.022681387547123632,59
train,34,6,0.038511331832759906,67
train,35,6,0.018637368427220274,59
train,36,362,0.024795797786871458,67
train,37,362,0.026064594162355573,59
val,0,33,0.03159878416658312,42
val,1,106,0.04828327251081138,42
val,2,122,0.03622841774278005,42
val,3,133,0.022241460059889053,42
val,4,5,0.02205195490827806,42
val,5,30,0.024478940349434323,42
val,6,218,0.03000266396301626,42
val,7,2,0.05924882849215674,42
val,8,17,0.05778108663202669,42
val,9,254,0.023731726303384822,42
val,10,282,0.055546137321177004,42
val,11,294,0.04002220577057155,42
val,12,301,0.03627473486712652,42
val,13,302,0.03903519290232213,42
val,14,335,0.040168071125457123,42
val,15,339,0.024614189762634783,42
val,16,341,0.030665056980874884,42
val,17,6,0.06620167587421857,42
val,18,362,0.039251755175560565,42
test,0,33,0.018700874404017624,72
test,1,106,0.02704177484025184,72
test,2,122,0.024194516618149437,72
test,3,133,0.02313156381494178,72
test,4,5,0.024694235942121723,72
test,5,30,0.028723259938907182,72
test,6,218,0.02240360381872626,72
test,7,2,0.04998623054839135,72
test,8,17,0.058133661147972436,72
test,9,254,0.022492307857135616,72
test,10,282,0.02674999070662582,72
test,11,294,0.03616211559062394,72
test,12,301,0.04036438675797021,72
test,13,302,0.032150476035826395,72
test,14,335,0.021377460397985642,72
test,15,339,0.0269647753667627,72
test,16,341,0.028994685711863512,72
test,17,6,0.03576289781313402,72
test,18,362,0.021994857717062673,72
