plant_id,genotype,source_row,r_per_hour,K_mm,prefix_observations
Col-0:row3,Col-0,3,0.027217656,10.781817,1
Col-0:row4,Col-0,4,0.025211504,11.494319,2
Col-0:row5,Col-0,5,0.024531512,11.059714,2
Col-0:row6,Col-0,6,0.02085909,12.098923,4
Col-0:row7,Col-0,7,0.025044002,11.470786,2
Col-0:row8,Col-0,8,0.019928582,11.734804,3
Col-0:row9,Col-0,9,0.02718925,10.778629,1
Col-0:row10,Col-0,10,0.021667158,11.510708,2
Col-0:row11,Col-0,11,0.025081625,11.39714,2
Col-0:row12,Col-0,12,0.020058217,11.755262,3
Col-0:row13,Col-0,13,0.024822405,11.1044655,2
Col-0:row14,Col-0,14,0.023198696,10.543846,1
Col-0:row15,Col-0,15,0.023003878,11.660217,3
Col-0:row16,Col-0,16,0.023443816,10.950223,1
Col-0:row17,Col-0,17,0.027192859,10.779035,1
Col-0:row18,Col-0,18,0.021428851,11.233756,2
Col-0:row19,Col-0,19,0.021368228,11.140047,2
Col-0:row20,Col-0,20,0.025070097,11.392773,2
Col-0:row21,Col-0,21,0.023181502,10.540816,1
Col-0:row22,Col-0,22,0.023537692,10.602923,1
Col-0:row23,Col-0,23,0.027206281,10.780542,1
Col-0:row24,Col-0,24,0.022829337,11.91644,3
Col-0:row25,Col-0,25,0.023038436,11.674966,3
Col-0:row26,Col-0,26,0.02721016,10.780977,1
Col-0:row27,Col-0,27,0.0247139,11.423921,2
Col-0:row28,Col-0,28,0.023227056,10.548837,1
Col-0:row29,Col-0,29,0.02322594,10.915256,1
Col-0:row30,Col-0,30,0.023114795,10.89724,1
Col-0:row31,Col-0,31,0.023206688,10.912145,1
Col-0:row32,Col-0,32,0.021328516,11.447598,2
Col-0:row33,Col-0,33,0.023395048,10.851043,1
Col-0:row34,Col-0,34,0.022976404,10.874639,1
Col-0:row35,Col-0,35,0.02319491,10.810643,1
hy5:row3,hy5,3,0.035009503,12.507696,2
hy5:row4,hy5,4,0.040479176,12.694772,2
hy5:row5,hy5,5,0.035777375,11.993728,1
hy5:row6,hy5,6,0.03651195,11.790785,1
hy5:row7,hy5,7,0.03893536,12.872483,2
hy5:row8,hy5,8,0.03686816,11.826777,1
hy5:row9,hy5,9,0.036692914,12.127735,1
hy5:row10,hy5,10,0.036556315,12.675406,2
hy5:row11,hy5,11,0.03596873,12.853871,2
hy5:row12,hy5,12,0.039307605,12.567989,2
hy5:row13,hy5,13,0.035741467,11.7114105,1
hy5:row14,hy5,14,0.035101656,13.219833,3
hy5:row15,hy5,15,0.03869358,13.254256,3
hy5:row16,hy5,16,0.03617495,12.040559,1
hy5:row17,hy5,17,0.038205583,12.987863,3
hy5:row18,hy5,18,0.03637341,12.063676,1
hy5:row19,hy5,19,0.039392512,13.704805,4
hy5:row20,hy5,20,0.039883368,12.646818,2
hy5:row21,hy5,21,0.036077168,12.070132,1
hy5:row22,hy5,22,0.037078805,12.719044,2
hy5:row23,hy5,23,0.03610212,12.861357,2
hy5:row24,hy5,24,0.04117951,12.474676,2
hy5:row25,hy5,25,0.038790707,13.041286,3
hy5:row26,hy5,26,0.040779233,11.807541,1
hy5:row27,hy5,27,0.039921552,13.127708,3
hy5:row28,hy5,28,0.03888116,12.530776,2
hy5:row29,hy5,29,0.0358409,12.001258,1
hy5:row30,hy5,30,0.03701271,12.136988,1
hy5:row31,hy5,31,0.040753905,11.80574,1
hy5:row32,hy5,32,0.035888467,12.006886,1
hy5:row33,hy5,33,0.040594906,11.79441,1
hy5:row34,hy5,34,0.04038832,11.779614,1
hy5:row35,hy5,35,0.040474147,11.785771,1
MLB:row3,MLB,3,0.021499084,10.667841,1
MLB:row4,MLB,4,0.021469882,10.661296,1
MLB:row5,MLB,5,0.02275784,11.261096,2
MLB:row6,MLB,6,0.021380296,11.815112,3
MLB:row7,MLB,7,0.019596893,11.031779,2
MLB:row8,MLB,8,0.021369545,10.741028,1
MLB:row9,MLB,9,0.01986656,11.315037,2
MLB:row10,MLB,10,0.02280821,11.178893,2
